context: You've been having things your way for a while... response:	But your reign ends here.
context: will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down. response:	Apparently they're more concerned about their financial situation.
context: I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation. response:	Meaning I won't have anything to do with this operation.
context: You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation. response:	And there he goes... I swear, he's like a little kid!
context: They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid! response:	The Monster Association Declares War
context: That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War response:	The masses want to know what our next move is.
context: If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is. response:	Those bastards leaked this to the press... Unbelievable.
context: and just nuke the whole place.\I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable. response:	Now that the world knows of the Hero Association's blunder,
context: I presented my idea to the Association, but they turned it down.\Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder, response:	we need to show the world just how ready we are.
context: Apparently they're more concerned about their financial situation.\Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are. response:	Monster Association
context: Meaning I won't have anything to do with this operation.\And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association response:	The Monster Association, eh?
context: And there he goes... I swear, he's like a little kid!\The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association\The Monster Association, eh? response:	They didn't state their location, but I've got a pretty good idea.
context: The Monster Association Declares War\The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea. response:	City Z's hazardous area ahead Absolutely no trespassing
context: The masses want to know what our next move is.\Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing response:	It's in City Z.
context: Those bastards leaked this to the press... Unbelievable.\Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z. response:	They're planning to start a revolution.
context: Now that the world knows of the Hero Association's blunder,\we need to show the world just how ready we are.\Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution. response:	This wasn't a message just for the humans.
context: we need to show the world just how ready we are.\Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans. response:	It was to summon us.
context: Monster Association\The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us. response:	Let's join the Monster Association.
context: The Monster Association, eh?\They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association. response:	Let's mess those heroes up!
context: They didn't state their location, but I've got a pretty good idea.\City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up! response:	There sure are a lot of monsters out again today.
context: City Z's hazardous area ahead Absolutely no trespassing\It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today. response:	Did they actually come here to see me?
context: It's in City Z.\They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me? response:	More importantly...
context: They're planning to start a revolution.\This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly... response:	The garbage truck is gonna show up any second!
context: This wasn't a message just for the humans.\It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second! response:	What?
context: It was to summon us.\Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second!\What? response:	Someone's in our secret base?
context: Let's join the Monster Association.\Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second!\What?\Someone's in our secret base? response:	Yeah. Some guy I didn't know was sleeping in there.
context: Let's mess those heroes up!\There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second!\What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there. response:	Seriously?
context: There sure are a lot of monsters out again today.\Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second!\What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously? response:	Tareo, go check it out.
context: Did they actually come here to see me?\More importantly...\The garbage truck is gonna show up any second!\What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out. response:	What?!
context: More importantly...\The garbage truck is gonna show up any second!\What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out.\What?! response:	Tell him what's up, then kick him out.
context: The garbage truck is gonna show up any second!\What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out.\What?!\Tell him what's up, then kick him out. response:	I-I can't do that!
context: What?\Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out.\What?!\Tell him what's up, then kick him out.\I-I can't do that! response:	Shut up, and just go!
context: Someone's in our secret base?\Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out.\What?!\Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go! response:	Ow...
context: Yeah. Some guy I didn't know was sleeping in there.\Seriously?\Tareo, go check it out.\What?!\Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go!\Ow... response:	My fever's not going down.
context: Seriously?\Tareo, go check it out.\What?!\Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go!\Ow...\My fever's not going down. response:	At this rate, I might not be able to move much for the next couple of days.
context: Tareo, go check it out.\What?!\Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go!\Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days. response:	Who's there?!
context: What?!\Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go!\Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?! response:	What are you doing here?
context: Tell him what's up, then kick him out.\I-I can't do that!\Shut up, and just go!\Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here? response:	Th-This shack is...
context: I-I can't do that!\Shut up, and just go!\Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here?\Th-This shack is... response:	o-our secret... base...
context: Shut up, and just go!\Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here?\Th-This shack is...\o-our secret... base... response:	Huh? Oh, hey.
context: Ow...\My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here?\Th-This shack is...\o-our secret... base...\Huh? Oh, hey. response:	You're the brat that was reading the Hero Guide.
context: My fever's not going down.\At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here?\Th-This shack is...\o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide. response:	You're that old dude!
context: At this rate, I might not be able to move much for the next couple of days.\Who's there?!\What are you doing here?\Th-This shack is...\o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude! response:	Stop calling me that.
context: Who's there?!\What are you doing here?\Th-This shack is...\o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that. response:	What do you want?
context: What are you doing here?\Th-This shack is...\o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that.\What do you want? response:	U-Um...
context: Th-This shack is...\o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that.\What do you want?\U-Um... response:	C-Could you please leave... this shack?
context: o-our secret... base...\Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that.\What do you want?\U-Um...\C-Could you please leave... this shack? response:	Huh?
context: Huh? Oh, hey.\You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that.\What do you want?\U-Um...\C-Could you please leave... this shack?\Huh? response:	Why do I have to listen to you?
context: You're the brat that was reading the Hero Guide.\You're that old dude!\Stop calling me that.\What do you want?\U-Um...\C-Could you please leave... this shack?\Huh?\Why do I have to listen to you? response:	W-Well, the other guys told me to say that to you...
context: You're that old dude!\Stop calling me that.\What do you want?\U-Um...\C-Could you please leave... this shack?\Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you... response:	Your friends? Just say you don't want to.
context: Stop calling me that.\What do you want?\U-Um...\C-Could you please leave... this shack?\Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to. response:	But...
context: What do you want?\U-Um...\C-Could you please leave... this shack?\Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But... response:	Stop crying. Jeez, you're annoying.
context: U-Um...\C-Could you please leave... this shack?\Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying. response:	Don't worry. I won't be here too long.
context: C-Could you please leave... this shack?\Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long. response:	If you've still got a problem,
context: Huh?\Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem, response:	bring your friends here.
context: Why do I have to listen to you?\W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here. response:	Got it, you dumb brat?
context: W-Well, the other guys told me to say that to you...\Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here.\Got it, you dumb brat? response:	O-Okay...
context: Your friends? Just say you don't want to.\But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here.\Got it, you dumb brat?\O-Okay... response:	Why don't I give you some good advice
context: But...\Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here.\Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice response:	to stop people from making fun of you?
context: Stop crying. Jeez, you're annoying.\Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here.\Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice\to stop people from making fun of you? response:	Huh?
context: Don't worry. I won't be here too long.\If you've still got a problem,\bring your friends here.\Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice\to stop people from making fun of you?\Huh? response:	Yeah. I wanna know.
context: If you've still got a problem,\bring your friends here.\Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice\to stop people from making fun of you?\Huh?\Yeah. I wanna know. response:	Tareo sure is taking his time.
context: bring your friends here.\Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice\to stop people from making fun of you?\Huh?\Yeah. I wanna know.\Tareo sure is taking his time. response:	I wonder if something happened.
context: Got it, you dumb brat?\O-Okay...\Why don't I give you some good advice\to stop people from making fun of you?\Huh?\Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened. response:	Step back, boys.
context: O-Okay...\Why don't I give you some good advice\to stop people from making fun of you?\Huh?\Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened.\Step back, boys. response:	It's Death Gatling!
context: Why don't I give you some good advice\to stop people from making fun of you?\Huh?\Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened.\Step back, boys.\It's Death Gatling! response:	It's dangerous here.
context: to stop people from making fun of you?\Huh?\Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened.\Step back, boys.\It's Death Gatling!\It's dangerous here. response:	Smileman! And even Stinger!
context: Huh?\Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened.\Step back, boys.\It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger! response:	Wow! It's a huge group of heroes!
context: Yeah. I wanna know.\Tareo sure is taking his time.\I wonder if something happened.\Step back, boys.\It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes! response:	So the hero hunter we keep hearing about is in that shack?
context: Tareo sure is taking his time.\I wonder if something happened.\Step back, boys.\It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack? response:	Yeah.
context: I wonder if something happened.\Step back, boys.\It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah. response:	The hero hunter Garo...
context: Step back, boys.\It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo... response:	Today's the day that we hunt you.
context: It's Death Gatling!\It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo...\Today's the day that we hunt you. response:	Um... Is there something in there?
context: It's dangerous here.\Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there? response:	There's an extremely dangerous monster in there.
context: Smileman! And even Stinger!\Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there. response:	Hurry and get away from here.
context: Wow! It's a huge group of heroes!\So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here. response:	O-Okay...
context: So the hero hunter we keep hearing about is in that shack?\Yeah.\The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay... response:	Crap!
context: Yeah.\The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay...\Crap! response:	What are we gonna do? We sent Tareo in there alone.
context: The hero hunter Garo...\Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone. response:	He should be fine now that the heroes are here.
context: Today's the day that we hunt you.\Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here. response:	Yeah.
context: Um... Is there something in there?\There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah. response:	If you don't want to get bossed around or mocked by the people around you...
context: There's an extremely dangerous monster in there.\Hurry and get away from here.\O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you... response:	you just need to become stronger!
context: Hurry and get away from here.\O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger! response:	Huh?
context: O-Okay...\Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh? response:	How'd you like that? Great advice, am I right?
context: Crap!\What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right? response:	Uh... you just stated the obvious.
context: What are we gonna do? We sent Tareo in there alone.\He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious. response:	Yes! It should be obvious!
context: He should be fine now that the heroes are here.\Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious! response:	See? You do get it!
context: Yeah.\If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it! response:	Laughing makes my wounds hurt...
context: If you don't want to get bossed around or mocked by the people around you...\you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt... response:	Are you okay, old dude?
context: you just need to become stronger!\Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude? response:	Don't worry about me. More importantly, you should head home.
context: Huh?\How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home. response:	O-Okay...
context: How'd you like that? Great advice, am I right?\Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay... response:	The door's opening.
context: Uh... you just stated the obvious.\Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening. response:	Listen up.
context: Yes! It should be obvious!\See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening.\Listen up. response:	The second we see any part of him, we all fire at once.
context: See? You do get it!\Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening.\Listen up.\The second we see any part of him, we all fire at once. response:	We're surrounded.
context: Laughing makes my wounds hurt...\Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening.\Listen up.\The second we see any part of him, we all fire at once.\We're surrounded. response:	Wait.
context: Are you okay, old dude?\Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening.\Listen up.\The second we see any part of him, we all fire at once.\We're surrounded.\Wait. response:	Since I gave you such good advice, you should show me the Hero Guide in return.
context: Don't worry about me. More importantly, you should head home.\O-Okay...\The door's opening.\Listen up.\The second we see any part of him, we all fire at once.\We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return. response:	You have it, don't you?
context: O-Okay...\The door's opening.\Listen up.\The second we see any part of him, we all fire at once.\We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you? response:	I do... but why?
context: The door's opening.\Listen up.\The second we see any part of him, we all fire at once.\We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why? response:	Because I need it.
context: Listen up.\The second we see any part of him, we all fire at once.\We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why?\Because I need it. response:	Okay, I guess.
context: The second we see any part of him, we all fire at once.\We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why?\Because I need it.\Okay, I guess. response:	Here you go.
context: We're surrounded.\Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why?\Because I need it.\Okay, I guess.\Here you go. response:	Hero Guide
context: Wait.\Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why?\Because I need it.\Okay, I guess.\Here you go.\Hero Guide response:	So this thing has info on all the heroes, right?
context: Since I gave you such good advice, you should show me the Hero Guide in return.\You have it, don't you?\I do... but why?\Because I need it.\Okay, I guess.\Here you go.\Hero Guide\So this thing has info on all the heroes, right? response:	Well, not all of them, but yeah...
context: You have it, don't you?\I do... but why?\Because I need it.\Okay, I guess.\Here you go.\Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah... response:	I see.
context: I do... but why?\Because I need it.\Okay, I guess.\Here you go.\Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see. response:	Class A Rank 10 Stinger
context: Because I need it.\Okay, I guess.\Here you go.\Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger response:	Class A Rank 8 Death Gatling
context: Okay, I guess.\Here you go.\Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling response:	Right out front...
context: Here you go.\Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front... response:	Class B Rank 6 Wildhorn
context: Hero Guide\So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn response:	Class A Rank 27 Smileman
context: So this thing has info on all the heroes, right?\Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman response:	there are four.
context: Well, not all of them, but yeah...\I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four. response:	Two out back...
context: I see.\Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four.\Two out back... response:	Class A Rank 36hhhhhhh hhhhhChain Toad
context: Class A Rank 10 Stinger\Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad response:	Class B Rank 21hhhhh hhhhhhhhMegane
context: Class A Rank 8 Death Gatling\Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane response:	Class B Rank 99 Shooter
context: Right out front...\Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter response:	Class B Rank 43 Blam-Blam
context: Class B Rank 6 Wildhorn\Class A Rank 27 Smileman\there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam response:	And one to each side...
context: Class A Rank 27 Smileman\there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side... response:	So a total of eight.
context: there are four.\Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight. response:	Under normal circumstances, they'd be easy to take care of.
context: Two out back...\Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of. response:	But I'm covered in wounds...
context: Class A Rank 36hhhhhhh hhhhhChain Toad\Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds... response:	Thankfully, there's actually some useful information in this guide.
context: Class B Rank 21hhhhh hhhhhhhhMegane\Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide. response:	There's someone outside, old dude.
context: Class B Rank 99 Shooter\Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude. response:	Don't talk to me right now.
context: Class B Rank 43 Blam-Blam\And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now. response:	Tch. There's no time.
