context: Up you go! response:	And, again!
context: Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay.\Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who, response:	on her travels, met many...
context: Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay.\Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many... response:	All right, then let's stop here.
context: Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay.\Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here. response:	Starting next week, a new student will be joining our class.
context: My club starts soon, so I have to go.\Okay.\Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class. response:	Yes.
context: Okay.\Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes. response:	Thank you.
context: Thank you so much.\I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes.\Thank you. response:	Sakai-san!
context: I think you should look into getting a different book.\Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes.\Thank you.\Sakai-san! response:	Let's walk home together part way.
context: Ki no Tsurayuki wrote about a ficticious woman who,\on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes.\Thank you.\Sakai-san!\Let's walk home together part way. response:	The uniforms for the music students are really cute.
context: on her travels, met many...\All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes.\Thank you.\Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute. response:	You think so?
context: All right, then let's stop here.\Starting next week, a new student will be joining our class.\Yes.\Thank you.\Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute.\You think so? response:	Do you ride your bike when it rains, too?
context: Starting next week, a new student will be joining our class.\Yes.\Thank you.\Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too? response:	Usually.
context: Yes.\Thank you.\Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too?\Usually. response:	What's this about?
context: Thank you.\Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too?\Usually.\What's this about? response:	Huh? What do you mean?
context: Sakai-san!\Let's walk home together part way.\The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too?\Usually.\What's this about?\Huh? What do you mean? response:	We've never walked home together before.
context: Let's walk home together part way.\The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too?\Usually.\What's this about?\Huh? What do you mean?\We've never walked home together before. response:	Yeah, well, I've been wanting to get to know you better.
context: The uniforms for the music students are really cute.\You think so?\Do you ride your bike when it rains, too?\Usually.\What's this about?\Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better. response:	You quit the choir club, didn't you?
context: You think so?\Do you ride your bike when it rains, too?\Usually.\What's this about?\Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you? response:	How do you know about that?
context: Do you ride your bike when it rains, too?\Usually.\What's this about?\Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that? response:	Sorry. I saw it.
context: Usually.\What's this about?\Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it. response:	Really?!
context: What's this about?\Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it.\Really?! response:	That's so embarassing!
context: Huh? What do you mean?\We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it.\Really?!\That's so embarassing! response:	What are you doing?
context: We've never walked home together before.\Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it.\Really?!\That's so embarassing!\What are you doing? response:	I overwrote the shame, so none of it would be left.
context: Yeah, well, I've been wanting to get to know you better.\You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it.\Really?!\That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left. response:	Now, we're even.
context: You quit the choir club, didn't you?\How do you know about that?\Sorry. I saw it.\Really?!\That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even. response:	What are you talking about?
context: How do you know about that?\Sorry. I saw it.\Really?!\That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about? response:	I want to start a new choir club.
context: Sorry. I saw it.\Really?!\That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about?\I want to start a new choir club. response:	Our school is coordinating the joint
context: Really?!\That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint response:	recital this year, so I think if I talk to the principal directly,
context: That's so embarassing!\What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly, response:	I might have a chance.
context: What are you doing?\I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance. response:	I was wondering if you'd be interested in
context: I overwrote the shame, so none of it would be left.\Now, we're even.\What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in response:	No.
context: Now, we're even.\What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in\No. response:	Huh?
context: What are you talking about?\I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in\No.\Huh? response:	Absolutely not. I stopped singing.
context: I want to start a new choir club.\Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in\No.\Huh?\Absolutely not. I stopped singing. response:	Huh? Is this because of your supplementary classes?
context: Our school is coordinating the joint\recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in\No.\Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes? response:	We don't have to have rehearsals every day,
context: recital this year, so I think if I talk to the principal directly,\I might have a chance.\I was wondering if you'd be interested in\No.\Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day, response:	so I'm sure you'd be fine.
context: I might have a chance.\I was wondering if you'd be interested in\No.\Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine. response:	I know it's a crazy challenge,
context: I was wondering if you'd be interested in\No.\Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge, response:	but I think if we sing together,
context: No.\Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together, response:	it could lead to something incredible!
context: Huh?\Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible! response:	Please?
context: Absolutely not. I stopped singing.\Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible!\Please? response:	It would be so much fun!
context: Huh? Is this because of your supplementary classes?\We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible!\Please?\It would be so much fun! response:	Starting to sing now?
context: We don't have to have rehearsals every day,\so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible!\Please?\It would be so much fun!\Starting to sing now? response:	I'd never enjoy it.
context: so I'm sure you'd be fine.\I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible!\Please?\It would be so much fun!\Starting to sing now?\I'd never enjoy it. response:	Why not?
context: I know it's a crazy challenge,\but I think if we sing together,\it could lead to something incredible!\Please?\It would be so much fun!\Starting to sing now?\I'd never enjoy it.\Why not? response:	If you pretend it's fun, it might
context: but I think if we sing together,\it could lead to something incredible!\Please?\It would be so much fun!\Starting to sing now?\I'd never enjoy it.\Why not?\If you pretend it's fun, it might response:	actually become fun after a while!
context: it could lead to something incredible!\Please?\It would be so much fun!\Starting to sing now?\I'd never enjoy it.\Why not?\If you pretend it's fun, it might\actually become fun after a while! response:	If you just want to sing for fun,
context: Please?\It would be so much fun!\Starting to sing now?\I'd never enjoy it.\Why not?\If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun, response:	why don't you go to karaoke or something?
context: It would be so much fun!\Starting to sing now?\I'd never enjoy it.\Why not?\If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something? response:	Don't involve me in your games!
context: Starting to sing now?\I'd never enjoy it.\Why not?\If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games! response:	It's not a game.
context: I'd never enjoy it.\Why not?\If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game. response:	Then what is it?
context: Why not?\If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game.\Then what is it? response:	What do you sing for?
context: If you pretend it's fun, it might\actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game.\Then what is it?\What do you sing for? response:	Well, that's...
context: actually become fun after a while!\If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game.\Then what is it?\What do you sing for?\Well, that's... response:	Whatever! Just because you're having fun,
context: If you just want to sing for fun,\why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game.\Then what is it?\What do you sing for?\Well, that's...\Whatever! Just because you're having fun, response:	it doesn't mean you're not serious!
context: why don't you go to karaoke or something?\Don't involve me in your games!\It's not a game.\Then what is it?\What do you sing for?\Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious! response:	That doesn't answer my question.
context: Don't involve me in your games!\It's not a game.\Then what is it?\What do you sing for?\Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question. response:	I'm dead serious about this!
context: It's not a game.\Then what is it?\What do you sing for?\Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this! response:	Maybe so, but don't get me involved.
context: Then what is it?\What do you sing for?\Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved. response:	I don't want to regret giving up before I even tried!
context: What do you sing for?\Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried! response:	By the way, I heard that you're crazy about sweets.
context: Well, that's...\Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets. response:	That's right! Especially homemade ones.
context: Whatever! Just because you're having fun,\it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones. response:	Honestly, Dora.
context: it doesn't mean you're not serious!\That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora. response:	Makoto, you're not in any clubs, right?
context: That doesn't answer my question.\I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right? response:	Don't just barge in here, you hag!
context: I'm dead serious about this!\Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag! response:	I'm making a choir club. You'll join, right?
context: Maybe so, but don't get me involved.\I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right? response:	What?
context: I don't want to regret giving up before I even tried!\By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What? response:	I left the application form on your desk,
context: By the way, I heard that you're crazy about sweets.\That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What?\I left the application form on your desk, response:	so just fill it out and bring it back to me.
context: That's right! Especially homemade ones.\Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What?\I left the application form on your desk,\so just fill it out and bring it back to me. response:	Stay out of my room!
context: Honestly, Dora.\Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What?\I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room! response:	If you don't bring me back that application,
context: Makoto, you're not in any clubs, right?\Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What?\I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application, response:	I'm going to tell mom about your secret porn stash.
context: Don't just barge in here, you hag!\I'm making a choir club. You'll join, right?\What?\I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash. response:	Huh?
context: I'm making a choir club. You'll join, right?\What?\I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh? response:	I've started at my new school.
context: What?\I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school. response:	I tried to prepare as much as possible, by reading books,
context: I left the application form on your desk,\so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books, response:	but Japanese customs are quite complicated,
context: so just fill it out and bring it back to me.\Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated, response:	and it's not easy to avoid mistakes.
context: Stay out of my room!\If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes. response:	I'm going to try hard to make Japan
context: If you don't bring me back that application,\I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan response:	feel like my home again.
context: I'm going to tell mom about your secret porn stash.\Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again. response:	I hope I can show you Japan, someday.
context: Huh?\I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday. response:	When that time comes...
context: I've started at my new school.\I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday.\When that time comes... response:	Two more people, huh?
context: I tried to prepare as much as possible, by reading books,\but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday.\When that time comes...\Two more people, huh? response:	Starting a club is fine,
context: but Japanese customs are quite complicated,\and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday.\When that time comes...\Two more people, huh?\Starting a club is fine, response:	but are you really sure you want to perform at the recital?
context: and it's not easy to avoid mistakes.\I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday.\When that time comes...\Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital? response:	It's going to be hard to find members now.
context: I'm going to try hard to make Japan\feel like my home again.\I hope I can show you Japan, someday.\When that time comes...\Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now. response:	You know that, right?
context: feel like my home again.\I hope I can show you Japan, someday.\When that time comes...\Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right? response:	Is this because you made Sakai-san mad?
context: I hope I can show you Japan, someday.\When that time comes...\Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad? response:	Or is it what the vice principal said to you?
context: When that time comes...\Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you? response:	Ah, both.
context: Two more people, huh?\Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both. response:	I guess you really did screw up at last year's recital.
context: Starting a club is fine,\but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital. response:	It's not funny!
context: but are you really sure you want to perform at the recital?\It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital.\It's not funny! response:	That's why I've been doing all this different training.
context: It's going to be hard to find members now.\You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training. response:	I'm not that person anymore.
context: You know that, right?\Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore. response:	Can I have some cream, please?
context: Is this because you made Sakai-san mad?\Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please? response:	Listen to me!
context: Or is it what the vice principal said to you?\Ah, both.\I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please?\Listen to me! response:	I hear you, loud and clear.
context: Ah, both.\I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please?\Listen to me!\I hear you, loud and clear. response:	You're going to go practice today too, right?
context: I guess you really did screw up at last year's recital.\It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please?\Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right? response:	Of course.
context: It's not funny!\That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please?\Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right?\Of course. response:	This one's on you.
context: That's why I've been doing all this different training.\I'm not that person anymore.\Can I have some cream, please?\Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right?\Of course.\This one's on you. response:	Why?
context: I'm not that person anymore.\Can I have some cream, please?\Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right?\Of course.\This one's on you.\Why? response:	Because you laughed.
context: Can I have some cream, please?\Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right?\Of course.\This one's on you.\Why?\Because you laughed. response:	Tasty Croquettes
context: Listen to me!\I hear you, loud and clear.\You're going to go practice today too, right?\Of course.\This one's on you.\Why?\Because you laughed.\Tasty Croquettes response:	Fly, fly, fly!
context: I hear you, loud and clear.\You're going to go practice today too, right?\Of course.\This one's on you.\Why?\Because you laughed.\Tasty Croquettes\Fly, fly, fly! response:	What you really need, is a sparkle in your eyes.
context: You're going to go practice today too, right?\Of course.\This one's on you.\Why?\Because you laughed.\Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes. response:	Fly, fly, fly!
context: Of course.\This one's on you.\Why?\Because you laughed.\Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly! response:	Using my body, I'll run as far as I want, my way.
context: This one's on you.\Why?\Because you laughed.\Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way. response:	The soul forever believes
context: Why?\Because you laughed.\Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes response:	in something we can't see. Isn't that all right?
context: Because you laughed.\Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right? response:	Even yesterday...
context: Tasty Croquettes\Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday... response:	Sakai.
context: Fly, fly, fly!\What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday...\Sakai. response:	Whatcha doing here?
context: What you really need, is a sparkle in your eyes.\Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday...\Sakai.\Whatcha doing here? response:	Oh, Tanaka-kun?
context: Fly, fly, fly!\Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday...\Sakai.\Whatcha doing here?\Oh, Tanaka-kun? response:	I'm back.
context: Using my body, I'll run as far as I want, my way.\The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday...\Sakai.\Whatcha doing here?\Oh, Tanaka-kun?\I'm back. response:	Even then, I just want to laugh it off.
context: The soul forever believes\in something we can't see. Isn't that all right?\Even yesterday...\Sakai.\Whatcha doing here?\Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off. response:	People will be people.
context: in something we can't see. Isn't that all right?\Even yesterday...\Sakai.\Whatcha doing here?\Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off.\People will be people. response:	Huh?
context: Even yesterday...\Sakai.\Whatcha doing here?\Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off.\People will be people.\Huh? response:	Was she singing?
context: Sakai.\Whatcha doing here?\Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off.\People will be people.\Huh?\Was she singing? response:	Today a holiday or something?
context: Whatcha doing here?\Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off.\People will be people.\Huh?\Was she singing?\Today a holiday or something? response:	Why?!
context: Oh, Tanaka-kun?\I'm back.\Even then, I just want to laugh it off.\People will be people.\Huh?\Was she singing?\Today a holiday or something?\Why?! response:	Were you just singing?
context: I'm back.\Even then, I just want to laugh it off.\People will be people.\Huh?\Was she singing?\Today a holiday or something?\Why?!\Were you just singing? response:	So this is sukiyaki?
context: Even then, I just want to laugh it off.\People will be people.\Huh?\Was she singing?\Today a holiday or something?\Why?!\Were you just singing?\So this is sukiyaki? response:	Two cakes, please.
context: People will be people.\Huh?\Was she singing?\Today a holiday or something?\Why?!\Were you just singing?\So this is sukiyaki?\Two cakes, please. response:	This is our last chance!
context: Huh?\Was she singing?\Today a holiday or something?\Why?!\Were you just singing?\So this is sukiyaki?\Two cakes, please.\This is our last chance! response:	Episode 2 Gathering and Struggling
context: Was she singing?\Today a holiday or something?\Why?!\Were you just singing?\So this is sukiyaki?\Two cakes, please.\This is our last chance!\Episode 2 Gathering and Struggling response:	Sakai-san, I'm going to find the answer you wanted last time.
