context: Class 7 Special Hazard Organisms. response:	Everything has been thrown into chaos because of them.
context: There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko! response:	I don't want to forget. I don't want to forget, but I...
context: But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I... response:	But I'm going to fight anyway!
context: We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway! response:	Because if we run and hide, there's no future for us!
context: Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us! response:	L-elf!
context: Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf! response:	Nice 052!
context: They aren't showing anything about the battle on TV...\They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf!\Nice 052! response:	I'm latched on!
context: They can only be described as a threat...\Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf!\Nice 052!\I'm latched on! response:	Now I can...
context: Shoko!\I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf!\Nice 052!\I'm latched on!\Now I can... response:	You're finally here!
context: I don't want to forget. I don't want to forget, but I...\But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf!\Nice 052!\I'm latched on!\Now I can...\You're finally here! response:	Yamada?
context: But I'm going to fight anyway!\Because if we run and hide, there's no future for us!\L-elf!\Nice 052!\I'm latched on!\Now I can...\You're finally here!\Yamada? response:	Your shield!
context: Because if we run and hide, there's no future for us!\L-elf!\Nice 052!\I'm latched on!\Now I can...\You're finally here!\Yamada?\Your shield! response:	Don't worry about that, just concentrate! Nobody but you can do this job!
context: L-elf!\Nice 052!\I'm latched on!\Now I can...\You're finally here!\Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job! response:	Yamada...
context: Nice 052!\I'm latched on!\Now I can...\You're finally here!\Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada... response:	Senpai, keep Akira safe, you hear?
context: I'm latched on!\Now I can...\You're finally here!\Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear? response:	Hey, you're good! I'm having a blast!
context: Now I can...\You're finally here!\Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast! response:	I don't regret becoming a Kamitsuki, not one damn bit!
context: You're finally here!\Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit! response:	I was able to get my revenge and keep my friends safe!
context: Yamada?\Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe! response:	It's the best!
context: Your shield!\Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best! response:	Akira-chan! Hurry!
context: Don't worry about that, just concentrate! Nobody but you can do this job!\Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry! response:	Even ARUS Splicers?!
context: Yamada...\Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?! response:	Your ass is mine!
context: Senpai, keep Akira safe, you hear?\Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine! response:	Sucker.
context: Hey, you're good! I'm having a blast!\I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine!\Sucker. response:	Yamada!
context: I don't regret becoming a Kamitsuki, not one damn bit!\I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine!\Sucker.\Yamada! response:	We're done here!
context: I was able to get my revenge and keep my friends safe!\It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine!\Sucker.\Yamada!\We're done here! response:	Hacking successful! I did it! I did it, Yamada!
context: It's the best!\Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine!\Sucker.\Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada! response:	Yamada? Y-Yamada!
context: Akira-chan! Hurry!\Even ARUS Splicers?!\Your ass is mine!\Sucker.\Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada! response:	No! Yamada!
context: Even ARUS Splicers?!\Your ass is mine!\Sucker.\Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada! response:	I can hear you... You pulled it off, huh? Good deal...
context: Your ass is mine!\Sucker.\Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal... response:	See ya around, Akira. My buddy Nobu gets lonely, see...
context: Sucker.\Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see... response:	Put some effort into defense, huh?
context: Yamada!\We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh? response:	I guess you were right about that, Otamaya...
context: We're done here!\Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya... response:	Yamada!
context: Hacking successful! I did it! I did it, Yamada!\Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada! response:	L-elf!
context: Yamada? Y-Yamada!\No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada!\L-elf! response:	He did it!
context: No! Yamada!\I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada!\L-elf!\He did it! response:	Now they'll see!
context: I can hear you... You pulled it off, huh? Good deal...\See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada!\L-elf!\He did it!\Now they'll see! response:	The wound, it...
context: See ya around, Akira. My buddy Nobu gets lonely, see...\Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada!\L-elf!\He did it!\Now they'll see!\The wound, it... response:	It healed!
context: Put some effort into defense, huh?\I guess you were right about that, Otamaya...\Yamada!\L-elf!\He did it!\Now they'll see!\The wound, it...\It healed! response:	This can't be happening! Don't show this!
context: I guess you were right about that, Otamaya...\Yamada!\L-elf!\He did it!\Now they'll see!\The wound, it...\It healed!\This can't be happening! Don't show this! response:	What are you doing?! Hurry, have them cut the transmission!
context: Yamada!\L-elf!\He did it!\Now they'll see!\The wound, it...\It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission! response:	It's no use! The communications satellite has been hacked!
context: L-elf!\He did it!\Now they'll see!\The wound, it...\It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked! response:	We can't control it!
context: He did it!\Now they'll see!\The wound, it...\It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it! response:	So that's what the Valvraves were doing!
context: Now they'll see!\The wound, it...\It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing! response:	I'll defend this transmission with my life!
context: The wound, it...\It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing!\I'll defend this transmission with my life! response:	Spread! Spread!
context: It healed!\This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing!\I'll defend this transmission with my life!\Spread! Spread! response:	It's just like he said...
context: This can't be happening! Don't show this!\What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing!\I'll defend this transmission with my life!\Spread! Spread!\It's just like he said... response:	The truth of the world has been exposed?
context: What are you doing?! Hurry, have them cut the transmission!\It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing!\I'll defend this transmission with my life!\Spread! Spread!\It's just like he said...\The truth of the world has been exposed? response:	Next time, episode 24. Liberation Towards Tomorrow.
context: It's no use! The communications satellite has been hacked!\We can't control it!\So that's what the Valvraves were doing!\I'll defend this transmission with my life!\Spread! Spread!\It's just like he said...\The truth of the world has been exposed?\Next time, episode 24. Liberation Towards Tomorrow. response:	Valvrave the Liberator... The system that will expose the truth of the world.
