context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Let me try a quick sip.\I like!\Excuse me, Miss!\Coming up!\A cassis orange, cassis orange!\Gladly!\Want me to finish that?\No, that's okay. response:	Here's your cassis orange.
context: I like!\Excuse me, Miss!\Coming up!\A cassis orange, cassis orange!\Gladly!\Want me to finish that?\No, that's okay.\Here's your cassis orange. response:	Excuse me.
context: Excuse me, Miss!\Coming up!\A cassis orange, cassis orange!\Gladly!\Want me to finish that?\No, that's okay.\Here's your cassis orange.\Excuse me. response:	What can I get you?
context: Coming up!\A cassis orange, cassis orange!\Gladly!\Want me to finish that?\No, that's okay.\Here's your cassis orange.\Excuse me.\What can I get you? response:	A double sweet-potato shochu, on the rocks.
context: A cassis orange, cassis orange!\Gladly!\Want me to finish that?\No, that's okay.\Here's your cassis orange.\Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks. response:	You got it!
context: Gladly!\Want me to finish that?\No, that's okay.\Here's your cassis orange.\Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks.\You got it! response:	Excuse me, could I get some shochu too?
context: Want me to finish that?\No, that's okay.\Here's your cassis orange.\Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too? response:	You got it!
context: No, that's okay.\Here's your cassis orange.\Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too?\You got it! response:	There's been a shochu boom lately.
context: Here's your cassis orange.\Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately. response:	They say good shochu is better than sake.
context: Excuse me.\What can I get you?\A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately.\They say good shochu is better than sake. response:	Is that so?
context: What can I get you?\A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so? response:	Aha, I might not look it but I keep up with fashion.
context: A double sweet-potato shochu, on the rocks.\You got it!\Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion. response:	Let's go find some good shochu to drink sometime.
context: You got it!\Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime. response:	I'll scope out a good place.
context: Excuse me, could I get some shochu too?\You got it!\There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place. response:	Right...
context: You got it!\There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right... response:	I've got to go to the bathroom...
context: There's been a shochu boom lately.\They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right...\I've got to go to the bathroom... response:	A drinking party?
context: They say good shochu is better than sake.\Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right...\I've got to go to the bathroom...\A drinking party? response:	That's a rarity.
context: Is that so?\Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right...\I've got to go to the bathroom...\A drinking party?\That's a rarity. response:	More or less.
context: Aha, I might not look it but I keep up with fashion.\Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right...\I've got to go to the bathroom...\A drinking party?\That's a rarity.\More or less. response:	How many joined?
context: Let's go find some good shochu to drink sometime.\I'll scope out a good place.\Right...\I've got to go to the bathroom...\A drinking party?\That's a rarity.\More or less.\How many joined? response:	Two, but they're provisional.
context: I'll scope out a good place.\Right...\I've got to go to the bathroom...\A drinking party?\That's a rarity.\More or less.\How many joined?\Two, but they're provisional. response:	That's not very many. Is Genshiken doing okay?
context: Right...\I've got to go to the bathroom...\A drinking party?\That's a rarity.\More or less.\How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay? response:	The Manga Club reserved a private room, but it's still full.
context: I've got to go to the bathroom...\A drinking party?\That's a rarity.\More or less.\How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full. response:	We're just swelling with members.
context: A drinking party?\That's a rarity.\More or less.\How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members. response:	Right...
context: That's a rarity.\More or less.\How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right... response:	I heard the news.
context: More or less.\How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right...\I heard the news. response:	You're the chairman now?
context: How many joined?\Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right...\I heard the news.\You're the chairman now? response:	Well, so it seems...
context: Two, but they're provisional.\That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right...\I heard the news.\You're the chairman now?\Well, so it seems... response:	Well, even if I got passed over...
context: That's not very many. Is Genshiken doing okay?\The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right...\I heard the news.\You're the chairman now?\Well, so it seems...\Well, even if I got passed over... response:	Sorry about that.
context: The Manga Club reserved a private room, but it's still full.\We're just swelling with members.\Right...\I heard the news.\You're the chairman now?\Well, so it seems...\Well, even if I got passed over...\Sorry about that. response:	In a way, I aim to be a guardian for Genshiken.
context: We're just swelling with members.\Right...\I heard the news.\You're the chairman now?\Well, so it seems...\Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken. response:	So, if you have any problems just tell me.
context: Right...\I heard the news.\You're the chairman now?\Well, so it seems...\Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me. response:	I'll help you out.
context: I heard the news.\You're the chairman now?\Well, so it seems...\Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out. response:	Ohno.
context: You're the chairman now?\Well, so it seems...\Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out.\Ohno. response:	Are you all right?
context: Well, so it seems...\Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out.\Ohno.\Are you all right? response:	It's good!
context: Well, even if I got passed over...\Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out.\Ohno.\Are you all right?\It's good! response:	Want some, Saki?
context: Sorry about that.\In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out.\Ohno.\Are you all right?\It's good!\Want some, Saki? response:	No thanks.
context: In a way, I aim to be a guardian for Genshiken.\So, if you have any problems just tell me.\I'll help you out.\Ohno.\Are you all right?\It's good!\Want some, Saki?\No thanks. response:	How much can she drink?
context: So, if you have any problems just tell me.\I'll help you out.\Ohno.\Are you all right?\It's good!\Want some, Saki?\No thanks.\How much can she drink? response:	Don't you think guys who let themselves go...
context: I'll help you out.\Ohno.\Are you all right?\It's good!\Want some, Saki?\No thanks.\How much can she drink?\Don't you think guys who let themselves go... response:	It doesn't really mean they've let themselves go...
context: Ohno.\Are you all right?\It's good!\Want some, Saki?\No thanks.\How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go... response:	How d'you figure?
context: Are you all right?\It's good!\Want some, Saki?\No thanks.\How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure? response:	Y'know what...
context: It's good!\Want some, Saki?\No thanks.\How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what... response:	A-Are you okay?
context: Want some, Saki?\No thanks.\How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what...\A-Are you okay? response:	I'll go with him.
context: No thanks.\How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what...\A-Are you okay?\I'll go with him. response:	Huh, why you?
context: How much can she drink?\Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what...\A-Are you okay?\I'll go with him.\Huh, why you? response:	Sasahara can do it.
context: Don't you think guys who let themselves go...\It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what...\A-Are you okay?\I'll go with him.\Huh, why you?\Sasahara can do it. response:	Have a drink, Saki.
context: It doesn't really mean they've let themselves go...\How d'you figure?\Y'know what...\A-Are you okay?\I'll go with him.\Huh, why you?\Sasahara can do it.\Have a drink, Saki. response:	I said no thanks.
context: How d'you figure?\Y'know what...\A-Are you okay?\I'll go with him.\Huh, why you?\Sasahara can do it.\Have a drink, Saki.\I said no thanks. response:	Aren't you drinking too much?
context: Y'know what...\A-Are you okay?\I'll go with him.\Huh, why you?\Sasahara can do it.\Have a drink, Saki.\I said no thanks.\Aren't you drinking too much? response:	Are you worried about me?
context: A-Are you okay?\I'll go with him.\Huh, why you?\Sasahara can do it.\Have a drink, Saki.\I said no thanks.\Aren't you drinking too much?\Are you worried about me? response:	I love you, Saki.
context: I'll go with him.\Huh, why you?\Sasahara can do it.\Have a drink, Saki.\I said no thanks.\Aren't you drinking too much?\Are you worried about me?\I love you, Saki. response:	Yes, of course.
context: Huh, why you?\Sasahara can do it.\Have a drink, Saki.\I said no thanks.\Aren't you drinking too much?\Are you worried about me?\I love you, Saki.\Yes, of course. response:	I'm happy we can drink together.
context: Sasahara can do it.\Have a drink, Saki.\I said no thanks.\Aren't you drinking too much?\Are you worried about me?\I love you, Saki.\Yes, of course.\I'm happy we can drink together. response:	I'm not drinking, you're the only one who is.
context: Have a drink, Saki.\I said no thanks.\Aren't you drinking too much?\Are you worried about me?\I love you, Saki.\Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is. response:	Then you should drink some too.
context: I said no thanks.\Aren't you drinking too much?\Are you worried about me?\I love you, Saki.\Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too. response:	Not the shochu.
context: Aren't you drinking too much?\Are you worried about me?\I love you, Saki.\Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu. response:	But beer, that I can do.
context: Are you worried about me?\I love you, Saki.\Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu.\But beer, that I can do. response:	I love you, Saki!
context: I love you, Saki.\Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu.\But beer, that I can do.\I love you, Saki! response:	Come on, let's go.
context: Yes, of course.\I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu.\But beer, that I can do.\I love you, Saki!\Come on, let's go. response:	Don't forget anything.
context: I'm happy we can drink together.\I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu.\But beer, that I can do.\I love you, Saki!\Come on, let's go.\Don't forget anything. response:	Two hearts in balance.
context: I'm not drinking, you're the only one who is.\Then you should drink some too.\Not the shochu.\But beer, that I can do.\I love you, Saki!\Come on, let's go.\Don't forget anything.\Two hearts in balance. response:	Kujibiki unbalance.
context: Then you should drink some too.\Not the shochu.\But beer, that I can do.\I love you, Saki!\Come on, let's go.\Don't forget anything.\Two hearts in balance.\Kujibiki unbalance. response:	Love, dreams, yearning...
context: Not the shochu.\But beer, that I can do.\I love you, Saki!\Come on, let's go.\Don't forget anything.\Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning... response:	Hey, are you all right? Want me to bring some water?
context: But beer, that I can do.\I love you, Saki!\Come on, let's go.\Don't forget anything.\Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water? response:	I'm all good, no problem!
context: I love you, Saki!\Come on, let's go.\Don't forget anything.\Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem! response:	Come on, Saki. Drink, drink.
context: Come on, let's go.\Don't forget anything.\Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink. response:	Yes, yes, I'm drinking.
context: Don't forget anything.\Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking. response:	Drink more!
context: Two hearts in balance.\Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more! response:	Give me a break!
context: Kujibiki unbalance.\Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more!\Give me a break! response:	Coochy! Shut up!
context: Love, dreams, yearning...\Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more!\Give me a break!\Coochy! Shut up! response:	Sir, this is your last chance to order anything.
context: Hey, are you all right? Want me to bring some water?\I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more!\Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything. response:	Would you care to?
context: I'm all good, no problem!\Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more!\Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to? response:	Saki!
context: Come on, Saki. Drink, drink.\Yes, yes, I'm drinking.\Drink more!\Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to?\Saki! response:	Are you sure you're all right?
context: Yes, yes, I'm drinking.\Drink more!\Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to?\Saki!\Are you sure you're all right? response:	I'm fine.
context: Drink more!\Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to?\Saki!\Are you sure you're all right?\I'm fine. response:	I think we've had enough.
context: Give me a break!\Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to?\Saki!\Are you sure you're all right?\I'm fine.\I think we've had enough. response:	You got it.
context: Coochy! Shut up!\Sir, this is your last chance to order anything.\Would you care to?\Saki!\Are you sure you're all right?\I'm fine.\I think we've had enough.\You got it. response:	Tanaka, w-we're leaving.
context: Sir, this is your last chance to order anything.\Would you care to?\Saki!\Are you sure you're all right?\I'm fine.\I think we've had enough.\You got it.\Tanaka, w-we're leaving. response:	Sawazaki, you look pretty bad!
context: Would you care to?\Saki!\Are you sure you're all right?\I'm fine.\I think we've had enough.\You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad! response:	I'm takin' a dump!
context: Saki!\Are you sure you're all right?\I'm fine.\I think we've had enough.\You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump! response:	Thank you so much!
context: Are you sure you're all right?\I'm fine.\I think we've had enough.\You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much! response:	You okay?
context: I'm fine.\I think we've had enough.\You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much!\You okay? response:	You still don't look good.
context: I think we've had enough.\You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much!\You okay?\You still don't look good. response:	Nah, I'm fine now!
context: You got it.\Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much!\You okay?\You still don't look good.\Nah, I'm fine now! response:	What now? Call it a night?
context: Tanaka, w-we're leaving.\Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much!\You okay?\You still don't look good.\Nah, I'm fine now!\What now? Call it a night? response:	Let's go to the next place! Okay?
context: Sawazaki, you look pretty bad!\I'm takin' a dump!\Thank you so much!\You okay?\You still don't look good.\Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay? response:	But...
context: I'm takin' a dump!\Thank you so much!\You okay?\You still don't look good.\Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay?\But... response:	I want us to be together more!
context: Thank you so much!\You okay?\You still don't look good.\Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay?\But...\I want us to be together more! response:	But there's nowhere open this late.
context: You okay?\You still don't look good.\Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay?\But...\I want us to be together more!\But there's nowhere open this late. response:	Then come to my place.
context: You still don't look good.\Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay?\But...\I want us to be together more!\But there's nowhere open this late.\Then come to my place. response:	What?
context: Nah, I'm fine now!\What now? Call it a night?\Let's go to the next place! Okay?\But...\I want us to be together more!\But there's nowhere open this late.\Then come to my place.\What? response:	There's plenty of sitting room.
context: What now? Call it a night?\Let's go to the next place! Okay?\But...\I want us to be together more!\But there's nowhere open this late.\Then come to my place.\What?\There's plenty of sitting room. response:	Thanks for having us.
context: Let's go to the next place! Okay?\But...\I want us to be together more!\But there's nowhere open this late.\Then come to my place.\What?\There's plenty of sitting room.\Thanks for having us. response:	Thanks for nothing.
context: But...\I want us to be together more!\But there's nowhere open this late.\Then come to my place.\What?\There's plenty of sitting room.\Thanks for having us.\Thanks for nothing. response:	Hey, new guy, this is not your room.
context: I want us to be together more!\But there's nowhere open this late.\Then come to my place.\What?\There's plenty of sitting room.\Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room. response:	It's all good, we're in the same club and all.
context: But there's nowhere open this late.\Then come to my place.\What?\There's plenty of sitting room.\Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all. response:	You're still just provisional.
context: Then come to my place.\What?\There's plenty of sitting room.\Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional. response:	Oh, I like it well enough, I think I'll join.
context: What?\There's plenty of sitting room.\Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join. response:	Then let's have a test.
context: There's plenty of sitting room.\Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test. response:	An admission test.
context: Thanks for having us.\Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test. response:	If you beat Kohsaka in a fighting game or whatever...
context: Thanks for nothing.\Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever... response:	That sounds good. I'm pretty into fighting games.
context: Hey, new guy, this is not your room.\It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games. response:	Splendid.
context: It's all good, we're in the same club and all.\You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid. response:	Want to give it a shot?
context: You're still just provisional.\Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot? response:	Okay, I'll do it.
context: Oh, I like it well enough, I think I'll join.\Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot?\Okay, I'll do it. response:	Don't do it, man, seriously.
context: Then let's have a test.\An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously. response:	Let's do this.
context: An admission test.\If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously.\Let's do this. response:	I'll go easy since it's a friendly match.
context: If you beat Kohsaka in a fighting game or whatever...\That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match. response:	Don't go easy, just play the way you always do.
context: That sounds good. I'm pretty into fighting games.\Splendid.\Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do. response:	But...
context: Splendid.\Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But... response:	The way you always do, like that Puyo Pop time.
context: Want to give it a shot?\Okay, I'll do it.\Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time. response:	Right...
context: Okay, I'll do it.\Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time.\Right... response:	Guilty Gear Isuka, huh?
context: Don't do it, man, seriously.\Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh? response:	That just came out.
context: Let's do this.\I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh?\That just came out. response:	Have you played a lot in arcades?
context: I'll go easy since it's a friendly match.\Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades? response:	Here and there.
context: Don't go easy, just play the way you always do.\But...\The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades?\Here and there. response:	I'll show them the difference between a poser and the real thing!
context: But...\The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing! response:	Jam Kuradoberi make her entrance!
context: The way you always do, like that Puyo Pop time.\Right...\Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance! response:	A throw chained into an air combo!?
context: Right...\Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!? response:	Which one are you?
context: Guilty Gear Isuka, huh?\That just came out.\Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you? response:	The guy.
context: That just came out.\Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you?\The guy. response:	Damn, he's reading my Roman Cancel!
context: Have you played a lot in arcades?\Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you?\The guy.\Damn, he's reading my Roman Cancel! response:	Whoa, a Dust into a D-loop?
context: Here and there.\I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you?\The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop? response:	Did Kohsaka win?
context: I'll show them the difference between a poser and the real thing!\Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you?\The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win? response:	It's a one-match game, so why not try again?
context: Jam Kuradoberi make her entrance!\A throw chained into an air combo!?\Which one are you?\The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again? response:	Son of a bitch!
context: A throw chained into an air combo!?\Which one are you?\The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch! response:	Did he win?
context: Which one are you?\The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch!\Did he win? response:	Yes, yes, he won.
context: The guy.\Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch!\Did he win?\Yes, yes, he won. response:	I guess it makes you happy when your boyfriend wins at games?
context: Damn, he's reading my Roman Cancel!\Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch!\Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games? response:	I suppose so.
context: Whoa, a Dust into a D-loop?\Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch!\Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so. response:	You're not too bad.
context: Did Kohsaka win?\It's a one-match game, so why not try again?\Son of a bitch!\Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad. response:	You'd say that after perfect-ing me twice?
context: It's a one-match game, so why not try again?\Son of a bitch!\Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice? response:	Don't forget, you've been drinking tonight.
context: Son of a bitch!\Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight. response:	You're absolutely right!
context: Did he win?\Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right! response:	You didn't drink at all, and I drank a lot!
context: Yes, yes, he won.\I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot! response:	Of course you'd play better than me.
context: I guess it makes you happy when your boyfriend wins at games?\I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me. response:	Want to play again?
context: I suppose so.\You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again? response:	You're on.
context: You're not too bad.\You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again?\You're on. response:	All right!
