context: Fukiyama Daigo response:	To Be Transferred
context: The data clearly indicates it.\Other people's Psycho-Passes show clear colors,\but there's one person whose Psycho-Pass is clouded.\Ah! Kanehara Yuji. This Hue Assessment shows yellow-green.\Birthdate\Age\Sex\Blood Type response:	Height Weight
context: Other people's Psycho-Passes show clear colors,\but there's one person whose Psycho-Pass is clouded.\Ah! Kanehara Yuji. This Hue Assessment shows yellow-green.\Birthdate\Age\Sex\Blood Type\Height Weight response:	Division: 2nd System Investigation Dept.
context: but there's one person whose Psycho-Pass is clouded.\Ah! Kanehara Yuji. This Hue Assessment shows yellow-green.\Birthdate\Age\Sex\Blood Type\Height Weight\Division: 2nd System Investigation Dept. response:	I see. That explains his nickname.
context: Ah! Kanehara Yuji. This Hue Assessment shows yellow-green.\Birthdate\Age\Sex\Blood Type\Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname. response:	Seems like the Hue Assessment results are open to everyone here.
context: Birthdate\Age\Sex\Blood Type\Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here. response:	This is crazy.
context: Age\Sex\Blood Type\Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy. response:	But this guy's latest measurement shows an improved Hue.
context: Sex\Blood Type\Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue. response:	In fact, his Hue was the cloudiest...
context: Blood Type\Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest... response:	on the day before Shioyama died.
context: Height Weight\Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died. response:	Can't be... That doesn't make sense.
context: Division: 2nd System Investigation Dept.\I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense. response:	Why would a person's Psycho-Pass improve after killing someone?
context: I see. That explains his nickname.\Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone? response:	The other employees
context: Seems like the Hue Assessment results are open to everyone here.\This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees response:	have all been taking out their stress on Kanehara himself.
context: This is crazy.\But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself. response:	It's not that strange when you think about it.
context: But this guy's latest measurement shows an improved Hue.\In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it. response:	Back in the days when we didn't have cymatic scans,
context: In fact, his Hue was the cloudiest...\on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans, response:	these sorts of incidents weren't that uncommon.
context: on the day before Shioyama died.\Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon. response:	Get real!
context: Can't be... That doesn't make sense.\Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real! response:	Is this more of that detective's intuition you're always talking about?
context: Why would a person's Psycho-Pass improve after killing someone?\The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about? response:	You're just deluding yourself!
context: The other employees\have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself! response:	It proves that latent criminals like you are the dregs of society!
context: have all been taking out their stress on Kanehara himself.\It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society! response:	We can't act on some speculation based on circumstantial evidence.
context: It's not that strange when you think about it.\Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence. response:	Our job...
context: Back in the days when we didn't have cymatic scans,\these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job... response:	is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.
context: these sorts of incidents weren't that uncommon.\Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl. response:	The kind of order where three people die in one year?
context: Get real!\Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year? response:	Gino, leave it to me.
context: Is this more of that detective's intuition you're always talking about?\You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me. response:	I'll find out whether Kanehara is the killer.
context: You're just deluding yourself!\It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer. response:	I'll have conclusive evidence before you kn
context: It proves that latent criminals like you are the dregs of society!\We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn response:	Enough already!
context: We can't act on some speculation based on circumstantial evidence.\Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already! response:	Inspector Ginoza, may I speak to you?
context: Our job...\is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you? response:	I agree with them.
context: is to maintain an orderly society based on the Crime Coefficients judged by Sibyl.\The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you?\I agree with them. response:	I'd rather try Kougami's plan than risk letting a crime go unsolved.
context: The kind of order where three people die in one year?\Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved. response:	Are you serious?
context: Gino, leave it to me.\I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious? response:	You're the one who's acting strange here!
context: I'll find out whether Kanehara is the killer.\I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here! response:	Did something happen between you and Masaoka?
context: I'll have conclusive evidence before you kn\Enough already!\Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka? response:	I see. So you've decided to be a fool after all.
context: Enough already!\Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all. response:	You may be new, but you're still an Inspector.
context: Inspector Ginoza, may I speak to you?\I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector. response:	Inspector Ginoza...
context: I agree with them.\I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza... response:	Since you insist on being a fool, you should try learning through experience like one.
context: I'd rather try Kougami's plan than risk letting a crime go unsolved.\Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one. response:	That's the fastest route to understanding things.
context: Are you serious?\You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things. response:	Did something happen between Ginoza and Masaoka?
context: You're the one who's acting strange here!\Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka? response:	Wait, Akane, don't tell me you seriously asked Gino that to his face?!
context: Did something happen between you and Masaoka?\I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?! response:	You really shouldn't have brought that up.
context: I see. So you've decided to be a fool after all.\You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up. response:	What?
context: You may be new, but you're still an Inspector.\Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What? response:	So we have a total of 200 meters' worth of communication cables, huh?
context: Inspector Ginoza...\Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh? response:	The furthest they'll reach is the elevator hall on the second floor.
context: Since you insist on being a fool, you should try learning through experience like one.\That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor. response:	Can you bring Kanehara out there?
context: That's the fastest route to understanding things.\Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there? response:	I'll do my best.
context: Did something happen between Ginoza and Masaoka?\Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best. response:	Um...
context: Wait, Akane, don't tell me you seriously asked Gino that to his face?!\You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best.\Um... response:	You're just gonna talk to him, right?
context: You really shouldn't have brought that up.\What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best.\Um...\You're just gonna talk to him, right? response:	Yeah.
context: What?\So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best.\Um...\You're just gonna talk to him, right?\Yeah. response:	So this is where you were, you yellow-green bastard!
context: So we have a total of 200 meters' worth of communication cables, huh?\The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best.\Um...\You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard! response:	Does your food taste better with blood on your hands?
context: The furthest they'll reach is the elevator hall on the second floor.\Can you bring Kanehara out there?\I'll do my best.\Um...\You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands? response:	Well? Does it?!
context: Can you bring Kanehara out there?\I'll do my best.\Um...\You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?! response:	Shioyama, Asami, and Koriyama...
context: I'll do my best.\Um...\You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama... response:	You killed them all, didn't you?!
context: Um...\You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?! response:	Wh-Why are you saying that?
context: You're just gonna talk to him, right?\Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that? response:	As long as you confine yourself in here, we can't prove your guilt.
context: Yeah.\So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt. response:	But I hate your stinkin' guts all the same!
context: So this is where you were, you yellow-green bastard!\Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same! response:	There's nothing we Enforcers like more than putting other latent criminals in their place.
context: Does your food taste better with blood on your hands?\Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place. response:	So we're gonna keep you holed up in this factory like the rat you are.
context: Well? Does it?!\Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are. response:	We'll spread word all over the net
context: Shioyama, Asami, and Koriyama...\You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net response:	that Kanehara Yuji is a killer whose Psycho-Pass is clouded.
context: You killed them all, didn't you?!\Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded. response:	D-Don't!
context: Wh-Why are you saying that?\As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't! response:	Oops. This place is out of service range. Oh well.
context: As long as you confine yourself in here, we can't prove your guilt.\But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well. response:	I'm just gonna head over to the entrance for a bit.
context: But I hate your stinkin' guts all the same!\There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit. response:	You can just sit there, trembling on your hands and knees,
context: There's nothing we Enforcers like more than putting other latent criminals in their place.\So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees, response:	and wait as we tear your miserable life to pieces all around you!
context: So we're gonna keep you holed up in this factory like the rat you are.\We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you! response:	Wh-What're you doing?!
context: We'll spread word all over the net\that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?! response:	Kougami!
context: that Kanehara Yuji is a killer whose Psycho-Pass is clouded.\D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami! response:	Now we'll know for sure if Kanehara is someone who's capable of murder.
context: D-Don't!\Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder. response:	He doesn't have time to prepare anything in advance.
context: Oops. This place is out of service range. Oh well.\I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance. response:	If he wants to kill me right away, he'll do it the same way he did before.
context: I'm just gonna head over to the entrance for a bit.\You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before. response:	When he does, we can prove his crime.
context: You can just sit there, trembling on your hands and knees,\and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime. response:	Th-That's crazy!
context: and wait as we tear your miserable life to pieces all around you!\Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy! response:	Service Search Mgmt
context: Wh-What're you doing?!\Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt response:	Security Cameras
context: Kougami!\Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt\Security Cameras response:	Navigation Search Results
context: Now we'll know for sure if Kanehara is someone who's capable of murder.\He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt\Security Cameras\Navigation Search Results response:	G Terminal Information
context: He doesn't have time to prepare anything in advance.\If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt\Security Cameras\Navigation Search Results\G Terminal Information response:	Camera Search Mgmt
context: If he wants to kill me right away, he'll do it the same way he did before.\When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt\Security Cameras\Navigation Search Results\G Terminal Information\Camera Search Mgmt response:	BT Hands
context: When he does, we can prove his crime.\Th-That's crazy!\Service Search Mgmt\Security Cameras\Navigation Search Results\G Terminal Information\Camera Search Mgmt\BT Hands response:	If he's innocent, we'll be able to get out safely.
context: Th-That's crazy!\Service Search Mgmt\Security Cameras\Navigation Search Results\G Terminal Information\Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely. response:	And we'll all live happily ever after.
context: Service Search Mgmt\Security Cameras\Navigation Search Results\G Terminal Information\Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after. response:	Inspector... which would you bet on?
context: Security Cameras\Navigation Search Results\G Terminal Information\Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on? response:	I can't...
context: Navigation Search Results\G Terminal Information\Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on?\I can't... response:	You brought this on yourselves.
context: G Terminal Information\Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on?\I can't...\You brought this on yourselves. response:	There's our answer, Inspector.
context: Camera Search Mgmt\BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on?\I can't...\You brought this on yourselves.\There's our answer, Inspector. response:	Once you're gone, my Hue can be cleansed!
context: BT Hands\If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on?\I can't...\You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed! response:	Run!
context: If he's innocent, we'll be able to get out safely.\And we'll all live happily ever after.\Inspector... which would you bet on?\I can't...\You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run! response:	I won't let you get away.
context: And we'll all live happily ever after.\Inspector... which would you bet on?\I can't...\You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away. response:	I'll never let you get away.
context: Inspector... which would you bet on?\I can't...\You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away.\I'll never let you get away. response:	I'll kill you, right here and now!
context: I can't...\You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now! response:	Dammit!
context: You brought this on yourselves.\There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now!\Dammit! response:	Why... Why would you do something so reckless?!
context: There's our answer, Inspector.\Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?! response:	This is about finding the truth behind a matter of life and death!
context: Once you're gone, my Hue can be cleansed!\Run!\I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death! response:	Of course we'd need to put our lives in the line!
context: Run!\I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line! response:	Go faster! We're not gonna make it!
context: I won't let you get away.\I'll never let you get away.\I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it! response:	You don't have to tell me that!
context: I'll never let you get away.\I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that! response:	This is the place.
context: I'll kill you, right here and now!\Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place. response:	We've already caught the criminal red-handed! We need to call for backup and...
context: Dammit!\Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and... response:	Suppression System, online.
context: Why... Why would you do something so reckless?!\This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online. response:	Kougami!
context: This is about finding the truth behind a matter of life and death!\Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami! response:	You assholes!
context: Of course we'd need to put our lives in the line!\Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami!\You assholes! response:	User authentication: Enforcer Kougami Shinya.
context: Go faster! We're not gonna make it!\You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya. response:	Crime Coefficient is 265.
context: You don't have to tell me that!\This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265. response:	He's a target for enforcement action.
context: This is the place.\We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action. response:	Kougami!
