context: Your lives...? Hey... response:	This is getting vicious.
context: At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah. response:	I never thought the day would come when we could talk normally like this.
context: I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this. response:	Thank you, Erza.
context: Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza. response:	It's gotten late. Is the dinner party over already?
context: Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already? response:	I found you at last!
context: I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last! response:	Who are you?!
context: And try not to get yourself killed.\Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?! response:	Feelin' spiffy?!
context: Got it. Goodnight, Erza.\Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?!\Feelin' spiffy?! response:	Feelin' spiffy!
context: Yeah.\I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?!\Feelin' spiffy?!\Feelin' spiffy! response:	You...
context: I never thought the day would come when we could talk normally like this.\Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?!\Feelin' spiffy?!\Feelin' spiffy!\You... response:	Er-chan, long time no see!
context: Thank you, Erza.\It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?!\Feelin' spiffy?!\Feelin' spiffy!\You...\Er-chan, long time no see! response:	Millianna!
context: It's gotten late. Is the dinner party over already?\I found you at last!\Who are you?!\Feelin' spiffy?!\Feelin' spiffy!\You...\Er-chan, long time no see!\Millianna! response:	I missed you!
context: I found you at last!\Who are you?!\Feelin' spiffy?!\Feelin' spiffy!\You...\Er-chan, long time no see!\Millianna!\I missed you! response:	Millianna!
context: Who are you?!\Feelin' spiffy?!\Feelin' spiffy!\You...\Er-chan, long time no see!\Millianna!\I missed you!\Millianna! response:	You're in a guild?
context: Feelin' spiffy?!\Feelin' spiffy!\You...\Er-chan, long time no see!\Millianna!\I missed you!\Millianna!\You're in a guild? response:	Yep. Mermaid Heel.
context: Feelin' spiffy!\You...\Er-chan, long time no see!\Millianna!\I missed you!\Millianna!\You're in a guild?\Yep. Mermaid Heel. response:	Are Sho and Wally in the same guild?
context: You...\Er-chan, long time no see!\Millianna!\I missed you!\Millianna!\You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild? response:	What are you talking about? Mermaid Heel is a women-only guild!
context: Er-chan, long time no see!\Millianna!\I missed you!\Millianna!\You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild! response:	I see.
context: Millianna!\I missed you!\Millianna!\You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see. response:	Those two are still traveling. I hear from them once in a while.
context: I missed you!\Millianna!\You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while. response:	I see. It really is great to see you, Millianna.
context: Millianna!\You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna. response:	Me too, Er-chan.
context: You're in a guild?\Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan. response:	I'm so happy to see you doing well.
context: Yep. Mermaid Heel.\Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well. response:	Er-chan, don't cry!
context: Are Sho and Wally in the same guild?\What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry! response:	What about you?!
context: What are you talking about? Mermaid Heel is a women-only guild!\I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?! response:	Alright, another round!
context: I see.\Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?!\Alright, another round! response:	My soul is always Wild...
context: Those two are still traveling. I hear from them once in a while.\I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?!\Alright, another round!\My soul is always Wild... response:	You guys are good sports!
context: I see. It really is great to see you, Millianna.\Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?!\Alright, another round!\My soul is always Wild...\You guys are good sports! response:	Same goes for you!
context: Me too, Er-chan.\I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?!\Alright, another round!\My soul is always Wild...\You guys are good sports!\Same goes for you! response:	It's gettin' pretty late. We better start headin' back to the inn.
context: I'm so happy to see you doing well.\Er-chan, don't cry!\What about you?!\Alright, another round!\My soul is always Wild...\You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn. response:	Erza hasn't come yet!
context: Er-chan, don't cry!\What about you?!\Alright, another round!\My soul is always Wild...\You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet! response:	Now that you mention it, she is late...
context: What about you?!\Alright, another round!\My soul is always Wild...\You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late... response:	She mentioned having something to do.
context: Alright, another round!\My soul is always Wild...\You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do. response:	Are your hands okay?
context: My soul is always Wild...\You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay? response:	Nothin' a good night's sleep can't fix!
context: You guys are good sports!\Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix! response:	We're wild, right?
context: Same goes for you!\It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right? response:	Oh yeah, I almost forgot.
context: It's gettin' pretty late. We better start headin' back to the inn.\Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot. response:	That guy's name is Elfman, yeah?
context: Erza hasn't come yet!\Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah? response:	Give him a message for me.
context: Now that you mention it, she is late...\She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me. response:	Tell him it was a wild battle...
context: She mentioned having something to do.\Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle... response:	An' I'm lookin' forward to goin' up against him again during the tournament.
context: Are your hands okay?\Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament. response:	I'll tell him. I wanna fight you myself.
context: Nothin' a good night's sleep can't fix!\We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself. response:	We're gonna beat you again next time, too!
context: We're wild, right?\Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too! response:	Man!
context: Oh yeah, I almost forgot.\That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man! response:	Four!
context: That guy's name is Elfman, yeah?\Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man!\Four! response:	Jeez... Enough already...
context: Give him a message for me.\Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man!\Four!\Jeez... Enough already... response:	By the way, where's Gramps?
context: Tell him it was a wild battle...\An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man!\Four!\Jeez... Enough already...\By the way, where's Gramps? response:	He was having a drinking contest with Bacchus-san...
context: An' I'm lookin' forward to goin' up against him again during the tournament.\I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man!\Four!\Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san... response:	He's probably on the floor over there.
context: I'll tell him. I wanna fight you myself.\We're gonna beat you again next time, too!\Man!\Four!\Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there. response:	Lu-chan?
context: We're gonna beat you again next time, too!\Man!\Four!\Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan? response:	Sorry we woke you up...
context: Man!\Four!\Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan?\Sorry we woke you up... response:	Never mind about that.
context: Four!\Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan?\Sorry we woke you up...\Never mind about that. response:	What's wrong? You look down.
context: Jeez... Enough already...\By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan?\Sorry we woke you up...\Never mind about that.\What's wrong? You look down. response:	Yeah... I was thinking about Saber's Celestial Spirit Wizard...
context: By the way, where's Gramps?\He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan?\Sorry we woke you up...\Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard... response:	Yukino-san, I think her name is, right?
context: He was having a drinking contest with Bacchus-san...\He's probably on the floor over there.\Lu-chan?\Sorry we woke you up...\Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right? response:	That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...
context: He's probably on the floor over there.\Lu-chan?\Sorry we woke you up...\Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost... response:	They said they bet their lives, so I was wondering what's gonna happen now...
context: Lu-chan?\Sorry we woke you up...\Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now... response:	True, it is worrisome...
context: Sorry we woke you up...\Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome... response:	Even though we're in no position to be worried about other people...
context: Never mind about that.\What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people... response:	What? We've still got three days left!
context: What's wrong? You look down.\Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left! response:	You're right. First, we need to focus on winning and do our best!
context: Yeah... I was thinking about Saber's Celestial Spirit Wizard...\Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best! response:	Hey! You guys got a visitor. They're in here.
context: Yukino-san, I think her name is, right?\That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here. response:	Leon and... Sherry's cousin.
context: That was amazing. The 12 Zodiac Gates and the 13th one... I think? Even though she lost...\They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin. response:	Cheria-san, right?
context: They said they bet their lives, so I was wondering what's gonna happen now...\True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right? response:	This looks like it's gonna be a pain...
context: True, it is worrisome...\Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain... response:	This is Crocus Garden, the inn where Sabertooth is staying.
context: Even though we're in no position to be worried about other people...\What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying. response:	It's so pitiful that I can't even cry, you scum.
context: What? We've still got three days left!\You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum. response:	Remember why we're the top wizard guild.
context: You're right. First, we need to focus on winning and do our best!\Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild. response:	Don't look at the insects around you. Don't talk to them. Just crush them.
context: Hey! You guys got a visitor. They're in here.\Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them. response:	Our eyes are on something far greater.
context: Leon and... Sherry's cousin.\Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater. response:	Making the heavens roar. Setting the land aflame. Silencing the seas.
context: Cheria-san, right?\This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas. response:	That's Sabertooth.
context: This looks like it's gonna be a pain...\This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth. response:	This man is Sabertooth's master, Gemma.
context: This is Crocus Garden, the inn where Sabertooth is staying.\It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma. response:	Sting...
context: It's so pitiful that I can't even cry, you scum.\Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting... response:	Yes?
context: Remember why we're the top wizard guild.\Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting...\Yes? response:	I'll give you just one more chance.
context: Don't look at the insects around you. Don't talk to them. Just crush them.\Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting...\Yes?\I'll give you just one more chance. response:	Don't you ever make such a pathetic scene again.
context: Our eyes are on something far greater.\Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting...\Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again. response:	Thank you. I swear that I'll measure up to your expectations.
context: Making the heavens roar. Setting the land aflame. Silencing the seas.\That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting...\Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations. response:	Yukino...
context: That's Sabertooth.\This man is Sabertooth's master, Gemma.\Sting...\Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino... response:	Yes.
context: This man is Sabertooth's master, Gemma.\Sting...\Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes. response:	You have no excuse.
context: Sting...\Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes.\You have no excuse. response:	You do know that?
context: Yes?\I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes.\You have no excuse.\You do know that? response:	Yes.
context: I'll give you just one more chance.\Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes.\You have no excuse.\You do know that?\Yes. response:	I lost to the member of another guild. I brought shame to Sabertooth.
context: Don't you ever make such a pathetic scene again.\Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes.\You have no excuse.\You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth. response:	That's not what I'm talking about!
context: Thank you. I swear that I'll measure up to your expectations.\Yukino...\Yes.\You have no excuse.\You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about! response:	You wagered your life and lost, and not only that, the enemy took pity on you!
context: Yukino...\Yes.\You have no excuse.\You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you! response:	On Sabertooth!
context: Yes.\You have no excuse.\You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth! response:	Yes.
context: You have no excuse.\You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes. response:	I will submit to any punishment.
context: You do know that?\Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes.\I will submit to any punishment. response:	Then throw away everything.
context: Yes.\I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes.\I will submit to any punishment.\Then throw away everything. response:	Yes. I will do exactly as you say.
context: I lost to the member of another guild. I brought shame to Sabertooth.\That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes.\I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say. response:	And so ended the second day of the Grand Magic Games.
context: That's not what I'm talking about!\You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes.\I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games. response:	Somehow, Fairy Tail emerged as a contender, even while staying in last place,
context: You wagered your life and lost, and not only that, the enemy took pity on you!\On Sabertooth!\Yes.\I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place, response:	but on the underside of the spectacular festival,
context: On Sabertooth!\Yes.\I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival, response:	something most of them never dreamed of was slowly set into motion.
context: Yes.\I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion. response:	Pop quiz! Who's going to pay a visit now?
context: I will submit to any punishment.\Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now? response:	Where's this comin' from?! How the hell would I know?
context: Then throw away everything.\Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know? response:	Then I'll give you a hint. What are those white crystals that fall from the sky in winter?
context: Yes. I will do exactly as you say.\And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter? response:	Y-Yuki...
context: And so ended the second day of the Grand Magic Games.\Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki... response:	snow
context: Somehow, Fairy Tail emerged as a contender, even while staying in last place,\but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow response:	What's the opposite of yes?
context: but on the underside of the spectacular festival,\something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow\What's the opposite of yes? response:	No!
context: something most of them never dreamed of was slowly set into motion.\Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow\What's the opposite of yes?\No! response:	If you put'em together, you'll pretty much have the answer!
context: Pop quiz! Who's going to pay a visit now?\Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow\What's the opposite of yes?\No!\If you put'em together, you'll pretty much have the answer! response:	Yuki-no!
context: Where's this comin' from?! How the hell would I know?\Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow\What's the opposite of yes?\No!\If you put'em together, you'll pretty much have the answer!\Yuki-no! response:	Natsu...
context: Then I'll give you a hint. What are those white crystals that fall from the sky in winter?\Y-Yuki...\snow\What's the opposite of yes?\No!\If you put'em together, you'll pretty much have the answer!\Yuki-no!\Natsu... response:	Next time: Grudges Are Wrapped in the Silence of the Night!
context: Y-Yuki...\snow\What's the opposite of yes?\No!\If you put'em together, you'll pretty much have the answer!\Yuki-no!\Natsu...\Next time: Grudges Are Wrapped in the Silence of the Night! response:	Yuki-no, right?
context: snow\What's the opposite of yes?\No!\If you put'em together, you'll pretty much have the answer!\Yuki-no!\Natsu...\Next time: Grudges Are Wrapped in the Silence of the Night!\Yuki-no, right? response:	Natsu, you know who it is but you're saying it weird on purpose!
