context: What will they be? Red-hot anger? Deep-blue sadness? response:	Are they red-hot anger? Deep blue sadness?
context: Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress!\What... is this incredible energy?\What's going on?\We need to call in the military to get them under control!\What's happening? response:	Looks like they're heading towards the leyline.
context: Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress!\What... is this incredible energy?\What's going on?\We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline. response:	This is strange.
context: We are not giving you a choice.\Headmistress!\What... is this incredible energy?\What's going on?\We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline.\This is strange. response:	Let's return to Luna Nova.
context: Headmistress!\What... is this incredible energy?\What's going on?\We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova. response:	Okay.
context: What... is this incredible energy?\What's going on?\We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova.\Okay. response:	I never even imagined that I would collect so much energy. The folly of man knows no limits.
context: What's going on?\We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits. response:	I did not even have to activate it the Noir Rod has started itself!
context: We need to call in the military to get them under control!\What's happening?\Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself! response:	What did you say?!
context: What's happening?\Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?! response:	What?
context: Looks like they're heading towards the leyline.\This is strange.\Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What? response:	Cease and desist!
context: This is strange.\Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What?\Cease and desist! response:	My magic...
context: Let's return to Luna Nova.\Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What?\Cease and desist!\My magic... response:	Ouch!
context: Okay.\I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What?\Cease and desist!\My magic...\Ouch! response:	Hey!
context: I never even imagined that I would collect so much energy. The folly of man knows no limits.\I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What?\Cease and desist!\My magic...\Ouch!\Hey! response:	Ow...
context: I did not even have to activate it the Noir Rod has started itself!\What did you say?!\What?\Cease and desist!\My magic...\Ouch!\Hey!\Ow... response:	Why?!
context: What did you say?!\What?\Cease and desist!\My magic...\Ouch!\Hey!\Ow...\Why?! response:	Unfortunately for you, magic is now unavailable to anyone without a router in this location.
context: What?\Cease and desist!\My magic...\Ouch!\Hey!\Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location. response:	Croix!
context: Cease and desist!\My magic...\Ouch!\Hey!\Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix! response:	Don't!
context: My magic...\Ouch!\Hey!\Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't! response:	What now?!
context: Ouch!\Hey!\Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't!\What now?! response:	The leyline!
context: Hey!\Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't!\What now?!\The leyline! response:	It's disappearing?
context: Ow...\Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't!\What now?!\The leyline!\It's disappearing? response:	It can't be...
context: Why?!\Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't!\What now?!\The leyline!\It's disappearing?\It can't be... response:	Now, to Arcturus Forest!
context: Unfortunately for you, magic is now unavailable to anyone without a router in this location.\Croix!\Don't!\What now?!\The leyline!\It's disappearing?\It can't be...\Now, to Arcturus Forest! response:	I've finally made it here.
context: Croix!\Don't!\What now?!\The leyline!\It's disappearing?\It can't be...\Now, to Arcturus Forest!\I've finally made it here. response:	The Nine Olde Witches' seal...
context: Don't!\What now?!\The leyline!\It's disappearing?\It can't be...\Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal... response:	You're pretty stubborn, following me all the way here.
context: What now?!\The leyline!\It's disappearing?\It can't be...\Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here. response:	You're right. This is where the Grand Triskelion is sealed.
context: The leyline!\It's disappearing?\It can't be...\Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed. response:	And it won't be much longer before I release it.
context: It's disappearing?\It can't be...\Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it. response:	Just watch me as I finish the job you were unable to complete.
context: It can't be...\Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete. response:	Ouch...
context: Now, to Arcturus Forest!\I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch... response:	Isn't this...
context: I've finally made it here.\The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this... response:	Arcturus Forest?!
context: The Nine Olde Witches' seal...\You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this...\Arcturus Forest?! response:	This place is?
context: You're pretty stubborn, following me all the way here.\You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this...\Arcturus Forest?!\This place is? response:	Man, this place is giving me the creeps. Let's get the hell outta dodge.
context: You're right. This is where the Grand Triskelion is sealed.\And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this...\Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge. response:	Tia Freyre!
context: And it won't be much longer before I release it.\Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this...\Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre! response:	Huh?
context: Just watch me as I finish the job you were unable to complete.\Ouch...\Isn't this...\Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh? response:	It appears that our magic power has been drained.
context: Ouch...\Isn't this...\Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh?\It appears that our magic power has been drained. response:	The leyline was messed up too. Something's definitely wrong.
context: Isn't this...\Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong. response:	Look, there!
context: Arcturus Forest?!\This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there! response:	What is that?
context: This place is?\Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that? response:	I suspect it's related to these occurrings.
context: Man, this place is giving me the creeps. Let's get the hell outta dodge.\Tia Freyre!\Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that?\I suspect it's related to these occurrings. response:	Let's go!
context: Tia Freyre!\Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that?\I suspect it's related to these occurrings.\Let's go! response:	And now to break the seal.
context: Huh?\It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that?\I suspect it's related to these occurrings.\Let's go!\And now to break the seal. response:	It's this?
context: It appears that our magic power has been drained.\The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that?\I suspect it's related to these occurrings.\Let's go!\And now to break the seal.\It's this? response:	Attention, all citizens involved in the riot!
context: The leyline was messed up too. Something's definitely wrong.\Look, there!\What is that?\I suspect it's related to these occurrings.\Let's go!\And now to break the seal.\It's this?\Attention, all citizens involved in the riot! response:	You are to disperse immediately!
context: Look, there!\What is that?\I suspect it's related to these occurrings.\Let's go!\And now to break the seal.\It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately! response:	Failure to comply will result in
context: What is that?\I suspect it's related to these occurrings.\Let's go!\And now to break the seal.\It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in response:	A coup d'etat?!
context: I suspect it's related to these occurrings.\Let's go!\And now to break the seal.\It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in\A coup d'etat?! response:	At this point, it's only a rumor.
context: Let's go!\And now to break the seal.\It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor. response:	However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.
context: And now to break the seal.\It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility. response:	Unbelievable. Do the people in that country have no sense at all?
context: It's this?\Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all? response:	Gather more detailed intelligence.
context: Attention, all citizens involved in the riot!\You are to disperse immediately!\Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence. response:	A coup d'etat, huh...
context: You are to disperse immediately!\Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh... response:	We may be able to use this.
context: Failure to comply will result in\A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this. response:	Use how so?
context: A coup d'etat?!\At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this.\Use how so? response:	Our moderates are far too soft on that nation.
context: At this point, it's only a rumor.\However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this.\Use how so?\Our moderates are far too soft on that nation. response:	But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.
context: However, going by the videos of the riots that have been put online, a coup d'etat is a real possibility.\Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this.\Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes. response:	Deploying the military might be imperative.
context: Unbelievable. Do the people in that country have no sense at all?\Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this.\Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative. response:	You intend to exploit another country's crisis?!
context: Gather more detailed intelligence.\A coup d'etat, huh...\We may be able to use this.\Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?! response:	Andrew!
context: A coup d'etat, huh...\We may be able to use this.\Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew! response:	Go and gather more intelligence.
context: We may be able to use this.\Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence. response:	Change the world!
context: Use how so?\Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence.\Change the world! response:	Little Witch Academia
context: Our moderates are far too soft on that nation.\But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence.\Change the world!\Little Witch Academia response:	Little Witch Academia
context: But faced with a coup d'etat, those pacifists will have no choice but to open their eyes.\Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence.\Change the world!\Little Witch Academia\Little Witch Academia response:	No!
context: Deploying the military might be imperative.\You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence.\Change the world!\Little Witch Academia\Little Witch Academia\No! response:	This is all wrong!
context: You intend to exploit another country's crisis?!\Andrew!\Go and gather more intelligence.\Change the world!\Little Witch Academia\Little Witch Academia\No!\This is all wrong! response:	This can't be true!
context: Andrew!\Go and gather more intelligence.\Change the world!\Little Witch Academia\Little Witch Academia\No!\This is all wrong!\This can't be true! response:	There's no way this is the world reconstruction magic!
context: Go and gather more intelligence.\Change the world!\Little Witch Academia\Little Witch Academia\No!\This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic! response:	It's wrong!
context: Change the world!\Little Witch Academia\Little Witch Academia\No!\This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic!\It's wrong! response:	There's no way... this is the Grand Triskelion...
context: Little Witch Academia\Little Witch Academia\No!\This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion... response:	This banal...
context: Little Witch Academia\No!\This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion...\This banal... response:	Croix...
context: No!\This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion...\This banal...\Croix... response:	Professor Woodward!
context: This is all wrong!\This can't be true!\There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion...\This banal...\Croix...\Professor Woodward! response:	Where is the Grand Triskelion?
context: This can't be true!\There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion...\This banal...\Croix...\Professor Woodward!\Where is the Grand Triskelion? response:	Where is it?!
context: There's no way this is the world reconstruction magic!\It's wrong!\There's no way... this is the Grand Triskelion...\This banal...\Croix...\Professor Woodward!\Where is the Grand Triskelion?\Where is it?! response:	You already hold it in your hands.
context: It's wrong!\There's no way... this is the Grand Triskelion...\This banal...\Croix...\Professor Woodward!\Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands. response:	That's a lie!
context: There's no way... this is the Grand Triskelion...\This banal...\Croix...\Professor Woodward!\Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands.\That's a lie! response:	It is the truth.
context: This banal...\Croix...\Professor Woodward!\Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands.\That's a lie!\It is the truth. response:	Then why isn't anything happening?!
context: Croix...\Professor Woodward!\Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands.\That's a lie!\It is the truth.\Then why isn't anything happening?! response:	What part of this do you call world reconstruction magic?!
context: Professor Woodward!\Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands.\That's a lie!\It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?! response:	Why do you always look right past me?
context: Where is the Grand Triskelion?\Where is it?!\You already hold it in your hands.\That's a lie!\It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me? response:	Why won't you guide me?
context: Where is it?!\You already hold it in your hands.\That's a lie!\It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me? response:	If you'll never choose me...
context: You already hold it in your hands.\That's a lie!\It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me?\If you'll never choose me... response:	Then stop showing me your face!
context: That's a lie!\It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me?\If you'll never choose me...\Then stop showing me your face! response:	Go away!
context: It is the truth.\Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me?\If you'll never choose me...\Then stop showing me your face!\Go away! response:	Croix!
context: Then why isn't anything happening?!\What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me?\If you'll never choose me...\Then stop showing me your face!\Go away!\Croix! response:	Red. Red. Red. Red.
context: What part of this do you call world reconstruction magic?!\Why do you always look right past me?\Why won't you guide me?\If you'll never choose me...\Then stop showing me your face!\Go away!\Croix!\Red. Red. Red. Red. response:	R-R-R-RRR
context: Why do you always look right past me?\Why won't you guide me?\If you'll never choose me...\Then stop showing me your face!\Go away!\Croix!\Red. Red. Red. Red.\R-R-R-RRR response:	Stop!
context: Why won't you guide me?\If you'll never choose me...\Then stop showing me your face!\Go away!\Croix!\Red. Red. Red. Red.\R-R-R-RRR\Stop! response:	Stop...
context: If you'll never choose me...\Then stop showing me your face!\Go away!\Croix!\Red. Red. Red. Red.\R-R-R-RRR\Stop!\Stop... response:	Stop it!
context: Then stop showing me your face!\Go away!\Croix!\Red. Red. Red. Red.\R-R-R-RRR\Stop!\Stop...\Stop it! response:	Turn off the machine!
context: Go away!\Croix!\Red. Red. Red. Red.\R-R-R-RRR\Stop!\Stop...\Stop it!\Turn off the machine! response:	I can't... it's not stopping!
context: Croix!\Red. Red. Red. Red.\R-R-R-RRR\Stop!\Stop...\Stop it!\Turn off the machine!\I can't... it's not stopping! response:	Even you betray me in the end?!
context: Red. Red. Red. Red.\R-R-R-RRR\Stop!\Stop...\Stop it!\Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?! response:	Wh-What was that?
context: R-R-R-RRR\Stop!\Stop...\Stop it!\Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that? response:	Wh-What...
context: Stop!\Stop...\Stop it!\Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that?\Wh-What... response:	Stop!
context: Stop...\Stop it!\Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that?\Wh-What...\Stop! response:	Croix!
context: Stop it!\Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that?\Wh-What...\Stop!\Croix! response:	Chariot!
context: Turn off the machine!\I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that?\Wh-What...\Stop!\Croix!\Chariot! response:	Chariot!
context: I can't... it's not stopping!\Even you betray me in the end?!\Wh-What was that?\Wh-What...\Stop!\Croix!\Chariot!\Chariot! response:	Why?!
context: Even you betray me in the end?!\Wh-What was that?\Wh-What...\Stop!\Croix!\Chariot!\Chariot!\Why?! response:	It's after me.
context: Wh-What was that?\Wh-What...\Stop!\Croix!\Chariot!\Chariot!\Why?!\It's after me. response:	Just leave me and go!
context: Wh-What...\Stop!\Croix!\Chariot!\Chariot!\Why?!\It's after me.\Just leave me and go! response:	No!
context: Stop!\Croix!\Chariot!\Chariot!\Why?!\It's after me.\Just leave me and go!\No! response:	I'll never abandon you!
context: Croix!\Chariot!\Chariot!\Why?!\It's after me.\Just leave me and go!\No!\I'll never abandon you! response:	We'll both be
context: Chariot!\Chariot!\Why?!\It's after me.\Just leave me and go!\No!\I'll never abandon you!\We'll both be response:	I won't let you get Croix!
context: Chariot!\Why?!\It's after me.\Just leave me and go!\No!\I'll never abandon you!\We'll both be\I won't let you get Croix! response:	Chariot...
context: Why?!\It's after me.\Just leave me and go!\No!\I'll never abandon you!\We'll both be\I won't let you get Croix!\Chariot... response:	Run, Chariot...
context: It's after me.\Just leave me and go!\No!\I'll never abandon you!\We'll both be\I won't let you get Croix!\Chariot...\Run, Chariot... response:	You've done enough!
context: Just leave me and go!\No!\I'll never abandon you!\We'll both be\I won't let you get Croix!\Chariot...\Run, Chariot...\You've done enough! response:	No, I haven't!
context: No!\I'll never abandon you!\We'll both be\I won't let you get Croix!\Chariot...\Run, Chariot...\You've done enough!\No, I haven't! response:	I stole your dream!
context: I'll never abandon you!\We'll both be\I won't let you get Croix!\Chariot...\Run, Chariot...\You've done enough!\No, I haven't!\I stole your dream! response:	I stole Akko's power!
context: We'll both be\I won't let you get Croix!\Chariot...\Run, Chariot...\You've done enough!\No, I haven't!\I stole your dream!\I stole Akko's power! response:	That's why I won't let anything more be stolen!
context: I won't let you get Croix!\Chariot...\Run, Chariot...\You've done enough!\No, I haven't!\I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen! response:	Chariot...
context: Chariot...\Run, Chariot...\You've done enough!\No, I haven't!\I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot... response:	Chariot!
context: Run, Chariot...\You've done enough!\No, I haven't!\I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot...\Chariot! response:	Murowa!
context: You've done enough!\No, I haven't!\I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot...\Chariot!\Murowa! response:	Professor!
context: No, I haven't!\I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot...\Chariot!\Murowa!\Professor! response:	Akko!
context: I stole your dream!\I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot...\Chariot!\Murowa!\Professor!\Akko! response:	You're kidding...
context: I stole Akko's power!\That's why I won't let anything more be stolen!\Chariot...\Chariot!\Murowa!\Professor!\Akko!\You're kidding... response:	This one looks pretty dangerous.
context: That's why I won't let anything more be stolen!\Chariot...\Chariot!\Murowa!\Professor!\Akko!\You're kidding...\This one looks pretty dangerous. response:	What now? We're all still in danger.
context: Chariot...\Chariot!\Murowa!\Professor!\Akko!\You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger. response:	I see. Its energy link is starting to break.
context: Chariot!\Murowa!\Professor!\Akko!\You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break. response:	That means...
context: Murowa!\Professor!\Akko!\You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break.\That means... response:	This is it!
context: Professor!\Akko!\You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break.\That means...\This is it! response:	Croix!
context: Akko!\You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break.\That means...\This is it!\Croix! response:	Professor!
context: You're kidding...\This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break.\That means...\This is it!\Croix!\Professor! response:	The Words!
context: This one looks pretty dangerous.\What now? We're all still in danger.\I see. Its energy link is starting to break.\That means...\This is it!\Croix!\Professor!\The Words! response:	Cast the spell!
context: What now? We're all still in danger.\I see. Its energy link is starting to break.\That means...\This is it!\Croix!\Professor!\The Words!\Cast the spell! response:	Noctu Orfei!
context: I see. Its energy link is starting to break.\That means...\This is it!\Croix!\Professor!\The Words!\Cast the spell!\Noctu Orfei! response:	Noctu... Orfei!
context: That means...\This is it!\Croix!\Professor!\The Words!\Cast the spell!\Noctu Orfei!\Noctu... Orfei! response:	Aude!
context: This is it!\Croix!\Professor!\The Words!\Cast the spell!\Noctu Orfei!\Noctu... Orfei!\Aude! response:	Aude!
context: Croix!\Professor!\The Words!\Cast the spell!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude! response:	Fraetor!
context: Professor!\The Words!\Cast the spell!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor! response:	Shiny Arc!
context: The Words!\Cast the spell!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc! response:	You got it... you did it, Akko!
context: Cast the spell!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\You got it... you did it, Akko! response:	Akko...
context: Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\You got it... you did it, Akko!\Akko... response:	Chariot...
context: Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\You got it... you did it, Akko!\Akko...\Chariot... response:	We finally meet!
context: Aude!\Aude!\Fraetor!\Shiny Arc!\You got it... you did it, Akko!\Akko...\Chariot...\We finally meet! response:	Take it.
context: Aude!\Fraetor!\Shiny Arc!\You got it... you did it, Akko!\Akko...\Chariot...\We finally meet!\Take it. response:	But...
context: Fraetor!\Shiny Arc!\You got it... you did it, Akko!\Akko...\Chariot...\We finally meet!\Take it.\But... response:	This isn't mine.
context: Shiny Arc!\You got it... you did it, Akko!\Akko...\Chariot...\We finally meet!\Take it.\But...\This isn't mine. response:	I made up my mind to return it to Chariot once I found her.
context: You got it... you did it, Akko!\Akko...\Chariot...\We finally meet!\Take it.\But...\This isn't mine.\I made up my mind to return it to Chariot once I found her. response:	Please accept it!
context: Akko...\Chariot...\We finally meet!\Take it.\But...\This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it! response:	I saw one of your Chariot shows when I was a child.
context: Chariot...\We finally meet!\Take it.\But...\This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child. response:	It was so pretty and fun and cool, and it felt like I was in a dream!
context: We finally meet!\Take it.\But...\This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream! response:	I can't even describe how moved I was!
context: Take it.\But...\This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was! response:	That was when I decided to become a witch.
context: But...\This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch. response:	I believed that if I became a witch, I'd be able to see Chariot again.
context: This isn't mine.\I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again. response:	That was my dream!
