context: That's my swing, loser. response:	What did you do to him?
context: You must be Sakai-san.\Yes.\You do resemble her.\Your mother was one of my students.\She never told you about that?\No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo... response:	Come in.
context: Yes.\You do resemble her.\Your mother was one of my students.\She never told you about that?\No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in. response:	Sir, there are some documents here I need you to review.
context: You do resemble her.\Your mother was one of my students.\She never told you about that?\No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review. response:	This many?
context: Your mother was one of my students.\She never told you about that?\No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review.\This many? response:	Ms. Vice Principal, I'd like you to approve a new club.
context: She never told you about that?\No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club. response:	Did you actually think this thing would get approved?
context: No...\Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved? response:	Why wouldn't it?
context: Meeting her changed the very meaning of music for me.\Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it? response:	You caused enough trouble at the last recital.
context: Back then, you could have described me as morendo...\Come in.\Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital. response:	I will not stand to see you make a mockery of music.
context: Come in.\Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music. response:	I can't let you do that.
context: Sir, there are some documents here I need you to review.\This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that. response:	You will pick that up and throw it away.
context: This many?\Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away. response:	I guess I forgot to put my seal on it.
context: Ms. Vice Principal, I'd like you to approve a new club.\Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it. response:	Where did that darned thing go?
context: Did you actually think this thing would get approved?\Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go? response:	Why did you become their advisor again?
context: Why wouldn't it?\You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again? response:	I might ask why you're so against it.
context: You caused enough trouble at the last recital.\I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it. response:	I'm not...
context: I will not stand to see you make a mockery of music.\I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it.\I'm not... response:	When I think back on those times, my blood really gets pumping.
context: I can't let you do that.\You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping. response:	Isn't it the same for you?
context: You will pick that up and throw it away.\I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you? response:	Or is the choir club already
context: I guess I forgot to put my seal on it.\Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already response:	Sir.
context: Where did that darned thing go?\Why did you become their advisor again?\I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already\Sir. response:	Can you please look over those documents?
context: Why did you become their advisor again?\I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already\Sir.\Can you please look over those documents? response:	Not bad, napping in the beach house on the
context: I might ask why you're so against it.\I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already\Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the response:	first day of summer break.
context: I'm not...\When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already\Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break. response:	I'm thinking.
context: When I think back on those times, my blood really gets pumping.\Isn't it the same for you?\Or is the choir club already\Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break.\I'm thinking. response:	If we only have a regular daily practice,
context: Isn't it the same for you?\Or is the choir club already\Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break.\I'm thinking.\If we only have a regular daily practice, response:	it's hard to keep the members on their toes.
context: Or is the choir club already\Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break.\I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes. response:	Oh yeah, practice starts at four today.
context: Sir.\Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break.\I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today. response:	Hey, what are they building out front?
context: Can you please look over those documents?\Not bad, napping in the beach house on the\first day of summer break.\I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front? response:	Oh, that? It's a stage for live music.
context: Not bad, napping in the beach house on the\first day of summer break.\I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music. response:	For that, there.
context: first day of summer break.\I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there. response:	Participate in our popularity contest and win shopping coupons!
context: I'm thinking.\If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons! response:	The beach house and the other businesses are
context: If we only have a regular daily practice,\it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are response:	going to each pick a country and build
context: it's hard to keep the members on their toes.\Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build response:	a small stage based on that theme.
context: Oh yeah, practice starts at four today.\Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme. response:	Their singers will perform there.
context: Hey, what are they building out front?\Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme.\Their singers will perform there. response:	Ah, Shiho-san!
context: Oh, that? It's a stage for live music.\For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san! response:	Large green tea snow cone, please.
context: For that, there.\Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please. response:	Comin' right up!
context: Participate in our popularity contest and win shopping coupons!\The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up! response:	Customers will vote on their favorites,
context: The beach house and the other businesses are\going to each pick a country and build\a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites, response:	and the winner will perform live on the main stage at the end of the event.
context: going to each pick a country and build\a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event. response:	Voters can even win shopping coupons.
context: a small stage based on that theme.\Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons. response:	How can you participate in that?
context: Their singers will perform there.\Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that? response:	Each business is responsible for finding their own singers.
context: Ah, Shiho-san!\Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers. response:	One large green tea snow cone.
context: Large green tea snow cone, please.\Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone. response:	Would you let us sing for you?
context: Comin' right up!\Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you? response:	Um, well, we have a prime location here,
context: Customers will vote on their favorites,\and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here, response:	so we were hoping to get someone who could really steal the show.
context: and the winner will perform live on the main stage at the end of the event.\Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show. response:	Then why don't you let us audition?
context: Voters can even win shopping coupons.\How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition? response:	We might fit the bill!
context: How can you participate in that?\Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill! response:	Please consider it!
context: Each business is responsible for finding their own singers.\One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill!\Please consider it! response:	Summer Supplementary Class Schedule
context: One large green tea snow cone.\Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule response:	MonTuesWedThursFri
context: Would you let us sing for you?\Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri response:	Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ
context: Um, well, we have a prime location here,\so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ response:	Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.
context: so we were hoping to get someone who could really steal the show.\Then why don't you let us audition?\We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit. response:	Everyone must be at the beach house.
context: Then why don't you let us audition?\We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house. response:	Aren't you going?
context: We might fit the bill!\Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going? response:	No, I'm not.
context: Please consider it!\Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going?\No, I'm not. response:	Okay then, see you later.
context: Summer Supplementary Class Schedule\MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going?\No, I'm not.\Okay then, see you later. response:	Stop! I need to talk to you!
context: MonTuesWedThursFri\Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going?\No, I'm not.\Okay then, see you later.\Stop! I need to talk to you! response:	I won't let you get away today.
context: Eng.Contemp. Lit.World HistoryJap. HistoryPolitics Econ\Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going?\No, I'm not.\Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today. response:	I don't money!
context: Eng.Classic Lit.Eng. Classic Lit.Contemp. Lit.\Everyone must be at the beach house.\Aren't you going?\No, I'm not.\Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today.\I don't money! response:	I thought it was at four.
context: Everyone must be at the beach house.\Aren't you going?\No, I'm not.\Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today.\I don't money!\I thought it was at four. response:	It is four.
context: Aren't you going?\No, I'm not.\Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today.\I don't money!\I thought it was at four.\It is four. response:	The competition's coming up...
context: No, I'm not.\Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today.\I don't money!\I thought it was at four.\It is four.\The competition's coming up... response:	I don't want to waste time doing anything else.
context: Okay then, see you later.\Stop! I need to talk to you!\I won't let you get away today.\I don't money!\I thought it was at four.\It is four.\The competition's coming up...\I don't want to waste time doing anything else. response:	Say that again?!
context: Stop! I need to talk to you!\I won't let you get away today.\I don't money!\I thought it was at four.\It is four.\The competition's coming up...\I don't want to waste time doing anything else.\Say that again?! response:	Fine, let's get this over with.
context: I won't let you get away today.\I don't money!\I thought it was at four.\It is four.\The competition's coming up...\I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with. response:	What'll we sing?
context: I don't money!\I thought it was at four.\It is four.\The competition's coming up...\I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with.\What'll we sing? response:	The same as the recital?
context: I thought it was at four.\It is four.\The competition's coming up...\I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with.\What'll we sing?\The same as the recital? response:	I don't know that song.
context: It is four.\The competition's coming up...\I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with.\What'll we sing?\The same as the recital?\I don't know that song. response:	Then, the school song?
context: The competition's coming up...\I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with.\What'll we sing?\The same as the recital?\I don't know that song.\Then, the school song? response:	Perfect!
context: I don't want to waste time doing anything else.\Say that again?!\Fine, let's get this over with.\What'll we sing?\The same as the recital?\I don't know that song.\Then, the school song?\Perfect! response:	One, two!
context: Say that again?!\Fine, let's get this over with.\What'll we sing?\The same as the recital?\I don't know that song.\Then, the school song?\Perfect!\One, two! response:	I want to hear the voice of the white beach,
context: Fine, let's get this over with.\What'll we sing?\The same as the recital?\I don't know that song.\Then, the school song?\Perfect!\One, two!\I want to hear the voice of the white beach, response:	so let's climb that winding slope.
context: What'll we sing?\The same as the recital?\I don't know that song.\Then, the school song?\Perfect!\One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope. response:	Thank you!
context: The same as the recital?\I don't know that song.\Then, the school song?\Perfect!\One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you! response:	The friendships we forge during these brilliant days and moments,
context: I don't know that song.\Then, the school song?\Perfect!\One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments, response:	Sorry for the ruckus.
context: Then, the school song?\Perfect!\One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus. response:	Oh, not at all.
context: Perfect!\One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all. response:	create a harmony that stretches across eternity.
context: One, two!\I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity. response:	Allegro.
context: I want to hear the voice of the white beach,\so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity.\Allegro. response:	Vivace.
context: so let's climb that winding slope.\Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity.\Allegro.\Vivace. response:	Amorosso.
context: Thank you!\The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity.\Allegro.\Vivace.\Amorosso. response:	Let's sing! Let's sing!
context: The friendships we forge during these brilliant days and moments,\Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity.\Allegro.\Vivace.\Amorosso.\Let's sing! Let's sing! response:	Let's sing, Shirahamazaka High!
context: Sorry for the ruckus.\Oh, not at all.\create a harmony that stretches across eternity.\Allegro.\Vivace.\Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High! response:	You're so cool, Mister!
context: Oh, not at all.\create a harmony that stretches across eternity.\Allegro.\Vivace.\Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister! response:	I can't sing all by myself...
context: create a harmony that stretches across eternity.\Allegro.\Vivace.\Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister!\I can't sing all by myself... response:	Stalker! Stalker!
context: Allegro.\Vivace.\Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister!\I can't sing all by myself...\Stalker! Stalker! response:	Is that falsetto?
context: Vivace.\Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister!\I can't sing all by myself...\Stalker! Stalker!\Is that falsetto? response:	Why isn't Miyamoto coming?
context: Amorosso.\Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister!\I can't sing all by myself...\Stalker! Stalker!\Is that falsetto?\Why isn't Miyamoto coming? response:	Episode 4 Getting Angry and Dancing
context: Let's sing! Let's sing!\Let's sing, Shirahamazaka High!\You're so cool, Mister!\I can't sing all by myself...\Stalker! Stalker!\Is that falsetto?\Why isn't Miyamoto coming?\Episode 4 Getting Angry and Dancing response:	I'm quitting the choir club! You jerk!
