context: Okay! Cut! response:	Wow, the staff around Yunosagi are very capable.
context: We shouldn't watch any more.\You can keep going.\But your clothes...\I don't mind.\Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this, response:	but they brought this upon themselves.
context: You can keep going.\But your clothes...\I don't mind.\Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves. response:	They were walking on air, weren't they?
context: But your clothes...\I don't mind.\Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they? response:	Hey, it felt good.
context: I don't mind.\Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good. response:	I did walk on air when I leaped from the second story window.
context: Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window. response:	Bang! Bang! Bang!
context: I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang! response:	There was also a scene like that.
context: Kissuiso's got a lot to take care of now.\Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that. response:	Sorry to hear the bad news.
context: Well, I hate to say this,\but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news. response:	I thought it would be best
context: but they brought this upon themselves.\They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best response:	if I let you, the representatives of Yunosagi,
context: They were walking on air, weren't they?\Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi, response:	know of our current situation.
context: Hey, it felt good.\I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation. response:	The meal for the Wave Room is ready.
context: I did walk on air when I leaped from the second story window.\Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready. response:	Okay!
context: Bang! Bang! Bang!\There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready.\Okay! response:	Is the sashimi for the Crane Room still not ready?
context: There was also a scene like that.\Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready? response:	Nope, it is!
context: Sorry to hear the bad news.\I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is! response:	I'll be taking this.
context: I thought it would be best\if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this. response:	What's with that outfit?
context: if I let you, the representatives of Yunosagi,\know of our current situation.\The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this.\What's with that outfit? response:	Well...
context: know of our current situation.\The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this.\What's with that outfit?\Well... response:	Come to my room.
context: The meal for the Wave Room is ready.\Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this.\What's with that outfit?\Well...\Come to my room. response:	Okay.
context: Okay!\Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this.\What's with that outfit?\Well...\Come to my room.\Okay. response:	How's everyone doing?
context: Is the sashimi for the Crane Room still not ready?\Nope, it is!\I'll be taking this.\What's with that outfit?\Well...\Come to my room.\Okay.\How's everyone doing? response:	They're all doing well.
context: Nope, it is!\I'll be taking this.\What's with that outfit?\Well...\Come to my room.\Okay.\How's everyone doing?\They're all doing well. response:	Madam Manager,
context: I'll be taking this.\What's with that outfit?\Well...\Come to my room.\Okay.\How's everyone doing?\They're all doing well.\Madam Manager, response:	I should've been the one to go and explain.
context: What's with that outfit?\Well...\Come to my room.\Okay.\How's everyone doing?\They're all doing well.\Madam Manager,\I should've been the one to go and explain. response:	Thank you very much, and I apologize.
context: Well...\Come to my room.\Okay.\How's everyone doing?\They're all doing well.\Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize. response:	But Ms. Kawajiri really had Kissuiso on her mind,
context: Come to my room.\Okay.\How's everyone doing?\They're all doing well.\Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind, response:	and did her best to make things work.
context: Okay.\How's everyone doing?\They're all doing well.\Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work. response:	No matter what you say,
context: How's everyone doing?\They're all doing well.\Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say, response:	Ms. Kawajiri will have to take her share of the responsibility.
context: They're all doing well.\Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility. response:	Be prepared for that.
context: Madam Manager,\I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that. response:	Madam Manager...
context: I should've been the one to go and explain.\Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager... response:	You can call me Mom.
context: Thank you very much, and I apologize.\But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager...\You can call me Mom. response:	Oh... okay.
context: But Ms. Kawajiri really had Kissuiso on her mind,\and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager...\You can call me Mom.\Oh... okay. response:	Mom, I'm not defending her or anything.
context: and did her best to make things work.\No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager...\You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything. response:	She really was trying her best.
context: No matter what you say,\Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager...\You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best. response:	You can tell me this later.
context: Ms. Kawajiri will have to take her share of the responsibility.\Be prepared for that.\Madam Manager...\You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later. response:	More importantly,
context: Be prepared for that.\Madam Manager...\You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later.\More importantly, response:	I'm happy that you've grown enough to be able
context: Madam Manager...\You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able response:	to defend someone so much.
context: You can call me Mom.\Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able\to defend someone so much. response:	I never understood
context: Oh... okay.\Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able\to defend someone so much.\I never understood response:	whether you were simply stubborn or just clumsy.
context: Mom, I'm not defending her or anything.\She really was trying her best.\You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able\to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy. response:	Are you talking about the piano lessons?
context: She really was trying her best.\You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able\to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons? response:	During high school,
context: You can tell me this later.\More importantly,\I'm happy that you've grown enough to be able\to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school, response:	I seriously thought that being
context: More importantly,\I'm happy that you've grown enough to be able\to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school,\I seriously thought that being response:	able to play an instrument would get me the girls.
context: I'm happy that you've grown enough to be able\to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school,\I seriously thought that being\able to play an instrument would get me the girls. response:	But you kept refusing to take lessons in elementary school.
context: to defend someone so much.\I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school,\I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school. response:	If only you'd put a collar on me and taken me to those lessons,
context: I never understood\whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school,\I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons, response:	my teenage life would have been a lot different.
context: whether you were simply stubborn or just clumsy.\Are you talking about the piano lessons?\During high school,\I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different. response:	You were a terrible swimmer too.
context: Are you talking about the piano lessons?\During high school,\I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too. response:	I still am, Mom.
context: During high school,\I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom. response:	Mom!
context: I seriously thought that being\able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom.\Mom! response:	Mom...
context: able to play an instrument would get me the girls.\But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom.\Mom!\Mom... response:	Mom!
context: But you kept refusing to take lessons in elementary school.\If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom.\Mom!\Mom...\Mom! response:	Ohana!
context: If only you'd put a collar on me and taken me to those lessons,\my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom.\Mom!\Mom...\Mom!\Ohana! response:	Look! It's done!
context: my teenage life would have been a lot different.\You were a terrible swimmer too.\I still am, Mom.\Mom!\Mom...\Mom!\Ohana!\Look! It's done! response:	What a funny looking cloud...
context: You were a terrible swimmer too.\I still am, Mom.\Mom!\Mom...\Mom!\Ohana!\Look! It's done!\What a funny looking cloud... response:	Episode 17 Pool on the Hill
context: I still am, Mom.\Mom!\Mom...\Mom!\Ohana!\Look! It's done!\What a funny looking cloud...\Episode 17 Pool on the Hill response:	If I were a mermaid princess...
context: Mom!\Mom...\Mom!\Ohana!\Look! It's done!\What a funny looking cloud...\Episode 17 Pool on the Hill\If I were a mermaid princess... response:	I wouldn't admire a prince...
context: Mom...\Mom!\Ohana!\Look! It's done!\What a funny looking cloud...\Episode 17 Pool on the Hill\If I were a mermaid princess...\I wouldn't admire a prince... response:	because... land is scary.
context: Mom!\Ohana!\Look! It's done!\What a funny looking cloud...\Episode 17 Pool on the Hill\If I were a mermaid princess...\I wouldn't admire a prince...\because... land is scary. response:	Episode 18 A Mermaid Princess and a Shell Bra
