context: Hey, hey! A human's transformed into a monster! response:	There's no way I can punish him!
context: Mako, what happened? Are you okay?\Mako, what happened?\Let go!\Just leave me alone!\Oh, but...\What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?! response:	I felt it.
context: Mako, what happened?\Let go!\Just leave me alone!\Oh, but...\What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?!\I felt it. response:	Felt what? I felt it.
context: Let go!\Just leave me alone!\Oh, but...\What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?!\I felt it.\Felt what? I felt it. response:	Felt what? I felt a strong evil aura coming from the guy she was just fighting.
context: Just leave me alone!\Oh, but...\What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?!\I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting. response:	I felt a strong evil aura coming from the guy she was just fighting.
context: Oh, but...\What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?!\I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting. response:	What?!
context: What's wrong with him?! We were worried for him and...\Oh, Mako?!\What's wrong?!\I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?! response:	He might be part of the Dark Kingdom! What?!
context: Oh, Mako?!\What's wrong?!\I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?! response:	He might be part of the Dark Kingdom!
context: What's wrong?!\I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom! response:	No way!
context: I felt it.\Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way! response:	Then Mako and that guy are in danger!
context: Felt what? I felt it.\Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger! response:	Wait for me!
context: Felt what? I felt a strong evil aura coming from the guy she was just fighting.\I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger!\Wait for me! response:	How long are you going to keep following me?!
context: I felt a strong evil aura coming from the guy she was just fighting.\What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?! response:	Well, it seems like someone's after you, so...
context: What?!\He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so... response:	I'll be your bodyguard!
context: He might be part of the Dark Kingdom! What?!\He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard! response:	There's no reason for anyone to go after me!
context: He might be part of the Dark Kingdom!\No way!\Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me! response:	You've won too much on those crane games, so... Bang!
context: No way!\Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang! response:	Maybe the arcades hired a hit man!
context: Then Mako and that guy are in danger!\Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man! response:	No way.
context: Wait for me!\How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way. response:	Hey, teach me the trick to those crane games.
context: How long are you going to keep following me?!\Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games. response:	You could never do it.
context: Well, it seems like someone's after you, so...\I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games.\You could never do it. response:	What's wrong?
context: I'll be your bodyguard!\There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games.\You could never do it.\What's wrong? response:	Hey.
context: There's no reason for anyone to go after me!\You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games.\You could never do it.\What's wrong?\Hey. response:	I want to have a cup of coffee by myself!
context: You've won too much on those crane games, so... Bang!\Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games.\You could never do it.\What's wrong?\Hey.\I want to have a cup of coffee by myself! response:	What a jerk!
context: Maybe the arcades hired a hit man!\No way.\Hey, teach me the trick to those crane games.\You could never do it.\What's wrong?\Hey.\I want to have a cup of coffee by myself!\What a jerk! response:	That's why I like him...
context: No way.\Hey, teach me the trick to those crane games.\You could never do it.\What's wrong?\Hey.\I want to have a cup of coffee by myself!\What a jerk!\That's why I like him... response:	He looks exactly like my senior at school who broke my heart.
context: Hey, teach me the trick to those crane games.\You could never do it.\What's wrong?\Hey.\I want to have a cup of coffee by myself!\What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart. response:	That's totally the face of a girl in love.
context: You could never do it.\What's wrong?\Hey.\I want to have a cup of coffee by myself!\What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love. response:	You don't need to keep me company, you know.
context: What's wrong?\Hey.\I want to have a cup of coffee by myself!\What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know. response:	Now, now...
context: Hey.\I want to have a cup of coffee by myself!\What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now... response:	He's telling you to come inside! You did it!
context: I want to have a cup of coffee by myself!\What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it! response:	What shall I do?
context: What a jerk!\That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it!\What shall I do? response:	What are you saying after all this time?!
context: That's why I like him...\He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?! response:	Come on! Come on! Come on!
context: He looks exactly like my senior at school who broke my heart.\That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on! response:	Oh, wait a minute! Wait!
context: That's totally the face of a girl in love.\You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait! response:	No waiting! Go for it, Mako!
context: You don't need to keep me company, you know.\Now, now...\He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako! response:	Well, uh...
context: Now, now...\He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh... response:	Have a seat.
context: He's telling you to come inside! You did it!\What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh...\Have a seat. response:	Okay. Have a seat.
context: What shall I do?\What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh...\Have a seat.\Okay. Have a seat. response:	Okay.
context: What are you saying after all this time?!\Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh...\Have a seat.\Okay. Have a seat.\Okay. response:	Don't get the wrong idea.
context: Come on! Come on! Come on!\Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh...\Have a seat.\Okay. Have a seat.\Okay.\Don't get the wrong idea. response:	What?!
context: Oh, wait a minute! Wait!\No waiting! Go for it, Mako!\Well, uh...\Have a seat.\Okay. Have a seat.\Okay.\Don't get the wrong idea.\What?! response:	It's just too annoying to have someone standing outside staring at me.
context: No waiting! Go for it, Mako!\Well, uh...\Have a seat.\Okay. Have a seat.\Okay.\Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me. response:	Okay.
context: Well, uh...\Have a seat.\Okay. Have a seat.\Okay.\Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me.\Okay. response:	The reason I'm good at crane games
context: Have a seat.\Okay. Have a seat.\Okay.\Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games response:	is because I have a kind of psychic power.
context: Okay. Have a seat.\Okay.\Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games\is because I have a kind of psychic power. response:	Psychic power?
context: Okay.\Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power? response:	I've had a strange power since I was a kid.
context: Don't get the wrong idea.\What?!\It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid. response:	What?!
context: What?!\It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid.\What?! response:	So, do you get it now? No one else can imitate what I do.
context: It's just too annoying to have someone standing outside staring at me.\Okay.\The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do. response:	That's why I told you that you could never do it.
context: Okay.\The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it. response:	But you know... Isn't that called cheating?
context: The reason I'm good at crane games\is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating? response:	I don't care! I should make good use of my talent.
context: is because I have a kind of psychic power.\Psychic power?\I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent. response:	I don't know about that.
context: Psychic power?\I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that. response:	Can I help you?
context: I've had a strange power since I was a kid.\What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that.\Can I help you? response:	Oh, I'd like a large curry and rice...
context: What?!\So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice... response:	No, that's not what I meant! A milk tea.
context: So, do you get it now? No one else can imitate what I do.\That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea. response:	Help!
context: That's why I told you that you could never do it.\But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help! response:	That man!
context: But you know... Isn't that called cheating?\I don't care! I should make good use of my talent.\I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help!\That man! response:	You're going to leave a girl behind and run?!
context: I don't care! I should make good use of my talent.\I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help!\That man!\You're going to leave a girl behind and run?! response:	I don't care about that girl! She just followed me!
context: I don't know about that.\Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help!\That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me! response:	What did you say?! And you call yourself a man?!
context: Can I help you?\Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help!\That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?! response:	I don't care! Anyway, a huge girl like her isn't my type!
context: Oh, I'd like a large curry and rice...\No, that's not what I meant! A milk tea.\Help!\That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type! response:	Zoi!
context: No, that's not what I meant! A milk tea.\Help!\That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi! response:	Just as we thought, he's from the Dark Kingdom!
context: Help!\That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom! response:	Oh, Mako! Are you okay?! Mako!
context: That man!\You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako! response:	He said the same thing...
context: You're going to leave a girl behind and run?!\I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing... response:	Mako?
context: I don't care about that girl! She just followed me!\What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako? response:	Damn it! Mako?
context: What did you say?! And you call yourself a man?!\I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako?\Damn it! Mako? response:	Damn it!
context: I don't care! Anyway, a huge girl like her isn't my type!\Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako?\Damn it! Mako?\Damn it! response:	Help!
context: Zoi!\Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako?\Damn it! Mako?\Damn it!\Help! response:	You don't need to run. You're one of us.
context: Just as we thought, he's from the Dark Kingdom!\Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako?\Damn it! Mako?\Damn it!\Help!\You don't need to run. You're one of us. response:	One of you?!
context: Oh, Mako! Are you okay?! Mako!\He said the same thing...\Mako?\Damn it! Mako?\Damn it!\Help!\You don't need to run. You're one of us.\One of you?! response:	I'm taking the rainbow crystal.
context: He said the same thing...\Mako?\Damn it! Mako?\Damn it!\Help!\You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal. response:	So, this is it.
context: Mako?\Damn it! Mako?\Damn it!\Help!\You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal.\So, this is it. response:	Stop right there!
context: Damn it! Mako?\Damn it!\Help!\You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal.\So, this is it.\Stop right there! response:	Sailor Moon!
context: Damn it!\Help!\You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal.\So, this is it.\Stop right there!\Sailor Moon! response:	You're a bit late, Sailor Moon.
context: Help!\You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal.\So, this is it.\Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon. response:	Who are you?!
context: You don't need to run. You're one of us.\One of you?!\I'm taking the rainbow crystal.\So, this is it.\Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?! response:	Let me introduce myself.
context: One of you?!\I'm taking the rainbow crystal.\So, this is it.\Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself. response:	I am one of the Great Four of the Dark Kingdom, Zoisite.
context: I'm taking the rainbow crystal.\So, this is it.\Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite. response:	What?!
context: So, this is it.\Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?! response:	I'll leave the rest to you, monster Geisein!
context: Stop right there!\Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein! response:	He disappeared!
context: Sailor Moon!\You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein!\He disappeared! response:	He's gone!
context: You're a bit late, Sailor Moon.\Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone! response:	Geisein!
context: Who are you?!\Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone!\Geisein! response:	He's turned into a monster!
context: Let me introduce myself.\I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone!\Geisein!\He's turned into a monster! response:	Geisei...
context: I am one of the Great Four of the Dark Kingdom, Zoisite.\What?!\I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone!\Geisein!\He's turned into a monster!\Geisei... response:	I'm a huge fan of Sailor Moon! How dare you do this to her?!
context: What?!\I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone!\Geisein!\He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?! response:	That's...
context: I'll leave the rest to you, monster Geisein!\He disappeared!\He's gone!\Geisein!\He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's... response:	Take this!
context: He disappeared!\He's gone!\Geisein!\He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this! response:	Amazing!
context: He's gone!\Geisein!\He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this!\Amazing! response:	Geisein!
context: Geisein!\He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this!\Amazing!\Geisein! response:	Watch out!
context: He's turned into a monster!\Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this!\Amazing!\Geisein!\Watch out! response:	I can't move!
context: Geisei...\I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this!\Amazing!\Geisein!\Watch out!\I can't move! response:	Sailor Moon!
context: I'm a huge fan of Sailor Moon! How dare you do this to her?!\That's...\Take this!\Amazing!\Geisein!\Watch out!\I can't move!\Sailor Moon! response:	Wait!
context: That's...\Take this!\Amazing!\Geisein!\Watch out!\I can't move!\Sailor Moon!\Wait! response:	You're a sailor warrior!
context: Take this!\Amazing!\Geisein!\Watch out!\I can't move!\Sailor Moon!\Wait!\You're a sailor warrior! response:	Luna, you spoke!
context: Amazing!\Geisein!\Watch out!\I can't move!\Sailor Moon!\Wait!\You're a sailor warrior!\Luna, you spoke! response:	Hold this transforming pen and say, Jupiter Power Makeup!
context: Geisein!\Watch out!\I can't move!\Sailor Moon!\Wait!\You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup! response:	And help Sailor Moon!
context: Watch out!\I can't move!\Sailor Moon!\Wait!\You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon! response:	Okay.
context: I can't move!\Sailor Moon!\Wait!\You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay. response:	Jupiter Power Makeup!
context: Sailor Moon!\Wait!\You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay.\Jupiter Power Makeup! response:	Sailor Jupiter!
context: Wait!\You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay.\Jupiter Power Makeup!\Sailor Jupiter! response:	Mako is?!
context: You're a sailor warrior!\Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay.\Jupiter Power Makeup!\Sailor Jupiter!\Mako is?! response:	My guardian, Jupiter!
context: Luna, you spoke!\Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay.\Jupiter Power Makeup!\Sailor Jupiter!\Mako is?!\My guardian, Jupiter! response:	Brew a storm! Call the clouds! Bring down the lightning!
context: Hold this transforming pen and say, Jupiter Power Makeup!\And help Sailor Moon!\Okay.\Jupiter Power Makeup!\Sailor Jupiter!\Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning! response:	Supreme Thunder!
context: And help Sailor Moon!\Okay.\Jupiter Power Makeup!\Sailor Jupiter!\Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder! response:	Geisein!
context: Okay.\Jupiter Power Makeup!\Sailor Jupiter!\Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein! response:	Supreme Sundae?
context: Jupiter Power Makeup!\Sailor Jupiter!\Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein!\Supreme Sundae? response:	Okay, one more time! Supreme Sundae?
context: Sailor Jupiter!\Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae? response:	Okay, one more time!
context: Mako is?!\My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time! response:	Okay, one more time! No, you can't!
context: My guardian, Jupiter!\Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't! response:	No, you can't!
context: Brew a storm! Call the clouds! Bring down the lightning!\Supreme Thunder!\Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't!\No, you can't! response:	What?! No, you can't!
context: Supreme Thunder!\Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't! response:	What?! That monster still has the heart of a human!
context: Geisein!\Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human! response:	That monster still has the heart of a human!
context: Supreme Sundae?\Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human! response:	He was originally a human being!
context: Okay, one more time! Supreme Sundae?\Okay, one more time!\Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being! response:	What?!
context: Okay, one more time!\Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being!\What?! response:	Then, what are we supposed to do?! What?!
context: Okay, one more time! No, you can't!\No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being!\What?!\Then, what are we supposed to do?! What?! response:	Then, what are we supposed to do?!
context: No, you can't!\What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being!\What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?! response:	Turn that monster back into its human self!
context: What?! No, you can't!\What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being!\What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self! response:	But, how?!
context: What?! That monster still has the heart of a human!\That monster still has the heart of a human!\He was originally a human being!\What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?! response:	What's this?!
context: That monster still has the heart of a human!\He was originally a human being!\What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?!\What's this?! response:	It's the Crescent Moon Wand! What's this?!
context: He was originally a human being!\What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?! response:	It's the Crescent Moon Wand!
context: What?!\Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand! response:	Say, Moon Healing Escalation!
context: Then, what are we supposed to do?! What?!\Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand!\Say, Moon Healing Escalation! response:	Got it!
context: Then, what are we supposed to do?!\Turn that monster back into its human self!\But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand!\Say, Moon Healing Escalation!\Got it! response:	Moon Healing Escalation!
context: Turn that monster back into its human self!\But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand!\Say, Moon Healing Escalation!\Got it!\Moon Healing Escalation! response:	Refresh!
context: But, how?!\What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand!\Say, Moon Healing Escalation!\Got it!\Moon Healing Escalation!\Refresh! response:	You are the fourth warrior, Sailor Jupiter!
context: What's this?!\It's the Crescent Moon Wand! What's this?!\It's the Crescent Moon Wand!\Say, Moon Healing Escalation!\Got it!\Moon Healing Escalation!\Refresh!\You are the fourth warrior, Sailor Jupiter! response:	Sailor Jupiter?
