context: The Third Dish response:	Six
context: Back then, he disposed of all the letters Alice sent Erina from Scandinavia.\Erina will once again be imprisoned where none may reach her.\Yukihira Soma, I have only one thing to ask of you.\Please save Erina.\I beg this of you!\Come.\Trust only your father.\Cast aside everything else. response:	P-Please stop, Father!
context: Erina will once again be imprisoned where none may reach her.\Yukihira Soma, I have only one thing to ask of you.\Please save Erina.\I beg this of you!\Come.\Trust only your father.\Cast aside everything else.\P-Please stop, Father! response:	I don't want to do this.
context: Yukihira Soma, I have only one thing to ask of you.\Please save Erina.\I beg this of you!\Come.\Trust only your father.\Cast aside everything else.\P-Please stop, Father!\I don't want to do this. response:	I see.
context: Please save Erina.\I beg this of you!\Come.\Trust only your father.\Cast aside everything else.\P-Please stop, Father!\I don't want to do this.\I see. response:	I don't need a daughter like that.
context: I beg this of you!\Come.\Trust only your father.\Cast aside everything else.\P-Please stop, Father!\I don't want to do this.\I see.\I don't need a daughter like that. response:	Hisako is gone now.
context: Come.\Trust only your father.\Cast aside everything else.\P-Please stop, Father!\I don't want to do this.\I see.\I don't need a daughter like that.\Hisako is gone now. response:	I have no one, other than Father.
context: Trust only your father.\Cast aside everything else.\P-Please stop, Father!\I don't want to do this.\I see.\I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father. response:	Erina.
context: Cast aside everything else.\P-Please stop, Father!\I don't want to do this.\I see.\I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father.\Erina. response:	Erina.
context: P-Please stop, Father!\I don't want to do this.\I see.\I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father.\Erina.\Erina. response:	Erina!
context: I don't want to do this.\I see.\I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father.\Erina.\Erina.\Erina! response:	Alice?!
context: I see.\I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father.\Erina.\Erina.\Erina!\Alice?! response:	Ryo-kun, just a bit higher!
context: I don't need a daughter like that.\Hisako is gone now.\I have no one, other than Father.\Erina.\Erina.\Erina!\Alice?!\Ryo-kun, just a bit higher! response:	'Kay.
context: Hisako is gone now.\I have no one, other than Father.\Erina.\Erina.\Erina!\Alice?!\Ryo-kun, just a bit higher!\'Kay. response:	Don't you dare look up!
context: I have no one, other than Father.\Erina.\Erina.\Erina!\Alice?!\Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up! response:	'Kay.
context: Erina.\Erina.\Erina!\Alice?!\Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up!\'Kay. response:	What's the matter, Alice?
context: Erina.\Erina!\Alice?!\Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up!\'Kay.\What's the matter, Alice? response:	Erina, what are you waiting for?
context: Erina!\Alice?!\Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up!\'Kay.\What's the matter, Alice?\Erina, what are you waiting for? response:	We're getting you out of here!
context: Alice?!\Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up!\'Kay.\What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here! response:	What?
context: Ryo-kun, just a bit higher!\'Kay.\Don't you dare look up!\'Kay.\What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here!\What? response:	Erina-sama!
context: 'Kay.\Don't you dare look up!\'Kay.\What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here!\What?\Erina-sama! response:	Hisako!
context: Don't you dare look up!\'Kay.\What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here!\What?\Erina-sama!\Hisako! response:	We should be safe from pursuit for now.
context: 'Kay.\What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here!\What?\Erina-sama!\Hisako!\We should be safe from pursuit for now. response:	Alice, why did you do this?
context: What's the matter, Alice?\Erina, what are you waiting for?\We're getting you out of here!\What?\Erina-sama!\Hisako!\We should be safe from pursuit for now.\Alice, why did you do this? response:	Miss Secretary was walking around looking like she was ready to give up on life,
context: Erina, what are you waiting for?\We're getting you out of here!\What?\Erina-sama!\Hisako!\We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life, response:	Erina-sama...
context: We're getting you out of here!\What?\Erina-sama!\Hisako!\We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama... response:	so I talked to her.
context: What?\Erina-sama!\Hisako!\We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her. response:	Miss Alice!
context: Erina-sama!\Hisako!\We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her.\Miss Alice! response:	Well, so this, that, and this...
context: Hisako!\We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her.\Miss Alice!\Well, so this, that, and this... response:	So I learned that Uncle Azami was trying to pull the same thing he did to you before.
context: We should be safe from pursuit for now.\Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her.\Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before. response:	I know what Uncle Azami did.
context: Alice, why did you do this?\Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her.\Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did. response:	Father and Mother told me.
context: Miss Secretary was walking around looking like she was ready to give up on life,\Erina-sama...\so I talked to her.\Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me. response:	My father told me, too.
context: Erina-sama...\so I talked to her.\Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me.\My father told me, too. response:	I sent you so many letters.
context: so I talked to her.\Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me.\My father told me, too.\I sent you so many letters. response:	But you never wrote back!
context: Miss Alice!\Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me.\My father told me, too.\I sent you so many letters.\But you never wrote back! response:	Th-That's...
context: Well, so this, that, and this...\So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me.\My father told me, too.\I sent you so many letters.\But you never wrote back!\Th-That's... response:	I know.
context: So I learned that Uncle Azami was trying to pull the same thing he did to you before.\I know what Uncle Azami did.\Father and Mother told me.\My father told me, too.\I sent you so many letters.\But you never wrote back!\Th-That's...\I know. response:	So I'm not going to let Uncle Azami get his way this time.
context: I know what Uncle Azami did.\Father and Mother told me.\My father told me, too.\I sent you so many letters.\But you never wrote back!\Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time. response:	Run away!
context: Father and Mother told me.\My father told me, too.\I sent you so many letters.\But you never wrote back!\Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time.\Run away! response:	In situations like these, normal boys and girls run away from home!
context: My father told me, too.\I sent you so many letters.\But you never wrote back!\Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home! response:	Run away?
context: I sent you so many letters.\But you never wrote back!\Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home!\Run away? response:	And oppose Father?
context: But you never wrote back!\Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father? response:	Don't be a pussy!
context: Th-That's...\I know.\So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father?\Don't be a pussy! response:	Show him you have a backbone, Erina!
context: I know.\So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina! response:	Um...
context: So I'm not going to let Uncle Azami get his way this time.\Run away!\In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina!\Um... response:	What, Ryo-kun?
context: Run away!\In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina!\Um...\What, Ryo-kun? response:	It's fine to run away,
context: In situations like these, normal boys and girls run away from home!\Run away?\And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina!\Um...\What, Ryo-kun?\It's fine to run away, response:	but where's she running away to?
context: Run away?\And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina!\Um...\What, Ryo-kun?\It's fine to run away,\but where's she running away to? response:	I think she needs a place to stay.
context: And oppose Father?\Don't be a pussy!\Show him you have a backbone, Erina!\Um...\What, Ryo-kun?\It's fine to run away,\but where's she running away to?\I think she needs a place to stay. response:	Well, wouldn't the Arato Estate work?
context: Don't be a pussy!\Show him you have a backbone, Erina!\Um...\What, Ryo-kun?\It's fine to run away,\but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work? response:	What?!
context: Show him you have a backbone, Erina!\Um...\What, Ryo-kun?\It's fine to run away,\but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?! response:	We have people involved with the Nakiri family coming and going all the time.
context: Um...\What, Ryo-kun?\It's fine to run away,\but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time. response:	We can't possibly hide her there!
context: What, Ryo-kun?\It's fine to run away,\but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there! response:	Miss Alice, your room is within the Nakiri Estate, and so is mine.
context: It's fine to run away,\but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine. response:	What, can no one take her in?
context: but where's she running away to?\I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in? response:	Don't talk about Erina-sama like she's some stray cat!
context: I think she needs a place to stay.\Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat! response:	Please take good care of her
context: Well, wouldn't the Arato Estate work?\What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her response:	Stray cat...
context: What?!\We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat... response:	Erina's so sheltered. She'd never manage living in a hotel!
context: We have people involved with the Nakiri family coming and going all the time.\We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel! response:	What?!
context: We can't possibly hide her there!\Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?! response:	Th-Then I'll stay with her!
context: Miss Alice, your room is within the Nakiri Estate, and so is mine.\What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her! response:	If you disappear with Erina, I think they'll doubt you right away and find where you are.
context: What, can no one take her in?\Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are. response:	What should we do?
context: Don't talk about Erina-sama like she's some stray cat!\Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do? response:	Can't we do something?
context: Please take good care of her\Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something? response:	Maybe we could make a body double.
context: Stray cat...\Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something?\Maybe we could make a body double. response:	With the 3D printer...
context: Erina's so sheltered. She'd never manage living in a hotel!\What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something?\Maybe we could make a body double.\With the 3D printer... response:	I'll go back.
context: What?!\Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something?\Maybe we could make a body double.\With the 3D printer...\I'll go back. response:	Erina-sama!
context: Th-Then I'll stay with her!\If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something?\Maybe we could make a body double.\With the 3D printer...\I'll go back.\Erina-sama! response:	Continuing to help me may get you in trouble.
context: If you disappear with Erina, I think they'll doubt you right away and find where you are.\What should we do?\Can't we do something?\Maybe we could make a body double.\With the 3D printer...\I'll go back.\Erina-sama!\Continuing to help me may get you in trouble. response:	B-But Erina-sama!
context: What should we do?\Can't we do something?\Maybe we could make a body double.\With the 3D printer...\I'll go back.\Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama! response:	Who is it?!
context: Can't we do something?\Maybe we could make a body double.\With the 3D printer...\I'll go back.\Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?! response:	You're...
context: Maybe we could make a body double.\With the 3D printer...\I'll go back.\Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?!\You're... response:	Well, it's raining in earnest now.
context: With the 3D printer...\I'll go back.\Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?!\You're...\Well, it's raining in earnest now. response:	I should get back.
context: I'll go back.\Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?!\You're...\Well, it's raining in earnest now.\I should get back. response:	Yukihira Soma...
context: Erina-sama!\Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?!\You're...\Well, it's raining in earnest now.\I should get back.\Yukihira Soma... response:	The Nakiri family situation and all sounds pretty challenging,
context: Continuing to help me may get you in trouble.\B-But Erina-sama!\Who is it?!\You're...\Well, it's raining in earnest now.\I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging, response:	but that's got nothing to do with me.
context: B-But Erina-sama!\Who is it?!\You're...\Well, it's raining in earnest now.\I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me. response:	I've known what I'm gonna do from the very beginning.
context: Who is it?!\You're...\Well, it's raining in earnest now.\I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning. response:	It hasn't changed since she told me that my cooking was disgusting.
context: You're...\Well, it's raining in earnest now.\I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting. response:	It's disgusting!
context: Well, it's raining in earnest now.\I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting! response:	I gotta make her say my cooking's delicious.
context: I should get back.\Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious. response:	Okay, bye!
context: Yukihira Soma...\The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye! response:	It's just as you said, Joichiro.
context: The Nakiri family situation and all sounds pretty challenging,\but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro. response:	If anyone out there can save Erina,
context: but that's got nothing to do with me.\I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina, response:	it's him and others of his generation.
context: I've known what I'm gonna do from the very beginning.\It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation. response:	You're...
context: It hasn't changed since she told me that my cooking was disgusting.\It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation.\You're... response:	Tadokoro Megumi-chan!
context: It's disgusting!\I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation.\You're...\Tadokoro Megumi-chan! response:	What are you all doing out here?
context: I gotta make her say my cooking's delicious.\Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation.\You're...\Tadokoro Megumi-chan!\What are you all doing out here? response:	You'll catch cold.
context: Okay, bye!\It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation.\You're...\Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold. response:	Come on in!
context: It's just as you said, Joichiro.\If anyone out there can save Erina,\it's him and others of his generation.\You're...\Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold.\Come on in! response:	Come to Polar Star Dormitory.
context: If anyone out there can save Erina,\it's him and others of his generation.\You're...\Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold.\Come on in!\Come to Polar Star Dormitory. response:	Hey, it's Nakiri.
context: it's him and others of his generation.\You're...\Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold.\Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri. response:	I-I'm stopping by.
context: You're...\Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold.\Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by. response:	Oh, Arato, too? Why?
context: Tadokoro Megumi-chan!\What are you all doing out here?\You'll catch cold.\Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why? response:	It's a long story.
context: What are you all doing out here?\You'll catch cold.\Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story. response:	Run away!
context: You'll catch cold.\Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story.\Run away! response:	In situations like these, normal boys and girls run away from home!
context: Come on in!\Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story.\Run away!\In situations like these, normal boys and girls run away from home! response:	Huh, running away?
context: Come to Polar Star Dormitory.\Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story.\Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away? response:	Nice, nice!
context: Hey, it's Nakiri.\I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story.\Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice! response:	Good job, Nakiri!
context: I-I'm stopping by.\Oh, Arato, too? Why?\It's a long story.\Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice!\Good job, Nakiri! response:	Don't make fun of me!
context: Oh, Arato, too? Why?\It's a long story.\Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice!\Good job, Nakiri!\Don't make fun of me! response:	I'm not.
context: It's a long story.\Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice!\Good job, Nakiri!\Don't make fun of me!\I'm not. response:	Oh, but where's the other half of the Nakiris and Kurokiba?
context: Run away!\In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice!\Good job, Nakiri!\Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba? response:	They already went home.
context: In situations like these, normal boys and girls run away from home!\Huh, running away?\Nice, nice!\Good job, Nakiri!\Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home. response:	We'll leave the rest to you!
context: Huh, running away?\Nice, nice!\Good job, Nakiri!\Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you! response:	They totally bailed.
context: Nice, nice!\Good job, Nakiri!\Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you!\They totally bailed. response:	The bath's ready.
context: Good job, Nakiri!\Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you!\They totally bailed.\The bath's ready. response:	You must be chilled to the bone. Go warm yourself up.
context: Don't make fun of me!\I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you!\They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up. response:	Erina-sama is not in her room.
context: I'm not.\Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you!\They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room. response:	It seems Miss Alice took her outside.
context: Oh, but where's the other half of the Nakiris and Kurokiba?\They already went home.\We'll leave the rest to you!\They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside. response:	Should we organize a search party?
context: They already went home.\We'll leave the rest to you!\They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party? response:	Well done, Alice.
context: We'll leave the rest to you!\They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice. response:	Let me think.
context: They totally bailed.\The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice.\Let me think. response:	Just find out where they've gone.
context: The bath's ready.\You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice.\Let me think.\Just find out where they've gone. response:	I'm quite busy with academy affairs.
context: You must be chilled to the bone. Go warm yourself up.\Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice.\Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs. response:	After all, tomorrow marks the dawn of the revolution.
context: Erina-sama is not in her room.\It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice.\Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution. response:	What?
context: It seems Miss Alice took her outside.\Should we organize a search party?\Well done, Alice.\Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What? response:	Hide Nakiri-san here?
context: Should we organize a search party?\Well done, Alice.\Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here? response:	And here at Polar Star Dormitory?
context: Well done, Alice.\Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here?\And here at Polar Star Dormitory? response:	She's a rich Nakiri girl!
context: Let me think.\Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl! response:	Yeah.
context: Just find out where they've gone.\I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah. response:	Won't it cause problems if we let someone that important stay here?
context: I'm quite busy with academy affairs.\After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here? response:	Isn't it better for us to stay out of this?
context: After all, tomorrow marks the dawn of the revolution.\What?\Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this? response:	Are we gonna get treated like kidnappers?!
context: What?\Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?! response:	Why'd she run away from home in the first place?
context: Hide Nakiri-san here?\And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place? response:	Maybe something happened at home.
context: And here at Polar Star Dormitory?\She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home. response:	I suppose I must explain.
context: She's a rich Nakiri girl!\Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain. response:	I ask that none of this leave this room.
context: Yeah.\Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room. response:	I want you to know what happened to Erina-sama in the past.
context: Won't it cause problems if we let someone that important stay here?\Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past. response:	Um, thank you for the bath.
context: Isn't it better for us to stay out of this?\Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath. response:	I'm grateful.
context: Are we gonna get treated like kidnappers?!\Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful. response:	Nakiri-san!
