context: Once upon a time, there was a young woman. response:	The young woman was to marry a groom chosen by her parents, and not her sweetheart, whom she loved.
context: Ahiru-san, will you pretend you never heard what I said before?\What? But if that person is saved, Fakir will be happy too...\But in exchange, Fakir will be hurt.\What?\A long time ago, a lot of crows once showed up in Gold Crown Town.\Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help. response:	He wrote a story where he became a hero and defeated the crows.
context: What? But if that person is saved, Fakir will be happy too...\But in exchange, Fakir will be hurt.\What?\A long time ago, a lot of crows once showed up in Gold Crown Town.\Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows. response:	And then just like Fakir had written, the crows came and attacked him.
context: But in exchange, Fakir will be hurt.\What?\A long time ago, a lot of crows once showed up in Gold Crown Town.\Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him. response:	But the ending was different than his story.
context: What?\A long time ago, a lot of crows once showed up in Gold Crown Town.\Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story. response:	Afterwards, it was as if he'd sealed those memories away.
context: A long time ago, a lot of crows once showed up in Gold Crown Town.\Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away. response:	He never talked about it.
context: Crows?\The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it. response:	And he stopped writing stories too.
context: The crows attacked the townspeople indiscriminately.\Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too. response:	I didn't know that Fakir had something like that happen to him...
context: Fakir was a child, but he must have wanted to do something to help.\He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him... response:	He must still be unable to recover from it...
context: He wrote a story where he became a hero and defeated the crows.\And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it... response:	Ahiru-san, please give Fakir space.
context: And then just like Fakir had written, the crows came and attacked him.\But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space. response:	What am I doing?
context: But the ending was different than his story.\Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing? response:	I came to get you, Raetsel...
context: Afterwards, it was as if he'd sealed those memories away.\He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel... response:	My bride.
context: He never talked about it.\And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel...\My bride. response:	Lovey-dovey! Lovey-dovey!
context: And he stopped writing stories too.\I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey! response:	Ahiru, what's wrong zura?
context: I didn't know that Fakir had something like that happen to him...\He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura? response:	I'm the worst. What should I say to Fakir?
context: He must still be unable to recover from it...\Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir? response:	Do you want to say something to Fakir zura?
context: Ahiru-san, please give Fakir space.\What am I doing?\I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura? response:	There's a lot of crows zura!
context: What am I doing?\I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura! response:	The water mill.
context: I came to get you, Raetsel...\My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill. response:	Could Mytho be doing to Raetsel-san...
context: My bride.\Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san... response:	Raetsel, I'll give you a love with no wavering.
context: Lovey-dovey! Lovey-dovey!\Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering. response:	You'll love only me, won't you?
context: Ahiru, what's wrong zura?\I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you? response:	Yes... Mytho...
context: I'm the worst. What should I say to Fakir?\Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho... response:	Come, Raetsel, and give your beautiful heart to me!
context: Do you want to say something to Fakir zura?\There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me! response:	I am Mytho's bride.
context: There's a lot of crows zura!\The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride. response:	Wait.
context: The water mill.\Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait. response:	Who are you?
context: Could Mytho be doing to Raetsel-san...\Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait.\Who are you? response:	I am Princess Tutu.
context: Raetsel, I'll give you a love with no wavering.\You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait.\Who are you?\I am Princess Tutu. response:	Dance with me, Raetsel-san.
context: You'll love only me, won't you?\Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait.\Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san. response:	Princess Tutu?
context: Yes... Mytho...\Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait.\Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu? response:	If you do have that power, then if you write a story where Mytho is saved...
context: Come, Raetsel, and give your beautiful heart to me!\I am Mytho's bride.\Wait.\Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved... response:	What is this awful feeling?
context: I am Mytho's bride.\Wait.\Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling? response:	The power to make stories come true? A power like that, in me?
context: Wait.\Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me? response:	Lovey-dovey, lovey-dovey, lovey-dovey...
context: Who are you?\I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey... response:	It's ridiculous.
context: I am Princess Tutu.\Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous. response:	Fakir!
context: Dance with me, Raetsel-san.\Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir! response:	Could it be that Mytho is lovey-dovey with Raetsel-san zura?!
context: Princess Tutu?\If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?! response:	That's a lovely wedding dress.
context: If you do have that power, then if you write a story where Mytho is saved...\What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress. response:	You have someone you're engaged to, right?
context: What is this awful feeling?\The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right? response:	Then why are you...
context: The power to make stories come true? A power like that, in me?\Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you... response:	Karon knows how I feel, but he didn't say anything.
context: Lovey-dovey, lovey-dovey, lovey-dovey...\It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything. response:	What?
context: It's ridiculous.\Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything.\What? response:	But Hans... He tells me of his love.
context: Fakir!\Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love. response:	He looks at only me, and holds me.
context: Could it be that Mytho is lovey-dovey with Raetsel-san zura?!\That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love.\He looks at only me, and holds me. response:	I love him too. But no matter what I do, I see Karon's face in my mind!
context: That's a lovely wedding dress.\You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind! response:	You're suffering because you're wavering between two loves.
context: You have someone you're engaged to, right?\Then why are you...\Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves. response:	If you love me, your wavering will disappear.
context: Then why are you...\Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear. response:	You mustn't go over there. What's wrong with wavering?
context: Karon knows how I feel, but he didn't say anything.\What?\But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering? response:	That's something you feel because you truly love people.
context: What?\But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people. response:	I may still love Karon!
context: But Hans... He tells me of his love.\He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon! response:	When I think that, being with him is so hard and so painful.
context: He looks at only me, and holds me.\I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful. response:	Karon?!
context: I love him too. But no matter what I do, I see Karon's face in my mind!\You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?! response:	I don't want to waver anymore!
context: You're suffering because you're wavering between two loves.\If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore! response:	Raetsel...
context: If you love me, your wavering will disappear.\You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore!\Raetsel... response:	That's right! If you love only me...
context: You mustn't go over there. What's wrong with wavering?\That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore!\Raetsel...\That's right! If you love only me... response:	If I love only Mytho...
context: That's something you feel because you truly love people.\I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore!\Raetsel...\That's right! If you love only me...\If I love only Mytho... response:	No! That's a mistake, Raetsel-san!
context: I may still love Karon!\When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore!\Raetsel...\That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san! response:	You should just forget everything else, and love only me!
context: When I think that, being with him is so hard and so painful.\Karon?!\I don't want to waver anymore!\Raetsel...\That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me! response:	Both of those are your true heart, Raetsel-san.
context: Karon?!\I don't want to waver anymore!\Raetsel...\That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san. response:	But is what you're trying to get right now your true feelings?
context: I don't want to waver anymore!\Raetsel...\That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings? response:	True and false have nothing to do with it!
context: Raetsel...\That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it! response:	People just love others because they want to be loved!
context: That's right! If you love only me...\If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved! response:	So she wavers because she wonders which one will love her!
context: If I love only Mytho...\No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her! response:	That pain is how you really feel! So wake up!
context: No! That's a mistake, Raetsel-san!\You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up! response:	You want to be happy with the one you love most, don't you?
context: You should just forget everything else, and love only me!\Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you? response:	I weighed their loves against each other for the sake of my own happiness!
context: Both of those are your true heart, Raetsel-san.\But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness! response:	To escape from the pain of my wavering, I set out to get Fakir to write a story about me!
context: But is what you're trying to get right now your true feelings?\True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me! response:	Even though I knew it would hurt him!
context: True and false have nothing to do with it!\People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him! response:	I'm a horrible woman...
context: People just love others because they want to be loved!\So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman... response:	Everyone wants to be loved by the people they love.
context: So she wavers because she wonders which one will love her!\That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love. response:	It's not bad to feel that way.
context: That pain is how you really feel! So wake up!\You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way. response:	I'm sure it's painful to waver between two loves.
context: You want to be happy with the one you love most, don't you?\I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves. response:	But even if you run away from that, you won't be able to escape the pain.
context: I weighed their loves against each other for the sake of my own happiness!\To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain. response:	You should just love me!
context: To escape from the pain of my wavering, I set out to get Fakir to write a story about me!\Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me! response:	Raetsel!
context: Even though I knew it would hurt him!\I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel! response:	Mytho! I won't allow you to hurt Raetsel!
context: I'm a horrible woman...\Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel! response:	Interesting.
context: Everyone wants to be loved by the people they love.\It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting. response:	Stop! The two of you fighting is...
context: It's not bad to feel that way.\I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is... response:	Mytho, do you feel nothing? Using even Raetsel?
context: I'm sure it's painful to waver between two loves.\But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel? response:	I tried to save her!
context: But even if you run away from that, you won't be able to escape the pain.\You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her! response:	Fakir!
context: You should just love me!\Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir! response:	Save her?!
context: Raetsel!\Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir!\Save her?! response:	Don't just prattle what's convenient for you!
context: Mytho! I won't allow you to hurt Raetsel!\Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir!\Save her?!\Don't just prattle what's convenient for you! response:	What can YOU do, then?
context: Interesting.\Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir!\Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then? response:	A knight who couldn't even die shouldn't talk so big!
context: Stop! The two of you fighting is...\Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir!\Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big! response:	How pathetic you are.
context: Mytho, do you feel nothing? Using even Raetsel?\I tried to save her!\Fakir!\Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are. response:	How long do you mean to go on shaming yourself wielding your play sword?!
context: I tried to save her!\Fakir!\Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?! response:	Mytho, stop it!
context: Fakir!\Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it! response:	You know you can't lay a finger on me!
context: Save her?!\Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me! response:	This sword isn't for slaying you with!
context: Don't just prattle what's convenient for you!\What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with! response:	Wake up! Remember your true self!
context: What can YOU do, then?\A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self! response:	Mytho...
context: A knight who couldn't even die shouldn't talk so big!\How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho... response:	Stop it...
context: How pathetic you are.\How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho...\Stop it... response:	Shut up.
context: How long do you mean to go on shaming yourself wielding your play sword?!\Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho...\Stop it...\Shut up. response:	Shut up! SHUT UP!
context: Mytho, stop it!\You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho...\Stop it...\Shut up.\Shut up! SHUT UP! response:	Fakir!
context: You know you can't lay a finger on me!\This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho...\Stop it...\Shut up.\Shut up! SHUT UP!\Fakir! response:	Stop it. Don't hurt Fakir, you raven!
context: This sword isn't for slaying you with!\Wake up! Remember your true self!\Mytho...\Stop it...\Shut up.\Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven! response:	Mytho?
context: Wake up! Remember your true self!\Mytho...\Stop it...\Shut up.\Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho? response:	Run! Don't... Don't come near me...
context: Mytho...\Stop it...\Shut up.\Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me... response:	Mytho...
context: Stop it...\Shut up.\Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me...\Mytho... response:	Raetsel! Raetsel...
context: Shut up.\Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel... response:	Fakir, I'm sorry. I...
context: Shut up! SHUT UP!\Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I... response:	I thought only of myself.
context: Fakir!\Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I...\I thought only of myself. response:	I forgot everything but my desire to escape my pain...
context: Stop it. Don't hurt Fakir, you raven!\Mytho?\Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I...\I thought only of myself.\I forgot everything but my desire to escape my pain... response:	And I did something to hurt you...
context: Mytho?\Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I...\I thought only of myself.\I forgot everything but my desire to escape my pain...\And I did something to hurt you... response:	I'm sorry.
context: Run! Don't... Don't come near me...\Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I...\I thought only of myself.\I forgot everything but my desire to escape my pain...\And I did something to hurt you...\I'm sorry. response:	It's okay. It's not your fault, Raetsel.
context: Mytho...\Raetsel! Raetsel...\Fakir, I'm sorry. I...\I thought only of myself.\I forgot everything but my desire to escape my pain...\And I did something to hurt you...\I'm sorry.\It's okay. It's not your fault, Raetsel. response:	Raetsel-san was suffering so much, but she told me...
