context: Miketsukami response:	This is Darjeeling.
context: I saw she'd been loved enough,\protected, and had thus come to be.\Too different from myself.\But what surprised me most of all\was my own disappointment...\I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with. response:	Nervous?
context: protected, and had thus come to be.\Too different from myself.\But what surprised me most of all\was my own disappointment...\I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous? response:	You might not think so, but it's true.
context: Too different from myself.\But what surprised me most of all\was my own disappointment...\I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous?\You might not think so, but it's true. response:	You might be disappointed that she was the author of those letters,
context: But what surprised me most of all\was my own disappointment...\I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters, response:	but try not to dislike her.
context: was my own disappointment...\I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her. response:	She did write her own letters?
context: I'm told my fiancee threw up from stress.\She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters? response:	Of course.
context: She must be nervous, being in an unfamiliar place.\She was never hardy to begin with.\Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters?\Of course. response:	She probably wouldn't have even thought to have someone else do it.
context: She was never hardy to begin with.\Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it. response:	She's not capable of something like that.
context: Nervous?\You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that. response:	It seems she's being bullied at school,
context: You might not think so, but it's true.\You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school, response:	and things at home aren't going well, either.
context: You might be disappointed that she was the author of those letters,\but try not to dislike her.\She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either. response:	In the sense that she's being kept...
context: but try not to dislike her.\She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept... response:	She's just like you.
context: She did write her own letters?\Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you. response:	If that is the case,
context: Of course.\She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you.\If that is the case, response:	I must increase my skill level.
context: She probably wouldn't have even thought to have someone else do it.\She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you.\If that is the case,\I must increase my skill level. response:	I'll have to move and live more adeptly.
context: She's not capable of something like that.\It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you.\If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly. response:	She's not like me...
context: It seems she's being bullied at school,\and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you.\If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me... response:	She was not like me, a person void of emotion.
context: and things at home aren't going well, either.\In the sense that she's being kept...\She's just like you.\If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion. response:	Despite her young age, she was sensitively attuned to all sorts of things.
context: In the sense that she's being kept...\She's just like you.\If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things. response:	But did anyone know that about her?
context: She's just like you.\If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her? response:	Did anyone notice that about her?
context: If that is the case,\I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her? response:	Her small, humble body was so different from mine,
context: I must increase my skill level.\I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine, response:	and I found that difference almost painful.
context: I'll have to move and live more adeptly.\She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful. response:	This... This feeling alone, belongs only to me.
context: She's not like me...\She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me. response:	This... This feeling alone, belongs only to me.
context: She was not like me, a person void of emotion.\Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me. response:	You're still writing to each other?
context: Despite her young age, she was sensitively attuned to all sorts of things.\But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other? response:	Yes.
context: But did anyone know that about her?\Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes. response:	But I've already moved out.
context: Did anyone notice that about her?\Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes.\But I've already moved out. response:	Find a good cutoff point, and stop writing.
context: Her small, humble body was so different from mine,\and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes.\But I've already moved out.\Find a good cutoff point, and stop writing. response:	You're moving out soon, too.
context: and I found that difference almost painful.\This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes.\But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too. response:	Do you not feel like it anymore?
context: This... This feeling alone, belongs only to me.\This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes.\But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore? response:	What? Don't tell me you do.
context: This... This feeling alone, belongs only to me.\You're still writing to each other?\Yes.\But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do. response:	You like to joke.
context: You're still writing to each other?\Yes.\But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke. response:	She is my beloved master's fiancee.
context: Yes.\But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee. response:	I like it, I like it!
context: But I've already moved out.\Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee.\I like it, I like it! response:	A stolen love!
context: Find a good cutoff point, and stop writing.\You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee.\I like it, I like it!\A stolen love! response:	This is truly fun!
context: You're moving out soon, too.\Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee.\I like it, I like it!\A stolen love!\This is truly fun! response:	Is that so?
context: Do you not feel like it anymore?\What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee.\I like it, I like it!\A stolen love!\This is truly fun!\Is that so? response:	But that wasn't it.
context: What? Don't tell me you do.\You like to joke.\She is my beloved master's fiancee.\I like it, I like it!\A stolen love!\This is truly fun!\Is that so?\But that wasn't it. response:	I simply wish to watch over her.
context: You like to joke.\She is my beloved master's fiancee.\I like it, I like it!\A stolen love!\This is truly fun!\Is that so?\But that wasn't it.\I simply wish to watch over her. response:	I never expected I'd ever think something like that.
context: She is my beloved master's fiancee.\I like it, I like it!\A stolen love!\This is truly fun!\Is that so?\But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that. response:	Since that summer vacation,
context: I like it, I like it!\A stolen love!\This is truly fun!\Is that so?\But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation, response:	she began writing more about herself.
context: A stolen love!\This is truly fun!\Is that so?\But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself. response:	I found her fragility, and even her clumsiness, precious.
context: This is truly fun!\Is that so?\But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious. response:	It made me happy that she opened her heart to me.
context: Is that so?\But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me. response:	But each time I thought that,
context: But that wasn't it.\I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that, response:	I quickly returned to myself.
context: I simply wish to watch over her.\I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself. response:	She was not opening up to me.
context: I never expected I'd ever think something like that.\Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself.\She was not opening up to me. response:	She was opening up to an illusion.
context: Since that summer vacation,\she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion. response:	An idealized version of Kagerou I had created.
context: she began writing more about herself.\I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created. response:	Someone I could never be...
context: I found her fragility, and even her clumsiness, precious.\It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be... response:	I'd like to hear about your childhood.
context: It made me happy that she opened her heart to me.\But each time I thought that,\I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood. response:	For the first time, I wrote of myself.
context: But each time I thought that,\I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself. response:	In order to not defile her vision, I painted a blurred picture.
context: I quickly returned to myself.\She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture. response:	I knew quite well that what I was doing was wrong.
context: She was not opening up to me.\She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong. response:	But in the face of that impulse,
context: She was opening up to an illusion.\An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse, response:	nothing else mattered.
context: An idealized version of Kagerou I had created.\Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered. response:	Was this what the main character from that book felt?
context: Someone I could never be...\I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt? response:	That there was no one in the world but the two of them...
context: I'd like to hear about your childhood.\For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them... response:	You always felt somewhere far away, Kagerou.
context: For the first time, I wrote of myself.\In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou. response:	But for the first time, I feel like you've gotten closer...
context: In order to not defile her vision, I painted a blurred picture.\I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer... response:	For the first time, I feel like I've seen the real you.
context: I knew quite well that what I was doing was wrong.\But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you. response:	She wrote for the first time to me,
context: But in the face of that impulse,\nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me, response:	when I finally had honestly written to her.
context: nothing else mattered.\Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her. response:	You are right.
context: Was this what the main character from that book felt?\That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her.\You are right. response:	This pathetic thing is my identity...
context: That there was no one in the world but the two of them...\You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her.\You are right.\This pathetic thing is my identity... response:	You noticed.
context: You always felt somewhere far away, Kagerou.\But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her.\You are right.\This pathetic thing is my identity...\You noticed. response:	Thank you.
context: But for the first time, I feel like you've gotten closer...\For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her.\You are right.\This pathetic thing is my identity...\You noticed.\Thank you. response:	Since I met you,
context: For the first time, I feel like I've seen the real you.\She wrote for the first time to me,\when I finally had honestly written to her.\You are right.\This pathetic thing is my identity...\You noticed.\Thank you.\Since I met you, response:	I've noticed many things, too.
context: She wrote for the first time to me,\when I finally had honestly written to her.\You are right.\This pathetic thing is my identity...\You noticed.\Thank you.\Since I met you,\I've noticed many things, too. response:	I met my little sister today.
context: when I finally had honestly written to her.\You are right.\This pathetic thing is my identity...\You noticed.\Thank you.\Since I met you,\I've noticed many things, too.\I met my little sister today. response:	She called me'big sister,' and that made me feel so...
context: You are right.\This pathetic thing is my identity...\You noticed.\Thank you.\Since I met you,\I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so... response:	Do you know Andre Gagnon?
context: This pathetic thing is my identity...\You noticed.\Thank you.\Since I met you,\I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon? response:	I really like the song'Comme au premier jour.'
context: You noticed.\Thank you.\Since I met you,\I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.' response:	I saw the car that you said you drive downtown.
context: Thank you.\Since I met you,\I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown. response:	I couldn't help but peek inside.
context: Since I met you,\I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside. response:	You're a very nice person, Kagerou.
context: I've noticed many things, too.\I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou. response:	You don't know how an olive tree smells?
context: I met my little sister today.\She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells? response:	I'm sure you would, if you smelled it.
context: She called me'big sister,' and that made me feel so...\Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it. response:	You must have passed one before...
context: Do you know Andre Gagnon?\I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before... response:	I see. You're leaving next week.
context: I really like the song'Comme au premier jour.'\I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week. response:	I'm going to try living alone until next spring.
context: I saw the car that you said you drive downtown.\I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring. response:	Until next spring?
context: I couldn't help but peek inside.\You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring? response:	Yes.
context: You're a very nice person, Kagerou.\You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring?\Yes. response:	Starting next spring, I'll be working as a bodyguard
context: You don't know how an olive tree smells?\I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard response:	at a place called Maison de Ayakashi.
context: I'm sure you would, if you smelled it.\You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi. response:	But that's where Kagerou lives.
context: You must have passed one before...\I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives. response:	That's right.
context: I see. You're leaving next week.\I'm going to try living alone until next spring.\Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right. response:	I wish to keep taking care of him.
context: I'm going to try living alone until next spring.\Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right.\I wish to keep taking care of him. response:	You're so straightforward in that regard.
context: Until next spring?\Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right.\I wish to keep taking care of him.\You're so straightforward in that regard. response:	All I wanted was to be closer
context: Yes.\Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right.\I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer response:	than anyone else, nothing more.
context: Starting next spring, I'll be working as a bodyguard\at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right.\I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more. response:	It is as Master Kagerou says.
context: at a place called Maison de Ayakashi.\But that's where Kagerou lives.\That's right.\I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says. response:	I have been deceiving you.
context: But that's where Kagerou lives.\That's right.\I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you. response:	For her? Or for yourself?
context: That's right.\I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself? response:	It is true that I do not want to hurt Miss Ririchiyo.
context: I wish to keep taking care of him.\You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo. response:	But right now, I am afraid
context: You're so straightforward in that regard.\All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid response:	to have the matter of the letters exposed,
context: All I wanted was to be closer\than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed, response:	as I wrote them only because I wished for her to know me...
context: than anyone else, nothing more.\It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me... response:	What's wrong, Soushi?
context: It is as Master Kagerou says.\I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi? response:	Aren't you going to tell her?
context: I have been deceiving you.\For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her? response:	Tell me what?
context: For her? Or for yourself?\It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her?\Tell me what? response:	Tell you about those letters, my betrothed.
context: It is true that I do not want to hurt Miss Ririchiyo.\But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed. response:	Those letters were not written by me.
context: But right now, I am afraid\to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me. response:	Miss Ririchiyo...
context: to have the matter of the letters exposed,\as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo... response:	I knew that already.
context: as I wrote them only because I wished for her to know me...\What's wrong, Soushi?\Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo...\I knew that already. response:	You really thought I believed you'd written those letters?
context: What's wrong, Soushi?\Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters? response:	Do you think I'm blind?
context: Aren't you going to tell her?\Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind? response:	I knew it wasn't you.
context: Tell me what?\Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you. response:	You were not the person I waited for!
context: Tell you about those letters, my betrothed.\Those letters were not written by me.\Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for! response:	She noticed...
context: Those letters were not written by me.\Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for!\She noticed... response:	Well... That's boring.
context: Miss Ririchiyo...\I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for!\She noticed...\Well... That's boring. response:	Wha
context: I knew that already.\You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for!\She noticed...\Well... That's boring.\Wha response:	Miss Ririchiyo!
context: You really thought I believed you'd written those letters?\Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for!\She noticed...\Well... That's boring.\Wha\Miss Ririchiyo! response:	Wh-What are you doing?!
context: Do you think I'm blind?\I knew it wasn't you.\You were not the person I waited for!\She noticed...\Well... That's boring.\Wha\Miss Ririchiyo!\Wh-What are you doing?! response:	She's scared, she's scared...
context: I knew it wasn't you.\You were not the person I waited for!\She noticed...\Well... That's boring.\Wha\Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared... response:	I have no more business with him.
context: You were not the person I waited for!\She noticed...\Well... That's boring.\Wha\Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him. response:	So we're alone now. That's all.
context: She noticed...\Well... That's boring.\Wha\Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all. response:	I don't have any business with you.
context: Well... That's boring.\Wha\Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all.\I don't have any business with you. response:	Don't say that...
context: Wha\Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all.\I don't have any business with you.\Don't say that... response:	Look at this, my betrothed!
context: Miss Ririchiyo!\Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all.\I don't have any business with you.\Don't say that...\Look at this, my betrothed! response:	Where were you keeping that?
context: Wh-What are you doing?!\She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all.\I don't have any business with you.\Don't say that...\Look at this, my betrothed!\Where were you keeping that? response:	This!
context: She's scared, she's scared...\I have no more business with him.\So we're alone now. That's all.\I don't have any business with you.\Don't say that...\Look at this, my betrothed!\Where were you keeping that?\This! response:	I'm sorry.
context: I have no more business with him.\So we're alone now. That's all.\I don't have any business with you.\Don't say that...\Look at this, my betrothed!\Where were you keeping that?\This!\I'm sorry. response:	What do you say to that?
