context: What's up, Kazuya? You know her? response:	Huh? No...
context: Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book.\Here.\Th-Thanks.\Later! response:	That's him, officer!
context: Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book.\Here.\Th-Thanks.\Later!\That's him, officer! response:	The guy ogling his ex's thighs first thing in the morning!
context: What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book.\Here.\Th-Thanks.\Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning! response:	I get it. Mami-chan is fine.
context: You're spacing out.\You dropped your reference book.\Here.\Th-Thanks.\Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine. response:	She's feminine as hell, and she's a total looker.
context: You dropped your reference book.\Here.\Th-Thanks.\Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker. response:	To top it off, she seems kinda easy,
context: Here.\Th-Thanks.\Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy, response:	and she's sure to go the extra mile in bed, too.
context: Th-Thanks.\Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too. response:	You're the one ogling her!
context: Later!\That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her! response:	Her, on the other hand? She'll just lie there and do nothing.
context: That's him, officer!\The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing. response:	Dude...
context: The guy ogling his ex's thighs first thing in the morning!\I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude... response:	Anyway, let me give you a solid piece of advice as an old bud.
context: I get it. Mami-chan is fine.\She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud. response:	Forget about Mami-chan.
context: She's feminine as hell, and she's a total looker.\To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan. response:	She's way out of your league.
context: To top it off, she seems kinda easy,\and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league. response:	Mami, that was your ex, right?
context: and she's sure to go the extra mile in bed, too.\You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right? response:	He's totally not over you yet.
context: You're the one ogling her!\Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet. response:	His gaze freaked me out!
context: Her, on the other hand? She'll just lie there and do nothing.\Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out! response:	Oh, really?
context: Dude...\Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out!\Oh, really? response:	Wow, what a player!
context: Anyway, let me give you a solid piece of advice as an old bud.\Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out!\Oh, really?\Wow, what a player! response:	Right? Acting like it's not her problem.
context: Forget about Mami-chan.\She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out!\Oh, really?\Wow, what a player!\Right? Acting like it's not her problem. response:	Oh, really?
context: She's way out of your league.\Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out!\Oh, really?\Wow, what a player!\Right? Acting like it's not her problem.\Oh, really? response:	Coming, coming!
context: Mami, that was your ex, right?\He's totally not over you yet.\His gaze freaked me out!\Oh, really?\Wow, what a player!\Right? Acting like it's not her problem.\Oh, really?\Coming, coming! response:	What are you doing?
context: He's totally not over you yet.\His gaze freaked me out!\Oh, really?\Wow, what a player!\Right? Acting like it's not her problem.\Oh, really?\Coming, coming!\What are you doing? response:	Isn't it time to head over to the hospital?
context: His gaze freaked me out!\Oh, really?\Wow, what a player!\Right? Acting like it's not her problem.\Oh, really?\Coming, coming!\What are you doing?\Isn't it time to head over to the hospital? response:	Let's pick somewhere else to meet up.
context: Oh, really?\Wow, what a player!\Right? Acting like it's not her problem.\Oh, really?\Coming, coming!\What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up. response:	If my agency finds out we're meeting by our front doors, they'll fire me.
context: Wow, what a player!\Right? Acting like it's not her problem.\Oh, really?\Coming, coming!\What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me. response:	We won't be socializing outside of dates,
context: Right? Acting like it's not her problem.\Oh, really?\Coming, coming!\What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates, response:	but I'll do my job as usual when I'm your girlfriend.
context: Oh, really?\Coming, coming!\What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend. response:	There's no need to go easy on me in reviews.
context: Coming, coming!\What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews. response:	Gotcha.
context: What are you doing?\Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha. response:	Okay, do you mind?
context: Isn't it time to head over to the hospital?\Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind? response:	It's better for both of us to get the formalities out of the way, yeah?
context: Let's pick somewhere else to meet up.\If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah? response:	Oh, yeah.
context: If my agency finds out we're meeting by our front doors, they'll fire me.\We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah. response:	Thank you very much.
context: We won't be socializing outside of dates,\but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much. response:	Receipt
context: but I'll do my job as usual when I'm your girlfriend.\There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much.\Receipt response:	Kinoshita Kazuya-sama
context: There's no need to go easy on me in reviews.\Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much.\Receipt\Kinoshita Kazuya-sama response:	Rent-a-Girlfriend
context: Gotcha.\Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much.\Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend response:	Itemized Bill
context: Okay, do you mind?\It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much.\Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill response:	Base Fee/hr
context: It's better for both of us to get the formalities out of the way, yeah?\Oh, yeah.\Thank you very much.\Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill\Base Fee/hr response:	Choice Fee (Rookie)
context: Oh, yeah.\Thank you very much.\Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill\Base Fee/hr\Choice Fee (Rookie) response:	Traveling Costs (City Limits)
context: Thank you very much.\Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill\Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits) response:	Total: 12,000 yen + taxes
context: Receipt\Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill\Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes response:	Shall we get going, Kazuya-kun?
context: Kinoshita Kazuya-sama\Rent-a-Girlfriend\Itemized Bill\Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun? response:	Itabashi Third Hospital
context: Rent-a-Girlfriend\Itemized Bill\Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital response:	Chizuru, my angel!
context: Itemized Bill\Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel! response:	Stop by again!
context: Base Fee/hr\Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel!\Stop by again! response:	Can we hold hands?
context: Choice Fee (Rookie)\Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel!\Stop by again!\Can we hold hands? response:	What? O-Oh, sure.
context: Traveling Costs (City Limits)\Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel!\Stop by again!\Can we hold hands?\What? O-Oh, sure. response:	It's just part of her routine!
context: Total: 12,000 yen + taxes\Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel!\Stop by again!\Can we hold hands?\What? O-Oh, sure.\It's just part of her routine! response:	Kazuya?
context: Shall we get going, Kazuya-kun?\Itabashi Third Hospital\Chizuru, my angel!\Stop by again!\Can we hold hands?\What? O-Oh, sure.\It's just part of her routine!\Kazuya? response:	What're you doing here?
context: Itabashi Third Hospital\Chizuru, my angel!\Stop by again!\Can we hold hands?\What? O-Oh, sure.\It's just part of her routine!\Kazuya?\What're you doing here? response:	Oh, right! The hospital Nagomi-san's in is around here!
context: Chizuru, my angel!\Stop by again!\Can we hold hands?\What? O-Oh, sure.\It's just part of her routine!\Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here! response:	Wait, who is that?
context: Stop by again!\Can we hold hands?\What? O-Oh, sure.\It's just part of her routine!\Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that? response:	Crap! They'll realize it's Ichinose!
context: Can we hold hands?\What? O-Oh, sure.\It's just part of her routine!\Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose! response:	Sorry! He's a sheltered idiot, but please don't sign him up to your cult!
context: What? O-Oh, sure.\It's just part of her routine!\Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult! response:	H-He has no money, so you're better off hitting up someone else to sell your urns!
context: It's just part of her routine!\Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns! response:	It's not like that, you guys!
context: Kazuya?\What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys! response:	It's okay.
context: What're you doing here?\Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay. response:	Don't worry! We're here for you!
context: Oh, right! The hospital Nagomi-san's in is around here!\Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay.\Don't worry! We're here for you! response:	The first step to healing is admitting that you've been wronged!
context: Wait, who is that?\Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged! response:	I don't need your counseling! I'm telling you, that's not it!
context: Crap! They'll realize it's Ichinose!\Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it! response:	Open your eyes, fool!
context: Sorry! He's a sheltered idiot, but please don't sign him up to your cult!\H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool! response:	There's no other explanation for you getting to hold hands with an S-ranked hottie!
context: H-He has no money, so you're better off hitting up someone else to sell your urns!\It's not like that, you guys!\It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie! response:	Is she a runaway? Or wait, your long-lost sister?
context: It's not like that, you guys!\It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister? response:	Knock it off!
context: It's okay.\Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off! response:	Y-You're being rude...
context: Don't worry! We're here for you!\The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude... response:	to my...
context: The first step to healing is admitting that you've been wronged!\I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude...\to my... response:	girlfriend!
context: I don't need your counseling! I'm telling you, that's not it!\Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude...\to my...\girlfriend! response:	Girlfriend?
context: Open your eyes, fool!\There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude...\to my...\girlfriend!\Girlfriend? response:	Hello, I'm Mizuhara.
context: There's no other explanation for you getting to hold hands with an S-ranked hottie!\Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude...\to my...\girlfriend!\Girlfriend?\Hello, I'm Mizuhara. response:	Kazuya-san and I have been dating for a bit.
context: Is she a runaway? Or wait, your long-lost sister?\Knock it off!\Y-You're being rude...\to my...\girlfriend!\Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit. response:	Dating for a bit...
context: Knock it off!\Y-You're being rude...\to my...\girlfriend!\Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit... response:	Girlfriend?!
context: Y-You're being rude...\to my...\girlfriend!\Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?! response:	Does he mean that thing where you go on dates, eat pancakes,
context: to my...\girlfriend!\Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes, response:	put up couple selfies on social media,
context: girlfriend!\Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media, response:	and like each other's posts?!
context: Girlfriend?\Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?! response:	What else is there?
context: Hello, I'm Mizuhara.\Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?!\What else is there? response:	hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh
context: Kazuya-san and I have been dating for a bit.\Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh response:	D-Don't push your luck.
context: Dating for a bit...\Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck. response:	Sire!
context: Girlfriend?!\Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire! response:	What the heck? This feels amazing!
context: Does he mean that thing where you go on dates, eat pancakes,\put up couple selfies on social media,\and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire!\What the heck? This feels amazing! response:	Standing next to me is the GOAT cutie!
context: put up couple selfies on social media,\and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie! response:	Like a raging storm, I've gone from last place to winning in life in one fell swoop!
context: and like each other's posts?!\What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop! response:	Get over here!
context: What else is there?\hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here! response:	Did you do her?
context: hhhhhhh hhD-h hhDon'thh hpushh hyourh hluck...h hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhh\D-Don't push your luck.\Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her? response:	Huh?
context: D-Don't push your luck.\Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her?\Huh? response:	We're asking if you've had sex!
context: Sire!\What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her?\Huh?\We're asking if you've had sex! response:	Uh, not yet.
context: What the heck? This feels amazing!\Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her?\Huh?\We're asking if you've had sex!\Uh, not yet. response:	Good man!
context: Standing next to me is the GOAT cutie!\Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her?\Huh?\We're asking if you've had sex!\Uh, not yet.\Good man! response:	Lose your virginity to a babe like that, and you'll never forget it!
context: Like a raging storm, I've gone from last place to winning in life in one fell swoop!\Get over here!\Did you do her?\Huh?\We're asking if you've had sex!\Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it! response:	Your sex life will be ruined forever!
context: Get over here!\Did you do her?\Huh?\We're asking if you've had sex!\Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever! response:	No other girl will satisfy you!
context: Did you do her?\Huh?\We're asking if you've had sex!\Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you! response:	These jerks...
context: Huh?\We're asking if you've had sex!\Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks... response:	Sorry about that!
context: We're asking if you've had sex!\Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks...\Sorry about that! response:	My name's Kibe, ma'am.
context: Uh, not yet.\Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks...\Sorry about that!\My name's Kibe, ma'am. response:	And I'm Kuribayashi.
context: Good man!\Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks...\Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi. response:	While you must be very busy on your date,
context: Lose your virginity to a babe like that, and you'll never forget it!\Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks...\Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date, response:	we would love to invite you both to a drinking session.
context: Your sex life will be ruined forever!\No other girl will satisfy you!\These jerks...\Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session. response:	Drinking? Now?
context: No other girl will satisfy you!\These jerks...\Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now? response:	Sasano-senpai called us out of nowhere.
context: These jerks...\Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere. response:	That's why we're here
context: Sorry about that!\My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here response:	You'll come, right, Kazuya?
context: My name's Kibe, ma'am.\And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya? response:	shake shake
context: And I'm Kuribayashi.\While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya?\shake shake response:	As a dude, you'll never get another chance like this.
context: While you must be very busy on your date,\we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this. response:	Of course. We were just talking about getting some grub.
context: we would love to invite you both to a drinking session.\Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub. response:	There we go!
context: Drinking? Now?\Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go! response:	Come this way, ma'am.
context: Sasano-senpai called us out of nowhere.\That's why we're here\You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am. response:	Now I've done it...
context: That's why we're here\You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am.\Now I've done it... response:	You two take the elevator.
context: You'll come, right, Kazuya?\shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am.\Now I've done it...\You two take the elevator. response:	We'll use the stairs.
context: shake shake\As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am.\Now I've done it...\You two take the elevator.\We'll use the stairs. response:	I'm sorry!
context: As a dude, you'll never get another chance like this.\Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am.\Now I've done it...\You two take the elevator.\We'll use the stairs.\I'm sorry! response:	What are you playing at?!
