context: Body improvement! response:	Fight on! Fight on! Fight on! Fight!
context: Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk.\Ready, go!\Why?!\Go!\Impossible... response:	Those two are pathetic.
context: Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk.\Ready, go!\Why?!\Go!\Impossible...\Those two are pathetic. response:	With my smiling powers, I'll throw that boy into a smiley maelstrom...
context: Why did you accept the challenge?!\Mob loves milk.\Ready, go!\Why?!\Go!\Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom... response:	Smile Leader No. 3
context: Mob loves milk.\Ready, go!\Why?!\Go!\Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3 response:	O-Oh, I see!
context: Ready, go!\Why?!\Go!\Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see! response:	Forcing them to laugh all the time backfired!
context: Why?!\Go!\Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired! response:	I won, so I'm going home now.
context: Go!\Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now. response:	Wait!
context: Impossible...\Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait! response:	You'll have to face me now!
context: Those two are pathetic.\With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait!\You'll have to face me now! response:	What?
context: With my smiling powers, I'll throw that boy into a smiley maelstrom...\Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait!\You'll have to face me now!\What? response:	Dimple-sama is going to face him himself?
context: Smile Leader No. 3\O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait!\You'll have to face me now!\What?\Dimple-sama is going to face him himself? response:	I will not let you win.
context: O-Oh, I see!\Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait!\You'll have to face me now!\What?\Dimple-sama is going to face him himself?\I will not let you win. response:	I will make you spit out that milk!
context: Forcing them to laugh all the time backfired!\I won, so I'm going home now.\Wait!\You'll have to face me now!\What?\Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk! response:	Ready, go!
context: I won, so I'm going home now.\Wait!\You'll have to face me now!\What?\Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk!\Ready, go! response:	That milk...
context: Wait!\You'll have to face me now!\What?\Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk!\Ready, go!\That milk... response:	clearly had something mixed in.
context: You'll have to face me now!\What?\Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk!\Ready, go!\That milk...\clearly had something mixed in. response:	He laughed!
context: What?\Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk!\Ready, go!\That milk...\clearly had something mixed in.\He laughed! response:	He laughed!
context: Dimple-sama is going to face him himself?\I will not let you win.\I will make you spit out that milk!\Ready, go!\That milk...\clearly had something mixed in.\He laughed!\He laughed! response:	He spit it out!
context: I will not let you win.\I will make you spit out that milk!\Ready, go!\That milk...\clearly had something mixed in.\He laughed!\He laughed!\He spit it out! response:	Nothing less from our Dimple-sama!
context: I will make you spit out that milk!\Ready, go!\That milk...\clearly had something mixed in.\He laughed!\He laughed!\He spit it out!\Nothing less from our Dimple-sama! response:	He saved another!
context: Ready, go!\That milk...\clearly had something mixed in.\He laughed!\He laughed!\He spit it out!\Nothing less from our Dimple-sama!\He saved another! response:	Even I'm starting to have fun now...
context: That milk...\clearly had something mixed in.\He laughed!\He laughed!\He spit it out!\Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now... response:	Huh? My smile...
context: clearly had something mixed in.\He laughed!\He laughed!\He spit it out!\Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now...\Huh? My smile... response:	Wait, why am I here again?
context: He laughed!\He laughed!\He spit it out!\Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again? response:	Because it's so much fun!
context: He laughed!\He spit it out!\Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again?\Because it's so much fun! response:	You just...
context: He spit it out!\Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again?\Because it's so much fun!\You just... response:	No, he couldn't possibly have undone my hypnosis.
context: Nothing less from our Dimple-sama!\He saved another!\Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again?\Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis. response:	But why can't I make him laugh?
context: He saved another!\Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again?\Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh? response:	I have no choice. I'll have to go all out.
context: Even I'm starting to have fun now...\Huh? My smile...\Wait, why am I here again?\Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out. response:	Everyone! Let us save the laughter trapped within him!
context: Huh? My smile...\Wait, why am I here again?\Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him! response:	If he stayed this way, I'd feel too sorry for him!
context: Wait, why am I here again?\Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him! response:	How wonderful!
context: Because it's so much fun!\You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful! response:	Dimple-sama!
context: You just...\No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama! response:	Let us laugh!
context: No, he couldn't possibly have undone my hypnosis.\But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama!\Let us laugh! response:	Hey, wait. I...
context: But why can't I make him laugh?\I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama!\Let us laugh!\Hey, wait. I... response:	Smile and live a good life!
context: I have no choice. I'll have to go all out.\Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama!\Let us laugh!\Hey, wait. I...\Smile and live a good life! response:	See? You don't have a single enemy here,
context: Everyone! Let us save the laughter trapped within him!\If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama!\Let us laugh!\Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here, response:	so what exactly are you fighting?
context: If he stayed this way, I'd feel too sorry for him!\How wonderful!\Dimple-sama!\Let us laugh!\Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting? response:	Get a clue.
context: How wonderful!\Dimple-sama!\Let us laugh!\Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue. response:	Hey, Mob.
context: Dimple-sama!\Let us laugh!\Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue.\Hey, Mob. response:	Why do you always look so bored?
context: Let us laugh!\Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue.\Hey, Mob.\Why do you always look so bored? response:	Huh?
context: Hey, wait. I...\Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue.\Hey, Mob.\Why do you always look so bored?\Huh? response:	If you're bored, go home.
context: Smile and live a good life!\See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue.\Hey, Mob.\Why do you always look so bored?\Huh?\If you're bored, go home. response:	But I'm not.
context: See? You don't have a single enemy here,\so what exactly are you fighting?\Get a clue.\Hey, Mob.\Why do you always look so bored?\Huh?\If you're bored, go home.\But I'm not. response:	You're the only one who's not laughing.
context: so what exactly are you fighting?\Get a clue.\Hey, Mob.\Why do you always look so bored?\Huh?\If you're bored, go home.\But I'm not.\You're the only one who's not laughing. response:	Mob-kun.
context: Get a clue.\Hey, Mob.\Why do you always look so bored?\Huh?\If you're bored, go home.\But I'm not.\You're the only one who's not laughing.\Mob-kun. response:	Tsubomi-chan.
context: Hey, Mob.\Why do you always look so bored?\Huh?\If you're bored, go home.\But I'm not.\You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan. response:	Get a clue.
context: Why do you always look so bored?\Huh?\If you're bored, go home.\But I'm not.\You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan.\Get a clue. response:	Progress Toward Mob's Explosion: 74
context: Huh?\If you're bored, go home.\But I'm not.\You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74 response:	I will show you my true power.
context: If you're bored, go home.\But I'm not.\You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power. response:	Now, laugh!
context: But I'm not.\You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh! response:	There it is!
context: You're the only one who's not laughing.\Mob-kun.\Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh!\There it is! response:	It's Dimple-sama's divine power!
context: Mob-kun.\Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh!\There it is!\It's Dimple-sama's divine power! response:	What?!
context: Tsubomi-chan.\Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh!\There it is!\It's Dimple-sama's divine power!\What?! response:	Why?!
context: Get a clue.\Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh!\There it is!\It's Dimple-sama's divine power!\What?!\Why?! response:	Why aren't you laughing?!
context: Progress Toward Mob's Explosion: 74\I will show you my true power.\Now, laugh!\There it is!\It's Dimple-sama's divine power!\What?!\Why?!\Why aren't you laughing?! response:	Are you saying my powers don't work on you?
context: I will show you my true power.\Now, laugh!\There it is!\It's Dimple-sama's divine power!\What?!\Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you? response:	Laugh! Come on, laugh, you brat! Laugh!
context: Now, laugh!\There it is!\It's Dimple-sama's divine power!\What?!\Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh! response:	I see. He has psychic powers, too.
context: There it is!\It's Dimple-sama's divine power!\What?!\Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too. response:	Are you a corpse?!
context: It's Dimple-sama's divine power!\What?!\Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?! response:	Your powers can't make me laugh.
context: What?!\Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh. response:	I don't hate it. I just couldn't, even if I wanted to.
context: Why?!\Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to. response:	I don't mean anything bad by it, though.
context: Why aren't you laughing?!\Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though. response:	I see... He...
context: Are you saying my powers don't work on you?\Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He... response:	You must not have emotions, brat.
context: Laugh! Come on, laugh, you brat! Laugh!\I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat. response:	They mentioned that you were having troubles with love.
context: I see. He has psychic powers, too.\Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love. response:	With a personality like that, you won't be able to laugh with the girl you like.
context: Are you a corpse?!\Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like. response:	The feelings of people resonate with one another, you know.
context: Your powers can't make me laugh.\I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know. response:	Progress Toward Mob's Explosion: 88
context: I don't hate it. I just couldn't, even if I wanted to.\I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88 response:	But you're unable to do that.
context: I don't mean anything bad by it, though.\I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that. response:	You can't cry together, or even be moved.
context: I see... He...\You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved. response:	You'll be forever alone.
context: You must not have emotions, brat.\They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone. response:	Progress Toward Mob's Explosion: 92
context: They mentioned that you were having troubles with love.\With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92 response:	I'll give you one last chance...
context: With a personality like that, you won't be able to laugh with the girl you like.\The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance... response:	Laugh!
context: The feelings of people resonate with one another, you know.\Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh! response:	Make me laugh with your psychic powers.
context: Progress Toward Mob's Explosion: 88\But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers. response:	You... I see.
context: But you're unable to do that.\You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers.\You... I see. response:	So you have similar powers...
context: You can't cry together, or even be moved.\You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers.\You... I see.\So you have similar powers... response:	I thought I picked a peaceful religious order that'd cause the least bloodshed,
context: You'll be forever alone.\Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers.\You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed, response:	but you're in my way, brat.
context: Progress Toward Mob's Explosion: 92\I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers.\You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat. response:	I'll have to get rid of the outsider that brings chaos to this environment.
context: I'll give you one last chance...\Laugh!\Make me laugh with your psychic powers.\You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment. response:	Thank goodness. You're not a person.
context: Laugh!\Make me laugh with your psychic powers.\You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person. response:	Thank goodness the one who said something as horrible as get a clue
context: Make me laugh with your psychic powers.\You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue response:	was an evil spirit.
context: You... I see.\So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit. response:	My followers!
context: So you have similar powers...\I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers! response:	Do not let him leave alive!
context: I thought I picked a peaceful religious order that'd cause the least bloodshed,\but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers!\Do not let him leave alive! response:	A strong commanding signal...
context: but you're in my way, brat.\I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers!\Do not let him leave alive!\A strong commanding signal... response:	Mob-kun.
context: I'll have to get rid of the outsider that brings chaos to this environment.\Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers!\Do not let him leave alive!\A strong commanding signal...\Mob-kun. response:	Get a clue.
context: Thank goodness. You're not a person.\Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers!\Do not let him leave alive!\A strong commanding signal...\Mob-kun.\Get a clue. response:	There is an esper present here.
context: Thank goodness the one who said something as horrible as get a clue\was an evil spirit.\My followers!\Do not let him leave alive!\A strong commanding signal...\Mob-kun.\Get a clue.\There is an esper present here. response:	A grade schooler called Mob by those around him.
context: was an evil spirit.\My followers!\Do not let him leave alive!\A strong commanding signal...\Mob-kun.\Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him. response:	Even though he's blessed with tremendous powers,
context: My followers!\Do not let him leave alive!\A strong commanding signal...\Mob-kun.\Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers, response:	he's subconsciously always avoided trying to display those powers.
context: Do not let him leave alive!\A strong commanding signal...\Mob-kun.\Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers. response:	As he grew,
context: A strong commanding signal...\Mob-kun.\Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew, response:	he gradually realized how dangerous his powers were.
context: Mob-kun.\Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were. response:	When people are unable to act or do as they please,
context: Get a clue.\There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please, response:	their emotions come to a halt.
context: There is an esper present here.\A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt. response:	Mob hasn't realized that his aversion to using his powers has become a complex.
context: A grade schooler called Mob by those around him.\Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex. response:	Calm
context: Even though he's blessed with tremendous powers,\he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm response:	Satisfaction
context: he's subconsciously always avoided trying to display those powers.\As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction response:	Admiration
context: As he grew,\he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction\Admiration response:	Affinity
context: he gradually realized how dangerous his powers were.\When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction\Admiration\Affinity response:	Curiosity
context: When people are unable to act or do as they please,\their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction\Admiration\Affinity\Curiosity response:	Hate
context: their emotions come to a halt.\Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction\Admiration\Affinity\Curiosity\Hate response:	Relief
context: Mob hasn't realized that his aversion to using his powers has become a complex.\Calm\Satisfaction\Admiration\Affinity\Curiosity\Hate\Relief response:	The emotions that are locked away deep inside Mob's heart
context: Calm\Satisfaction\Admiration\Affinity\Curiosity\Hate\Relief\The emotions that are locked away deep inside Mob's heart response:	expand little by little.
context: Satisfaction\Admiration\Affinity\Curiosity\Hate\Relief\The emotions that are locked away deep inside Mob's heart\expand little by little. response:	However, there is a limit to how much his emotions can take
context: Admiration\Affinity\Curiosity\Hate\Relief\The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take response:	before leaking out and going wild.
context: Affinity\Curiosity\Hate\Relief\The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild. response:	And now, an emotion was swirling about like a torrent, trying to go past the limit.
context: Curiosity\Hate\Relief\The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit. response:	That was...
context: Hate\Relief\The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was... response:	Rage.
context: Relief\The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage. response:	To think that you were such a powerful esper...
context: The emotions that are locked away deep inside Mob's heart\expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage.\To think that you were such a powerful esper... response:	No wonder the smile mask didn't work.
context: expand little by little.\However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work. response:	Mask? So there was a trick to that, too?
context: However, there is a limit to how much his emotions can take\before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too? response:	I didn't even notice because it was so weak.
context: before leaking out and going wild.\And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak. response:	Oh, well.
context: And now, an emotion was swirling about like a torrent, trying to go past the limit.\That was...\Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well. response:	If the policy of your religion is to kill the outsiders,
context: That was...\Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders, response:	come at me with everything you've got.
context: Rage.\To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got. response:	That might be easier than making me laugh.
context: To think that you were such a powerful esper...\No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh. response:	Come at me with everything you've got?
context: No wonder the smile mask didn't work.\Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got? response:	Two seconds is plenty of time to make you disappear, brat!
context: Mask? So there was a trick to that, too?\I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat! response:	Evil Spirit: High-Level Dimple
context: I didn't even notice because it was so weak.\Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple response:	You're just livestock without emotions!
context: Oh, well.\If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions! response:	Don't try to act like you're actually angry!
context: If the policy of your religion is to kill the outsiders,\come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry! response:	How about you cry next?
context: come at me with everything you've got.\That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next? response:	Oho, how flashy.
context: That might be easier than making me laugh.\Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy. response:	What is this?
