context: Wha...! response:	It was a silent night
context: Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on-\Whoa!\Taira.\You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed. response:	What? So YOU had it.
context: Oh, here it is.\The lights are on-\Whoa!\Taira.\You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it. response:	S-sorry. I kept forgetting to return it.
context: The lights are on-\Whoa!\Taira.\You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it. response:	Oh, no, that's okay.
context: Whoa!\Taira.\You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay. response:	What? Is it snowing outside?
context: Taira.\You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside? response:	I see. You must be cold, then.
context: You startled me.\What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then. response:	Why don't you stay and warm up?
context: What are you doing here at this hour?\I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up? response:	N-no, I...
context: I-I came to return the book I borrowed.\What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I... response:	I can at least make you some tea.
context: What? So YOU had it.\S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I...\I can at least make you some tea. response:	Devils and humans should live apart from each other, huh?
context: S-sorry. I kept forgetting to return it.\Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh? response:	Where did that come from?
context: Oh, no, that's okay.\What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from? response:	Not from me. It's Anzai's creed.
context: What? Is it snowing outside?\I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed. response:	Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.
context: I see. You must be cold, then.\Why don't you stay and warm up?\N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids. response:	What?
context: Why don't you stay and warm up?\N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What? response:	I guess he's had a lot to think about after we arrested that serial killer.
context: N-no, I...\I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer. response:	He's been checking on the girl who was the motive behind the murders ever since.
context: I can at least make you some tea.\Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since. response:	Here. Careful, it's hot.
context: Devils and humans should live apart from each other, huh?\Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot. response:	Th-thank you very much.
context: Where did that come from?\Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much. response:	So, ummm... Right.
context: Not from me. It's Anzai's creed.\Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right. response:	Where did I put it?
context: Apparently Target T, Yuuko Tamaru, lived at the orphanage with him when they were kids.\What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right.\Where did I put it? response:	Maybe I'm just being neurotic.
context: What?\I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic. response:	Something about him scared me.
context: I guess he's had a lot to think about after we arrested that serial killer.\He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me. response:	Oh, but...
context: He's been checking on the girl who was the motive behind the murders ever since.\Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me.\Oh, but... response:	I don't think I was scared the other day when he...
context: Here. Careful, it's hot.\Th-thank you very much.\So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me.\Oh, but...\I don't think I was scared the other day when he... response:	But wait... he was a total stranger, kissing me!
context: Th-thank you very much.\So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me.\Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me! response:	Normally, that would be much worse.
context: So, ummm... Right.\Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me.\Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse. response:	Something is wrong with me.
context: Where did I put it?\Maybe I'm just being neurotic.\Something about him scared me.\Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me. response:	Your timing was perfect.
context: Maybe I'm just being neurotic.\Something about him scared me.\Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect. response:	I got another good book.
context: Something about him scared me.\Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect.\I got another good book. response:	I was thinking I'd lend it to you next time I saw you.
context: Oh, but...\I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you. response:	Oh, no...
context: I don't think I was scared the other day when he...\But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no... response:	I just had one of your books for over six months. I couldn't borrow another one.
context: But wait... he was a total stranger, kissing me!\Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one. response:	Hey, as long as it leads to a good thesis, I don't care.
context: Normally, that would be much worse.\Something is wrong with me.\Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care. response:	You can keep this one another six months if you want.
context: Something is wrong with me.\Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want. response:	Take it.
context: Your timing was perfect.\I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it. response:	Oh, well, if you really don't mind.
context: I got another good book.\I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind. response:	I did not expect to be out this late.
context: I was thinking I'd lend it to you next time I saw you.\Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late. response:	Is this a good place to wait? That guy's hot.
context: Oh, no...\I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot. response:	Think he's waiting for somebody?
context: I just had one of your books for over six months. I couldn't borrow another one.\Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody? response:	Shh! He'll hear you!
context: Hey, as long as it leads to a good thesis, I don't care.\You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you! response:	Well, I'm just asking!
context: You can keep this one another six months if you want.\Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking! response:	What am I doing? Well, I'm just asking!
context: Take it.\Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking! response:	What am I doing?
context: Oh, well, if you really don't mind.\I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing? response:	N-no!
context: I did not expect to be out this late.\Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing?\N-no! response:	What are you doing?
context: Is this a good place to wait? That guy's hot.\Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing?\N-no!\What are you doing? response:	It's so like you, not to swing it straight at me, Taira.
context: Think he's waiting for somebody?\Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing?\N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira. response:	But I really liked that mug.
context: Shh! He'll hear you!\Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing?\N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug. response:	I'm sorry...
context: Well, I'm just asking!\What am I doing? Well, I'm just asking!\What am I doing?\N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry... response:	I'm kidding.
context: What am I doing? Well, I'm just asking!\What am I doing?\N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry...\I'm kidding. response:	Show me your hand.
context: What am I doing?\N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry...\I'm kidding.\Show me your hand. response:	You didn't have to do that.
context: N-no!\What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry...\I'm kidding.\Show me your hand.\You didn't have to do that. response:	If you didn't want me to, you could have just said so.
context: What are you doing?\It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry...\I'm kidding.\Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so. response:	J-just said so...?
context: It's so like you, not to swing it straight at me, Taira.\But I really liked that mug.\I'm sorry...\I'm kidding.\Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...? response:	But even if I don't, that doesn't mean you can just...
context: But I really liked that mug.\I'm sorry...\I'm kidding.\Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just... response:	Really? I thought silence was consent.
context: I'm sorry...\I'm kidding.\Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent. response:	But, Professor... You're married.
context: I'm kidding.\Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married. response:	You have children...
context: Show me your hand.\You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married.\You have children... response:	What's your point?
context: You didn't have to do that.\If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married.\You have children...\What's your point? response:	You know, in the end, whether or not someone turns into a monster is entirely up to them.
context: If you didn't want me to, you could have just said so.\J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married.\You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them. response:	No!
context: J-just said so...?\But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married.\You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No! response:	What the hell?
context: But even if I don't, that doesn't mean you can just...\Really? I thought silence was consent.\But, Professor... You're married.\You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell? response:	Who are...
context: Really? I thought silence was consent.\But, Professor... You're married.\You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell?\Who are... response:	S-stop! That's enough!
context: But, Professor... You're married.\You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell?\Who are...\S-stop! That's enough! response:	You'll kill him!
context: You have children...\What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell?\Who are...\S-stop! That's enough!\You'll kill him! response:	Professor Ochiai?
context: What's your point?\You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell?\Who are...\S-stop! That's enough!\You'll kill him!\Professor Ochiai? response:	What was that sound? Are you okay?
context: You know, in the end, whether or not someone turns into a monster is entirely up to them.\No!\What the hell?\Who are...\S-stop! That's enough!\You'll kill him!\Professor Ochiai?\What was that sound? Are you okay? response:	Call the police. You can just tell them a vampire got in.
context: No!\What the hell?\Who are...\S-stop! That's enough!\You'll kill him!\Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in. response:	And tell them about the sexual assault when they get here.
context: What the hell?\Who are...\S-stop! That's enough!\You'll kill him!\Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here. response:	Hey, do you have a spare key?
context: Who are...\S-stop! That's enough!\You'll kill him!\Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key? response:	Wait. Stay here.
context: S-stop! That's enough!\You'll kill him!\Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here. response:	Don't touch me!
context: You'll kill him!\Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here.\Don't touch me! response:	Wh-what happened here?
context: Professor Ochiai?\What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here.\Don't touch me!\Wh-what happened here? response:	Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?
context: What was that sound? Are you okay?\Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here.\Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here? response:	Professor Ochiai! Are you okay? What's wrong? Call an ambulance!
context: Call the police. You can just tell them a vampire got in.\And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here.\Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance! response:	Call an ambulance!
context: And tell them about the sexual assault when they get here.\Hey, do you have a spare key?\Wait. Stay here.\Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance! response:	How in the world did this happen?
context: Hey, do you have a spare key?\Wait. Stay here.\Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen? response:	Ah! Wait! Professor!
context: Wait. Stay here.\Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor! response:	I'm gonna be disciplined for this.
context: Don't touch me!\Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this. response:	This is her blood.
context: Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood. response:	I have to wash it off!
context: Professor Ochiai! Are you okay? What's wrong? Wh-what happened here?\Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood.\I have to wash it off! response:	It's been two weeks.
context: Professor Ochiai! Are you okay? What's wrong? Call an ambulance!\Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood.\I have to wash it off!\It's been two weeks. response:	Professor Ochiai was given a disciplinary dismissal.
context: Call an ambulance!\How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood.\I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal. response:	NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in
context: How in the world did this happen?\Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood.\I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in response:	serious breach of school policy. He has been dismissed accordingly. Keio University Dean
context: Ah! Wait! Professor!\I'm gonna be disciplined for this.\This is her blood.\I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean response:	My hand has healed up, too.
context: I'm gonna be disciplined for this.\This is her blood.\I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too. response:	See you later!
context: This is her blood.\I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later! response:	But since that night...
context: I have to wash it off!\It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later!\But since that night... response:	I've been seeing Professor Ochiai in my dreams.
context: It's been two weeks.\Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams. response:	Cold!
context: Professor Ochiai was given a disciplinary dismissal.\NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold! response:	I wonder what he's doing now.
context: NOTICE Professor of Humanities Keiji Ochiai The above professor has been found in\serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now. response:	Wha... you're awake?!
context: serious breach of school policy. He has been dismissed accordingly. Keio University Dean\My hand has healed up, too.\See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now.\Wha... you're awake?! response:	Anzai.
context: My hand has healed up, too.\See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now.\Wha... you're awake?!\Anzai. response:	Oh, um. That's to thank you for everything.
context: See you later!\But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now.\Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything. response:	You made this?
context: But since that night...\I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now.\Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything.\You made this? response:	Huh? Yes.
context: I've been seeing Professor Ochiai in my dreams.\Cold!\I wonder what he's doing now.\Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything.\You made this?\Huh? Yes. response:	That's pretty good.
context: Cold!\I wonder what he's doing now.\Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything.\You made this?\Huh? Yes.\That's pretty good. response:	Sorry. Are you afraid of men?
context: I wonder what he's doing now.\Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything.\You made this?\Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men? response:	I'm not scared. Not of you.
context: Wha... you're awake?!\Anzai.\Oh, um. That's to thank you for everything.\You made this?\Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you. response:	Why aren't you scared of me?
context: Anzai.\Oh, um. That's to thank you for everything.\You made this?\Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me? response:	Because...
context: Oh, um. That's to thank you for everything.\You made this?\Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me?\Because... response:	Oh! Your jacket is pretty warm.
context: You made this?\Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm. response:	And when I wear it, I feel like I won't...
context: Huh? Yes.\That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't... response:	have so many bad dreams...
context: That's pretty good.\Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams... response:	You're having nightmares?
context: Sorry. Are you afraid of men?\I'm not scared. Not of you.\Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares? response:	I'll get you something, too.
context: I'm not scared. Not of you.\Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares?\I'll get you something, too. response:	A present.
context: Why aren't you scared of me?\Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares?\I'll get you something, too.\A present. response:	Sotto tokete yuku you ni
context: Because...\Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares?\I'll get you something, too.\A present.\Sotto tokete yuku you ni response:	Motto ai shiaetara
context: Oh! Your jacket is pretty warm.\And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares?\I'll get you something, too.\A present.\Sotto tokete yuku you ni\Motto ai shiaetara response:	Nani o tsutaerareta no
context: And when I wear it, I feel like I won't...\have so many bad dreams...\You're having nightmares?\I'll get you something, too.\A present.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no response:	Ai o tsumugenai meguriawase
context: have so many bad dreams...\You're having nightmares?\I'll get you something, too.\A present.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase response:	Dare ka yurushite
context: You're having nightmares?\I'll get you something, too.\A present.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite response:	Kegareta sugata ga boku de aru koto o
context: I'll get you something, too.\A present.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o response:	Aa doushite
context: A present.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite response:	Fureru yubi ga furueteiru
context: Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru response:	It's story of fight together
context: Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together response:	Dakishimetai yo
context: Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo response:	Kizu tsukezu ni mamoritai yo
context: Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo response:	Anata dake o
context: Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o response:	It's story of desire forever
context: Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever response:	Aragai tsuzukeru
