context: There aren't many Russians who hate the summer sun. response:	We thoroughly and innocently enjoyed those short summer days.
context: Very well.\Tell me.\Did you kill Ilya?\Tanya! Stop it!\Stop it!\Tanya!\Don't shoot, Suou!\Tanya... response:	Suou!
context: Tell me.\Did you kill Ilya?\Tanya! Stop it!\Stop it!\Tanya!\Don't shoot, Suou!\Tanya...\Suou! response:	Suou, did you?
context: Did you kill Ilya?\Tanya! Stop it!\Stop it!\Tanya!\Don't shoot, Suou!\Tanya...\Suou!\Suou, did you? response:	N-No...
context: Tanya! Stop it!\Stop it!\Tanya!\Don't shoot, Suou!\Tanya...\Suou!\Suou, did you?\N-No... response:	You would have been killed if you hadn't shot.
context: Stop it!\Tanya!\Don't shoot, Suou!\Tanya...\Suou!\Suou, did you?\N-No...\You would have been killed if you hadn't shot. response:	It's fine if that's the only way to protect yourself.
context: Tanya!\Don't shoot, Suou!\Tanya...\Suou!\Suou, did you?\N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself. response:	It's okay?
context: Don't shoot, Suou!\Tanya...\Suou!\Suou, did you?\N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay? response:	But I didn't shoot!
context: Tanya...\Suou!\Suou, did you?\N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot! response:	Let's go.
context: Suou!\Suou, did you?\N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot!\Let's go. response:	You're going to catch a cold.
context: Suou, did you?\N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot!\Let's go.\You're going to catch a cold. response:	Wait!
context: N-No...\You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot!\Let's go.\You're going to catch a cold.\Wait! response:	I don't get this!
context: You would have been killed if you hadn't shot.\It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot!\Let's go.\You're going to catch a cold.\Wait!\I don't get this! response:	You're not making any sense!
context: It's fine if that's the only way to protect yourself.\It's okay?\But I didn't shoot!\Let's go.\You're going to catch a cold.\Wait!\I don't get this!\You're not making any sense! response:	Which is it?
context: It's okay?\But I didn't shoot!\Let's go.\You're going to catch a cold.\Wait!\I don't get this!\You're not making any sense!\Which is it? response:	Should I have shot? Was I supposed to shoot this time?!
context: But I didn't shoot!\Let's go.\You're going to catch a cold.\Wait!\I don't get this!\You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?! response:	You told me not to shoot back then!
context: Let's go.\You're going to catch a cold.\Wait!\I don't get this!\You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then! response:	Wasn't that for me?
context: You're going to catch a cold.\Wait!\I don't get this!\You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me? response:	That's enough.
context: Wait!\I don't get this!\You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me?\That's enough. response:	I'm not blaming you for shooting her.
context: I don't get this!\You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me?\That's enough.\I'm not blaming you for shooting her. response:	Hey! Wait!
context: You're not making any sense!\Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me?\That's enough.\I'm not blaming you for shooting her.\Hey! Wait! response:	Where are you going, Suou?
context: Which is it?\Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me?\That's enough.\I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou? response:	Hey, wait! July!
context: Should I have shot? Was I supposed to shoot this time?!\You told me not to shoot back then!\Wasn't that for me?\That's enough.\I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou?\Hey, wait! July! response:	What are you going to do, Hei?
context: You told me not to shoot back then!\Wasn't that for me?\That's enough.\I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei? response:	Hey! Hei!
context: Wasn't that for me?\That's enough.\I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei?\Hey! Hei! response:	It's so cold...
context: That's enough.\I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei?\Hey! Hei!\It's so cold... response:	I wish it was summer.
context: I'm not blaming you for shooting her.\Hey! Wait!\Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei?\Hey! Hei!\It's so cold...\I wish it was summer. response:	Maybe it's better this way... so I can live without hating the summer sun.
context: Hey! Wait!\Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei?\Hey! Hei!\It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun. response:	Either way, we can no longer have fun like when we were kids.
context: Where are you going, Suou?\Hey, wait! July!\What are you going to do, Hei?\Hey! Hei!\It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids. response:	Get me up.
context: Hey, wait! July!\What are you going to do, Hei?\Hey! Hei!\It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up. response:	Yes, indeed.
context: What are you going to do, Hei?\Hey! Hei!\It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed. response:	Sorry for the inconvenience.
context: Hey! Hei!\It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed.\Sorry for the inconvenience. response:	I've confirmed your referrer.
context: It's so cold...\I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer. response:	Thanks.
context: I wish it was summer.\Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer.\Thanks. response:	You cannot prove my existence, or my involvement with the Syndicate.
context: Maybe it's better this way... so I can live without hating the summer sun.\Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate. response:	You still don't know how big the Syndicate is.
context: Either way, we can no longer have fun like when we were kids.\Get me up.\Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is. response:	If I hadn't met with the contractor who had seen the future,
context: Get me up.\Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future, response:	then this would be the only lead.
context: Yes, indeed.\Sorry for the inconvenience.\I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead. response:	But there's nothing particularly odd.
context: Sorry for the inconvenience.\I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd. response:	I hate doing this...
context: I've confirmed your referrer.\Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd.\I hate doing this... response:	What was that?
context: Thanks.\You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd.\I hate doing this...\What was that? response:	Kureteku yuubae ni senaka osarete
context: You cannot prove my existence, or my involvement with the Syndicate.\You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd.\I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete response:	My back is pressed by the darkening glow of dusk
context: You still don't know how big the Syndicate is.\If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd.\I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk response:	Arukidasu kage ga shimesu hou e
context: If I hadn't met with the contractor who had seen the future,\then this would be the only lead.\But there's nothing particularly odd.\I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e response:	I start walking toward where my shadow points
context: then this would be the only lead.\But there's nothing particularly odd.\I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points response:	Taenai ikutsu mo no deai to wakare o
context: But there's nothing particularly odd.\I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o response:	Repeating the many, ceaseless encounters and partings
context: I hate doing this...\What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings response:	Kurikaeshi doko e mukau no ka
context: What was that?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka response:	Where do I head to?
context: Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to? response:	Hito wa dare mo mayoinagara
context: My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara response:	For all people, while they are lost,
context: Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost, response:	tsumi to iu na no sadame o seotte
context: I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte response:	they bear the fate known as sin
context: Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin response:	Sore de mo nao ikiru imi o shiru darou
context: Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou response:	Nevertheless, I'll still learn of the meaning to live, right?
context: Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right? response:	Bokura wa sou Day by Day
context: Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day response:	That's right, Day by Day,
context: Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day, response:	ashita e tsuzuku michi no tochuu de
context: For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de response:	we're midway on the road leading to tomorrow
context: tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow response:	Now Say It Again kimi to futari no mama
context: they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama response:	Now Say It Again, though it'd be great if
context: Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if response:	irareta nara ii no ni naa...
context: Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa... response:	I could remain together with you...
context: Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you... response:	Tokyo might be colder than Russia...
context: That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia... response:	I told you, you'll catch a cold if you don't change your clothes.
context: ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes. response:	Hey, Suou? You listening?
context: we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening? response:	Hello everyone! Doing well-nya?
context: Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya? response:	Due to popular demand, I've returned, even if it is embarrassing.
context: Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing. response:	Kayanuma Kiko here!
context: irareta nara ii no ni naa...\I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here! response:	Good evening XXX. When you need assistance, please call us anytime.
context: I could remain together with you...\Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime. response:	I'm the great detective of your heart, Kurasawa Gai.
context: Tokyo might be colder than Russia...\I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime.\I'm the great detective of your heart, Kurasawa Gai. response:	Anyways, next week we'll be in the city of Haneda and both of us will be there!
context: I told you, you'll catch a cold if you don't change your clothes.\Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime.\I'm the great detective of your heart, Kurasawa Gai.\Anyways, next week we'll be in the city of Haneda and both of us will be there! response:	Once again, we will fulfill your desire.
context: Hey, Suou? You listening?\Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime.\I'm the great detective of your heart, Kurasawa Gai.\Anyways, next week we'll be in the city of Haneda and both of us will be there!\Once again, we will fulfill your desire. response:	Get ready to camp in front of your TV next week!
context: Hello everyone! Doing well-nya?\Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime.\I'm the great detective of your heart, Kurasawa Gai.\Anyways, next week we'll be in the city of Haneda and both of us will be there!\Once again, we will fulfill your desire.\Get ready to camp in front of your TV next week! response:	Say... aren't we a little out of place in this show?
context: Due to popular demand, I've returned, even if it is embarrassing.\Kayanuma Kiko here!\Good evening XXX. When you need assistance, please call us anytime.\I'm the great detective of your heart, Kurasawa Gai.\Anyways, next week we'll be in the city of Haneda and both of us will be there!\Once again, we will fulfill your desire.\Get ready to camp in front of your TV next week!\Say... aren't we a little out of place in this show? response:	If you think it's your duty, you've lost, Boss.
