context: Are you free on 3/14? Let's meet up if you aren't busy. response:	White Day?? I said it! I was trying to pretend I didn't know. But I did noticeso much for that.
context: Watch out!\Don't give me that!\I thought you were going to fall.\I wish I had...\I want to fall in and cool my head!\It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too. response:	I didn't think he'd remember me at all.
context: Don't give me that!\I thought you were going to fall.\I wish I had...\I want to fall in and cool my head!\It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all. response:	But when he did...
context: I thought you were going to fall.\I wish I had...\I want to fall in and cool my head!\It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did... response:	I got so overwhelmed, I just blurted it all out.
context: I wish I had...\I want to fall in and cool my head!\It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out. response:	Well, just let it go.
context: I want to fall in and cool my head!\It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go. response:	You can't undo what's happened.
context: It isn't that kind of river!\I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened. response:	Can't I wipe his memory somehow?
context: I wasn't planning on telling him...\Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow? response:	Nope.
context: Yeah, I was shocked, too.\I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow?\Nope. response:	Can't I fudge it somehow?
context: I didn't think he'd remember me at all.\But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow? response:	Nope!
context: But when he did...\I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow?\Nope! response:	Yukika-chan, are you okay letting things end this way?
context: I got so overwhelmed, I just blurted it all out.\Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way? response:	Don't you want to tell him properly?
context: Well, just let it go.\You can't undo what's happened.\Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly? response:	Do you think what you've felt for him over the years really came through?
context: You can't undo what's happened.\Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through? response:	Don't you want it to?
context: Can't I wipe his memory somehow?\Nope.\Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to? response:	I've been stalking him for ten years...
context: Nope.\Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years... response:	You don't think he'll find me creepy?
context: Can't I fudge it somehow?\Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy? response:	He'd never say anything like that.
context: Nope!\Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that. response:	I'll go tell Sunakawa-kun how I feel.
context: Yukika-chan, are you okay letting things end this way?\Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel. response:	I'll go tell him properly,
context: Don't you want to tell him properly?\Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly, response:	and I'll go get turned down properly.
context: Do you think what you've felt for him over the years really came through?\Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly. response:	I'll end it.
context: Don't you want it to?\I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly.\I'll end it. response:	He's still there!
context: I've been stalking him for ten years...\You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly.\I'll end it.\He's still there! response:	Amami-san,
context: You don't think he'll find me creepy?\He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly.\I'll end it.\He's still there!\Amami-san, response:	were you the one who always gave me chocolates for Valentine's
context: He'd never say anything like that.\I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly.\I'll end it.\He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's response:	with an unsigned letter?
context: I'll go tell Sunakawa-kun how I feel.\I'll go tell him properly,\and I'll go get turned down properly.\I'll end it.\He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter? response:	Yes!
context: I'll go tell him properly,\and I'll go get turned down properly.\I'll end it.\He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes! response:	I see.
context: and I'll go get turned down properly.\I'll end it.\He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes!\I see. response:	If you'd signed your name, I would have responded.
context: I'll end it.\He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes!\I see.\If you'd signed your name, I would have responded. response:	Amami-sa
context: He's still there!\Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes!\I see.\If you'd signed your name, I would have responded.\Amami-sa response:	Um, do you not like me?
context: Amami-san,\were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes!\I see.\If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me? response:	No, it isn't like that.
context: were you the one who always gave me chocolates for Valentine's\with an unsigned letter?\Yes!\I see.\If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me?\No, it isn't like that. response:	Isn't it?!
context: with an unsigned letter?\Yes!\I see.\If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me?\No, it isn't like that.\Isn't it?! response:	That's it...
context: Yes!\I see.\If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me?\No, it isn't like that.\Isn't it?!\That's it... response:	You don't know enough about me to feel one way or the other!
context: I see.\If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me?\No, it isn't like that.\Isn't it?!\That's it...\You don't know enough about me to feel one way or the other! response:	So I don't want your response right now!
context: If you'd signed your name, I would have responded.\Amami-sa\Um, do you not like me?\No, it isn't like that.\Isn't it?!\That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now! response:	Yukika-chan?
context: Amami-sa\Um, do you not like me?\No, it isn't like that.\Isn't it?!\That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan? response:	So...
context: Um, do you not like me?\No, it isn't like that.\Isn't it?!\That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan?\So... response:	Please learn more about me!
context: No, it isn't like that.\Isn't it?!\That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan?\So...\Please learn more about me! response:	Please give me your response after that.
context: Isn't it?!\That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan?\So...\Please learn more about me!\Please give me your response after that. response:	I see.
context: That's it...\You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan?\So...\Please learn more about me!\Please give me your response after that.\I see. response:	That's one way to think about it.
context: You don't know enough about me to feel one way or the other!\So I don't want your response right now!\Yukika-chan?\So...\Please learn more about me!\Please give me your response after that.\I see.\That's one way to think about it. response:	But you've changed your mind again, Yukika-chan.
context: So I don't want your response right now!\Yukika-chan?\So...\Please learn more about me!\Please give me your response after that.\I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan. response:	You're right. Okay, I understand.
context: Yukika-chan?\So...\Please learn more about me!\Please give me your response after that.\I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand. response:	Then I'll give you my cell phone number.
context: So...\Please learn more about me!\Please give me your response after that.\I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number. response:	Okay!
context: Please learn more about me!\Please give me your response after that.\I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay! response:	I'm pretty flexible with times.
context: Please give me your response after that.\I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times. response:	There are times that won't work, but...
context: I see.\That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times.\There are times that won't work, but... response:	Okay, thank you!
context: That's one way to think about it.\But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you! response:	You don't have to be so polite.
context: But you've changed your mind again, Yukika-chan.\You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you!\You don't have to be so polite. response:	Then, I'll get going.
context: You're right. Okay, I understand.\Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you!\You don't have to be so polite.\Then, I'll get going. response:	Are you okay?
context: Then I'll give you my cell phone number.\Okay!\I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you!\You don't have to be so polite.\Then, I'll get going.\Are you okay? response:	H-How could I've done what I just did?
context: Okay!\I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you!\You don't have to be so polite.\Then, I'll get going.\Are you okay?\H-How could I've done what I just did? response:	I scare myself!
context: I'm pretty flexible with times.\There are times that won't work, but...\Okay, thank you!\You don't have to be so polite.\Then, I'll get going.\Are you okay?\H-How could I've done what I just did?\I scare myself! response:	You were really persuasive
context: There are times that won't work, but...\Okay, thank you!\You don't have to be so polite.\Then, I'll get going.\Are you okay?\H-How could I've done what I just did?\I scare myself!\You were really persuasive response:	Yeah, I was shocked, too.
context: Okay, thank you!\You don't have to be so polite.\Then, I'll get going.\Are you okay?\H-How could I've done what I just did?\I scare myself!\You were really persuasive\Yeah, I was shocked, too. response:	But I'm happy for you.
context: You don't have to be so polite.\Then, I'll get going.\Are you okay?\H-How could I've done what I just did?\I scare myself!\You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you. response:	It isn't over yet.
context: Then, I'll get going.\Are you okay?\H-How could I've done what I just did?\I scare myself!\You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet. response:	Right!
context: Are you okay?\H-How could I've done what I just did?\I scare myself!\You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet.\Right! response:	If you liked someone for ten years,
context: H-How could I've done what I just did?\I scare myself!\You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet.\Right!\If you liked someone for ten years, response:	of course you wouldn't want things to end so easily.
context: I scare myself!\You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet.\Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily. response:	I'm glad you weren't turned down.
context: You were really persuasive\Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet.\Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down. response:	Why?
context: Yeah, I was shocked, too.\But I'm happy for you.\It isn't over yet.\Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why? response:	Suna, why didn't you turn her down?
context: But I'm happy for you.\It isn't over yet.\Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down? response:	The pressure...
context: It isn't over yet.\Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down?\The pressure... response:	Were you persuaded or something?
context: Right!\If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something? response:	Well, I guess.
context: If you liked someone for ten years,\of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something?\Well, I guess. response:	You guess?
context: of course you wouldn't want things to end so easily.\I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something?\Well, I guess.\You guess? response:	Stare...
context: I'm glad you weren't turned down.\Why?\Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something?\Well, I guess.\You guess?\Stare... response:	Maybe I'm more of a pushover than I thought.
context: Why?\Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something?\Well, I guess.\You guess?\Stare...\Maybe I'm more of a pushover than I thought. response:	Maybe?
context: Suna, why didn't you turn her down?\The pressure...\Were you persuaded or something?\Well, I guess.\You guess?\Stare...\Maybe I'm more of a pushover than I thought.\Maybe? response:	Actually, why were you with Amami-san?
context: The pressure...\Were you persuaded or something?\Well, I guess.\You guess?\Stare...\Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san? response:	Oh...
context: Were you persuaded or something?\Well, I guess.\You guess?\Stare...\Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san?\Oh... response:	It was like this, this, and that.
context: Well, I guess.\You guess?\Stare...\Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san?\Oh...\It was like this, this, and that. response:	I got the gist of it.
context: You guess?\Stare...\Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san?\Oh...\It was like this, this, and that.\I got the gist of it. response:	I guess you were good at dodgeball.
context: Stare...\Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san?\Oh...\It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball. response:	At dodging, anyway.
context: Maybe I'm more of a pushover than I thought.\Maybe?\Actually, why were you with Amami-san?\Oh...\It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway. response:	Ah...
context: Maybe?\Actually, why were you with Amami-san?\Oh...\It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway.\Ah... response:	Yukika-chan told me.
context: Actually, why were you with Amami-san?\Oh...\It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway.\Ah...\Yukika-chan told me. response:	Oh, I see.
context: Oh...\It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway.\Ah...\Yukika-chan told me.\Oh, I see. response:	It's hard to know what Suna's thinking.
context: It was like this, this, and that.\I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway.\Ah...\Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking. response:	What?
context: I got the gist of it.\I guess you were good at dodgeball.\At dodging, anyway.\Ah...\Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking.\What? response:	Oh, I was just remembering how you played dodgeball.
context: I guess you were good at dodgeball.\At dodging, anyway.\Ah...\Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball. response:	Me?
context: At dodging, anyway.\Ah...\Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball.\Me? response:	You only targeted the really strong players.
context: Ah...\Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players. response:	There! There!
context: Yukika-chan told me.\Oh, I see.\It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players.\There! There! response:	You'd end up being in a showdown with the strongest player.
context: Oh, I see.\It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player. response:	Even if they threw the ball at someone else,
context: It's hard to know what Suna's thinking.\What?\Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else, response:	you'd fly sideways to catch it.
context: What?\Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it. response:	Shingo! Shingo! Takeo! Takeo!
context: Oh, I was just remembering how you played dodgeball.\Me?\You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo! response:	In the end, you made it into a totally different game.
context: Me?\You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game. response:	I did stuff like that?
context: You only targeted the really strong players.\There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that? response:	Yeah, you did.
context: There! There!\You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did. response:	I see.
context: You'd end up being in a showdown with the strongest player.\Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did.\I see. response:	Suna's really observant about people.
context: Even if they threw the ball at someone else,\you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did.\I see.\Suna's really observant about people. response:	But I guess he didn't notice the incident that made Yukika-chan fall for him.
context: you'd fly sideways to catch it.\Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did.\I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him. response:	I won't tell him,
context: Shingo! Shingo! Takeo! Takeo!\In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did.\I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him, response:	because it's something Yukika-chan should tell Suna in the future.
context: In the end, you made it into a totally different game.\I did stuff like that?\Yeah, you did.\I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future. response:	Presence Detected
context: I did stuff like that?\Yeah, you did.\I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected response:	Yukika-chan's here!
context: Yeah, you did.\I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here! response:	Takeo?
context: I see.\Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here!\Takeo? response:	No, it's nothing.
context: Suna's really observant about people.\But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here!\Takeo?\No, it's nothing. response:	Why doesn't she come and talk to him?
context: But I guess he didn't notice the incident that made Yukika-chan fall for him.\I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here!\Takeo?\No, it's nothing.\Why doesn't she come and talk to him? response:	Does she need an opening?
context: I won't tell him,\because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here!\Takeo?\No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening? response:	Is that it?
context: because it's something Yukika-chan should tell Suna in the future.\Presence Detected\Yukika-chan's here!\Takeo?\No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening?\Is that it? response:	All right!
context: Presence Detected\Yukika-chan's here!\Takeo?\No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening?\Is that it?\All right! response:	Yukika-chan, Suna's coming that way!
context: Yukika-chan's here!\Takeo?\No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening?\Is that it?\All right!\Yukika-chan, Suna's coming that way! response:	Thanks
context: Takeo?\No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening?\Is that it?\All right!\Yukika-chan, Suna's coming that way!\Thanks response:	What're you doing?!
context: No, it's nothing.\Why doesn't she come and talk to him?\Does she need an opening?\Is that it?\All right!\Yukika-chan, Suna's coming that way!\Thanks\What're you doing?! response:	Suna, wait here for a sec.
context: Why doesn't she come and talk to him?\Does she need an opening?\Is that it?\All right!\Yukika-chan, Suna's coming that way!\Thanks\What're you doing?!\Suna, wait here for a sec. response:	Okay.
context: Does she need an opening?\Is that it?\All right!\Yukika-chan, Suna's coming that way!\Thanks\What're you doing?!\Suna, wait here for a sec.\Okay. response:	Yukika...
context: Is that it?\All right!\Yukika-chan, Suna's coming that way!\Thanks\What're you doing?!\Suna, wait here for a sec.\Okay.\Yukika... response:	There you are!
context: All right!\Yukika-chan, Suna's coming that way!\Thanks\What're you doing?!\Suna, wait here for a sec.\Okay.\Yukika...\There you are! response:	Don't give me that!
context: Yukika-chan, Suna's coming that way!\Thanks\What're you doing?!\Suna, wait here for a sec.\Okay.\Yukika...\There you are!\Don't give me that! response:	What're you doing?
context: Thanks\What're you doing?!\Suna, wait here for a sec.\Okay.\Yukika...\There you are!\Don't give me that!\What're you doing? response:	Weren't you going to let Suna learn more about you?
context: What're you doing?!\Suna, wait here for a sec.\Okay.\Yukika...\There you are!\Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you? response:	I'm sorry.
context: Suna, wait here for a sec.\Okay.\Yukika...\There you are!\Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry. response:	Go!
context: Okay.\Yukika...\There you are!\Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry.\Go! response:	Go make him learn!
context: Yukika...\There you are!\Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry.\Go!\Go make him learn! response:	O-Okay!
context: There you are!\Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry.\Go!\Go make him learn!\O-Okay! response:	Suna!
context: Don't give me that!\What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry.\Go!\Go make him learn!\O-Okay!\Suna! response:	Here's Yukika-chan.
context: What're you doing?\Weren't you going to let Suna learn more about you?\I'm sorry.\Go!\Go make him learn!\O-Okay!\Suna!\Here's Yukika-chan. response:	Walk home with her.
context: Weren't you going to let Suna learn more about you?\I'm sorry.\Go!\Go make him learn!\O-Okay!\Suna!\Here's Yukika-chan.\Walk home with her. response:	Oh, okay.
context: I'm sorry.\Go!\Go make him learn!\O-Okay!\Suna!\Here's Yukika-chan.\Walk home with her.\Oh, okay. response:	Let's go.
context: Go!\Go make him learn!\O-Okay!\Suna!\Here's Yukika-chan.\Walk home with her.\Oh, okay.\Let's go. response:	Is this on your way home, too?
context: Go make him learn!\O-Okay!\Suna!\Here's Yukika-chan.\Walk home with her.\Oh, okay.\Let's go.\Is this on your way home, too? response:	Y-Yes.
context: O-Okay!\Suna!\Here's Yukika-chan.\Walk home with her.\Oh, okay.\Let's go.\Is this on your way home, too?\Y-Yes. response:	Good luck, Yukika-chan.
context: Suna!\Here's Yukika-chan.\Walk home with her.\Oh, okay.\Let's go.\Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan. response:	I hope you can get through to him.
context: Here's Yukika-chan.\Walk home with her.\Oh, okay.\Let's go.\Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him. response:	Huh?
context: Walk home with her.\Oh, okay.\Let's go.\Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him.\Huh? response:	Why is she so far from him?
context: Oh, okay.\Let's go.\Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him.\Huh?\Why is she so far from him? response:	Amami-san, you live around here?
context: Let's go.\Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him.\Huh?\Why is she so far from him?\Amami-san, you live around here? response:	Yes.
context: Is this on your way home, too?\Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him.\Huh?\Why is she so far from him?\Amami-san, you live around here?\Yes. response:	And he's walking really slowly today.
context: Y-Yes.\Good luck, Yukika-chan.\I hope you can get through to him.\Huh?\Why is she so far from him?\Amami-san, you live around here?\Yes.\And he's walking really slowly today. response:	I'm going to take the train from here.
context: Good luck, Yukika-chan.\I hope you can get through to him.\Huh?\Why is she so far from him?\Amami-san, you live around here?\Yes.\And he's walking really slowly today.\I'm going to take the train from here. response:	What about you, Amami-san?
context: I hope you can get through to him.\Huh?\Why is she so far from him?\Amami-san, you live around here?\Yes.\And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san? response:	No...
context: Huh?\Why is she so far from him?\Amami-san, you live around here?\Yes.\And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san?\No... response:	Okay, see you later.
context: Why is she so far from him?\Amami-san, you live around here?\Yes.\And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san?\No...\Okay, see you later. response:	Yes.
context: Amami-san, you live around here?\Yes.\And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san?\No...\Okay, see you later.\Yes. response:	Hey, weren't you going to have him learn who you are?
context: Yes.\And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san?\No...\Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are? response:	Being right next to him, I could barely remember to breathe.
context: And he's walking really slowly today.\I'm going to take the train from here.\What about you, Amami-san?\No...\Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe. response:	Sunakawa-kun was...
context: I'm going to take the train from here.\What about you, Amami-san?\No...\Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was... response:	The Sunakawa-kun was talking to me!
context: What about you, Amami-san?\No...\Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me! response:	Sunakawa
