context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: And here I thought he was a little cute, too!\Well, I guess the only thing I can do now is wait until this all blows over.\What the heck? Are they actually staking out my place?\There he is! That's Reigen Arataka!\Shit!\Don't run away!\Wait!\What was that so-called exorcism you performed on that show? response:	Don't you think you need to explain yourself?
context: Well, I guess the only thing I can do now is wait until this all blows over.\What the heck? Are they actually staking out my place?\There he is! That's Reigen Arataka!\Shit!\Don't run away!\Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself? response:	You could at least give us some answers!
context: What the heck? Are they actually staking out my place?\There he is! That's Reigen Arataka!\Shit!\Don't run away!\Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers! response:	Are you off today?
context: There he is! That's Reigen Arataka!\Shit!\Don't run away!\Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today? response:	The people aren't going to be satisfied with this!
context: Shit!\Don't run away!\Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this! response:	Everyone has their eye on you!
context: Don't run away!\Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you! response:	Yeah!
context: Wait!\What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah! response:	You can't run from this!
context: What was that so-called exorcism you performed on that show?\Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah!\You can't run from this! response:	A press conference!
context: Don't you think you need to explain yourself?\You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah!\You can't run from this!\A press conference! response:	How about holding a press conference?
context: You could at least give us some answers!\Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah!\You can't run from this!\A press conference!\How about holding a press conference? response:	Huh?
context: Are you off today?\The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah!\You can't run from this!\A press conference!\How about holding a press conference?\Huh? response:	A press conference?
context: The people aren't going to be satisfied with this!\Everyone has their eye on you!\Yeah!\You can't run from this!\A press conference!\How about holding a press conference?\Huh?\A press conference? response:	Reigen Arataka, the man who's garnered attention
context: Everyone has their eye on you!\Yeah!\You can't run from this!\A press conference!\How about holding a press conference?\Huh?\A press conference?\Reigen Arataka, the man who's garnered attention response:	for allegedly conning people with psychic scams,
context: Yeah!\You can't run from this!\A press conference!\How about holding a press conference?\Huh?\A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams, response:	announced that he will be holding a press conference tomorrow.
context: You can't run from this!\A press conference!\How about holding a press conference?\Huh?\A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow. response:	We believe the subjects that will be discussed will include
context: A press conference!\How about holding a press conference?\Huh?\A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include response:	Alleged Psychic Scammer
context: How about holding a press conference?\Huh?\A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer response:	Plans to Hold a Press Conference
context: Huh?\A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference response:	Reigen Arataka
context: A press conference?\Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka response:	if his previous activities were indeed illegal,
context: Reigen Arataka, the man who's garnered attention\for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal, response:	and if he actually even possesses spiritual powers.
context: for allegedly conning people with psychic scams,\announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers. response:	That's...
context: announced that he will be holding a press conference tomorrow.\We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's... response:	To Arataka From Mom
context: We believe the subjects that will be discussed will include\Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom response:	I'll show you a top secret way to...
context: Alleged Psychic Scammer\Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom\I'll show you a top secret way to... response:	You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.
context: Plans to Hold a Press Conference\Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side. response:	Apology
context: Reigen Arataka\if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology response:	Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)
context: if his previous activities were indeed illegal,\and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.) response:	(1 day ago)
context: and if he actually even possesses spiritual powers.\That's...\To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago) response:	Man... It'll be morning soon.
context: That's...\To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon. response:	Mob Psycho
context: To Arataka From Mom\I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon.\Mob Psycho response:	Mob Psycho
context: I'll show you a top secret way to...\You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon.\Mob Psycho\Mob Psycho response:	He's here!
context: You seem to be in a lot of trouble. I prepared an apology for you to say at the press conference, so if you get in trouble, just read that. Learn your lesson from this, quit this scamming business, and get a real job. I know your dad doesn't say it much, but he's worried about you. You should come home. You haven't been home lately at all. This is the perfect opportunity for us to all have a family meeting. I'm on your side.\Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon.\Mob Psycho\Mob Psycho\He's here! response:	Reigen has appeared!
context: Apology\Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon.\Mob Psycho\Mob Psycho\He's here!\Reigen has appeared! response:	Damn, that's bright.
context: Thank you all for gathering here today. I'm sorry that you all had to take the time to show up today over my own personal actions. First of all, I'd like to apologize to all the people I've troubled, as well as to all of their friends and family members I may have burdened. I'd like to take this opportunity to formally apologize to everyone. I'm so terribly sorry for everything I've done. (Now, bow. Hold for 2 minutes.)\(1 day ago)\Man... It'll be morning soon.\Mob Psycho\Mob Psycho\He's here!\Reigen has appeared!\Damn, that's bright. response:	Shit.
context: (1 day ago)\Man... It'll be morning soon.\Mob Psycho\Mob Psycho\He's here!\Reigen has appeared!\Damn, that's bright.\Shit. response:	I thought I'd have a chance if we were just going to argue,
context: Man... It'll be morning soon.\Mob Psycho\Mob Psycho\He's here!\Reigen has appeared!\Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue, response:	but now my head's completely blank.
context: Mob Psycho\Mob Psycho\He's here!\Reigen has appeared!\Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank. response:	Calm down.
context: Mob Psycho\He's here!\Reigen has appeared!\Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down. response:	First, you need to get the reporters to have a good impression of you.
context: He's here!\Reigen has appeared!\Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you. response:	F-First, I'd like to thank you all for gathering...
context: Reigen has appeared!\Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering... response:	Why did you all gather here today, anyway?
context: Damn, that's bright.\Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway? response:	It's pretty common to suddenly get tired of all this shit at the last minute.
context: Shit.\I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute. response:	What's with that attitude?!
context: I thought I'd have a chance if we were just going to argue,\but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?! response:	What?!
context: but now my head's completely blank.\Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?! response:	Are you mocking us?!
context: Calm down.\First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?!\Are you mocking us?! response:	You're the one who said you'd hold a press conference!
context: First, you need to get the reporters to have a good impression of you.\F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?!\Are you mocking us?!\You're the one who said you'd hold a press conference! response:	That's because you guys kept stalking me to my house.
context: F-First, I'd like to thank you all for gathering...\Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?!\Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house. response:	You basically made me hold this thing.
context: Why did you all gather here today, anyway?\It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?!\Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing. response:	I have a few questions regarding the fraudulent acts you've committed.
context: It's pretty common to suddenly get tired of all this shit at the last minute.\What's with that attitude?!\What?!\Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed. response:	Hang on a sec.
context: What's with that attitude?!\What?!\Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec. response:	By fraudulent acts, are you referring to my business?
context: What?!\Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business? response:	Is there anyone here that can actually prove I don't have any spiritual powers?
context: Are you mocking us?!\You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers? response:	Or maybe any victims who can prove they've been scammed?
context: You're the one who said you'd hold a press conference!\That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed? response:	There are a lot of people who've reported that they've been scammed
context: That's because you guys kept stalking me to my house.\You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed response:	Right. Self-proclaimed victims.
context: You basically made me hold this thing.\I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims. response:	Why are you saying it like that?!
context: I have a few questions regarding the fraudulent acts you've committed.\Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?! response:	Because it hasn't been proven.
context: Hang on a sec.\By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven. response:	Unless and until they are, I can still call myself a psychic.
context: By fraudulent acts, are you referring to my business?\Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic. response:	I'm not a criminal.
context: Is there anyone here that can actually prove I don't have any spiritual powers?\Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal. response:	I'd be careful with how you phrase things if I were you.
context: Or maybe any victims who can prove they've been scammed?\There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you. response:	All right, I have a question.
context: There are a lot of people who've reported that they've been scammed\Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question. response:	Go ahead.
context: Right. Self-proclaimed victims.\Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead. response:	Do you actually have spiritual powers?
context: Why are you saying it like that?!\Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead.\Do you actually have spiritual powers? response:	No comment.
context: Because it hasn't been proven.\Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead.\Do you actually have spiritual powers?\No comment. response:	Recording
context: Unless and until they are, I can still call myself a psychic.\I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead.\Do you actually have spiritual powers?\No comment.\Recording response:	Why won't you answer?
context: I'm not a criminal.\I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead.\Do you actually have spiritual powers?\No comment.\Recording\Why won't you answer? response:	Because you won't be satisfied unless I say no.
context: I'd be careful with how you phrase things if I were you.\All right, I have a question.\Go ahead.\Do you actually have spiritual powers?\No comment.\Recording\Why won't you answer?\Because you won't be satisfied unless I say no. response:	I can't prove that I have spiritual powers since you all lack them yourselves.
context: All right, I have a question.\Go ahead.\Do you actually have spiritual powers?\No comment.\Recording\Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves. response:	Are you really going to try to talk your way out of this?
context: Go ahead.\Do you actually have spiritual powers?\No comment.\Recording\Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this? response:	Judging from the broadcast the other day,
context: Do you actually have spiritual powers?\No comment.\Recording\Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day, response:	you do seem like you're excellent at ad-libbing.
context: No comment.\Recording\Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing. response:	Tch.
context: Recording\Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch. response:	Oh? Did you just click your tongue?
context: Why won't you answer?\Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue? response:	No, I was just testing the mics.
context: Because you won't be satisfied unless I say no.\I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics. response:	Potato Chips
context: I can't prove that I have spiritual powers since you all lack them yourselves.\Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips response:	Cola
context: Are you really going to try to talk your way out of this?\Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips\Cola response:	Uh-oh, now he's copping an attitude.
context: Judging from the broadcast the other day,\you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips\Cola\Uh-oh, now he's copping an attitude. response:	This guy's finished.
context: you do seem like you're excellent at ad-libbing.\Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips\Cola\Uh-oh, now he's copping an attitude.\This guy's finished. response:	TekeTekeFanClub@gakkokaidan 7 minutes ago
context: Tch.\Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips\Cola\Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago response:	Mic test PressConference
context: Oh? Did you just click your tongue?\No, I was just testing the mics.\Potato Chips\Cola\Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference response:	Press Conference
context: No, I was just testing the mics.\Potato Chips\Cola\Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference response:	Popular All tweets Users Pictures Videos News
context: Potato Chips\Cola\Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News response:	When did you start this psychic business of yours?
context: Cola\Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours? response:	Level of sorry: 0 What's the criminal getting all pissy for? PressConference
context: Uh-oh, now he's copping an attitude.\This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference response:	Mic test PressConference
context: This guy's finished.\TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference response:	IDrinkPufferfish@usotsuki_usouso 20 seconds ago
context: TekeTekeFanClub@gakkokaidan 7 minutes ago\Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago response:	About four years ago.
context: Mic test PressConference\Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago. response:	What were you doing prior to that?
context: Press Conference\Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that? response:	I worked at some company.
context: Popular All tweets Users Pictures Videos News\When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that?\I worked at some company. response:	Did that company have anything to do with psychics?
context: When did you start this psychic business of yours?\Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics? response:	No, not at all.
context: Level of sorry: 0 What's the criminal getting all pissy for? PressConference\Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics?\No, not at all. response:	He's actually answering the questions.
context: Mic test PressConference\IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions. response:	What kind of problems did people come to you with?
context: IDrinkPufferfish@usotsuki_usouso 20 seconds ago\About four years ago.\What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with? response:	Stiff shoulders, spirit photos, and stuff.
context: About four years ago.\What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff. response:	Did they see any results?
context: What were you doing prior to that?\I worked at some company.\Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results? response:	Those cases have been solved.
context: I worked at some company.\Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved. response:	Any particular case that stands out?
context: Did that company have anything to do with psychics?\No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved.\Any particular case that stands out? response:	Getting rid of some urban legends.
context: No, not at all.\He's actually answering the questions.\What kind of problems did people come to you with?\Stiff shoulders, spirit photos, and stuff.\Did they see any results?\Those cases have been solved.\Any particular case that stands out?\Getting rid of some urban legends. response:	Have you ever had any conflicts with your clients?
