context: Akaashi... response:	Don't toss to me anymore!
context: I definitely don't want them surrounding me.\I'd rather have them surround me.\How much are you going to eat?\The third-years in Karasuno all seem pretty mature.\Our Fukurodani managers are already top tier,\but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue. response:	Our ace is weak-willed, though.
context: I'd rather have them surround me.\How much are you going to eat?\The third-years in Karasuno all seem pretty mature.\Our Fukurodani managers are already top tier,\but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue.\Our ace is weak-willed, though. response:	What? Really?
context: How much are you going to eat?\The third-years in Karasuno all seem pretty mature.\Our Fukurodani managers are already top tier,\but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue.\Our ace is weak-willed, though.\What? Really? response:	Even though he looks that scary?
context: The third-years in Karasuno all seem pretty mature.\Our Fukurodani managers are already top tier,\but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue.\Our ace is weak-willed, though.\What? Really?\Even though he looks that scary? response:	Though I think that's still better than our simpleton ace...
context: Our Fukurodani managers are already top tier,\but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue.\Our ace is weak-willed, though.\What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace... response:	What?!
context: but combined with the Karasuno managers, they've gone up even higher!\What do you think?\I cannot argue.\Our ace is weak-willed, though.\What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?! response:	You're in the nation's top five?!
context: What do you think?\I cannot argue.\Our ace is weak-willed, though.\What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?! response:	That's awesome!
context: I cannot argue.\Our ace is weak-willed, though.\What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?!\That's awesome! response:	Right? Right?!
context: Our ace is weak-willed, though.\What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?!\That's awesome!\Right? Right?! response:	But Ushiwaka's from your area, and he's in the top three.
context: What? Really?\Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?!\That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three. response:	Top three?!
context: Even though he looks that scary?\Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?!\That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?! response:	Hey! If you say that, it knocks me down!
context: Though I think that's still better than our simpleton ace...\What?!\You're in the nation's top five?!\That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down! response:	Top three means there's two others, right?
context: What?!\You're in the nation's top five?!\That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right? response:	Ushiwaka from the Tohoku region,
context: You're in the nation's top five?!\That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region, response:	Kiryu from Kyushu,
context: That's awesome!\Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu, response:	and Sakusa from Kanto.
context: Right? Right?!\But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto. response:	They are this year's top three high school aces.
context: But Ushiwaka's from your area, and he's in the top three.\Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces. response:	Ooh...
context: Top three?!\Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh... response:	Of course, one of them had to be in Miyagi.
context: Hey! If you say that, it knocks me down!\Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi. response:	Hey, Tsukki!
context: Top three means there's two others, right?\Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki! response:	You've been practicing with my spikes,
context: Ushiwaka from the Tohoku region,\Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes, response:	so you're not allowed to freak out about Ushiwaka!
context: Kiryu from Kyushu,\and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka! response:	Could you please not call me Tsukki?
context: and Sakusa from Kanto.\They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki? response:	But just because the aces are the top three,
context: They are this year's top three high school aces.\Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three, response:	doesn't mean that their teams are, as well.
context: Ooh...\Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well. response:	Yeah! Yeah!
context: Of course, one of them had to be in Miyagi.\Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah! response:	Though Itachiyama where Sakusa plays is the top pick to win nationals.
context: Hey, Tsukki!\You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals. response:	Then...
context: You've been practicing with my spikes,\so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then... response:	You talk big, for being the top two for sucking.
context: so you're not allowed to freak out about Ushiwaka!\Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking. response:	Hinata must be number one.
context: Could you please not call me Tsukki?\But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking.\Hinata must be number one. response:	Kenma said that my serves and receives were better!
context: But just because the aces are the top three,\doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better! response:	D'oh!
context: doesn't mean that their teams are, as well.\Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh! response:	Nekomata-sensei.
context: Yeah! Yeah!\Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei. response:	Again, thank you very much for inviting us.
context: Though Itachiyama where Sakusa plays is the top pick to win nationals.\Then...\You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us. response:	You never could stop my spikes, Tsukki!
context: Then...\You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki! response:	It appears their change happened because we came here.
context: You talk big, for being the top two for sucking.\Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here. response:	No, no. It looks like we got some good motivation,
context: Hinata must be number one.\Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation, response:	Lev, you got a cat out of a tree?
context: Kenma said that my serves and receives were better!\D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree? response:	Kenma-san's arms were too short to reach.
context: D'oh!\Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach. response:	so it goes both ways.
context: Nekomata-sensei.\Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways. response:	In six months, none of these teams will be the same.
context: Again, thank you very much for inviting us.\You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same. response:	They'll be new teams with different members.
context: You never could stop my spikes, Tsukki!\It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members. response:	Man, I'm stuffed!
context: It appears their change happened because we came here.\No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed! response:	They don't know of any matches without regrets...
context: No, no. It looks like we got some good motivation,\Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets... response:	Ah, so the prelims are later in Tokyo...
context: Lev, you got a cat out of a tree?\Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo... response:	Well, we have a lot of schools.
context: Kenma-san's arms were too short to reach.\so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools. response:	Well, I don't, at least.
context: so it goes both ways.\In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least. response:	But all I can do is hope that they get to play without any regrets,
context: In six months, none of these teams will be the same.\They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets, response:	and I'll do my best so they're able to do that.
context: They'll be new teams with different members.\Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that. response:	Right.
context: Man, I'm stuffed!\They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right. response:	I hate being weak, but...
context: They don't know of any matches without regrets...\Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right.\I hate being weak, but... response:	Huh?
context: Ah, so the prelims are later in Tokyo...\Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right.\I hate being weak, but...\Huh? response:	Knowing that there are so many players better than me...
context: Well, we have a lot of schools.\Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right.\I hate being weak, but...\Huh?\Knowing that there are so many players better than me... response:	Well, see ya next time.
context: Well, I don't, at least.\But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right.\I hate being weak, but...\Huh?\Knowing that there are so many players better than me...\Well, see ya next time. response:	Yeah, see you next time.
context: But all I can do is hope that they get to play without any regrets,\and I'll do my best so they're able to do that.\Right.\I hate being weak, but...\Huh?\Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time. response:	The summer vacation training camp away games...
context: and I'll do my best so they're able to do that.\Right.\I hate being weak, but...\Huh?\Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games... response:	Haikyu!!
context: Right.\I hate being weak, but...\Huh?\Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!! response:	Haikyu!!
context: I hate being weak, but...\Huh?\Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!!\Haikyu!! response:	The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup
context: Huh?\Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup response:	If we can win twice at the prelims tomorrow,
context: Knowing that there are so many players better than me...\Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow, response:	we'll go to the qualifiers in October to decide the representative team.
context: Well, see ya next time.\Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team. response:	The eight schools that make it through the first prelims
context: Yeah, see you next time.\The summer vacation training camp away games...\Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims response:	will be joined by eight more powerhouse schools,
context: The summer vacation training camp away games...\Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools, response:	and they'll play the tournament that decides the representative team in October.
context: Haikyu!!\Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October. response:	There are only two games in the first prelims?
context: Haikyu!!\The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims? response:	We were able to make it into the top sixteen at the Inter-High,
context: The Japanese National High School Volleyball Tournament Miyagi Prefecture Qualifier First Preliminaries (Boys) Lineup\If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High, response:	so we're exempt from the first games.
context: If we can win twice at the prelims tomorrow,\we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games. response:	Wow! We're awesome!
context: we'll go to the qualifiers in October to decide the representative team.\The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome! response:	All right! Let's start our calisthenics!
context: The eight schools that make it through the first prelims\will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics! response:	S-S-So we're finally playing o-official matches...
context: will be joined by eight more powerhouse schools,\and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches... response:	Right!
context: and they'll play the tournament that decides the representative team in October.\There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right! response:	I-I'm getting nervous...
context: There are only two games in the first prelims?\We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous... response:	One, two, three, four...
context: We were able to make it into the top sixteen at the Inter-High,\so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous...\One, two, three, four... response:	Well, it is your first tournament, isn't it, Hitoka-chan?
context: so we're exempt from the first games.\Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan? response:	Five, six, seven, eight...
context: Wow! We're awesome!\All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight... response:	Yup.
context: All right! Let's start our calisthenics!\S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup. response:	One, two, three, four...
context: S-S-So we're finally playing o-official matches...\Right!\I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup.\One, two, three, four... response:	Well, for us...
context: Right!\I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup.\One, two, three, four...\Well, for us... response:	Five, six, seven, eight...
context: I-I'm getting nervous...\One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup.\One, two, three, four...\Well, for us...\Five, six, seven, eight... response:	It's our last.
context: One, two, three, four...\Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup.\One, two, three, four...\Well, for us...\Five, six, seven, eight...\It's our last. response:	One, two, three, four...
context: Well, it is your first tournament, isn't it, Hitoka-chan?\Five, six, seven, eight...\Yup.\One, two, three, four...\Well, for us...\Five, six, seven, eight...\It's our last.\One, two, three, four... response:	Five, six, seven, eight...
context: Five, six, seven, eight...\Yup.\One, two, three, four...\Well, for us...\Five, six, seven, eight...\It's our last.\One, two, three, four...\Five, six, seven, eight... response:	Sorry, sorry! Don't get all teary-eyed.
context: Yup.\One, two, three, four...\Well, for us...\Five, six, seven, eight...\It's our last.\One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed. response:	I-I'm not! A mosquito just flew into my eye!
context: One, two, three, four...\Well, for us...\Five, six, seven, eight...\It's our last.\One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye! response:	A mosquito?!
context: Well, for us...\Five, six, seven, eight...\It's our last.\One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?! response:	Bring it!
context: Five, six, seven, eight...\It's our last.\One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it! response:	Don't hit to the libero, don't hit to the libero...
context: It's our last.\One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero... response:	Don't hit to the libero...
context: One, two, three, four...\Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero... response:	Why is it whenever I think that, that's exactly where it goes?
context: Five, six, seven, eight...\Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes? response:	Yamaguchi, nice serve!
context: Sorry, sorry! Don't get all teary-eyed.\I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve! response:	It was hard to get!
context: I-I'm not! A mosquito just flew into my eye!\A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get! response:	Oh, right...
context: A mosquito?!\Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get!\Oh, right... response:	He totally got it, though.
context: Bring it!\Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get!\Oh, right...\He totally got it, though. response:	One more time!
context: Don't hit to the libero, don't hit to the libero...\Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get!\Oh, right...\He totally got it, though.\One more time! response:	What are you concentrating so hard on, Sensei?
context: Don't hit to the libero...\Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get!\Oh, right...\He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei? response:	Oh, Ukai-kun.
context: Why is it whenever I think that, that's exactly where it goes?\Yamaguchi, nice serve!\It was hard to get!\Oh, right...\He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun. response:	Well... our first-years are amazing,
context: Yamaguchi, nice serve!\It was hard to get!\Oh, right...\He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing, response:	but I was just thinking there are so many other amazing first-years...
context: It was hard to get!\Oh, right...\He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years... response:	Yeah.
context: Oh, right...\He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah. response:	Kakugawa Academy
context: He totally got it, though.\One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy response:	That guy, huh?
context: One more time!\What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy\That guy, huh? response:	Yeah...
context: What are you concentrating so hard on, Sensei?\Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy\That guy, huh?\Yeah... response:	I'm home.
context: Oh, Ukai-kun.\Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy\That guy, huh?\Yeah...\I'm home. response:	Whoa, Kei.
context: Well... our first-years are amazing,\but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy\That guy, huh?\Yeah...\I'm home.\Whoa, Kei. response:	You grew even taller.
context: but I was just thinking there are so many other amazing first-years...\Yeah.\Kakugawa Academy\That guy, huh?\Yeah...\I'm home.\Whoa, Kei.\You grew even taller. response:	You totally passed me a long time ago.
context: Yeah.\Kakugawa Academy\That guy, huh?\Yeah...\I'm home.\Whoa, Kei.\You grew even taller.\You totally passed me a long time ago. response:	Ni-chan.
context: Kakugawa Academy\That guy, huh?\Yeah...\I'm home.\Whoa, Kei.\You grew even taller.\You totally passed me a long time ago.\Ni-chan. response:	Hey, it's been a while.
context: That guy, huh?\Yeah...\I'm home.\Whoa, Kei.\You grew even taller.\You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while. response:	It's been so long since I've talked to you.
context: Yeah...\I'm home.\Whoa, Kei.\You grew even taller.\You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you. response:	Has it?
context: I'm home.\Whoa, Kei.\You grew even taller.\You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you.\Has it? response:	Even when I come home, other than when we're eating,
context: Whoa, Kei.\You grew even taller.\You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating, response:	you just stay in your room.
context: You grew even taller.\You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating,\you just stay in your room. response:	Do I?
context: You totally passed me a long time ago.\Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating,\you just stay in your room.\Do I? response:	Your expression has changed a bit.
context: Ni-chan.\Hey, it's been a while.\It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating,\you just stay in your room.\Do I?\Your expression has changed a bit. response:	You went to the away games, right? Was it a rough trip?
context: Hey, it's been a while.\It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating,\you just stay in your room.\Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip? response:	I-It was normal...
context: It's been so long since I've talked to you.\Has it?\Even when I come home, other than when we're eating,\you just stay in your room.\Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal... response:	You've got rough written all over your face!
