context: Otani... response:	Sorry.
context: The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this? response:	Otani's new girlfriend?
context: Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this?\Otani's new girlfriend? response:	Seriously?
context: Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this?\Otani's new girlfriend?\Seriously? response:	Uh, n-no. I mean...
context: So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this?\Otani's new girlfriend?\Seriously?\Uh, n-no. I mean... response:	She's just an amazon who's in the same class as me.
context: Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this?\Otani's new girlfriend?\Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me. response:	So she's not your girlfriend?
context: And you, don't look so obviously happy about it.\So she's not coming?\What's this? What's this?\Otani's new girlfriend?\Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend? response:	She doesn't look like she would be, huh.
context: So she's not coming?\What's this? What's this?\Otani's new girlfriend?\Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh. response:	Oww! That hurt!
context: What's this? What's this?\Otani's new girlfriend?\Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt! response:	Couldn't you have phrased that better?
context: Otani's new girlfriend?\Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better? response:	Don't you have a sense of kindness or compassion?
context: Seriously?\Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion? response:	It's not like I said anything wrong!
context: Uh, n-no. I mean...\She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong! response:	You didn't say anything right, you microbe.
context: She's just an amazon who's in the same class as me.\So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe. response:	Good grief!
context: So she's not your girlfriend?\She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief! response:	You didn't bare your chest. You bared your ass!
context: She doesn't look like she would be, huh.\Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass! response:	But...
context: Oww! That hurt!\Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass!\But... response:	Anyway, how is this a Christmas party?
context: Couldn't you have phrased that better?\Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party? response:	Apparently we'll be having a cake later.
context: Don't you have a sense of kindness or compassion?\It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later. response:	Ah, I see.
context: It's not like I said anything wrong!\You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see. response:	Time for a break.
context: You didn't say anything right, you microbe.\Good grief!\You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see.\Time for a break. response:	The sweaty look doesn't suit you at all, darling.
context: Good grief!\You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling. response:	Why don't you guys join in too?
context: You didn't bare your chest. You bared your ass!\But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too? response:	I didn't bring my sneakers.
context: But...\Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers. response:	I can't play basketball.
context: Anyway, how is this a Christmas party?\Apparently we'll be having a cake later.\Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball. response:	So why couldn't Kanzaki make it?
context: Apparently we'll be having a cake later.\Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it? response:	She said something came up.
context: Ah, I see.\Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up. response:	And we were going to go to all that effort to get her and Otani back together too...
context: Time for a break.\The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too... response:	But doesn't she have a boyfriend?
context: The sweaty look doesn't suit you at all, darling.\Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend? response:	We could have just passed that off as a thing of the past...
context: Why don't you guys join in too?\I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past... response:	Th-That was close.
context: I didn't bring my sneakers.\I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close. response:	Otani liked Kanzaki-san a lot, after all.
context: I can't play basketball.\So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all. response:	It was like he died after they broke up.
context: So why couldn't Kanzaki make it?\She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up. response:	It really damaged him.
context: She said something came up.\And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him. response:	It was difficult to watch.
context: And we were going to go to all that effort to get her and Otani back together too...\But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him.\It was difficult to watch. response:	I never heard about this.
context: But doesn't she have a boyfriend?\We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him.\It was difficult to watch.\I never heard about this. response:	I thought that it would bother Koizumi-san if I mentioned it.
context: We could have just passed that off as a thing of the past...\Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him.\It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it. response:	Risa...
context: Th-That was close.\Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him.\It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa... response:	Hey, what were Otani and Kanzaki-san like as a couple?
context: Otani liked Kanzaki-san a lot, after all.\It was like he died after they broke up.\It really damaged him.\It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple? response:	What were they like?
context: It was like he died after they broke up.\It really damaged him.\It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like? response:	Well, Otani was head over heels in love.
context: It really damaged him.\It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love. response:	Before they started going out, he'd get so nervous he could barely speak around her.
context: It was difficult to watch.\I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her. response:	So we thought it would be funny to lock the two of them in the storeroom together.
context: I never heard about this.\I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together. response:	After they got out, they started going out.
context: I thought that it would bother Koizumi-san if I mentioned it.\Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out. response:	Who knows what happened in there.
context: Risa...\Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there. response:	I wonder what could have happened...
context: Hey, what were Otani and Kanzaki-san like as a couple?\What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened... response:	Wh-Wh-What happened?!
context: What were they like?\Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?! response:	That's payback for before.
context: Well, Otani was head over heels in love.\Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before. response:	And you two, how long are you planning on drawing out that break for?
context: Before they started going out, he'd get so nervous he could barely speak around her.\So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for? response:	Gossiping again, were you?
context: So we thought it would be funny to lock the two of them in the storeroom together.\After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you? response:	We were not!
context: After they got out, they started going out.\Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not! response:	You worry too much.
context: Who knows what happened in there.\I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not!\You worry too much. response:	In front of someone he likes, he gets so nervous he can barely speak...
context: I wonder what could have happened...\Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak... response:	Risa...
context: Wh-Wh-What happened?!\That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa... response:	I hate Christmas!
context: That's payback for before.\And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas! response:	Wait! What about your chest?! Your chest!
context: And you two, how long are you planning on drawing out that break for?\Gossiping again, were you?\We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas!\Wait! What about your chest?! Your chest! response:	I've had enough already!
context: Gossiping again, were you?\We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already! response:	What's that girl doing?
context: We were not!\You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing? response:	Hey, Otani, are you interested in that girl?
context: You worry too much.\In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl? response:	Why do you ask?
context: In front of someone he likes, he gets so nervous he can barely speak...\Risa...\I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask? response:	Well, she doesn't seem your type at all, but...
context: Risa...\I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but... response:	Fun, huh?
context: I hate Christmas!\Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh? response:	It's rare to find a girl as fun as her.
context: Wait! What about your chest?! Your chest!\I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her. response:	Oh, so you kinda like her then?
context: I've had enough already!\What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then? response:	Remember the chest! Reconsider, Risa! Reconsider!
context: What's that girl doing?\Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider! response:	I dunno.
context: Hey, Otani, are you interested in that girl?\Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno. response:	Listen up. You bring Otani-kun and...
context: Why do you ask?\Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and... response:	Okay. I'll get everyone to help.
context: Well, she doesn't seem your type at all, but...\Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help. response:	Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.
context: Fun, huh?\It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside. response:	Ah, Okay.
context: It's rare to find a girl as fun as her.\Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay. response:	Oh, before that, could you put this ball back in the storeroom?
context: Oh, so you kinda like her then?\Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom? response:	Why me?
context: Remember the chest! Reconsider, Risa! Reconsider!\I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me? response:	Just go, just go.
context: I dunno.\Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go. response:	Here's the ball.
context: Listen up. You bring Otani-kun and...\Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go.\Here's the ball. response:	Ah. Toss it over.
context: Okay. I'll get everyone to help.\Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go.\Here's the ball.\Ah. Toss it over. response:	Hey, was that a click just now?
context: Risa, we'll get yelled at if we eat cake in here, so we're going to eat outside.\Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go.\Here's the ball.\Ah. Toss it over.\Hey, was that a click just now? response:	I can't open it.
context: Ah, Okay.\Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go.\Here's the ball.\Ah. Toss it over.\Hey, was that a click just now?\I can't open it. response:	Yo, this is for real. You got mail.
context: Oh, before that, could you put this ball back in the storeroom?\Why me?\Just go, just go.\Here's the ball.\Ah. Toss it over.\Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail. response:	Bare your chest!
context: Why me?\Just go, just go.\Here's the ball.\Ah. Toss it over.\Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail.\Bare your chest! response:	We'll come and open the door later. Do your best!
context: Just go, just go.\Here's the ball.\Ah. Toss it over.\Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best! response:	Why...
context: Here's the ball.\Ah. Toss it over.\Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best!\Why... response:	Who was it?
context: Ah. Toss it over.\Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best!\Why...\Who was it? response:	Nobu-chan.
context: Hey, was that a click just now?\I can't open it.\Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best!\Why...\Who was it?\Nobu-chan. response:	What'd she say?
context: I can't open it.\Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best!\Why...\Who was it?\Nobu-chan.\What'd she say? response:	She told me to bare my chest.
context: Yo, this is for real. You got mail.\Bare your chest!\We'll come and open the door later. Do your best!\Why...\Who was it?\Nobu-chan.\What'd she say?\She told me to bare my chest. response:	Hey! Don't expose such a dangerous area.
context: Bare your chest!\We'll come and open the door later. Do your best!\Why...\Who was it?\Nobu-chan.\What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area. response:	Ah. They got us.
context: We'll come and open the door later. Do your best!\Why...\Who was it?\Nobu-chan.\What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us. response:	Oh well.
context: Why...\Who was it?\Nobu-chan.\What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well. response:	Oh well?
context: Who was it?\Nobu-chan.\What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well.\Oh well? response:	Hey, Otani...
context: Nobu-chan.\What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well.\Oh well?\Hey, Otani... response:	H-H-H-How do you know about that?!
context: What'd she say?\She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well.\Oh well?\Hey, Otani...\H-H-H-How do you know about that?! response:	I just heard about it.
context: She told me to bare my chest.\Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well.\Oh well?\Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it. response:	Who told you?! I'll kill them!
context: Hey! Don't expose such a dangerous area.\Ah. They got us.\Oh well.\Oh well?\Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them! response:	What did you two do?
context: Ah. They got us.\Oh well.\Oh well?\Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them!\What did you two do? response:	What? What do you mean?
context: Oh well.\Oh well?\Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them!\What did you two do?\What? What do you mean? response:	What did you two do?
context: Oh well?\Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them!\What did you two do?\What? What do you mean?\What did you two do? response:	In this dark room, all alone with Kanzaki-san, what did you do?
context: Hey, Otani...\H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them!\What did you two do?\What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do? response:	Nothing at all, you idiot! We just talked!
context: H-H-H-How do you know about that?!\I just heard about it.\Who told you?! I'll kill them!\What did you two do?\What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked! response:	Considering you were so nervous you couldn't even talk straight,
context: I just heard about it.\Who told you?! I'll kill them!\What did you two do?\What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight, response:	You even know that?!
context: Who told you?! I'll kill them!\What did you two do?\What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?! response:	Damn it, those guys are gonna pay!
context: What did you two do?\What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay! response:	Did you confess?
context: What? What do you mean?\What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay!\Did you confess? response:	Well, I guess it was something like that.
context: What did you two do?\In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that. response:	So you really liked her.
context: In this dark room, all alone with Kanzaki-san, what did you do?\Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that.\So you really liked her. response:	I already told you...
context: Nothing at all, you idiot! We just talked!\Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that.\So you really liked her.\I already told you... response:	I already told you, that was in the past.
context: Considering you were so nervous you couldn't even talk straight,\You even know that?!\Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that.\So you really liked her.\I already told you...\I already told you, that was in the past. response:	I know.
context: You even know that?!\Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that.\So you really liked her.\I already told you...\I already told you, that was in the past.\I know. response:	That's not it.
context: Damn it, those guys are gonna pay!\Did you confess?\Well, I guess it was something like that.\So you really liked her.\I already told you...\I already told you, that was in the past.\I know.\That's not it. response:	You sure have been crying a lot lately, Koizumi.
context: Did you confess?\Well, I guess it was something like that.\So you really liked her.\I already told you...\I already told you, that was in the past.\I know.\That's not it.\You sure have been crying a lot lately, Koizumi. response:	Who do you think is to blame for that?!
context: Well, I guess it was something like that.\So you really liked her.\I already told you...\I already told you, that was in the past.\I know.\That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?! response:	Huh? Me?!
context: So you really liked her.\I already told you...\I already told you, that was in the past.\I know.\That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?! response:	Don't look so genuinely surprised. Who else could it be?
context: I already told you...\I already told you, that was in the past.\I know.\That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be? response:	I see. I guess that's right.
context: I already told you, that was in the past.\I know.\That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right. response:	Geez, you idiot...
context: I know.\That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot... response:	Miracles can't happen to me.
context: That's not it.\You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me. response:	What's this?
context: You sure have been crying a lot lately, Koizumi.\Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me.\What's this? response:	A Christmas present.
context: Who do you think is to blame for that?!\Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me.\What's this?\A Christmas present. response:	Huh? For me?
context: Huh? Me?!\Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me.\What's this?\A Christmas present.\Huh? For me? response:	I brought it on a whim.
context: Don't look so genuinely surprised. Who else could it be?\I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me.\What's this?\A Christmas present.\Huh? For me?\I brought it on a whim. response:	It's pointless keeping it, so I'll give it to you.
context: I see. I guess that's right.\Geez, you idiot...\Miracles can't happen to me.\What's this?\A Christmas present.\Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you. response:	Oh, they're gloves! I've been wanting some.
context: Geez, you idiot...\Miracles can't happen to me.\What's this?\A Christmas present.\Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some. response:	Good for you.
context: Miracles can't happen to me.\What's this?\A Christmas present.\Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you. response:	But I didn't get anything for you.
context: What's this?\A Christmas present.\Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you. response:	I figured.
