context: I want to go back to that time again. response:	I want to be small again. Minami-kun...
context: Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you!\I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking. response:	Don't pull my ear.
context: You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you!\I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear. response:	Hey, my ear is about to get torn.
context: You two, stop it! You are going way overboard.\Hey you!\I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn. response:	Okay.
context: Hey you!\I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn.\Okay. response:	Grandma is not back yet.
context: I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn.\Okay.\Grandma is not back yet. response:	Oof.
context: Oh no... she found me.\- We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn.\Okay.\Grandma is not back yet.\Oof. response:	What's wrong with those two?
context: - We're going home. - Ouch, ouch.\You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn.\Okay.\Grandma is not back yet.\Oof.\What's wrong with those two? response:	Is it my fault?
context: You always sneak out when I am not looking.\Don't pull my ear.\Hey, my ear is about to get torn.\Okay.\Grandma is not back yet.\Oof.\What's wrong with those two?\Is it my fault? response:	Grandma is back. Oh no!
context: Don't pull my ear.\Hey, my ear is about to get torn.\Okay.\Grandma is not back yet.\Oof.\What's wrong with those two?\Is it my fault?\Grandma is back. Oh no! response:	Oh, no. Oh, no.
context: Hey, my ear is about to get torn.\Okay.\Grandma is not back yet.\Oof.\What's wrong with those two?\Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no. response:	It's not her?
context: Okay.\Grandma is not back yet.\Oof.\What's wrong with those two?\Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her? response:	Nobody is home.
context: Grandma is not back yet.\Oof.\What's wrong with those two?\Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her?\Nobody is home. response:	Eh?
context: Oof.\What's wrong with those two?\Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her?\Nobody is home.\Eh? response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: What's wrong with those two?\Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her?\Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	Actually, many people around here had their houses burglarized.
context: Is it my fault?\Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her?\Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized. response:	No way... A burglar?
context: Grandma is back. Oh no!\Oh, no. Oh, no.\It's not her?\Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar? response:	What should I do? I have to tell Minami-kun.
context: Oh, no. Oh, no.\It's not her?\Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun. response:	I am happy I can study with you today again.
context: It's not her?\Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again. response:	It can't be late though.
context: Nobody is home.\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though. response:	I know.
context: Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though.\I know. response:	Nomura... you are tall.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though.\I know.\Nomura... you are tall. response:	Eh?
context: Actually, many people around here had their houses burglarized.\No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though.\I know.\Nomura... you are tall.\Eh? response:	You like smaller girls better?
context: No way... A burglar?\What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though.\I know.\Nomura... you are tall.\Eh?\You like smaller girls better? response:	Eh? Well, no.
context: What should I do? I have to tell Minami-kun.\I am happy I can study with you today again.\It can't be late though.\I know.\Nomura... you are tall.\Eh?\You like smaller girls better?\Eh? Well, no. response:	But, with your height, a girl of my height would look good next to you, balance-wise.
context: I am happy I can study with you today again.\It can't be late though.\I know.\Nomura... you are tall.\Eh?\You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise. response:	Sayori-chan!?
context: It can't be late though.\I know.\Nomura... you are tall.\Eh?\You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!? response:	Masaya...
context: I know.\Nomura... you are tall.\Eh?\You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya... response:	Oh, my hand...
context: Nomura... you are tall.\Eh?\You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya...\Oh, my hand... response:	You were okay. I'm relieved.
context: Eh?\You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya...\Oh, my hand...\You were okay. I'm relieved. response:	I have been worried about you since I couldn't get in touch with you at all.
context: You like smaller girls better?\Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya...\Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all. response:	- You know him? - Who the hell are you?
context: Eh? Well, no.\But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya...\Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you? response:	Hey, stay away from my girlfriend, you brat.
context: But, with your height, a girl of my height would look good next to you, balance-wise.\Sayori-chan!?\Masaya...\Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat. response:	Stop it. We broke up, didn't we?
context: Sayori-chan!?\Masaya...\Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we? response:	I'm not convinced. Broke up?
context: Masaya...\Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up? response:	- We have been together - -Let go!
context: Oh, my hand...\You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go! response:	- for a long time- - Cut it out!
context: You were okay. I'm relieved.\I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out! response:	Oh? What's with you? Hey.
context: I have been worried about you since I couldn't get in touch with you at all.\- You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey. response:	Huh?
context: - You know him? - Who the hell are you?\Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh? response:	Ouch, ouch. What are you doing?
context: Hey, stay away from my girlfriend, you brat.\Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing? response:	What? I'm busy right now.
context: Stop it. We broke up, didn't we?\I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now. response:	Nobody's home. I'm here all by myself.
context: I'm not convinced. Broke up?\- We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself. response:	It couldn't be helped. Since you didn't come, I had to do it.
context: - We have been together - -Let go!\- for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it. response:	No way. I'm this close.
context: - for a long time- - Cut it out!\Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close. response:	I can't go home empty-handed.
context: Oh? What's with you? Hey.\Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed. response:	I'm okay. I can do it all by myself.
context: Huh?\Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself. response:	I'm saying I'm okay! See you.
context: Ouch, ouch. What are you doing?\What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you. response:	Give up already.
context: What? I'm busy right now.\Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already. response:	She hasn't gotten in touch with you because she wants to avoid you.
context: Nobody's home. I'm here all by myself.\It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you. response:	You should be old enough to realize that.
context: It couldn't be helped. Since you didn't come, I had to do it.\No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that. response:	She is avoiding me...?
context: No way. I'm this close.\I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...? response:	Is that right, Sayori-chan?
context: I can't go home empty-handed.\I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan? response:	I have a boyfriend now, so...
context: I'm okay. I can do it all by myself.\I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so... response:	I don't have time to play with you.
context: I'm saying I'm okay! See you.\Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you. response:	Is the boyfriend...
context: Give up already.\She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend... response:	That- that-
context: She hasn't gotten in touch with you because she wants to avoid you.\You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend...\That- that- response:	Yes.
context: You should be old enough to realize that.\She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend...\That- that-\Yes. response:	We promised to get married in the future as well.
context: She is avoiding me...?\Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend...\That- that-\Yes.\We promised to get married in the future as well. response:	Right, Minami-kun?
context: Is that right, Sayori-chan?\I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend...\That- that-\Yes.\We promised to get married in the future as well.\Right, Minami-kun? response:	What?
context: I have a boyfriend now, so...\I don't have time to play with you.\Is the boyfriend...\That- that-\Yes.\We promised to get married in the future as well.\Right, Minami-kun?\What? response:	Oh. Yeah.
context: I don't have time to play with you.\Is the boyfriend...\That- that-\Yes.\We promised to get married in the future as well.\Right, Minami-kun?\What?\Oh. Yeah. response:	If you follow her around again, I will report you as a stalker.
context: Is the boyfriend...\That- that-\Yes.\We promised to get married in the future as well.\Right, Minami-kun?\What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker. response:	Stalker?
context: That- that-\Yes.\We promised to get married in the future as well.\Right, Minami-kun?\What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker? response:	Don't kid me, you brat!
context: Yes.\We promised to get married in the future as well.\Right, Minami-kun?\What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat! response:	Hey!
context: We promised to get married in the future as well.\Right, Minami-kun?\What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat!\Hey! response:	You will regret this!
context: Right, Minami-kun?\What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat!\Hey!\You will regret this! response:	Give it back.
context: What?\Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat!\Hey!\You will regret this!\Give it back. response:	Oh, no. This is bad.
context: Oh. Yeah.\If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat!\Hey!\You will regret this!\Give it back.\Oh, no. This is bad. response:	A b-u-r-g-l-a-r
context: If you follow her around again, I will report you as a stalker.\Stalker?\Don't kid me, you brat!\Hey!\You will regret this!\Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r response:	Thank you for protecting me.
context: Stalker?\Don't kid me, you brat!\Hey!\You will regret this!\Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me. response:	I was so happy.
context: Don't kid me, you brat!\Hey!\You will regret this!\Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy. response:	Earlier,
context: Hey!\You will regret this!\Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy.\Earlier, response:	I said such a thing out of a whim.
context: You will regret this!\Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy.\Earlier,\I said such a thing out of a whim. response:	But I'm serious.
context: Give it back.\Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy.\Earlier,\I said such a thing out of a whim.\But I'm serious. response:	What?
context: Oh, no. This is bad.\A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy.\Earlier,\I said such a thing out of a whim.\But I'm serious.\What? response:	I am seriously thinking about my future with you...
context: A b-u-r-g-l-a-r\Thank you for protecting me.\I was so happy.\Earlier,\I said such a thing out of a whim.\But I'm serious.\What?\I am seriously thinking about my future with you... response:	Well, I'm willing if it is you.
context: Thank you for protecting me.\I was so happy.\Earlier,\I said such a thing out of a whim.\But I'm serious.\What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you. response:	Minami-kun,
context: I was so happy.\Earlier,\I said such a thing out of a whim.\But I'm serious.\What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun, response:	what do you think of me?
context: Earlier,\I said such a thing out of a whim.\But I'm serious.\What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun,\what do you think of me? response:	What do I think?
context: I said such a thing out of a whim.\But I'm serious.\What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun,\what do you think of me?\What do I think? response:	I don't care.
context: But I'm serious.\What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun,\what do you think of me?\What do I think?\I don't care. response:	Send!
context: What?\I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun,\what do you think of me?\What do I think?\I don't care.\Send! response:	Sorry. Wait a minute.
context: I am seriously thinking about my future with you...\Well, I'm willing if it is you.\Minami-kun,\what do you think of me?\What do I think?\I don't care.\Send!\Sorry. Wait a minute. response:	Oh, no. What shall I do?
context: Well, I'm willing if it is you.\Minami-kun,\what do you think of me?\What do I think?\I don't care.\Send!\Sorry. Wait a minute.\Oh, no. What shall I do? response:	What is it?
context: Minami-kun,\what do you think of me?\What do I think?\I don't care.\Send!\Sorry. Wait a minute.\Oh, no. What shall I do?\What is it? response:	Sorry. I have to go.
context: what do you think of me?\What do I think?\I don't care.\Send!\Sorry. Wait a minute.\Oh, no. What shall I do?\What is it?\Sorry. I have to go. response:	-Wait! Minami-kun! -Sorry!
context: What do I think?\I don't care.\Send!\Sorry. Wait a minute.\Oh, no. What shall I do?\What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry! response:	What is it?
context: I don't care.\Send!\Sorry. Wait a minute.\Oh, no. What shall I do?\What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it? response:	I am busy right now. I will talk to you later.
context: Send!\Sorry. Wait a minute.\Oh, no. What shall I do?\What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later. response:	What?
context: Sorry. Wait a minute.\Oh, no. What shall I do?\What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later.\What? response:	You are here?
context: Oh, no. What shall I do?\What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later.\What?\You are here? response:	Really?
context: What is it?\Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later.\What?\You are here?\Really? response:	I got a cramp. Ouch.
context: Sorry. I have to go.\-Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later.\What?\You are here?\Really?\I got a cramp. Ouch. response:	Hey. What are you doing?
context: -Wait! Minami-kun! -Sorry!\What is it?\I am busy right now. I will talk to you later.\What?\You are here?\Really?\I got a cramp. Ouch.\Hey. What are you doing? response:	- Why did you come? - Let's stop doing this.
context: What is it?\I am busy right now. I will talk to you later.\What?\You are here?\Really?\I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this. response:	- This kind of thing? - This kind of thing like a burglary.
context: I am busy right now. I will talk to you later.\What?\You are here?\Really?\I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary. response:	What?
context: What?\You are here?\Really?\I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What? response:	Her accomplice is here?
context: You are here?\Really?\I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here? response:	- I'm not doing this because I want to. - So, I'm telling you,
context: Really?\I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you, response:	I will do it right.
context: I got a cramp. Ouch.\Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right. response:	What do you mean?
context: Hey. What are you doing?\- Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean? response:	- See? You can't say anything. - Anyway,
context: - Why did you come? - Let's stop doing this.\- This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean?\- See? You can't say anything. - Anyway, response:	you are not in a normal condition now.
context: - This kind of thing? - This kind of thing like a burglary.\What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now. response:	Let's go home.
context: What?\Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home. response:	You are right.
context: Her accomplice is here?\- I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home.\You are right. response:	I'm not in a normal condition.
context: - I'm not doing this because I want to. - So, I'm telling you,\I will do it right.\What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home.\You are right.\I'm not in a normal condition. response:	But, who's fault is that?
context: I will do it right.\What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home.\You are right.\I'm not in a normal condition.\But, who's fault is that? response:	Your fault, isn't it?
context: What do you mean?\- See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home.\You are right.\I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it? response:	You swindler. It's your fault.
context: - See? You can't say anything. - Anyway,\you are not in a normal condition now.\Let's go home.\You are right.\I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault. response:	So, I'm telling you...
context: you are not in a normal condition now.\Let's go home.\You are right.\I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you... response:	A swindler?
context: Let's go home.\You are right.\I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you...\A swindler? response:	She is not pick it up.
context: You are right.\I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you...\A swindler?\She is not pick it up. response:	Grandma isn't home?
context: I'm not in a normal condition.\But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you...\A swindler?\She is not pick it up.\Grandma isn't home? response:	Chiyomi!
context: But, who's fault is that?\Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you...\A swindler?\She is not pick it up.\Grandma isn't home?\Chiyomi! response:	Let's go home.
context: Your fault, isn't it?\You swindler. It's your fault.\So, I'm telling you...\A swindler?\She is not pick it up.\Grandma isn't home?\Chiyomi!\Let's go home. response:	Let go of me.
context: You swindler. It's your fault.\So, I'm telling you...\A swindler?\She is not pick it up.\Grandma isn't home?\Chiyomi!\Let's go home.\Let go of me. response:	Hey.
context: So, I'm telling you...\A swindler?\She is not pick it up.\Grandma isn't home?\Chiyomi!\Let's go home.\Let go of me.\Hey. response:	Hey, Kanae. You can't do this.
context: A swindler?\She is not pick it up.\Grandma isn't home?\Chiyomi!\Let's go home.\Let go of me.\Hey.\Hey, Kanae. You can't do this. response:	My goodness.
context: She is not pick it up.\Grandma isn't home?\Chiyomi!\Let's go home.\Let go of me.\Hey.\Hey, Kanae. You can't do this.\My goodness. response:	Hey.
context: Grandma isn't home?\Chiyomi!\Let's go home.\Let go of me.\Hey.\Hey, Kanae. You can't do this.\My goodness.\Hey. response:	- We're going home. - No way.
context: Chiyomi!\Let's go home.\Let go of me.\Hey.\Hey, Kanae. You can't do this.\My goodness.\Hey.\- We're going home. - No way. response:	- What if someone comes home, what shall we do? - We'll be fine.
context: Let's go home.\Let go of me.\Hey.\Hey, Kanae. You can't do this.\My goodness.\Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine. response:	I haven't found it yet.
context: Let go of me.\Hey.\Hey, Kanae. You can't do this.\My goodness.\Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet. response:	What should I do? What should I do?
context: Hey.\Hey, Kanae. You can't do this.\My goodness.\Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do? response:	What should I do? They'll be here.
context: Hey, Kanae. You can't do this.\My goodness.\Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here. response:	Ah.
context: My goodness.\Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here.\Ah. response:	That's it.
context: Hey.\- We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here.\Ah.\That's it. response:	- It might be here. - Please stop it, Kanae.
context: - We're going home. - No way.\- What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here.\Ah.\That's it.\- It might be here. - Please stop it, Kanae. response:	We are going home.
context: - What if someone comes home, what shall we do? - We'll be fine.\I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here.\Ah.\That's it.\- It might be here. - Please stop it, Kanae.\We are going home. response:	It might be upstairs.
context: I haven't found it yet.\What should I do? What should I do?\What should I do? They'll be here.\Ah.\That's it.\- It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs. response:	It probably is not upstairs.
context: What should I do? What should I do?\What should I do? They'll be here.\Ah.\That's it.\- It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs.\It probably is not upstairs. response:	Don't do it.
context: What should I do? They'll be here.\Ah.\That's it.\- It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs.\It probably is not upstairs.\Don't do it. response:	This is no good.
context: Ah.\That's it.\- It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs.\It probably is not upstairs.\Don't do it.\This is no good. response:	Kanae. We'll be in trouble.
context: That's it.\- It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs.\It probably is not upstairs.\Don't do it.\This is no good.\Kanae. We'll be in trouble. response:	Oh no...
context: - It might be here. - Please stop it, Kanae.\We are going home.\It might be upstairs.\It probably is not upstairs.\Don't do it.\This is no good.\Kanae. We'll be in trouble.\Oh no... response:	Let's get out of here! Quickly! Let's go!
context: We are going home.\It might be upstairs.\It probably is not upstairs.\Don't do it.\This is no good.\Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go! response:	Oh no...
context: It might be upstairs.\It probably is not upstairs.\Don't do it.\This is no good.\Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go!\Oh no... response:	There was someone there after all.
