context: Government Bulletin response:	End Card Illustration: okama
context: Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers. response:	I imagine you'll grant me an invitation next time.
context: No!\If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time. response:	What's that?
context: If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that? response:	Sir, I'd like you to purchase Japan's future.
context: We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future. response:	Gai!
context: What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future.\Gai! response:	Excuse me.
context: Gai and I will manage something, just you watch.\I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me. response:	Tsugumi says GHQ missiles are coming for this ship!
context: I don't recall sending you an invitation...\Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship! response:	So they want to take us down, ship and all?
context: Tsutsugami Gai of the Undertakers.\I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all? response:	Give me your orders, Gai. What do we do to save this ship?
context: I imagine you'll grant me an invitation next time.\What's that?\Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship? response:	Wait on the quarterdeck. I'll be there in five minutes.
context: What's that?\Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes. response:	Got it.
context: Sir, I'd like you to purchase Japan's future.\Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it. response:	Okay, let's give this a whirl! Target: R-14!
context: Gai!\Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14! response:	Dragoon... fire!
context: Excuse me.\Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire! response:	I'll save you for sure!
context: Tsugumi says GHQ missiles are coming for this ship!\So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure! response:	Miss Arisa, please give me the next waltz.
context: So they want to take us down, ship and all?\Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz. response:	No, please dance it with me.
context: Give me your orders, Gai. What do we do to save this ship?\Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me. response:	Here, give me your hand.
context: Wait on the quarterdeck. I'll be there in five minutes.\Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand. response:	Hey! Who the hell are you?
context: Got it.\Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you? response:	Sorry, but we're doing a rock'n roll number.
context: Okay, let's give this a whirl! Target: R-14!\Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number. response:	You've got less than a minute before impact!
context: Dragoon... fire!\I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact! response:	Let go of me! I've never met such a rude man before in my life!
context: I'll save you for sure!\Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life! response:	I'm honored to be your first.
context: Miss Arisa, please give me the next waltz.\No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first. response:	Don't get smart with me! I
context: No, please dance it with me.\Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I response:	Close your eyes.
context: Here, give me your hand.\Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I\Close your eyes. response:	I'm about to cast a spell on you.
context: Hey! Who the hell are you?\Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you. response:	A spell to let you become your true self.
context: Sorry, but we're doing a rock'n roll number.\You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self. response:	My true...
context: You've got less than a minute before impact!\Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self.\My true... response:	Yes. Your true self.
context: Let go of me! I've never met such a rude man before in my life!\I'm honored to be your first.\Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self.\My true...\Yes. Your true self. response:	After I count down from three, open your eyes.
context: I'm honored to be your first.\Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self.\My true...\Yes. Your true self.\After I count down from three, open your eyes. response:	Good. Don't move.
context: Don't get smart with me! I\Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self.\My true...\Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move. response:	Three. Two. One.
context: Close your eyes.\I'm about to cast a spell on you.\A spell to let you become your true self.\My true...\Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One. response:	Zero.
context: I'm about to cast a spell on you.\A spell to let you become your true self.\My true...\Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One.\Zero. response:	Ouma?!
context: A spell to let you become your true self.\My true...\Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One.\Zero.\Ouma?! response:	Pardon me!
context: My true...\Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One.\Zero.\Ouma?!\Pardon me! response:	It's dead on target!
context: Yes. Your true self.\After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One.\Zero.\Ouma?!\Pardon me!\It's dead on target! response:	The Dragoon has... vanished...
context: After I count down from three, open your eyes.\Good. Don't move.\Three. Two. One.\Zero.\Ouma?!\Pardon me!\It's dead on target!\The Dragoon has... vanished... response:	What?!
context: Good. Don't move.\Three. Two. One.\Zero.\Ouma?!\Pardon me!\It's dead on target!\The Dragoon has... vanished...\What?! response:	Impossible! Are you sure your instruments haven't gone haywire?
context: Three. Two. One.\Zero.\Ouma?!\Pardon me!\It's dead on target!\The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire? response:	We didn't have enough guts!
context: Zero.\Ouma?!\Pardon me!\It's dead on target!\The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts! response:	Huh?!
context: Ouma?!\Pardon me!\It's dead on target!\The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?! response:	All right, then... Next time we'll fire all of them!
context: Pardon me!\It's dead on target!\The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them! response:	But Sir...
context: It's dead on target!\The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them!\But Sir... response:	Okay, men, let's get serious now!
context: The Dragoon has... vanished...\What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now! response:	Fire!
context: What?!\Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now!\Fire! response:	They've launched more Dragoons!
context: Impossible! Are you sure your instruments haven't gone haywire?\We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now!\Fire!\They've launched more Dragoons! response:	One, two, threethat many?!
context: We didn't have enough guts!\Huh?!\All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now!\Fire!\They've launched more Dragoons!\One, two, threethat many?! response:	Shu!
context: Huh?!\All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now!\Fire!\They've launched more Dragoons!\One, two, threethat many?!\Shu! response:	On it!
context: All right, then... Next time we'll fire all of them!\But Sir...\Okay, men, let's get serious now!\Fire!\They've launched more Dragoons!\One, two, threethat many?!\Shu!\On it! response:	The coward's shield that armors the weak self inside.
context: But Sir...\Okay, men, let's get serious now!\Fire!\They've launched more Dragoons!\One, two, threethat many?!\Shu!\On it!\The coward's shield that armors the weak self inside. response:	That's your Void, Kuhouin Arisa.
context: Okay, men, let's get serious now!\Fire!\They've launched more Dragoons!\One, two, threethat many?!\Shu!\On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa. response:	Hey!
context: Fire!\They've launched more Dragoons!\One, two, threethat many?!\Shu!\On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey! response:	Why aren't you shooting?!
context: They've launched more Dragoons!\One, two, threethat many?!\Shu!\On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?! response:	Well... we're out of missiles, Sir.
context: One, two, threethat many?!\Shu!\On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir. response:	I concede that your group has a means
context: Shu!\On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means response:	of defending against a second-order Leukocyte.
context: On it!\The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte. response:	A live demonstration makes for very convincing evidence.
context: The coward's shield that armors the weak self inside.\That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence. response:	You have a deal.
context: That's your Void, Kuhouin Arisa.\Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal. response:	Thank you very much. I'll inform Gai.
context: Hey!\Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai. response:	I have good news.
context: Why aren't you shooting?!\Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai.\I have good news. response:	The Kuhouin Group will be aiding us with our domestic routes.
context: Well... we're out of missiles, Sir.\I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes. response:	Yay!
context: I concede that your group has a means\of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay! response:	I can operate Steiner!
context: of defending against a second-order Leukocyte.\A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner! response:	But I wonder how GHQ knew about the party at sea...
context: A live demonstration makes for very convincing evidence.\You have a deal.\Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea... response:	An upstanding citizen reported it.
context: You have a deal.\Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it. response:	Huh?
context: Thank you very much. I'll inform Gai.\I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh? response:	Someone who calls himself upstanding can't possibly be that.
context: I have good news.\The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that. response:	Only you, Gai.
context: The Kuhouin Group will be aiding us with our domestic routes.\Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai. response:	You suddenly fainted on deck. Don't you remember?
context: Yay!\I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember? response:	No.
context: I can operate Steiner!\But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No. response:	But I must thank you for carrying me here.
context: But I wonder how GHQ knew about the party at sea...\An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here. response:	You talked in your sleep, you know.
context: An upstanding citizen reported it.\Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here.\You talked in your sleep, you know. response:	Eavesdropping? What a disgusting hobby!
context: Huh?\Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby! response:	You really suck at this.
context: Someone who calls himself upstanding can't possibly be that.\Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this. response:	At what?
context: Only you, Gai.\You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this.\At what? response:	I'm perfect in academics, sports, etiquetteeverything!
context: You suddenly fainted on deck. Don't you remember?\No.\But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything! response:	You suck at letting people spoil you.
context: No.\But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you. response:	See you later!
context: But I must thank you for carrying me here.\You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later! response:	Haruka, don't come outside in that!
context: You talked in your sleep, you know.\Eavesdropping? What a disgusting hobby!\You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that! response:	Okay, okay.
context: Eavesdropping? What a disgusting hobby!\You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that!\Okay, okay. response:	For crying out loud...
context: You really suck at this.\At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that!\Okay, okay.\For crying out loud... response:	It looks like fun, though.
context: At what?\I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that!\Okay, okay.\For crying out loud...\It looks like fun, though. response:	You look like you're having fun.
context: I'm perfect in academics, sports, etiquetteeverything!\You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that!\Okay, okay.\For crying out loud...\It looks like fun, though.\You look like you're having fun. response:	Hey, Inori.
context: You suck at letting people spoil you.\See you later!\Haruka, don't come outside in that!\Okay, okay.\For crying out loud...\It looks like fun, though.\You look like you're having fun.\Hey, Inori. response:	For the first time, I think maybe I'm glad I can use Voids.
context: See you later!\Haruka, don't come outside in that!\Okay, okay.\For crying out loud...\It looks like fun, though.\You look like you're having fun.\Hey, Inori.\For the first time, I think maybe I'm glad I can use Voids. response:	I see.
context: Haruka, don't come outside in that!\Okay, okay.\For crying out loud...\It looks like fun, though.\You look like you're having fun.\Hey, Inori.\For the first time, I think maybe I'm glad I can use Voids.\I see. response:	Yeah, I know. We have to protect Shu's future.
