context: Fly response:	A tall, tall wall looms in front of me.
context: Management Center Parking Lot\Indoor Practice Area Baseball Field Golf Practice Area Tennis Courts\Whoa! This place is so big they need signs!\Kageyama! Horses!\They have horses!\The volleyball team has its own bus!\Hey. Don't get lost.\I won't! response:	We've lost sight of Ushiwaka-san!
context: Indoor Practice Area Baseball Field Golf Practice Area Tennis Courts\Whoa! This place is so big they need signs!\Kageyama! Horses!\They have horses!\The volleyball team has its own bus!\Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san! response:	Then we're lost!
context: Whoa! This place is so big they need signs!\Kageyama! Horses!\They have horses!\The volleyball team has its own bus!\Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san!\Then we're lost! response:	This looks like it might be the volleyball team's gym...
context: Kageyama! Horses!\They have horses!\The volleyball team has its own bus!\Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym... response:	Yeah.
context: They have horses!\The volleyball team has its own bus!\Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah. response:	Hey, can you see Ushiwaka?
context: The volleyball team has its own bus!\Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka? response:	Shut up! Don't push!
context: Hey. Don't get lost.\I won't!\We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push! response:	Huh?
context: I won't!\We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh? response:	Isn't that another school?
context: We've lost sight of Ushiwaka-san!\Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh?\Isn't that another school? response:	Is it a practice match? Who are they playing?
context: Then we're lost!\This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh?\Isn't that another school?\Is it a practice match? Who are they playing? response:	Aren't those college students?
context: This looks like it might be the volleyball team's gym...\Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh?\Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students? response:	College?!
context: Yeah.\Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh?\Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students?\College?! response:	Well, no other high school in the prefecture stands a chance against Shiratorizawa.
context: Hey, can you see Ushiwaka?\Shut up! Don't push!\Huh?\Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa. response:	They'd have to go out of the prefecture
context: Shut up! Don't push!\Huh?\Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture response:	or have a college team come in for it to even count as practice.
context: Huh?\Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice. response:	Curse you, Japan!
context: Isn't that another school?\Is it a practice match? Who are they playing?\Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan! response:	Took you long enough.
context: Is it a practice match? Who are they playing?\Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough. response:	I'm Kageyama from Karasuno High.
context: Aren't those college students?\College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High. response:	Would you mind if I had a look?
context: College?!\Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look? response:	Kageyama...
context: Well, no other high school in the prefecture stands a chance against Shiratorizawa.\They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama... response:	From Kitagawa-Daiichi.
context: They'd have to go out of the prefecture\or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi. response:	Yes. I applied for this school, but wasn't accepted.
context: or have a college team come in for it to even count as practice.\Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted. response:	That's not surprising.
context: Curse you, Japan!\Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising. response:	I remember seeing one of your matches from junior high.
context: Took you long enough.\I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high. response:	We don't need a setter who can't serve the ace at this school.
context: I'm Kageyama from Karasuno High.\Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school. response:	True. You're not really one to serve anyone.
context: Would you mind if I had a look?\Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone. response:	What?!
context: Kageyama...\From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?! response:	But that goes the same for the Great King, too.
context: From Kitagawa-Daiichi.\Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too. response:	He is the top setter in the prefecture, after all.
context: Yes. I applied for this school, but wasn't accepted.\That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all. response:	Oikawa-san has nothing to do with this!
context: That's not surprising.\I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this! response:	Oikawa...
context: I remember seeing one of your matches from junior high.\We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa... response:	He is an efficient player.
context: We don't need a setter who can't serve the ace at this school.\True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player. response:	He should have come to our school.
context: True. You're not really one to serve anyone.\What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player.\He should have come to our school. response:	Are you saying that Oikawa-san would have been able to serve you?
context: What?!\But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you? response:	No matter where he is,
context: But that goes the same for the Great King, too.\He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is, response:	Oikawa is a setter that can bring the absolute best out of his team.
context: He is the top setter in the prefecture, after all.\Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team. response:	If the team's absolute best is still weak, there's nothing more to be done.
context: Oikawa-san has nothing to do with this!\Oikawa...\He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done. response:	If it's strong, he'll make it as strong as possible.
context: Oikawa...\He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible. response:	That is his ability.
context: He is an efficient player.\He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability. response:	A sapling must have good soil in order to grow strong.
context: He should have come to our school.\Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong. response:	Infertile soil will not bring forth splendid fruit.
context: Are you saying that Oikawa-san would have been able to serve you?\No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit. response:	Infertile soil?
context: No matter where he is,\Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil? response:	What do you mean?
context: Oikawa is a setter that can bring the absolute best out of his team.\If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean? response:	Other than Oikawa, everyone at Aoba Johsai is weak.
context: If the team's absolute best is still weak, there's nothing more to be done.\If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak. response:	That's what I mean.
context: If it's strong, he'll make it as strong as possible.\That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean. response:	Weak...
context: That is his ability.\A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak... response:	If Seijoh is infertile soil,
context: A sapling must have good soil in order to grow strong.\Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak...\If Seijoh is infertile soil, response:	are we concrete or something?
context: Infertile soil will not bring forth splendid fruit.\Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak...\If Seijoh is infertile soil,\are we concrete or something? response:	He's usually pretty scared of strong players he's meeting for the first time.
context: Infertile soil?\What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak...\If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time. response:	I apologize if I hit a nerve,
context: What do you mean?\Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak...\If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve, response:	but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals
context: Other than Oikawa, everyone at Aoba Johsai is weak.\That's what I mean.\Weak...\If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals response:	mean nothing to me.
context: That's what I mean.\Weak...\If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me. response:	He...
context: Weak...\If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He... response:	I'm Hinata Shoyo, from the concrete.
context: If Seijoh is infertile soil,\are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete. response:	I'm going to beat you, and go to nationals.
context: are we concrete or something?\He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals. response:	Hey, are you from another school?
context: He's usually pretty scared of strong players he's meeting for the first time.\I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school? response:	You're not allowed to be here.
context: I apologize if I hit a nerve,\but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here. response:	Thank you for showing us around.
context: but words from someone who lost to Aoba Johsai and couldn't even stay in the prefectural finals\mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around. response:	We'll be going now.
context: mean nothing to me.\He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around.\We'll be going now. response:	Um...
context: He...\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around.\We'll be going now.\Um... response:	If Oikawa-san is the best setter in the prefecture,
context: I'm Hinata Shoyo, from the concrete.\I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around.\We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture, response:	I'm the one who is going to surpass him.
context: I'm going to beat you, and go to nationals.\Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around.\We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him. response:	If you'll excuse me.
context: Hey, are you from another school?\You're not allowed to be here.\Thank you for showing us around.\We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me. response:	Stamina, speed, acceleration,
context: You're not allowed to be here.\Thank you for showing us around.\We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration, response:	vertical jumps, fighting spirit...
context: Thank you for showing us around.\We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit... response:	Hinata Shoyo.
context: We'll be going now.\Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo. response:	Kageyama Tobio.
context: Um...\If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio. response:	Well, in truth,
context: If Oikawa-san is the best setter in the prefecture,\I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio.\Well, in truth, response:	we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.
context: I'm the one who is going to surpass him.\If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa. response:	That doesn't matter, as long as we beat both of them.
context: If you'll excuse me.\Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them. response:	We seem to be on the same page.
context: Stamina, speed, acceleration,\vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page. response:	That's why we're going to Tokyo.
context: vertical jumps, fighting spirit...\Hinata Shoyo.\Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo. response:	It's best to go up against strong guys if you want to get stronger.
context: Hinata Shoyo.\Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger. response:	Ahem...
context: Kageyama Tobio.\Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem... response:	As for our series of away games in Tokyo,
context: Well, in truth,\we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo, response:	for the time being, it's planned for next month.
context: we are a team that couldn't beat Seijoh, who in turn couldn't beat Shiratorizawa.\That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month. response:	Because they are away games,
context: That doesn't matter, as long as we beat both of them.\We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games, response:	we will need permission from your parents or guardians,
context: We seem to be on the same page.\That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians, response:	so I'll hand out those forms later.
context: That's why we're going to Tokyo.\It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later. response:	We also have tentative consent from the school, as well.
context: It's best to go up against strong guys if you want to get stronger.\Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well. response:	However,
context: Ahem...\As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However, response:	as you are aware,
context: As for our series of away games in Tokyo,\for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However,\as you are aware, response:	you have final exams starting next month.
context: for the time being, it's planned for next month.\Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However,\as you are aware,\you have final exams starting next month. response:	Right?
context: Because they are away games,\we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However,\as you are aware,\you have final exams starting next month.\Right? response:	So, I think you know what I'm getting at,
context: we will need permission from your parents or guardians,\so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However,\as you are aware,\you have final exams starting next month.\Right?\So, I think you know what I'm getting at, response:	but if you fail any subjects,
context: so I'll hand out those forms later.\We also have tentative consent from the school, as well.\However,\as you are aware,\you have final exams starting next month.\Right?\So, I think you know what I'm getting at,\but if you fail any subjects, response:	supplementary classes will be held that weekend.
context: We also have tentative consent from the school, as well.\However,\as you are aware,\you have final exams starting next month.\Right?\So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend. response:	Which means you won't be able to go to the away games.
context: However,\as you are aware,\you have final exams starting next month.\Right?\So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games. response:	What happens if we skip our final exams?
context: as you are aware,\you have final exams starting next month.\Right?\So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams? response:	Supplementary exams.
context: you have final exams starting next month.\Right?\So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams. response:	Then what happens if you skip those?
context: Right?\So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those? response:	Supplementary exams for the supplementary exams?
context: So, I think you know what I'm getting at,\but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those?\Supplementary exams for the supplementary exams? response:	I know! We'll just take the tests after the away games!
context: but if you fail any subjects,\supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those?\Supplementary exams for the supplementary exams?\I know! We'll just take the tests after the away games! response:	If you try to feign being sick, you won't be able to go to the away games, either.
context: supplementary classes will be held that weekend.\Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those?\Supplementary exams for the supplementary exams?\I know! We'll just take the tests after the away games!\If you try to feign being sick, you won't be able to go to the away games, either. response:	You have my condolences.
context: Which means you won't be able to go to the away games.\What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those?\Supplementary exams for the supplementary exams?\I know! We'll just take the tests after the away games!\If you try to feign being sick, you won't be able to go to the away games, either.\You have my condolences. response:	Episode 2: Direct Sunlight
context: What happens if we skip our final exams?\Supplementary exams.\Then what happens if you skip those?\Supplementary exams for the supplementary exams?\I know! We'll just take the tests after the away games!\If you try to feign being sick, you won't be able to go to the away games, either.\You have my condolences.\Episode 2: Direct Sunlight response:	Next time on Haikyu!! : Direct Sunlight.
