context: Soldier response:	Stand back, rookies.
context: H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba... response:	-No! No! -Nanaba...
context: This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba...\-No! No! -Nanaba... response:	-No! No! -And Gelgar...
context: Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar... response:	Father, stop!
context: They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop! response:	Father!
context: Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop!\Father! response:	I'm sorry! I won't do it again!
context: The tower's about to crumble! You'll fall!\But they're dying in our place!\-Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop!\Father!\I'm sorry! I won't do it again! response:	Father! No!
context: But they're dying in our place!\-Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop!\Father!\I'm sorry! I won't do it again!\Father! No! response:	Damn it all to hell!
context: -Nanaba...\-No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop!\Father!\I'm sorry! I won't do it again!\Father! No!\Damn it all to hell! response:	Hey... Do we gotta wait here now until the tower falls and we get eaten alive?
context: -No! No! -Nanaba...\-No! No! -And Gelgar...\Father, stop!\Father!\I'm sorry! I won't do it again!\Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive? response:	Is there nothing we can do about it?!
context: -No! No! -And Gelgar...\Father, stop!\Father!\I'm sorry! I won't do it again!\Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?! response:	This sucks...
context: Father, stop!\Father!\I'm sorry! I won't do it again!\Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks... response:	We'll be wiped out without even finishing our mission.
context: Father!\I'm sorry! I won't do it again!\Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission. response:	If only I had some sort of weapon,
context: I'm sorry! I won't do it again!\Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon, response:	then I could fight and die alongside them.
context: Father! No!\Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them. response:	Christa... You're still saying things like that?
context: Damn it all to hell!\Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that? response:	Don't you dare use their deaths.
context: Hey... Do we gotta wait here now until the tower falls and we get eaten alive?\Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths. response:	They didn't die so you'd have an excuse to get yourself killed.
context: Is there nothing we can do about it?!\This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed. response:	That's not... That's not what I...
context: This sucks...\We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I... response:	You're not like Conny and the Scouts!
context: We'll be wiped out without even finishing our mission.\If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts! response:	They don't want to die, but you don't even care.
context: If only I had some sort of weapon,\then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care. response:	All you want to do is die in a way that makes you seem like a hero.
context: then I could fight and die alongside them.\Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero. response:	Th-That's not...
context: Christa... You're still saying things like that?\Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not... response:	Conny.
context: Don't you dare use their deaths.\They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny. response:	Give me that knife you had.
context: They didn't die so you'd have an excuse to get yourself killed.\That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny.\Give me that knife you had. response:	Huh? My knife?
context: That's not... That's not what I...\You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny.\Give me that knife you had.\Huh? My knife? response:	Just hand it over.
context: You're not like Conny and the Scouts!\They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny.\Give me that knife you had.\Huh? My knife?\Just hand it over. response:	Fine. Here.
context: They don't want to die, but you don't even care.\All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny.\Give me that knife you had.\Huh? My knife?\Just hand it over.\Fine. Here. response:	Thanks.
context: All you want to do is die in a way that makes you seem like a hero.\Th-That's not...\Conny.\Give me that knife you had.\Huh? My knife?\Just hand it over.\Fine. Here.\Thanks. response:	What do you want it for?
context: Th-That's not...\Conny.\Give me that knife you had.\Huh? My knife?\Just hand it over.\Fine. Here.\Thanks.\What do you want it for? response:	Hmm?
context: Conny.\Give me that knife you had.\Huh? My knife?\Just hand it over.\Fine. Here.\Thanks.\What do you want it for?\Hmm? response:	Well, you see...
context: Give me that knife you had.\Huh? My knife?\Just hand it over.\Fine. Here.\Thanks.\What do you want it for?\Hmm?\Well, you see... response:	I'm going to fight with this.
context: Huh? My knife?\Just hand it over.\Fine. Here.\Thanks.\What do you want it for?\Hmm?\Well, you see...\I'm going to fight with this. response:	Ymir... What are you planning?
context: Just hand it over.\Fine. Here.\Thanks.\What do you want it for?\Hmm?\Well, you see...\I'm going to fight with this.\Ymir... What are you planning? response:	Who knows? I don't even know myself.
context: Fine. Here.\Thanks.\What do you want it for?\Hmm?\Well, you see...\I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself. response:	Ymir...
context: Thanks.\What do you want it for?\Hmm?\Well, you see...\I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir... response:	Christa.
context: What do you want it for?\Hmm?\Well, you see...\I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir...\Christa. response:	You've probably forgotten all about it by now...
context: Hmm?\Well, you see...\I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir...\Christa.\You've probably forgotten all about it by now... response:	But this might be the end, so...
context: Well, you see...\I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir...\Christa.\You've probably forgotten all about it by now...\But this might be the end, so... response:	Try to remember... that promise we made training on that snowy mountain.
context: I'm going to fight with this.\Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir...\Christa.\You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain. response:	I have no right to tell you how to live your life.
context: Ymir... What are you planning?\Who knows? I don't even know myself.\Ymir...\Christa.\You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life. response:	So actually, this is nothing more than a hope of mine...
context: Who knows? I don't even know myself.\Ymir...\Christa.\You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine... response:	I want you... to live a life you're proud of.
context: Ymir...\Christa.\You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of. response:	Remember our promise, Christa.
context: Christa.\You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa. response:	Ymir! Wait!
context: You've probably forgotten all about it by now...\But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait! response:	Ymir!
context: But this might be the end, so...\Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait!\Ymir! response:	Live a life you're proud of.
context: Try to remember... that promise we made training on that snowy mountain.\I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait!\Ymir!\Live a life you're proud of. response:	Leaving Christa and those words behind, Ymir unleashes the power of the Titans.
context: I have no right to tell you how to live your life.\So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait!\Ymir!\Live a life you're proud of.\Leaving Christa and those words behind, Ymir unleashes the power of the Titans. response:	Between Ymir and Christa is a powerful promise they made in the past.
context: So actually, this is nothing more than a hope of mine...\I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait!\Ymir!\Live a life you're proud of.\Leaving Christa and those words behind, Ymir unleashes the power of the Titans.\Between Ymir and Christa is a powerful promise they made in the past. response:	As Ymir battles and puts her life on the line,
context: I want you... to live a life you're proud of.\Remember our promise, Christa.\Ymir! Wait!\Ymir!\Live a life you're proud of.\Leaving Christa and those words behind, Ymir unleashes the power of the Titans.\Between Ymir and Christa is a powerful promise they made in the past.\As Ymir battles and puts her life on the line, response:	Christa screams out, casting aside the persona she's kept for so long.
context: Remember our promise, Christa.\Ymir! Wait!\Ymir!\Live a life you're proud of.\Leaving Christa and those words behind, Ymir unleashes the power of the Titans.\Between Ymir and Christa is a powerful promise they made in the past.\As Ymir battles and puts her life on the line,\Christa screams out, casting aside the persona she's kept for so long. response:	Historia
context: Ymir! Wait!\Ymir!\Live a life you're proud of.\Leaving Christa and those words behind, Ymir unleashes the power of the Titans.\Between Ymir and Christa is a powerful promise they made in the past.\As Ymir battles and puts her life on the line,\Christa screams out, casting aside the persona she's kept for so long.\Historia response:	Next episode: Historia. Historia
