context: It's not here either. response:	We may not be able to find it.
context: Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer?\What's wrong?\The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji. response:	A male Semanian.
context: The meat's done, Matoba.\Now where's that beer?\What's wrong?\The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian. response:	32 in Earth years.
context: Now where's that beer?\What's wrong?\The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian.\32 in Earth years. response:	Single, works at a convenience store.
context: What's wrong?\The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian.\32 in Earth years.\Single, works at a convenience store. response:	No criminal record except for a few speeding tickets.
context: The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian.\32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets. response:	Everybody who knows him says they can't believe it.
context: We're having an emergency briefing.\A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian.\32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it. response:	No underworld connections, either.
context: A candidate for mayor was shot.\The shooter is John Ennaji.\A male Semanian.\32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either. response:	There's no role for the Special Vice Squad here, but...
context: The shooter is John Ennaji.\A male Semanian.\32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but... response:	Is there a problem?
context: A male Semanian.\32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem? response:	I read your report. About Rick Fury.
context: 32 in Earth years.\Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury. response:	Zelada?
context: Single, works at a convenience store.\No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury.\Zelada? response:	We never found his body.
context: No criminal record except for a few speeding tickets.\Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury.\Zelada?\We never found his body. response:	It wouldn't surprise me at all if he was still alive.
context: Everybody who knows him says they can't believe it.\No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury.\Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive. response:	So is this what you're saying, Chief?
context: No underworld connections, either.\There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury.\Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief? response:	The shooter who killed Kahns was controlled with magic?
context: There's no role for the Special Vice Squad here, but...\Is there a problem?\I read your report. About Rick Fury.\Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic? response:	Don't just come out and say it.
context: Is there a problem?\I read your report. About Rick Fury.\Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it. response:	We're just covering all the bases. Got it?
context: I read your report. About Rick Fury.\Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it? response:	I want you and Exedilica to head to the coroner's office and see what you find, now.
context: Zelada?\We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now. response:	Now? Dressed like this?
context: We never found his body.\It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this? response:	Yeah. Now.
context: It wouldn't surprise me at all if he was still alive.\So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now. response:	I thought it might have been another controlled corpse, too.
context: So is this what you're saying, Chief?\The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too. response:	I didn't expect Inspector Zimmer would pick up on it, though.
context: The shooter who killed Kahns was controlled with magic?\Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though. response:	He surprises you with how smart he is sometimes.
context: Don't just come out and say it.\We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes. response:	I just wanted to go home.
context: We're just covering all the bases. Got it?\I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home. response:	You don't want to catch the guy who was behind Kahns' death?
context: I want you and Exedilica to head to the coroner's office and see what you find, now.\Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death? response:	I don't want to waste a valuable weekend avenging a politician.
context: Now? Dressed like this?\Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician. response:	Kei...
context: Yeah. Now.\I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei... response:	I was kidding.
context: I thought it might have been another controlled corpse, too.\I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding. response:	I've found myself impressed by Earth's democracy.
context: I didn't expect Inspector Zimmer would pick up on it, though.\He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding.\I've found myself impressed by Earth's democracy. response:	I think a system that reflects the people's wishes in any way at all is a wonderful thing.
context: He surprises you with how smart he is sometimes.\I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing. response:	And this shooting is a declaration of war against that system.
context: I just wanted to go home.\You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system. response:	That's a nice speech. Or it would be if you weren't wearing a swimsuit.
context: You don't want to catch the guy who was behind Kahns' death?\I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit. response:	Stop staring.
context: I don't want to waste a valuable weekend avenging a politician.\Kei...\I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring. response:	That's why I didn't want to do this.
context: Kei...\I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this. response:	I don't understand... Are they mocking us?
context: I was kidding.\I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us? response:	Forget it.
context: I've found myself impressed by Earth's democracy.\I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it. response:	You in there, Cecil? I'm coming in.
context: I think a system that reflects the people's wishes in any way at all is a wonderful thing.\And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in. response:	Kei? Wait!
context: And this shooting is a declaration of war against that system.\That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait! response:	Who are you?
context: That's a nice speech. Or it would be if you weren't wearing a swimsuit.\Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you? response:	We'll be quick.
context: Stop staring.\That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you?\We'll be quick. response:	Man, it sure is hot today.
context: That's why I didn't want to do this.\I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you?\We'll be quick.\Man, it sure is hot today. response:	The chief was right.
context: I don't understand... Are they mocking us?\Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you?\We'll be quick.\Man, it sure is hot today.\The chief was right. response:	He was dead, and someone manipulated his body into doing the murder.
context: Forget it.\You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you?\We'll be quick.\Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder. response:	Zelada?
context: You in there, Cecil? I'm coming in.\Kei? Wait!\Who are you?\We'll be quick.\Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada? response:	I can't be sure.
context: Kei? Wait!\Who are you?\We'll be quick.\Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure. response:	But this form of magic is particularly rare.
context: Who are you?\We'll be quick.\Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure.\But this form of magic is particularly rare. response:	What do we do now?
context: We'll be quick.\Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure.\But this form of magic is particularly rare.\What do we do now? response:	We tell Chief Zimmer first.
context: Man, it sure is hot today.\The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure.\But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first. response:	Damn alien.
context: The chief was right.\He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure.\But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first.\Damn alien. response:	Hold up.
context: He was dead, and someone manipulated his body into doing the murder.\Zelada?\I can't be sure.\But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first.\Damn alien.\Hold up. response:	What did you just say?
context: Zelada?\I can't be sure.\But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first.\Damn alien.\Hold up.\What did you just say? response:	Nothing.
context: I can't be sure.\But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first.\Damn alien.\Hold up.\What did you just say?\Nothing. response:	Don't lie to me.
context: But this form of magic is particularly rare.\What do we do now?\We tell Chief Zimmer first.\Damn alien.\Hold up.\What did you just say?\Nothing.\Don't lie to me. response:	What did you just say when you saw her?
context: What do we do now?\We tell Chief Zimmer first.\Damn alien.\Hold up.\What did you just say?\Nothing.\Don't lie to me.\What did you just say when you saw her? response:	I don't know...
context: We tell Chief Zimmer first.\Damn alien.\Hold up.\What did you just say?\Nothing.\Don't lie to me.\What did you just say when you saw her?\I don't know... response:	I heard it.
context: Damn alien.\Hold up.\What did you just say?\Nothing.\Don't lie to me.\What did you just say when you saw her?\I don't know...\I heard it. response:	You called her a damn alien.
context: Hold up.\What did you just say?\Nothing.\Don't lie to me.\What did you just say when you saw her?\I don't know...\I heard it.\You called her a damn alien. response:	You insulted my partner.
context: What did you just say?\Nothing.\Don't lie to me.\What did you just say when you saw her?\I don't know...\I heard it.\You called her a damn alien.\You insulted my partner. response:	What made you think that was a good idea?
context: Nothing.\Don't lie to me.\What did you just say when you saw her?\I don't know...\I heard it.\You called her a damn alien.\You insulted my partner.\What made you think that was a good idea? response:	Officer Sanders... Sanders, Sanders, Officer Sanders...
context: Don't lie to me.\What did you just say when you saw her?\I don't know...\I heard it.\You called her a damn alien.\You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders... response:	You want to tell me why you said that?
context: What did you just say when you saw her?\I don't know...\I heard it.\You called her a damn alien.\You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that? response:	I'm sorry.
context: I don't know...\I heard it.\You called her a damn alien.\You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry. response:	I asked you a question.
context: I heard it.\You called her a damn alien.\You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry.\I asked you a question. response:	Um, please...
context: You called her a damn alien.\You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry.\I asked you a question.\Um, please... response:	Kei, that's enough.
context: You insulted my partner.\What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry.\I asked you a question.\Um, please...\Kei, that's enough. response:	Officer Sanders, I told you to answer my question.
context: What made you think that was a good idea?\Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry.\I asked you a question.\Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question. response:	Now, do it!
context: Officer Sanders... Sanders, Sanders, Officer Sanders...\You want to tell me why you said that?\I'm sorry.\I asked you a question.\Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it! response:	Please!
context: You want to tell me why you said that?\I'm sorry.\I asked you a question.\Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it!\Please! response:	Please forgive me...
context: I'm sorry.\I asked you a question.\Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it!\Please!\Please forgive me... response:	My family is conservative. We were voting for Kahns...
context: I asked you a question.\Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it!\Please!\Please forgive me...\My family is conservative. We were voting for Kahns... response:	And, um... after what happened today...
context: Um, please...\Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it!\Please!\Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today... response:	The killer was... from the other world...
context: Kei, that's enough.\Officer Sanders, I told you to answer my question.\Now, do it!\Please!\Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world... response:	So you think she killed Kahns, then.
context: Officer Sanders, I told you to answer my question.\Now, do it!\Please!\Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then. response:	No.
context: Now, do it!\Please!\Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then.\No. response:	Then she killed your family, then.
context: Please!\Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then.\No.\Then she killed your family, then. response:	No.
context: Please forgive me...\My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then.\No.\Then she killed your family, then.\No. response:	Christ. Do you have a reason to insult her, then?
context: My family is conservative. We were voting for Kahns...\And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then.\No.\Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then? response:	Who the hell do you think you are?
context: And, um... after what happened today...\The killer was... from the other world...\So you think she killed Kahns, then.\No.\Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are? response:	Do you act like this towards the citizens, too?
context: The killer was... from the other world...\So you think she killed Kahns, then.\No.\Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too? response:	Kei.
context: So you think she killed Kahns, then.\No.\Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei. response:	That's enough. Let's go.
context: No.\Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go. response:	But...
context: Then she killed your family, then.\No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go.\But... response:	It's fine. Let's go.
context: No.\Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go.\But...\It's fine. Let's go. response:	That was embarrassing.
context: Christ. Do you have a reason to insult her, then?\Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go.\But...\It's fine. Let's go.\That was embarrassing. response:	I wish you wouldn't do that.
context: Who the hell do you think you are?\Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go.\But...\It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that. response:	Sorry.
context: Do you act like this towards the citizens, too?\Kei.\That's enough. Let's go.\But...\It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that.\Sorry. response:	But thank you.
context: Kei.\That's enough. Let's go.\But...\It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that.\Sorry.\But thank you. response:	I didn't do it because I wanted a thank you.
context: That's enough. Let's go.\But...\It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that.\Sorry.\But thank you.\I didn't do it because I wanted a thank you. response:	He just made me mad.
context: But...\It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that.\Sorry.\But thank you.\I didn't do it because I wanted a thank you.\He just made me mad. response:	I thought you'd say that.
context: It's fine. Let's go.\That was embarrassing.\I wish you wouldn't do that.\Sorry.\But thank you.\I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that. response:	You call people aliens all the time, anyway.
context: That was embarrassing.\I wish you wouldn't do that.\Sorry.\But thank you.\I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway. response:	When I do, it's...
context: I wish you wouldn't do that.\Sorry.\But thank you.\I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's... response:	It's like a joke.
context: Sorry.\But thank you.\I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's...\It's like a joke. response:	It's like when a gangster calls his girlfriend a bitch trying to look cool.
context: But thank you.\I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool. response:	But if somebody else calls her a bitch, he gets mad. It's like that.
context: I didn't do it because I wanted a thank you.\He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that. response:	I'm not your woman.
context: He just made me mad.\I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman. response:	Of course not. It was an example. Sheesh.
context: I thought you'd say that.\You call people aliens all the time, anyway.\When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh. response:	Just forget it.
context: You call people aliens all the time, anyway.\When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it. response:	Okay, I'll let you off the hook for now.
context: When I do, it's...\It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now. response:	Thank me later, doreany.
context: It's like a joke.\It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany. response:	Quiet, alien.
context: It's like when a gangster calls his girlfriend a bitch trying to look cool.\But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien. response:	I see.
context: But if somebody else calls her a bitch, he gets mad. It's like that.\I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien.\I see. response:	It's probably Zelada.
context: I'm not your woman.\Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien.\I see.\It's probably Zelada. response:	Inspector Zimmer, you were right.
context: Of course not. It was an example. Sheesh.\Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien.\I see.\It's probably Zelada.\Inspector Zimmer, you were right. response:	That's a shame.
context: Just forget it.\Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien.\I see.\It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame. response:	I was hoping I wasn't.
context: Okay, I'll let you off the hook for now.\Thank me later, doreany.\Quiet, alien.\I see.\It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't. response:	Why?
context: Thank me later, doreany.\Quiet, alien.\I see.\It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't.\Why? response:	Because now I get to go to every department involved and tell them,
context: Quiet, alien.\I see.\It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them, response:	Watch out for wizards.
context: I see.\It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards. response:	That's rough.
context: It's probably Zelada.\Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough. response:	A Semanian shot an Earth mayoral candidate.
context: Inspector Zimmer, you were right.\That's a shame.\I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate. response:	This is going to be a pain.
context: That's a shame.\I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain. response:	How?
context: I was hoping I wasn't.\Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How? response:	Ethnic strife.
context: Why?\Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How?\Ethnic strife. response:	Just like you saw earlier.
context: Because now I get to go to every department involved and tell them,\Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How?\Ethnic strife.\Just like you saw earlier. response:	You know what I mean, right?
context: Watch out for wizards.\That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How?\Ethnic strife.\Just like you saw earlier.\You know what I mean, right? response:	Even if Zelada, a Semanian, is behind it,
context: That's rough.\A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How?\Ethnic strife.\Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it, response:	we need to figure out the truth as fast as possible.
context: A Semanian shot an Earth mayoral candidate.\This is going to be a pain.\How?\Ethnic strife.\Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible. response:	But how do we find the guy?
context: This is going to be a pain.\How?\Ethnic strife.\Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy? response:	It's not like you can catch a wizard on a security camera.
context: How?\Ethnic strife.\Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy?\It's not like you can catch a wizard on a security camera. response:	How about we go back to the basics of investigating?
context: Ethnic strife.\Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy?\It's not like you can catch a wizard on a security camera.\How about we go back to the basics of investigating? response:	What do you mean by basics?
context: Just like you saw earlier.\You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy?\It's not like you can catch a wizard on a security camera.\How about we go back to the basics of investigating?\What do you mean by basics? response:	Motive.
context: You know what I mean, right?\Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy?\It's not like you can catch a wizard on a security camera.\How about we go back to the basics of investigating?\What do you mean by basics?\Motive. response:	Who gains by Kahns' death?
context: Even if Zelada, a Semanian, is behind it,\we need to figure out the truth as fast as possible.\But how do we find the guy?\It's not like you can catch a wizard on a security camera.\How about we go back to the basics of investigating?\What do you mean by basics?\Motive.\Who gains by Kahns' death? response:	Next time Next time on COP CRAFT.
