context: July 15th (Thurs) 10:43 AM response:	Who is that? I've never seen him before.
context: I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi! response:	That's what's going on.
context: July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on. response:	So I was wondering if you would use your sense of smell
context: Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell response:	and tracking abilities to help me find Koichi,
context: or anywhere!\Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi, response:	Yuya Fungami.
context: Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami. response:	I'll fix your injuries. This is a trade-off.
context: Where are you, Koichi?!\I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off. response:	A trade-off?
context: I'm not giving up!\I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off? response:	You can't be serious, Josuke! Don't underestimate me!
context: I'll find you, whatever it takes, Koichi!\That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me! response:	You're the one who put me in this condition, and I'll never forgive you!
context: That's what's going on.\So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you! response:	Do you think that my pride would actually allow me to help you?
context: So I was wondering if you would use your sense of smell\and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you? response:	I guess it's a no, after all.
context: and tracking abilities to help me find Koichi,\Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all. response:	I thought it was useless to begin with.
context: Yuya Fungami.\I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with. response:	Well, see you around. I don't have time to waste.
context: I'll fix your injuries. This is a trade-off.\A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste. response:	Wait, huh?! You're gonna back off that easily?
context: A trade-off?\You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily? response:	W-Wait a second, hey!
context: You can't be serious, Josuke! Don't underestimate me!\You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey! response:	Come on, haggle with me a little more.
context: You're the one who put me in this condition, and I'll never forgive you!\Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more. response:	Okay, fine! I'll help you out!
context: Do you think that my pride would actually allow me to help you?\I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out! response:	Come on, now, jeez...
context: I guess it's a no, after all.\I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez... response:	If I keep acting tough,
context: I thought it was useless to begin with.\Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough, response:	I'll just be in the hospital longer. The only one losing out is me.
context: Well, see you around. I don't have time to waste.\Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me. response:	I can't be nice to my girls with my body in this condition,
context: Wait, huh?! You're gonna back off that easily?\W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition, response:	so I'm getting worried and lonely lately,
context: W-Wait a second, hey!\Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately, response:	thinking that they might leave me.
context: Come on, haggle with me a little more.\Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me. response:	This all happened because I got into an accident to begin with,
context: Okay, fine! I'll help you out!\Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with, response:	so I've got nothing against you.
context: Come on, now, jeez...\If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you. response:	So hurry up and fix me up, will ya?
context: If I keep acting tough,\I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya? response:	These injuries are killing me!
context: I'll just be in the hospital longer. The only one losing out is me.\I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me! response:	I already fixed you up using Shining Diamond.
context: I can't be nice to my girls with my body in this condition,\so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond. response:	Huh?
context: so I'm getting worried and lonely lately,\thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh? response:	You know...
context: thinking that they might leave me.\This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh?\You know... response:	I really am a hot, beautiful guy.
context: This all happened because I got into an accident to begin with,\so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh?\You know...\I really am a hot, beautiful guy. response:	Saying that I resemble a Michelangelo sculpture would be putting it lightly.
context: so I've got nothing against you.\So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh?\You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly. response:	But you know, I think my eyes are a bit droopier than before...
context: So hurry up and fix me up, will ya?\These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh?\You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before... response:	Can your Stand actually fix me up 100?
context: These injuries are killing me!\I already fixed you up using Shining Diamond.\Huh?\You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100? response:	Stop complaining!
context: I already fixed you up using Shining Diamond.\Huh?\You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining! response:	More importantly, just how well does your sense of smell work?
context: Huh?\You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work? response:	Let's see... I mean,
context: You know...\I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean, response:	I don't want you to think of me like some hunting dog, but...
context: I really am a hot, beautiful guy.\Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but... response:	Sniff
context: Saying that I resemble a Michelangelo sculpture would be putting it lightly.\But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff response:	Sniff
context: But you know, I think my eyes are a bit droopier than before...\Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff\Sniff response:	Sniff
context: Can your Stand actually fix me up 100?\Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff\Sniff\Sniff response:	For example, I can tell that three girls are walking up the hall right now.
context: Stop complaining!\More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff\Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now. response:	This smell is Reiko, Akemi, and Yoshie.
context: More importantly, just how well does your sense of smell work?\Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff\Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie. response:	They're my groupies.
context: Let's see... I mean,\I don't want you to think of me like some hunting dog, but...\Sniff\Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies. response:	And I can also tell they're coming here from the pachinko parlor.
context: I don't want you to think of me like some hunting dog, but...\Sniff\Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor. response:	Yu! How are you feeling?
context: Sniff\Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling? response:	Ah, Yu! Yu is out of bed!
context: Sniff\Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed! response:	Yo.
context: Sniff\For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo. response:	Are you all better, Yu?
context: For example, I can tell that three girls are walking up the hall right now.\This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu? response:	Yu!
context: This smell is Reiko, Akemi, and Yoshie.\They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu?\Yu! response:	There, there, my cute little kittens.
context: They're my groupies.\And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu?\Yu!\There, there, my cute little kittens. response:	You're Josuke!
context: And I can also tell they're coming here from the pachinko parlor.\Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu?\Yu!\There, there, my cute little kittens.\You're Josuke! response:	What the hell are you doing here?
context: Yu! How are you feeling?\Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu?\Yu!\There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here? response:	Looking for an ass whooping?
context: Ah, Yu! Yu is out of bed!\Yo.\Are you all better, Yu?\Yu!\There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here?\Looking for an ass whooping? response:	Hey, stop. I have nothing against Josuke anymore.
context: Yo.\Are you all better, Yu?\Yu!\There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore. response:	More importantly, you guys were just playing pachinko, right?
context: Are you all better, Yu?\Yu!\There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right? response:	Huh?
context: Yu!\There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh? response:	How did you know?
context: There, there, my cute little kittens.\You're Josuke!\What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh?\How did you know? response:	Your skirts reek of sweat around the ass.
context: You're Josuke!\What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh?\How did you know?\Your skirts reek of sweat around the ass. response:	The only reason you guys would sit on a vinyl chair
context: What the hell are you doing here?\Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh?\How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair response:	for a long time would be pachinko.
context: Looking for an ass whooping?\Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh?\How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko. response:	Akemi, you have chocolate?
context: Hey, stop. I have nothing against Josuke anymore.\More importantly, you guys were just playing pachinko, right?\Huh?\How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate? response:	You won at pachinko, didn't you?
context: More importantly, you guys were just playing pachinko, right?\Huh?\How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you? response:	You're right! You're amazing, Yu.
context: Huh?\How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu. response:	Here, these are for you.
context: How did you know?\Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you. response:	As you can see,
context: Your skirts reek of sweat around the ass.\The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you.\As you can see, response:	I'm the man I am because of these girls.
context: The only reason you guys would sit on a vinyl chair\for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you.\As you can see,\I'm the man I am because of these girls. response:	You fixed my injuries, so I'll help you out.
context: for a long time would be pachinko.\Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you.\As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out. response:	You said you're not like a hunting dog?
context: Akemi, you have chocolate?\You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you.\As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog? response:	You're more than that, Yuya Fungami!
context: You won at pachinko, didn't you?\You're right! You're amazing, Yu.\Here, these are for you.\As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami! response:	July 15th (Thurs) 12:05 PM
context: You're right! You're amazing, Yu.\Here, these are for you.\As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM response:	What's the matter?
context: Here, these are for you.\As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter? response:	The floor upstairs is also burnt, right?
context: As you can see,\I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right? response:	I'll give you an estimate, so please, go ahead.
context: I'm the man I am because of these girls.\You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead. response:	What's with him?
context: You fixed my injuries, so I'll help you out.\You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him? response:	Why does he go to such lengths to hide his back?
context: You said you're not like a hunting dog?\You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back? response:	What's going to happen if I see it?
context: You're more than that, Yuya Fungami!\July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it? response:	I-I want to see it!
context: July 15th (Thurs) 12:05 PM\What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it! response:	At this point, I can't help wanting to look!
context: What's the matter?\The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look! response:	Even if it means tricking him...
context: The floor upstairs is also burnt, right?\I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him... response:	Oh, it itches... It itches...
context: I'll give you an estimate, so please, go ahead.\What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches... response:	But I can't quite reach it.
context: What's with him?\Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it. response:	Would it be rude if I asked someone I just met to scratch my back?
context: Why does he go to such lengths to hide his back?\What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back? response:	That's fine...
context: What's going to happen if I see it?\I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine... response:	July 15th (Thurs) 12:38 PM
context: I-I want to see it!\At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM response:	This is it.
context: At this point, I can't help wanting to look!\Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM\This is it. response:	This is where we found just Koichi's bag lying on the ground.
context: Even if it means tricking him...\Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground. response:	Koichi's house is less than two minutes away.
context: Oh, it itches... It itches...\But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away. response:	How did this new Stand user attack
context: But I can't quite reach it.\Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack response:	Koichi and take him away on his way to school?
context: Would it be rude if I asked someone I just met to scratch my back?\That's fine...\July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school? response:	No one saw him.
context: That's fine...\July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him. response:	Josuke...
context: July 15th (Thurs) 12:38 PM\This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him.\Josuke... response:	Our deal doesn't include me fighting, right?
context: This is it.\This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him.\Josuke...\Our deal doesn't include me fighting, right? response:	You just want me to track, right?
context: This is where we found just Koichi's bag lying on the ground.\Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him.\Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right? response:	I don't have to fight the enemy, right, Josuke?
context: Koichi's house is less than two minutes away.\How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him.\Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke? response:	Why are you asking that now?
context: How did this new Stand user attack\Koichi and take him away on his way to school?\No one saw him.\Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now? response:	You were already being followed.
context: Koichi and take him away on his way to school?\No one saw him.\Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed. response:	It's that man.
context: No one saw him.\Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed.\It's that man. response:	I smell the same scent as Koichi from that man.
context: Josuke...\Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed.\It's that man.\I smell the same scent as Koichi from that man. response:	He has something of Koichi's on him!
context: Our deal doesn't include me fighting, right?\You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed.\It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him! response:	What? That bastard over there?
context: You just want me to track, right?\I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed.\It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there? response:	Wait! Come back here!
context: I don't have to fight the enemy, right, Josuke?\Why are you asking that now?\You were already being followed.\It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here! response:	You bastard! What did you do to Koichi?!
context: Why are you asking that now?\You were already being followed.\It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?! response:	M-Mom?
context: You were already being followed.\It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom? response:	Mom!
context: It's that man.\I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom?\Mom! response:	This is definitely my mom.
context: I smell the same scent as Koichi from that man.\He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom?\Mom!\This is definitely my mom. response:	She's unconscious, but she's alive.
context: He has something of Koichi's on him!\What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom?\Mom!\This is definitely my mom.\She's unconscious, but she's alive. response:	I was watching from here, but I couldn't tell...
context: What? That bastard over there?\Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom?\Mom!\This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell... response:	When did he change into Josuke's mom?
context: Wait! Come back here!\You bastard! What did you do to Koichi?!\M-Mom?\Mom!\This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom? response:	I heard that Jotaro can stop time for two seconds,
context: You bastard! What did you do to Koichi?!\M-Mom?\Mom!\This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds, response:	but this is nothing like that!
context: M-Mom?\Mom!\This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that! response:	Jotaro wouldn't be able to bring in a random person from nowhere!
context: Mom!\This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere! response:	If he had come after me directly,
