context: July 12th (Mon) 5:05 PM response:	Yoshikage... My son...
context: You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su response:	Sup
context: they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su\Sup response:	Supe
context: If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su\Sup\Supe response:	Super
context: That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su\Sup\Supe\Super response:	Superf
context: You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su\Sup\Supe\Super\Superf response:	Superfl
context: Don't let him get away, Toyohiro Kanedaichi!\Josuke!\Su\Sup\Supe\Super\Superf\Superfl response:	Superfly
context: Josuke!\Su\Sup\Supe\Super\Superf\Superfl\Superfly response:	Toyo
context: Su\Sup\Supe\Super\Superf\Superfl\Superfly\Toyo response:	Toyohiro
context: Sup\Supe\Super\Superf\Superfl\Superfly\Toyo\Toyohiro response:	Toyohiro Kane
context: Supe\Super\Superf\Superfl\Superfly\Toyo\Toyohiro\Toyohiro Kane response:	Toyohiro Kaneda
context: Super\Superf\Superfl\Superfly\Toyo\Toyohiro\Toyohiro Kane\Toyohiro Kaneda response:	Toyohiro Kanedaichi
context: Superf\Superfl\Superfly\Toyo\Toyohiro\Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi response:	Josuke!
context: Superfl\Superfly\Toyo\Toyohiro\Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke! response:	Damn it...
context: Superfly\Toyo\Toyohiro\Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke!\Damn it... response:	I said it was my Stand,
context: Toyo\Toyohiro\Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke!\Damn it...\I said it was my Stand, response:	but Superfly isn't a Stand that I can control.
context: Toyohiro\Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke!\Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control. response:	It's actually an independent Stand.
context: Toyohiro Kane\Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke!\Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand. response:	I can finally leave, now that you guys have shown up.
context: Toyohiro Kaneda\Toyohiro Kanedaichi\Josuke!\Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up. response:	Even I, its user, was held captive by Superfly.
context: Toyohiro Kanedaichi\Josuke!\Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly. response:	Well, good luck living here in my stead!
context: Josuke!\Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead! response:	That bastard!
context: Damn it...\I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard! response:	He must've been working with the guy in the photograph.
context: I said it was my Stand,\but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph. response:	Okuyasu, is there anything that I can do?
context: but Superfly isn't a Stand that I can control.\It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do? response:	You'll just get hurt, so stay out of it.
context: It's actually an independent Stand.\I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it. response:	Your job's over.
context: I can finally leave, now that you guys have shown up.\Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over. response:	If you could actually turn into dynamite instead of
context: Even I, its user, was held captive by Superfly.\Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of response:	dice or binoculars and blow this pylon up, things might be different.
context: Well, good luck living here in my stead!\That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different. response:	That I cannot do.
context: That bastard!\He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do. response:	I can't produce any strength that isn't my own,
context: He must've been working with the guy in the photograph.\Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own, response:	and I can't turn into anything complicated like explosives.
context: Okuyasu, is there anything that I can do?\You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives. response:	But I'd like to be of some use.
context: You'll just get hurt, so stay out of it.\Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use. response:	Shut up.
context: Your job's over.\If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up. response:	I'm telling you that there's nothing you can do.
context: If you could actually turn into dynamite instead of\dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do. response:	Leave the dangerous stuff to us.
context: dice or binoculars and blow this pylon up, things might be different.\That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us. response:	That bastard's starting to run away because he's convinced
context: That I cannot do.\I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced response:	that he's got him trapped in there,
context: I can't produce any strength that isn't my own,\and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there, response:	but he must not know who we are.
context: and I can't turn into anything complicated like explosives.\But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are. response:	Hey. You gonna do this, Okuyasu?
context: But I'd like to be of some use.\Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu? response:	I know you're up to it, too.
context: Shut up.\I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too. response:	What's the big deal about this pylon?
context: I'm telling you that there's nothing you can do.\Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon? response:	Let's crush it, Josuke!
context: Leave the dangerous stuff to us.\That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke! response:	Yeah. There shouldn't be an issue if I crush it and get out!
context: That bastard's starting to run away because he's convinced\that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out! response:	Watch it!
context: that he's got him trapped in there,\but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it! response:	The hell? What's with their power?!
context: but he must not know who we are.\Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?! response:	This thing's pretty sturdy.
context: Hey. You gonna do this, Okuyasu?\I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?!\This thing's pretty sturdy. response:	But if we keep attacking it, this pillar will snap in two.
context: I know you're up to it, too.\What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two. response:	And look. It looks like that guy's about to fall off.
context: What's the big deal about this pylon?\Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off. response:	Y-You idiots! How can you do something so terrifying?
context: Let's crush it, Josuke!\Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying? response:	Of course I thought about that possibility.
context: Yeah. There shouldn't be an issue if I crush it and get out!\Watch it!\The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility. response:	But haven't you noticed?
context: Watch it!\The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed? response:	This pylon is draining your powers and
context: The hell? What's with their power?!\This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and response:	distributing them throughout itself.
context: This thing's pretty sturdy.\But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself. response:	Huh? What the hell is that idiot talking about?
context: But if we keep attacking it, this pillar will snap in two.\And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about? response:	Josuke, just a little more, and you'll be out of there!
context: And look. It looks like that guy's about to fall off.\Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there! response:	Here we go!
context: Y-You idiots! How can you do something so terrifying?\Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go! response:	Hold up, Okuyasu. Listen.
context: Of course I thought about that possibility.\But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen. response:	Something's not right. What's that weird sound?
context: But haven't you noticed?\This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound? response:	It's the sound of all the power you guys threw
context: This pylon is draining your powers and\distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw response:	into the pylon, moving throughout it.
context: distributing them throughout itself.\Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it. response:	What?
context: Huh? What the hell is that idiot talking about?\Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What? response:	And think about this carefully.
context: Josuke, just a little more, and you'll be out of there!\Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What?\And think about this carefully. response:	You know that whole law of conservation of energy?
context: Here we go!\Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What?\And think about this carefully.\You know that whole law of conservation of energy? response:	Energy that's running around has to be able to escape from somewhere.
context: Hold up, Okuyasu. Listen.\Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What?\And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere. response:	So where's all that energy's gonna go?
context: Something's not right. What's that weird sound?\It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What?\And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go? response:	It can't be...
context: It's the sound of all the power you guys threw\into the pylon, moving throughout it.\What?\And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be... response:	Okuyasu, duck!
context: into the pylon, moving throughout it.\What?\And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be...\Okuyasu, duck! response:	What?!
context: What?\And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be...\Okuyasu, duck!\What?! response:	You can attack it all you want,
context: And think about this carefully.\You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be...\Okuyasu, duck!\What?!\You can attack it all you want, response:	but all the attacks on the pylon are just gonna come right back to you.
context: You know that whole law of conservation of energy?\Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be...\Okuyasu, duck!\What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you. response:	If you hit it, it'll hit back. If you cut it, it'll cut back.
context: Energy that's running around has to be able to escape from somewhere.\So where's all that energy's gonna go?\It can't be...\Okuyasu, duck!\What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back. response:	Just think about it.
context: So where's all that energy's gonna go?\It can't be...\Okuyasu, duck!\What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it. response:	No matter who comes around with whatever kind of ability,
context: It can't be...\Okuyasu, duck!\What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability, response:	no one can destroy this pylon!
context: Okuyasu, duck!\What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon! response:	Okuyasu!
context: What?!\You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu! response:	Th-This isn't good, Josuke...
context: You can attack it all you want,\but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke... response:	I couldn't dodge it completely.
context: but all the attacks on the pylon are just gonna come right back to you.\If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely. response:	It ripped a hole in my side.
context: If you hit it, it'll hit back. If you cut it, it'll cut back.\Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side. response:	I guess I should've warned you about that.
context: Just think about it.\No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that. response:	And next, you're probably going to think
context: No matter who comes around with whatever kind of ability,\no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think response:	that if you defeat me, the user, you'll be able to get out.
context: no one can destroy this pylon!\Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out. response:	But that's futile, too.
context: Okuyasu!\Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too. response:	This pylon is an independent Stand.
context: Th-This isn't good, Josuke...\I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand. response:	Even if I were to die,
context: I couldn't dodge it completely.\It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand.\Even if I were to die, response:	this pylon would probably continue to trap people inside for eternity.
context: It ripped a hole in my side.\I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity. response:	That's what Superfly is.
context: I guess I should've warned you about that.\And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is. response:	Josuke...
context: And next, you're probably going to think\that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke... response:	For eternity?
context: that if you defeat me, the user, you'll be able to get out.\But that's futile, too.\This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke...\For eternity? response:	But don't get too depressed about that.
context: But that's futile, too.\This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke...\For eternity?\But don't get too depressed about that. response:	You just have to lure someone else in, Josuke Higashikata.
context: This pylon is an independent Stand.\Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke...\For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata. response:	If one comes in, one can get out.
context: Even if I were to die,\this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke...\For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out. response:	Just have some sucker take your place and get out.
context: this pylon would probably continue to trap people inside for eternity.\That's what Superfly is.\Josuke...\For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out. response:	It's sort of like playing Old Maid.
context: That's what Superfly is.\Josuke...\For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid. response:	It's like human society.
context: Josuke...\For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society. response:	You just need to pass off the old maid to someone else.
context: For eternity?\But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else. response:	Am I wrong?
context: But don't get too depressed about that.\You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong? response:	Indeed, if someone else is pulled in, Josuke will be saved.
context: You just have to lure someone else in, Josuke Higashikata.\If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved. response:	Huh?
context: If one comes in, one can get out.\Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh? response:	What?
context: Just have some sucker take your place and get out.\It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What? response:	You should be the one to return, then. Into the pylon...
context: It's sort of like playing Old Maid.\It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What?\You should be the one to return, then. Into the pylon... response:	you go.
context: It's like human society.\You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What?\You should be the one to return, then. Into the pylon...\you go. response:	You...
context: You just need to pass off the old maid to someone else.\Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What?\You should be the one to return, then. Into the pylon...\you go.\You... response:	Mikitaka! When did you...
context: Am I wrong?\Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What?\You should be the one to return, then. Into the pylon...\you go.\You...\Mikitaka! When did you... response:	Who the hell are you?
context: Indeed, if someone else is pulled in, Josuke will be saved.\Huh?\What?\You should be the one to return, then. Into the pylon...\you go.\You...\Mikitaka! When did you...\Who the hell are you? response:	Why were you an electrical wire? When did you get there?
context: Huh?\What?\You should be the one to return, then. Into the pylon...\you go.\You...\Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there? response:	What the hell is that ability?
context: What?\You should be the one to return, then. Into the pylon...\you go.\You...\Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability? response:	Why, thank you for asking.
context: You should be the one to return, then. Into the pylon...\you go.\You...\Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking. response:	You see, I'm an alien.
context: you go.\You...\Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien. response:	What?
context: You...\Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien.\What? response:	Y-You actually can be useful!
context: Mikitaka! When did you...\Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien.\What?\Y-You actually can be useful! response:	Now's your chance. Please step outside, Josuke-san.
context: Who the hell are you?\Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien.\What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san. response:	Y-You bastard!
context: Why were you an electrical wire? When did you get there?\What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien.\What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard! response:	You have my praise, Mikitaka!
context: What the hell is that ability?\Why, thank you for asking.\You see, I'm an alien.\What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka! response:	Josuke, hurry up and get out.
context: Why, thank you for asking.\You see, I'm an alien.\What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out. response:	Get out of the pylon!
context: You see, I'm an alien.\What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon! response:	R-Right...
context: What?\Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon!\R-Right... response:	I did it!
context: Y-You actually can be useful!\Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon!\R-Right...\I did it! response:	You bastard! What the hell?!
context: Now's your chance. Please step outside, Josuke-san.\Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon!\R-Right...\I did it!\You bastard! What the hell?! response:	The guy in the photograph didn't tell me
context: Y-You bastard!\You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon!\R-Right...\I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me response:	that Josuke had a friend like you!
context: You have my praise, Mikitaka!\Josuke, hurry up and get out.\Get out of the pylon!\R-Right...\I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you! response:	I'm an alien, so I'm unaware of this game called Old Maid,
context: Josuke, hurry up and get out.\Get out of the pylon!\R-Right...\I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid, response:	but to suddenly trick Josuke and tell him that he cannot leave...
context: Get out of the pylon!\R-Right...\I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave... response:	It's like an adult beating a child at a game
