context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: What a disgrace.\They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff?\Yes!\No, not everyone is! response:	Kohsaka buys it too, naturally.
context: They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff?\Yes!\No, not everyone is!\Kohsaka buys it too, naturally. response:	That I do!
context: What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff?\Yes!\No, not everyone is!\Kohsaka buys it too, naturally.\That I do! response:	Um, if you want titles geared towards women, we have better ones.
context: We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff?\Yes!\No, not everyone is!\Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones. response:	Don't bring those up!
context: You talk as if you've been there.\Is everyone there to buy this stuff?\Yes!\No, not everyone is!\Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up! response:	Show me!
context: Is everyone there to buy this stuff?\Yes!\No, not everyone is!\Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me! response:	Are you for real?
context: Yes!\No, not everyone is!\Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me!\Are you for real? response:	Isn't he... you know?
context: No, not everyone is!\Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me!\Are you for real?\Isn't he... you know? response:	These don't belong to me personally...
context: Kohsaka buys it too, naturally.\That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me!\Are you for real?\Isn't he... you know?\These don't belong to me personally... response:	Whoa!
context: That I do!\Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me!\Are you for real?\Isn't he... you know?\These don't belong to me personally...\Whoa! response:	You know, I think I really am a little interested now.
context: Um, if you want titles geared towards women, we have better ones.\Don't bring those up!\Show me!\Are you for real?\Isn't he... you know?\These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now. response:	Y-You suppose her eyes just opened?
context: Don't bring those up!\Show me!\Are you for real?\Isn't he... you know?\These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened? response:	I can't wait for Comic Fest!
context: Show me!\Are you for real?\Isn't he... you know?\These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest! response:	Why've things turned out like this, again?
context: Are you for real?\Isn't he... you know?\These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again? response:	Yeah, why's Sistah here?
context: Isn't he... you know?\These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here? response:	You're one to talk!
context: These don't belong to me personally...\Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk! response:	Needless to say, I don't have one bit of an inkling to become an otaku.
context: Whoa!\You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku. response:	I'm only here to keep an eye on her.
context: You know, I think I really am a little interested now.\Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her. response:	Do you get that?
context: Y-You suppose her eyes just opened?\I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that? response:	You do, right?
context: I can't wait for Comic Fest!\Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that?\You do, right? response:	Of course we do.
context: Why've things turned out like this, again?\Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that?\You do, right?\Of course we do. response:	How childish.
context: Yeah, why's Sistah here?\You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that?\You do, right?\Of course we do.\How childish. response:	Someone has to teach kids how rough the world is.
context: You're one to talk!\Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that?\You do, right?\Of course we do.\How childish.\Someone has to teach kids how rough the world is. response:	Well, we understand that plenty, but we can't help you.
context: Needless to say, I don't have one bit of an inkling to become an otaku.\I'm only here to keep an eye on her.\Do you get that?\You do, right?\Of course we do.\How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you. response:	We'll have our hands full shopping.
context: I'm only here to keep an eye on her.\Do you get that?\You do, right?\Of course we do.\How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping. response:	Right.
context: Do you get that?\You do, right?\Of course we do.\How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right. response:	I know, which is why I won't let her slip away.
context: You do, right?\Of course we do.\How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away. response:	As if I'd slip away from Kohsaka.
context: Of course we do.\How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka. response:	Don't let it go to your head!
context: How childish.\Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head! response:	It's not?
context: Someone has to teach kids how rough the world is.\Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not? response:	She's not slipping away...
context: Well, we understand that plenty, but we can't help you.\We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not?\She's not slipping away... response:	Yeah...
context: We'll have our hands full shopping.\Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not?\She's not slipping away...\Yeah... response:	Hey...
context: Right.\I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not?\She's not slipping away...\Yeah...\Hey... response:	Yeah?
context: I know, which is why I won't let her slip away.\As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not?\She's not slipping away...\Yeah...\Hey...\Yeah? response:	Why are they lined up in the middle of this goddamned heat?
context: As if I'd slip away from Kohsaka.\Don't let it go to your head!\It's not?\She's not slipping away...\Yeah...\Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat? response:	How should I know?
context: Don't let it go to your head!\It's not?\She's not slipping away...\Yeah...\Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know? response:	Ahh, the ones up front are finally starting to stand up...
context: It's not?\She's not slipping away...\Yeah...\Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up... response:	Wonder if they'll move...
context: She's not slipping away...\Yeah...\Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move... response:	I'm about to have a nosebleed...
context: Yeah...\Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed... response:	Oh, okay.
context: Hey...\Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay. response:	Gotcha.
context: Yeah?\Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay.\Gotcha. response:	They say they'll meet up with us once we've moved some.
context: Why are they lined up in the middle of this goddamned heat?\How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some. response:	Man, their type sure is crafty.
context: How should I know?\Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty. response:	Please keep off the grass.
context: Ahh, the ones up front are finally starting to stand up...\Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass. response:	Huh?
context: Wonder if they'll move...\I'm about to have a nosebleed...\Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass.\Huh? response:	The lawn is all off-limits. Please come over here at once.
context: I'm about to have a nosebleed...\Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once. response:	Kohsaka!
context: Oh, okay.\Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka! response:	Kohsaka!
context: Gotcha.\They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka! response:	Kohsaka?
context: They say they'll meet up with us once we've moved some.\Man, their type sure is crafty.\Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka!\Kohsaka? response:	H-How far are you gonna go?
context: Man, their type sure is crafty.\Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka!\Kohsaka?\H-How far are you gonna go? response:	The lines for the biggest circles are outside.
context: Please keep off the grass.\Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka!\Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside. response:	Why do they do something like...
context: Huh?\The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka!\Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like... response:	Don't you think becoming an otaku ain't worth it?
context: The lawn is all off-limits. Please come over here at once.\Kohsaka!\Kohsaka!\Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it? response:	No, I'll do it!
context: Kohsaka!\Kohsaka!\Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it! response:	I've got what it takes, I know it!
context: Kohsaka!\Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it! response:	Someone in our group said this...
context: Kohsaka?\H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this... response:	An otaku isn't something you try to become...
context: H-How far are you gonna go?\The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become... response:	You just are one before you know it...
context: The lines for the biggest circles are outside.\Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it... response:	That's why you can't quit either.
context: Why do they do something like...\Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either. response:	It's laughable, but for us it's a tragedy.
context: Don't you think becoming an otaku ain't worth it?\No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy. response:	You don't really get what it means to go out with an otaku.
context: No, I'll do it!\I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku. response:	It's not as if it's enough to say you'll just become one too...
context: I've got what it takes, I know it!\Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too... response:	What're you saying?
context: Someone in our group said this...\An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying? response:	In my opinion...
context: An otaku isn't something you try to become...\You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion... response:	Nah, I won't tell you.
context: You just are one before you know it...\That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion...\Nah, I won't tell you. response:	That's unfair!
context: That's why you can't quit either.\It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion...\Nah, I won't tell you.\That's unfair! response:	You're my rival, idiot.
context: It's laughable, but for us it's a tragedy.\You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion...\Nah, I won't tell you.\That's unfair!\You're my rival, idiot. response:	Like I'd tell you.
context: You don't really get what it means to go out with an otaku.\It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion...\Nah, I won't tell you.\That's unfair!\You're my rival, idiot.\Like I'd tell you. response:	Did you see all those dojinshi for sale on the way here?
context: It's not as if it's enough to say you'll just become one too...\What're you saying?\In my opinion...\Nah, I won't tell you.\That's unfair!\You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here? response:	It's an incredible world.
context: What're you saying?\In my opinion...\Nah, I won't tell you.\That's unfair!\You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world. response:	I totally didn't have time to...
context: In my opinion...\Nah, I won't tell you.\That's unfair!\You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to... response:	Then let's go see.
context: Nah, I won't tell you.\That's unfair!\You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to...\Then let's go see. response:	I totally don't have the willpower...
context: That's unfair!\You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to...\Then let's go see.\I totally don't have the willpower... response:	You don't have a thing.
context: You're my rival, idiot.\Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to...\Then let's go see.\I totally don't have the willpower...\You don't have a thing. response:	I totally don't...
context: Like I'd tell you.\Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to...\Then let's go see.\I totally don't have the willpower...\You don't have a thing.\I totally don't... response:	Please don't sit on the grass.
context: Did you see all those dojinshi for sale on the way here?\It's an incredible world.\I totally didn't have time to...\Then let's go see.\I totally don't have the willpower...\You don't have a thing.\I totally don't...\Please don't sit on the grass. response:	Hi.
context: It's an incredible world.\I totally didn't have time to...\Then let's go see.\I totally don't have the willpower...\You don't have a thing.\I totally don't...\Please don't sit on the grass.\Hi. response:	Oh? What happened to those two?
context: I totally didn't have time to...\Then let's go see.\I totally don't have the willpower...\You don't have a thing.\I totally don't...\Please don't sit on the grass.\Hi.\Oh? What happened to those two? response:	We got separated so I called them.
context: Then let's go see.\I totally don't have the willpower...\You don't have a thing.\I totally don't...\Please don't sit on the grass.\Hi.\Oh? What happened to those two?\We got separated so I called them. response:	They said they'll be at the restaurant down at that end...
context: I totally don't have the willpower...\You don't have a thing.\I totally don't...\Please don't sit on the grass.\Hi.\Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end... response:	Just tell them to go home already.
context: You don't have a thing.\I totally don't...\Please don't sit on the grass.\Hi.\Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already. response:	What the hell'd they come for anyway?
context: I totally don't...\Please don't sit on the grass.\Hi.\Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway? response:	This is a letdown, since Kasukabe comes here so rarely.
context: Please don't sit on the grass.\Hi.\Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely. response:	It's a mistake in itself for them to come when they don't even fit in!
context: Hi.\Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in! response:	That's true.
context: Oh? What happened to those two?\We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true. response:	But you know...
context: We got separated so I called them.\They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know... response:	Now we can admire the booty to our hearts' content.
context: They said they'll be at the restaurant down at that end...\Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know...\Now we can admire the booty to our hearts' content. response:	How about the new Jam Jam Bullet?
context: Just tell them to go home already.\What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet? response:	Here it is, I bought it.
context: What the hell'd they come for anyway?\This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it. response:	We sure bought a lot this time.
context: This is a letdown, since Kasukabe comes here so rarely.\It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time. response:	You mean you've never thought of becoming an otaku for Kohsaka's sake?
context: It's a mistake in itself for them to come when they don't even fit in!\That's true.\But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake? response:	Never.
context: That's true.\But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never. response:	Well, I did at least try a video game with him once, but that bombed.
context: But you know...\Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed. response:	Then you have tried.
context: Now we can admire the booty to our hearts' content.\How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried. response:	So, do you understand now?
context: How about the new Jam Jam Bullet?\Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now? response:	What?
context: Here it is, I bought it.\We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now?\What? response:	Give me a hint.
context: We sure bought a lot this time.\You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now?\What?\Give me a hint. response:	No.
context: You mean you've never thought of becoming an otaku for Kohsaka's sake?\Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now?\What?\Give me a hint.\No. response:	Why not?
context: Never.\Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now?\What?\Give me a hint.\No.\Why not? response:	People sure get crabby when they get old.
context: Well, I did at least try a video game with him once, but that bombed.\Then you have tried.\So, do you understand now?\What?\Give me a hint.\No.\Why not?\People sure get crabby when they get old. response:	Ow!
context: Then you have tried.\So, do you understand now?\What?\Give me a hint.\No.\Why not?\People sure get crabby when they get old.\Ow! response:	It was just a typical Comic Fest for us, in the end.
context: So, do you understand now?\What?\Give me a hint.\No.\Why not?\People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end. response:	That it was.
context: What?\Give me a hint.\No.\Why not?\People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end.\That it was. response:	But maybe we got to buy more this time?
context: Give me a hint.\No.\Why not?\People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time? response:	Hey, Keiko.
context: No.\Why not?\People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time?\Hey, Keiko. response:	Huh?
context: Why not?\People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time?\Hey, Keiko.\Huh? response:	How long are you going to be at my place?
context: People sure get crabby when they get old.\Ow!\It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time?\Hey, Keiko.\Huh?\How long are you going to be at my place? response:	Oh, I'll leave today.
context: Ow!\It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time?\Hey, Keiko.\Huh?\How long are you going to be at my place?\Oh, I'll leave today. response:	Oh yeah? Is that so...
context: It was just a typical Comic Fest for us, in the end.\That it was.\But maybe we got to buy more this time?\Hey, Keiko.\Huh?\How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so... response:	You're a total gimp. How long have we been related?
context: That it was.\But maybe we got to buy more this time?\Hey, Keiko.\Huh?\How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related? response:	You bought a ton of dirty stuff today, didn't you?
context: But maybe we got to buy more this time?\Hey, Keiko.\Huh?\How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you? response:	I could do without an actual little sister...
context: Hey, Keiko.\Huh?\How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister... response:	You think?
context: Huh?\How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think? response:	There's nothing good about them.
context: How long are you going to be at my place?\Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think?\There's nothing good about them. response:	So you do understand.
context: Oh, I'll leave today.\Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think?\There's nothing good about them.\So you do understand. response:	Understand what?
context: Oh yeah? Is that so...\You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think?\There's nothing good about them.\So you do understand.\Understand what? response:	How to date an otaku.
context: You're a total gimp. How long have we been related?\You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think?\There's nothing good about them.\So you do understand.\Understand what?\How to date an otaku. response:	That's it.
context: You bought a ton of dirty stuff today, didn't you?\I could do without an actual little sister...\You think?\There's nothing good about them.\So you do understand.\Understand what?\How to date an otaku.\That's it. response:	What, you mean like this?
context: I could do without an actual little sister...\You think?\There's nothing good about them.\So you do understand.\Understand what?\How to date an otaku.\That's it.\What, you mean like this? response:	Yup!
context: You think?\There's nothing good about them.\So you do understand.\Understand what?\How to date an otaku.\That's it.\What, you mean like this?\Yup! response:	Then today, you too...
context: There's nothing good about them.\So you do understand.\Understand what?\How to date an otaku.\That's it.\What, you mean like this?\Yup!\Then today, you too... response:	Yeah, I'll go back to my place, of course.
context: So you do understand.\Understand what?\How to date an otaku.\That's it.\What, you mean like this?\Yup!\Then today, you too...\Yeah, I'll go back to my place, of course. response:	Ouch, that's rough.
context: Understand what?\How to date an otaku.\That's it.\What, you mean like this?\Yup!\Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough. response:	Well, it's about valuing your time alone...
context: How to date an otaku.\That's it.\What, you mean like this?\Yup!\Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone... response:	Yeah but, I mean, isn't that like being cheated on?
context: That's it.\What, you mean like this?\Yup!\Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on? response:	It is...
context: What, you mean like this?\Yup!\Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is... response:	You're something else, sistah.
context: Yup!\Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah. response:	Admiration doesn't make me happy.
context: Then today, you too...\Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah.\Admiration doesn't make me happy. response:	In that case let me stay at your place...
context: Yeah, I'll go back to my place, of course.\Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place... response:	Go home!
context: Ouch, that's rough.\Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place...\Go home! response:	What was that for?
context: Well, it's about valuing your time alone...\Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place...\Go home!\What was that for? response:	I guess they get along now? What was that for?
