context: Overview response:	Tokyo
context: That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good! response:	I've got money from my job, and I don't go to school.
context: Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school. response:	What, really?
context: And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really? response:	It's not that surprising, is it?
context: Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it? response:	You see them from time to time...
context: I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it?\You see them from time to time... response:	Sixteen-year-olds who don't go to school.
context: It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school. response:	Don't get the wrong idea, though.
context: We're heading out in December, so you'll need to take time off from school, too.\I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though. response:	I'm as smart as anyone.
context: I'm okay! It's all good!\I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone. response:	I got my high school certificate
context: I've got money from my job, and I don't go to school.\What, really?\It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate response:	and I got an A rating in the recent mock exam.
context: What, really?\It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam. response:	And you're still only in your second year?
context: It's not that surprising, is it?\You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year? response:	Does that mean you're going to college?
context: You see them from time to time...\Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college? response:	Yep!
context: Sixteen-year-olds who don't go to school.\Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college?\Yep! response:	My current dream is to ace everything and show up everyone
context: Don't get the wrong idea, though.\I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone response:	who goofs off in high school and fails!
context: I'm as smart as anyone.\I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails! response:	But then how would you have time to go to Antarctica?
context: I got my high school certificate\and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica? response:	A reasonable question,
context: and I got an A rating in the recent mock exam.\And you're still only in your second year?\Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question, response:	but I still have almost two years before entrance exams,
context: And you're still only in your second year?\Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams, response:	and when I think about how I'll spend next year knuckling down for exams,
context: Does that mean you're going to college?\Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams, response:	it makes me want to do something special while I can.
context: Yep!\My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can. response:	I get you! I so get you!
context: My current dream is to ace everything and show up everyone\who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you! response:	If you don't do it this year, you'll never get another chance, right?
context: who goofs off in high school and fails!\But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right? response:	Exactly!
context: But then how would you have time to go to Antarctica?\A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly! response:	Ah, must my sixteenth year come and go,
context: A reasonable question,\but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go, response:	with nothing but meat buns and oden to show for it?
context: but I still have almost two years before entrance exams,\and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it? response:	Precisely!
context: and when I think about how I'll spend next year knuckling down for exams,\it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely! response:	I'd love to have a drink out with you!
context: it makes me want to do something special while I can.\I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you! response:	Even though I don't drink!
context: I get you! I so get you!\If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you!\Even though I don't drink! response:	Same here!
context: If you don't do it this year, you'll never get another chance, right?\Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you!\Even though I don't drink!\Same here! response:	Shut up!
context: Exactly!\Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you!\Even though I don't drink!\Same here!\Shut up! response:	I'm the one making the plans here.
context: Ah, must my sixteenth year come and go,\with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you!\Even though I don't drink!\Same here!\Shut up!\I'm the one making the plans here. response:	You need to follow my instructions.
context: with nothing but meat buns and oden to show for it?\Precisely!\I'd love to have a drink out with you!\Even though I don't drink!\Same here!\Shut up!\I'm the one making the plans here.\You need to follow my instructions. response:	We never said we wouldn't...
context: Precisely!\I'd love to have a drink out with you!\Even though I don't drink!\Same here!\Shut up!\I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't... response:	What? Is she the irritable type?
context: I'd love to have a drink out with you!\Even though I don't drink!\Same here!\Shut up!\I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type? response:	A tad.
context: Even though I don't drink!\Same here!\Shut up!\I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type?\A tad. response:	This describes my plan.
context: Same here!\Shut up!\I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type?\A tad.\This describes my plan. response:	We'll put it into action this Sunday.
context: Shut up!\I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type?\A tad.\This describes my plan.\We'll put it into action this Sunday. response:	This Sunday, then.
context: I'm the one making the plans here.\You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type?\A tad.\This describes my plan.\We'll put it into action this Sunday.\This Sunday, then. response:	Okay.
context: You need to follow my instructions.\We never said we wouldn't...\What? Is she the irritable type?\A tad.\This describes my plan.\We'll put it into action this Sunday.\This Sunday, then.\Okay. response:	Bye-bye!
context: We never said we wouldn't...\What? Is she the irritable type?\A tad.\This describes my plan.\We'll put it into action this Sunday.\This Sunday, then.\Okay.\Bye-bye! response:	How'd it go?
context: What? Is she the irritable type?\A tad.\This describes my plan.\We'll put it into action this Sunday.\This Sunday, then.\Okay.\Bye-bye!\How'd it go? response:	What do you think of her plan?
context: A tad.\This describes my plan.\We'll put it into action this Sunday.\This Sunday, then.\Okay.\Bye-bye!\How'd it go?\What do you think of her plan? response:	Dunno!
context: This describes my plan.\We'll put it into action this Sunday.\This Sunday, then.\Okay.\Bye-bye!\How'd it go?\What do you think of her plan?\Dunno! response:	Seems like it'll be pretty tricky...
context: We'll put it into action this Sunday.\This Sunday, then.\Okay.\Bye-bye!\How'd it go?\What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky... response:	Yeah, it does...
context: This Sunday, then.\Okay.\Bye-bye!\How'd it go?\What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky...\Yeah, it does... response:	But she knows a lot more about Antarctica than we do,
context: Okay.\Bye-bye!\How'd it go?\What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do, response:	so it seems to me that we might as well try.
context: Bye-bye!\How'd it go?\What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try. response:	If you can still turn back, it's not really a journey.
context: How'd it go?\What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey. response:	When you hit the point of no return, that's the moment it becomes a journey.
context: What do you think of her plan?\Dunno!\Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey. response:	That sounds like a quote!
context: Dunno!\Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote! response:	Who said it originally?
context: Seems like it'll be pretty tricky...\Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally? response:	Oh.
context: Yeah, it does...\But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally?\Oh. response:	I'm happy, though.
context: But she knows a lot more about Antarctica than we do,\so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally?\Oh.\I'm happy, though. response:	I've always liked you two.
context: so it seems to me that we might as well try.\If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally?\Oh.\I'm happy, though.\I've always liked you two. response:	You know? My store's close to Tanishi, so students come in all the time.
context: If you can still turn back, it's not really a journey.\When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally?\Oh.\I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time. response:	Right...
context: When you hit the point of no return, that's the moment it becomes a journey.\That sounds like a quote!\Who said it originally?\Oh.\I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right... response:	But you two seemed different, somehow.
context: That sounds like a quote!\Who said it originally?\Oh.\I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow. response:	You've got a different sort of vibe, I guess.
context: Who said it originally?\Oh.\I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess. response:	No one's ever said that to me before...
context: Oh.\I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before... response:	I really hate the thought of blending in with a crowd.
context: I'm happy, though.\I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd. response:	That's why I couldn't handle high school.
context: I've always liked you two.\You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school. response:	I really envied you two.
context: You know? My store's close to Tanishi, so students come in all the time.\Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two. response:	Envied what about us?
context: Right...\But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two.\Envied what about us? response:	Hard to say...
context: But you two seemed different, somehow.\You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two.\Envied what about us?\Hard to say... response:	The honesty, I guess?
context: You've got a different sort of vibe, I guess.\No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two.\Envied what about us?\Hard to say...\The honesty, I guess? response:	Normal
context: No one's ever said that to me before...\I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two.\Envied what about us?\Hard to say...\The honesty, I guess?\Normal response:	Kuki
context: I really hate the thought of blending in with a crowd.\That's why I couldn't handle high school.\I really envied you two.\Envied what about us?\Hard to say...\The honesty, I guess?\Normal\Kuki response:	Do you feel sufficiently flattered?
context: That's why I couldn't handle high school.\I really envied you two.\Envied what about us?\Hard to say...\The honesty, I guess?\Normal\Kuki\Do you feel sufficiently flattered? response:	Well...
context: I really envied you two.\Envied what about us?\Hard to say...\The honesty, I guess?\Normal\Kuki\Do you feel sufficiently flattered?\Well... response:	That's how Hinata-chan works her way into your heart!
context: Envied what about us?\Hard to say...\The honesty, I guess?\Normal\Kuki\Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart! response:	See you!
context: Hard to say...\The honesty, I guess?\Normal\Kuki\Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart!\See you! response:	Sure!
context: The honesty, I guess?\Normal\Kuki\Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart!\See you!\Sure! response:	Well, we'll do the best we can
context: Normal\Kuki\Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart!\See you!\Sure!\Well, we'll do the best we can response:	Shinjuku!
context: Kuki\Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart!\See you!\Sure!\Well, we'll do the best we can\Shinjuku! response:	Shinjuku Station
context: Do you feel sufficiently flattered?\Well...\That's how Hinata-chan works her way into your heart!\See you!\Sure!\Well, we'll do the best we can\Shinjuku!\Shinjuku Station response:	Cool it with the gawking! They'll know we're from Gunma!
context: Well...\That's how Hinata-chan works her way into your heart!\See you!\Sure!\Well, we'll do the best we can\Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma! response:	But everything's flashing! I don't know where to look!
context: That's how Hinata-chan works her way into your heart!\See you!\Sure!\Well, we'll do the best we can\Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look! response:	Calm down!
context: See you!\Sure!\Well, we'll do the best we can\Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down! response:	Kimari! Wait for me!
context: Sure!\Well, we'll do the best we can\Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me! response:	Don't leave me behind!
context: Well, we'll do the best we can\Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me!\Don't leave me behind! response:	Hey! That's not her!
context: Shinjuku!\Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her! response:	Kabukicho Ichibangai
context: Shinjuku Station\Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai response:	K-Kabukicho...
context: Cool it with the gawking! They'll know we're from Gunma!\But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho... response:	Y-You've never been here before?
context: But everything's flashing! I don't know where to look!\Calm down!\Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before? response:	Ladies' Cabaret Club
context: Calm down!\Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club response:	Mahjong
context: Kimari! Wait for me!\Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club\Mahjong response:	3F Rental Rooms
context: Don't leave me behind!\Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club\Mahjong\3F Rental Rooms response:	I've never been here at night, I guess...
context: Hey! That's not her!\Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club\Mahjong\3F Rental Rooms\I've never been here at night, I guess... response:	I said I'd be spending the night at Megu-chan's, but...
context: Kabukicho Ichibangai\K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club\Mahjong\3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but... response:	Free Information Center
context: K-Kabukicho...\Y-You've never been here before?\Ladies' Cabaret Club\Mahjong\3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center response:	You don't think the police'll take us in, do you?
context: Y-You've never been here before?\Ladies' Cabaret Club\Mahjong\3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you? response:	I'll be fine, but your school might get mad at you if they find out.
context: Ladies' Cabaret Club\Mahjong\3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out. response:	Just for walking around?
context: Mahjong\3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around? response:	Well, it is Kabukicho...
context: 3F Rental Rooms\I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho... response:	Don't worry. Just act like you're in college.
context: I've never been here at night, I guess...\I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college. response:	Hey, here for a good time?
context: I said I'd be spending the night at Megu-chan's, but...\Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time? response:	Just for a bit. Just stop in for a bit.
context: Free Information Center\You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit. response:	I'm with friends! I'm with friends!
context: You don't think the police'll take us in, do you?\I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends! response:	What should we do?
context: I'll be fine, but your school might get mad at you if they find out.\Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do? response:	It's funny. Just let it play out.
context: Just for walking around?\Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out. response:	Free Information Center Information on Entertainment, Bars
context: Well, it is Kabukicho...\Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars response:	This way to entrance
context: Don't worry. Just act like you're in college.\Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance response:	I found it! The Antarctic expedition informal meet-up!
context: Hey, here for a good time?\Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up! response:	Orange
context: Just for a bit. Just stop in for a bit.\I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange response:	Reserved Today Antarctic Expedition Informal Meet-up
context: I'm with friends! I'm with friends!\What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up response:	Sexy Delicious! Meat Festival
context: What should we do?\It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival response:	Really?
context: It's funny. Just let it play out.\Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really? response:	Information Center
context: Free Information Center Information on Entertainment, Bars\This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really?\Information Center response:	Come right in!
context: This way to entrance\I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really?\Information Center\Come right in! response:	Okay, do it just like we planned.
context: I found it! The Antarctic expedition informal meet-up!\Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really?\Information Center\Come right in!\Okay, do it just like we planned. response:	But this only says lure someone out.
context: Orange\Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really?\Information Center\Come right in!\Okay, do it just like we planned.\But this only says lure someone out. response:	What does that mean?
context: Reserved Today Antarctic Expedition Informal Meet-up\Sexy Delicious! Meat Festival\Really?\Information Center\Come right in!\Okay, do it just like we planned.\But this only says lure someone out.\What does that mean? response:	Well, there are normally a lot of male participants in an expedition,
context: Sexy Delicious! Meat Festival\Really?\Information Center\Come right in!\Okay, do it just like we planned.\But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition, response:	so I thought, being high school girls...
context: Really?\Information Center\Come right in!\Okay, do it just like we planned.\But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls... response:	Are you talking about seducing them?
context: Information Center\Come right in!\Okay, do it just like we planned.\But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them? response:	Well, Shirase-chan is beautiful, after all.
context: Come right in!\Okay, do it just like we planned.\But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all. response:	Me? No, I didn't mean me!
context: Okay, do it just like we planned.\But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me! response:	Wait, were you planning to make one of us do it?
context: But this only says lure someone out.\What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it? response:	There's no way!
context: What does that mean?\Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way! response:	They're here! What do we do?
context: Well, there are normally a lot of male participants in an expedition,\so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do? response:	Kimari! Please!
context: so I thought, being high school girls...\Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do?\Kimari! Please! response:	No! Hey!
context: Are you talking about seducing them?\Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do?\Kimari! Please!\No! Hey! response:	Kimari! Go!
context: Well, Shirase-chan is beautiful, after all.\Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do?\Kimari! Please!\No! Hey!\Kimari! Go! response:	Information Center
context: Me? No, I didn't mean me!\Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do?\Kimari! Please!\No! Hey!\Kimari! Go!\Information Center response:	Cabaret Club Girls' Bar
context: Wait, were you planning to make one of us do it?\There's no way!\They're here! What do we do?\Kimari! Please!\No! Hey!\Kimari! Go!\Information Center\Cabaret Club Girls' Bar response:	Marilyn
context: There's no way!\They're here! What do we do?\Kimari! Please!\No! Hey!\Kimari! Go!\Information Center\Cabaret Club Girls' Bar\Marilyn response:	How old-fashioned are you?!
