context: Hold it! response:	I didn't know who to expect, but I'm surprised to see Saber's Master.
context: What's with that look, like you think you know all about us?\Go on, tell him, Shirou!\S-Say something, you jerk!\I-It's as good as saying that we really are a couple...\Really are, nothing. You two have been an item for ages.\Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful. response:	I'll tread lightly around her.
context: Go on, tell him, Shirou!\S-Say something, you jerk!\I-It's as good as saying that we really are a couple...\Really are, nothing. You two have been an item for ages.\Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her. response:	But I must say, she's rather amusing to tease.
context: S-Say something, you jerk!\I-It's as good as saying that we really are a couple...\Really are, nothing. You two have been an item for ages.\Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease. response:	Surely just chatting with her isn't a problem.
context: I-It's as good as saying that we really are a couple...\Really are, nothing. You two have been an item for ages.\Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem. response:	All right, let's do it your way.
context: Really are, nothing. You two have been an item for ages.\Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way. response:	Until Caster is beaten, we'll accept your help.
context: Jeez.\You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help. response:	It's settled, then.
context: You're in for a bumpy ride, kid.\Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then. response:	Why, you...
context: Well, I already know that Tohsaka is a handful.\I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you... response:	Now I'm mad!
context: I'll tread lightly around her.\But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you...\Now I'm mad! response:	If it's gonna be like this, I'll tear Caster apart all by myself!
context: But I must say, she's rather amusing to tease.\Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself! response:	Shouldn't you be on guard outside?
context: Surely just chatting with her isn't a problem.\All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside? response:	I got tired of going through the motions.
context: All right, let's do it your way.\Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions. response:	Caster's eyes cover the entire area around the church.
context: Until Caster is beaten, we'll accept your help.\It's settled, then.\Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church. response:	My standing watch is pointless.
context: It's settled, then.\Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless. response:	And because of that, you act on your own?
context: Why, you...\Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own? response:	You'll prove quite a headache for Caster.
context: Now I'm mad!\If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster. response:	You needn't be concerned on that score.
context: If it's gonna be like this, I'll tear Caster apart all by myself!\Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score. response:	Her watchful eye is on me, as well.
context: Shouldn't you be on guard outside?\I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well. response:	If she sees me acting suspiciously, I'll be dispatched via Command Seal.
context: I got tired of going through the motions.\Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal. response:	If you know that, why are you here?
context: Caster's eyes cover the entire area around the church.\My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here? response:	You'll be scolded for shirking your duties.
context: My standing watch is pointless.\And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties. response:	I don't think so.
context: And because of that, you act on your own?\You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so. response:	By the way, I never did have a chance to get to know you.
context: You'll prove quite a headache for Caster.\You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you. response:	I am someone who was never able to cultivate an identity.
context: You needn't be concerned on that score.\Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity. response:	My own desires are indistinct.
context: Her watchful eye is on me, as well.\If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct. response:	As a result, and it's difficult for me to explain why,
context: If she sees me acting suspiciously, I'll be dispatched via Command Seal.\If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why, response:	I wanted to make that woman's wish come true.
context: If you know that, why are you here?\You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true. response:	I believe that this is a human-like desire.
context: You'll be scolded for shirking your duties.\I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire. response:	Caster's wish, eh?
context: I don't think so.\By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh? response:	Her goal is to win the Holy Grail for herself, to set herself free.
context: By the way, I never did have a chance to get to know you.\I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free. response:	You accept that?
context: I am someone who was never able to cultivate an identity.\My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that? response:	That is not a wish.
context: My own desires are indistinct.\As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish. response:	It is a duty to be carried out naturally, in the course of her life.
context: As a result, and it's difficult for me to explain why,\I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life. response:	Even though Caster herself seems unaware of it,
context: I wanted to make that woman's wish come true.\I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it, response:	she simply wants to go home.
context: I believe that this is a human-like desire.\Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home. response:	She has never desired freedom.
context: Caster's wish, eh?\Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom. response:	The decisive battle is almost upon us.
context: Her goal is to win the Holy Grail for herself, to set herself free.\You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us. response:	Return to your post, Archer.
context: You accept that?\That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer. response:	If they haven't given up, this will be their final chance.
context: That is not a wish.\It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance. response:	I agree.
context: It is a duty to be carried out naturally, in the course of her life.\Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree. response:	My assumption has been that they will attack at dawn.
context: Even though Caster herself seems unaware of it,\she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn. response:	I forgot to ask something...
context: she simply wants to go home.\She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something... response:	What is it that you consider right and proper?
context: She has never desired freedom.\The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper? response:	Let me think...
context: The decisive battle is almost upon us.\Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper?\Let me think... response:	It is something that one does not regret,
context: Return to your post, Archer.\If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper?\Let me think...\It is something that one does not regret, response:	even if one has chosen wrongly.
context: If they haven't given up, this will be their final chance.\I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper?\Let me think...\It is something that one does not regret,\even if one has chosen wrongly. response:	I view good and evil as having equal value,
context: I agree.\My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper?\Let me think...\It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value, response:	so that is the only evidence of humanity in me that I see as worthwhile.
context: My assumption has been that they will attack at dawn.\I forgot to ask something...\What is it that you consider right and proper?\Let me think...\It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile. response:	So, Lancer...
context: I forgot to ask something...\What is it that you consider right and proper?\Let me think...\It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer... response:	You know what your job is, right?
context: What is it that you consider right and proper?\Let me think...\It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right? response:	Yes, my role is to fight Archer.
context: Let me think...\It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer. response:	If worst comes to worst, I'll also have to deal with Saber,
context: It is something that one does not regret,\even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber, response:	but keeping them busy won't be a problem.
context: even if one has chosen wrongly.\I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem. response:	Caster also has Assassin working for her.
context: I view good and evil as having equal value,\so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her. response:	A true worst-case scenario means you'll face all three.
context: so that is the only evidence of humanity in me that I see as worthwhile.\So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three. response:	Yeah, that bastard will be a problem.
context: So, Lancer...\You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem. response:	If I had my way, I wouldn't face him even one-on-one.
context: You know what your job is, right?\Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one. response:	But Assassin won't show up at the church.
context: Yes, my role is to fight Archer.\If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church. response:	How can you be sure of that?
context: If worst comes to worst, I'll also have to deal with Saber,\but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that? response:	If Caster hasn't returned to Ryuudou Temple,
context: but keeping them busy won't be a problem.\Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple, response:	wouldn't she call Assassin to her?
context: Caster also has Assassin working for her.\A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her? response:	Assassin may be a Servant that Caster summoned,
context: A true worst-case scenario means you'll face all three.\Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned, response:	but as a result, he has limitations.
context: Yeah, that bastard will be a problem.\If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations. response:	He cannot leave Ryuudou Temple.
context: If I had my way, I wouldn't face him even one-on-one.\But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple. response:	But enough about him.
context: But Assassin won't show up at the church.\How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him. response:	Can you two really defeat Caster by yourselves?
context: How can you be sure of that?\If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves? response:	In a straight magic battle, you don't have a chance.
context: If Caster hasn't returned to Ryuudou Temple,\wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance. response:	I suppose not...
context: wouldn't she call Assassin to her?\Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not... response:	But if I can face Caster alone, I think I can blindside her.
context: Assassin may be a Servant that Caster summoned,\but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her. response:	Ah, I see.
context: but as a result, he has limitations.\He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see. response:	You have something up your sleeve.
context: He cannot leave Ryuudou Temple.\But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve. response:	Knowing you, I was certain you would come.
context: But enough about him.\Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come. response:	So, what little stratagem have you devised?
context: Can you two really defeat Caster by yourselves?\In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised? response:	You aren't the type to make a challenge without a plan in mind.
context: In a straight magic battle, you don't have a chance.\I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind. response:	Yeah...
context: I suppose not...\But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah... response:	For the time being, you'll deal with me.
context: But if I can face Caster alone, I think I can blindside her.\Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me. response:	I'm surprised.
context: Ah, I see.\You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me.\I'm surprised. response:	You made a pact with a new Servant within mere days after losing me?
context: You have something up your sleeve.\Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me? response:	I know I'm not one to talk, but your fickleness is astonishing.
context: Knowing you, I was certain you would come.\So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing. response:	Perhaps breaking from you when I did was a good idea.
context: So, what little stratagem have you devised?\You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea. response:	Something about you always did irritate me,
context: You aren't the type to make a challenge without a plan in mind.\Yeah...\For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me, response:	but you're rotten to the core, aren't you?
context: Yeah...\For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you? response:	Does betrayal rub you the wrong way, Lancer?
context: For the time being, you'll deal with me.\I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer? response:	Given that it has nothing to do with you.
context: I'm surprised.\You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you. response:	It just pisses me off that there are Servants like you!
context: You made a pact with a new Servant within mere days after losing me?\I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you! response:	Lancer...
context: I know I'm not one to talk, but your fickleness is astonishing.\Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer... response:	You two get inside.
context: Perhaps breaking from you when I did was a good idea.\Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer...\You two get inside. response:	I'll join you once I've dealt with this bastard.
context: Something about you always did irritate me,\but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer...\You two get inside.\I'll join you once I've dealt with this bastard. response:	Understood.
context: but you're rotten to the core, aren't you?\Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer...\You two get inside.\I'll join you once I've dealt with this bastard.\Understood. response:	But Archer is...
context: Does betrayal rub you the wrong way, Lancer?\Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer...\You two get inside.\I'll join you once I've dealt with this bastard.\Understood.\But Archer is... response:	Yeah, I'll pull my punches.
context: Given that it has nothing to do with you.\It just pisses me off that there are Servants like you!\Lancer...\You two get inside.\I'll join you once I've dealt with this bastard.\Understood.\But Archer is...\Yeah, I'll pull my punches. response:	He has to get on his hands and knees, and beg you for forgiveness.
context: It just pisses me off that there are Servants like you!\Lancer...\You two get inside.\I'll join you once I've dealt with this bastard.\Understood.\But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness. response:	Thank you.
context: Lancer...\You two get inside.\I'll join you once I've dealt with this bastard.\Understood.\But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you. response:	I'm glad you were the one who offered us help.
context: You two get inside.\I'll join you once I've dealt with this bastard.\Understood.\But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help. response:	Man, this has turned into a mess, hasn't it?
context: I'll join you once I've dealt with this bastard.\Understood.\But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it? response:	What has, Lancer?
context: Understood.\But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer? response:	It's nothing.
context: But Archer is...\Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing. response:	Speaking as someone who wouldn't dream of casually betraying his master,
context: Yeah, I'll pull my punches.\He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master, response:	that little lady is pretty dazzling.
context: He has to get on his hands and knees, and beg you for forgiveness.\Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling. response:	You're so softhearted, Lancer.
context: Thank you.\I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer. response:	Do you know the saying The grass is always greener on the other side?
context: I'm glad you were the one who offered us help.\Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer.\Do you know the saying The grass is always greener on the other side? response:	What are you talking about?
context: Man, this has turned into a mess, hasn't it?\What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer.\Do you know the saying The grass is always greener on the other side?\What are you talking about? response:	Like I'd know anything about that!
context: What has, Lancer?\It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer.\Do you know the saying The grass is always greener on the other side?\What are you talking about?\Like I'd know anything about that! response:	Tohsaka?
context: It's nothing.\Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer.\Do you know the saying The grass is always greener on the other side?\What are you talking about?\Like I'd know anything about that!\Tohsaka? response:	While I have the chance, let me say this.
context: Speaking as someone who wouldn't dream of casually betraying his master,\that little lady is pretty dazzling.\You're so softhearted, Lancer.\Do you know the saying The grass is always greener on the other side?\What are you talking about?\Like I'd know anything about that!\Tohsaka?\While I have the chance, let me say this. response:	There's really only one of these pendants.
