context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: I cannot give you any answers regarding my identity.\For the simple reason that I do not know.\What's that supposed to mean? Are you messing with me?\I don't mean to insult you, Master,\but it's the result of your imperfect summoning.\My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details, response:	so it's nothing to be concerned about.
context: For the simple reason that I do not know.\What's that supposed to mean? Are you messing with me?\I don't mean to insult you, Master,\but it's the result of your imperfect summoning.\My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about. response:	I'm very concerned about it!
context: What's that supposed to mean? Are you messing with me?\I don't mean to insult you, Master,\but it's the result of your imperfect summoning.\My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it! response:	If I don't know what Heroic Spirit you are, I don't know how powerful you are!
context: I don't mean to insult you, Master,\but it's the result of your imperfect summoning.\My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are! response:	That is a trivial matter.
context: but it's the result of your imperfect summoning.\My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter. response:	You call that trivial?
context: My memories are a jumble.\My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial? response:	If I don't know how powerful my partner is, I can't formulate a strategy, can I?
context: My name and origin are hazy, as well.\Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I? response:	What are you saying?
context: Admittedly, those aren't important details,\so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying? response:	I am a Servant who was summoned by you.
context: so it's nothing to be concerned about.\I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you. response:	I could not be anything but the most powerful.
context: I'm very concerned about it!\If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful. response:	Oh, well.
context: If I don't know what Heroic Spirit you are, I don't know how powerful you are!\That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well. response:	It won't change the fact that no one else knows his true identity...
context: That is a trivial matter.\You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity... response:	For the time being, we'll overlook the issue of your identity.
context: You call that trivial?\If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity. response:	And now, Archer, your first job.
context: If I don't know how powerful my partner is, I can't formulate a strategy, can I?\What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job. response:	Right down to business, then.
context: What are you saying?\I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then. response:	My Master is belligerent.
context: I am a Servant who was summoned by you.\I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then.\My Master is belligerent. response:	And who is my enemy
context: I could not be anything but the most powerful.\Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then.\My Master is belligerent.\And who is my enemy response:	Clean the living room.
context: Oh, well.\It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then.\My Master is belligerent.\And who is my enemy\Clean the living room. response:	You made that mess, so I expect you to make it spotless.
context: It won't change the fact that no one else knows his true identity...\For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then.\My Master is belligerent.\And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless. response:	Wait.
context: For the time being, we'll overlook the issue of your identity.\And now, Archer, your first job.\Right down to business, then.\My Master is belligerent.\And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait. response:	What do you think Servants are?
context: And now, Archer, your first job.\Right down to business, then.\My Master is belligerent.\And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are? response:	Familiars, right?
context: Right down to business, then.\My Master is belligerent.\And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are?\Familiars, right? response:	These talk back and are unruly, though.
context: My Master is belligerent.\And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are?\Familiars, right?\These talk back and are unruly, though. response:	As you wish.
context: And who is my enemy\Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are?\Familiars, right?\These talk back and are unruly, though.\As you wish. response:	And you can go to hell, Master.
context: Clean the living room.\You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are?\Familiars, right?\These talk back and are unruly, though.\As you wish.\And you can go to hell, Master. response:	Father...
context: You made that mess, so I expect you to make it spotless.\Wait.\What do you think Servants are?\Familiars, right?\These talk back and are unruly, though.\As you wish.\And you can go to hell, Master.\Father... response:	The battle I've been awaiting for ten years is about to begin.
context: Wait.\What do you think Servants are?\Familiars, right?\These talk back and are unruly, though.\As you wish.\And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin. response:	My Holy Grail War...
context: What do you think Servants are?\Familiars, right?\These talk back and are unruly, though.\As you wish.\And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War... response:	This is way beyond running late.
context: Familiars, right?\These talk back and are unruly, though.\As you wish.\And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late. response:	I'll just skip school today.
context: These talk back and are unruly, though.\As you wish.\And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late.\I'll just skip school today. response:	Right, it was Archer I summoned, not Saber.
context: As you wish.\And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber. response:	With the added bonus that he doesn't know who he is.
context: And you can go to hell, Master.\Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is. response:	I've got a headache, all of a sudden.
context: Father...\The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden. response:	I'm exhausted.
context: The battle I've been awaiting for ten years is about to begin.\My Holy Grail War...\This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted. response:	Did the summoning drain all my mana?
context: My Holy Grail War...\This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana? response:	Maybe he isn't so bad.
context: This is way beyond running late.\I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad. response:	The sun came up long ago.
context: I'll just skip school today.\Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago. response:	You're quite the slob, aren't you, girl?
context: Right, it was Archer I summoned, not Saber.\With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl? response:	This is good.
context: With the added bonus that he doesn't know who he is.\I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good. response:	What are you smirking at?
context: I've got a headache, all of a sudden.\I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good.\What are you smirking at? response:	More importantly, have you remembered who you are?
context: I'm exhausted.\Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good.\What are you smirking at?\More importantly, have you remembered who you are? response:	No.
context: Did the summoning drain all my mana?\Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good.\What are you smirking at?\More importantly, have you remembered who you are?\No. response:	Fine.
context: Maybe he isn't so bad.\The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good.\What are you smirking at?\More importantly, have you remembered who you are?\No.\Fine. response:	I'll think of what to do about your amnesia in due time.
context: The sun came up long ago.\You're quite the slob, aren't you, girl?\This is good.\What are you smirking at?\More importantly, have you remembered who you are?\No.\Fine.\I'll think of what to do about your amnesia in due time. response:	Get ready to go out, Archer.
context: You're quite the slob, aren't you, girl?\This is good.\What are you smirking at?\More importantly, have you remembered who you are?\No.\Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer. response:	I'll show you around the city.
context: This is good.\What are you smirking at?\More importantly, have you remembered who you are?\No.\Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city. response:	Before that, Master, aren't you forgetting something important?
context: What are you smirking at?\More importantly, have you remembered who you are?\No.\Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important? response:	Something important?
context: More importantly, have you remembered who you are?\No.\Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important? response:	Good grief...
context: No.\Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important?\Good grief... response:	We have yet to carry out the most important exchange of our pact.
context: Fine.\I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important?\Good grief...\We have yet to carry out the most important exchange of our pact. response:	The most important exchange of our pact?
context: I'll think of what to do about your amnesia in due time.\Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important?\Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact? response:	Girl... You really aren't a morning person, are you?
context: Get ready to go out, Archer.\I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important?\Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you? response:	Who do you think you are, girl this and girl that?!
context: I'll show you around the city.\Before that, Master, aren't you forgetting something important?\Something important?\Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?! response:	Darn.
context: Before that, Master, aren't you forgetting something important?\Something important?\Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn. response:	Our names.
context: Something important?\Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn.\Our names. response:	It finally clicked?
context: Good grief...\We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn.\Our names.\It finally clicked? response:	So, Master... From now on, what shall I call you?
context: We have yet to carry out the most important exchange of our pact.\The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn.\Our names.\It finally clicked?\So, Master... From now on, what shall I call you? response:	I'm Tohsaka Rin.
context: The most important exchange of our pact?\Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn.\Our names.\It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin. response:	Call me whatever you want.
context: Girl... You really aren't a morning person, are you?\Who do you think you are, girl this and girl that?!\Darn.\Our names.\It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want. response:	I will call you Rin, then.
context: Who do you think you are, girl this and girl that?!\Darn.\Our names.\It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then. response:	Yes, the sound of it suits you.
context: Darn.\Our names.\It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you. response:	What do you think? Doesn't this place have a great view of the city?
context: Our names.\It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city? response:	If we'd come here in the first place, we wouldn't have had to walk around all day.
context: It finally clicked?\So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day. response:	What are you talking about?
context: So, Master... From now on, what shall I call you?\I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about? response:	All you get from up here is a panoramic view of the city.
context: I'm Tohsaka Rin.\Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city. response:	You can't get a feel for how a city is laid out unless you go places in person.
context: Call me whatever you want.\I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person. response:	That isn't quite true.
context: I will call you Rin, then.\Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true. response:	My class isn't called Archer for nothing.
context: Yes, the sound of it suits you.\What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing. response:	Without excellent eyesight, bowmen aren't much use.
context: What do you think? Doesn't this place have a great view of the city?\If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use. response:	Let's see.
context: If we'd come here in the first place, we wouldn't have had to walk around all day.\What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see. response:	I can make out how many tiles are on that bridge.
context: What are you talking about?\All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge. response:	I'm amazed.
context: All you get from up here is a panoramic view of the city.\You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge.\I'm amazed. response:	The Archer class really is made up of archers!
context: You can't get a feel for how a city is laid out unless you go places in person.\That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers! response:	Rin...
context: That isn't quite true.\My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers!\Rin... response:	Could it be that you're mocking me?
context: My class isn't called Archer for nothing.\Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me? response:	Of course not.
context: Without excellent eyesight, bowmen aren't much use.\Let's see.\I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me?\Of course not. response:	It's him. I know it.
context: Let's see.\I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me?\Of course not.\It's him. I know it. response:	Have you spotted our enemy?
context: I can make out how many tiles are on that bridge.\I'm amazed.\The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me?\Of course not.\It's him. I know it.\Have you spotted our enemy? response:	No, just an acquaintance.
context: I'm amazed.\The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me?\Of course not.\It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance. response:	An ordinary person who has nothing to do with this.
context: The Archer class really is made up of archers!\Rin...\Could it be that you're mocking me?\Of course not.\It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this. response:	I neglected to ask you something.
context: Rin...\Could it be that you're mocking me?\Of course not.\It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something. response:	Which is?
context: Could it be that you're mocking me?\Of course not.\It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is? response:	Rin, were you trained from an early age to be a Master?
context: Of course not.\It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master? response:	And did you go along with that?
context: It's him. I know it.\Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that? response:	That's right.
context: Have you spotted our enemy?\No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right. response:	For generations, winning the Grail has been the Tohsaka dream.
context: No, just an acquaintance.\An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream. response:	Then I expect that you know your goal.
context: An ordinary person who has nothing to do with this.\I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal. response:	Unless I know your wish, I cannot entrust my blades to you.
context: I neglected to ask you something.\Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you. response:	Rin, what is your wish?
context: Which is?\Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish? response:	Wish?
context: Rin, were you trained from an early age to be a Master?\And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish? response:	I don't really have one.
context: And did you go along with that?\That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish?\I don't really have one. response:	What?
context: That's right.\For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish?\I don't really have one.\What? response:	That isn't possible.
context: For generations, winning the Grail has been the Tohsaka dream.\Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish?\I don't really have one.\What?\That isn't possible. response:	The Grail is an omnipotent cup that can grant any wish.
context: Then I expect that you know your goal.\Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish?\I don't really have one.\What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish. response:	It has the power to conquer the real world for you.
context: Unless I know your wish, I cannot entrust my blades to you.\Rin, what is your wish?\Wish?\I don't really have one.\What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you. response:	Conquering the world seems like a pain in the butt,
context: Rin, what is your wish?\Wish?\I don't really have one.\What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt, response:	and there's no point in wishing for dumb things like that.
context: Wish?\I don't really have one.\What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that. response:	I fail to understand.
context: I don't really have one.\What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand. response:	Why, then, are you fighting?
context: What?\That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting? response:	Because there's a battle to be fought, Archer.
context: That isn't possible.\The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer. response:	Then you are...
context: The Grail is an omnipotent cup that can grant any wish.\It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are... response:	Yes, I'm fighting to win. That's all.
context: It has the power to conquer the real world for you.\Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all. response:	All right...
context: Conquering the world seems like a pain in the butt,\and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all.\All right... response:	You are indeed my ideal Master.
context: and there's no point in wishing for dumb things like that.\I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master. response:	There can be no doubt that you are the perfect Master for me.
context: I fail to understand.\Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me. response:	There is no one else whom I could hope to serve.
context: Why, then, are you fighting?\Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve. response:	Hey
context: Because there's a battle to be fought, Archer.\Then you are...\Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey response:	Rin? Why are you hiding?
context: Then you are...\Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding? response:	It's someone I know.
context: Yes, I'm fighting to win. That's all.\All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding?\It's someone I know. response:	I skipped school today, so I don't want to run into anyone.
context: All right...\You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone. response:	Kirei? It's me.
context: You are indeed my ideal Master.\There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me. response:	I made a pact with Archer last night, so please list me officially as a Master.
context: There can be no doubt that you are the perfect Master for me.\There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master. response:	Very well.
context: There is no one else whom I could hope to serve.\Hey\Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well. response:	Then, what are your plans?
context: Hey\Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans? response:	Would you care to stop by?
context: Rin? Why are you hiding?\It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans?\Would you care to stop by? response:	I have something for you that your parents left in my care.
context: It's someone I know.\I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care. response:	You mean Father's will?
context: I skipped school today, so I don't want to run into anyone.\Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will? response:	I already deciphered it and found what he left, so that's fine.
context: Kirei? It's me.\I made a pact with Archer last night, so please list me officially as a Master.\Very well.\Then, what are your plans?\Would you care to stop by?\I have something for you that your parents left in my care.\You mean Father's will?\I already deciphered it and found what he left, so that's fine. response:	I'll stop by if I'm ever in the mood, so I'll see you then.
