context: I could just die right now. response:	A Place Further Than the Universe
context: Studying?\Yeah. I need to catch up on the classes I miss.\This place has free refills, and it's open late.\You're so responsible...\It's about Antarctica, right?\I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you. response:	What is it?
context: Yeah. I need to catch up on the classes I miss.\This place has free refills, and it's open late.\You're so responsible...\It's about Antarctica, right?\I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it? response:	Why don't you want to go?
context: This place has free refills, and it's open late.\You're so responsible...\It's about Antarctica, right?\I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it?\Why don't you want to go? response:	Is it strange that I don't?
context: You're so responsible...\It's about Antarctica, right?\I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it?\Why don't you want to go?\Is it strange that I don't? response:	Well, c'mon! Antarctica has penguins!
context: It's about Antarctica, right?\I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it?\Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins! response:	Icebergs, too!
context: I'm sorry, I haven't made any more progress.\Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it?\Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too! response:	And you can see the aurora!
context: Y-Yeah, we know that, but...\There's something else we wanted to ask you.\What is it?\Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora! response:	My mother got to you, didn't she?
context: There's something else we wanted to ask you.\What is it?\Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she? response:	Does she want you to convince me to go?
context: What is it?\Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go? response:	Stare...
context: Why don't you want to go?\Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go?\Stare... response:	Yes.
context: Is it strange that I don't?\Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go?\Stare...\Yes. response:	Spineless!
context: Well, c'mon! Antarctica has penguins!\Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go?\Stare...\Yes.\Spineless! response:	But I still want to know the reason you don't want to go.
context: Icebergs, too!\And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go?\Stare...\Yes.\Spineless!\But I still want to know the reason you don't want to go. response:	Why should I tell you?
context: And you can see the aurora!\My mother got to you, didn't she?\Does she want you to convince me to go?\Stare...\Yes.\Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you? response:	Well, it's okay if you don't want to...
context: My mother got to you, didn't she?\Does she want you to convince me to go?\Stare...\Yes.\Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to... response:	I doubt you would understand.
context: Does she want you to convince me to go?\Stare...\Yes.\Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand. response:	I don't have any friends.
context: Stare...\Yes.\Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends. response:	Not just now.
context: Yes.\Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends.\Not just now. response:	I never have.
context: Spineless!\But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends.\Not just now.\I never have. response:	Not once.
context: But I still want to know the reason you don't want to go.\Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends.\Not just now.\I never have.\Not once. response:	Shiraishi Yuzu-chan Congratulations on your TV appearance!!
context: Why should I tell you?\Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends.\Not just now.\I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!! response:	I've been a child actress since I was four years old.
context: Well, it's okay if you don't want to...\I doubt you would understand.\I don't have any friends.\Not just now.\I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old. response:	But because I was so busy, I hardly had any time to play with friends.
context: I doubt you would understand.\I don't have any friends.\Not just now.\I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends. response:	Then it kept happening and happening.
context: I don't have any friends.\Not just now.\I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening. response:	I've never had a fight with friends.
context: Not just now.\I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends. response:	My mom's the only one I fight with.
context: I never have.\Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with. response:	So once I got into high school,
context: Not once.\Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school, response:	I decided I had to make friends, no matter what.
context: Shiraishi Yuzu-chan Congratulations on your TV appearance!!\I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what. response:	I'd go to clubs, get a part-time job,
context: I've been a child actress since I was four years old.\But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job, response:	buy sweets with my friends after class,
context: But because I was so busy, I hardly had any time to play with friends.\Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class, response:	do karaoke...
context: Then it kept happening and happening.\I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke... response:	But...
context: I've never had a fight with friends.\My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke...\But... response:	Thanks, you guys!
context: My mom's the only one I fight with.\So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke...\But...\Thanks, you guys! response:	Sure! Let's go hang out some time.
context: So once I got into high school,\I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke...\But...\Thanks, you guys!\Sure! Let's go hang out some time. response:	Really?
context: I decided I had to make friends, no matter what.\I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke...\But...\Thanks, you guys!\Sure! Let's go hang out some time.\Really? response:	Sure thing.
context: I'd go to clubs, get a part-time job,\buy sweets with my friends after class,\do karaoke...\But...\Thanks, you guys!\Sure! Let's go hang out some time.\Really?\Sure thing. response:	Also, can we get a picture together?
context: buy sweets with my friends after class,\do karaoke...\But...\Thanks, you guys!\Sure! Let's go hang out some time.\Really?\Sure thing.\Also, can we get a picture together? response:	Yuzuki-chan's a celebrity, so people want to see pictures.
context: do karaoke...\But...\Thanks, you guys!\Sure! Let's go hang out some time.\Really?\Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures. response:	Take one with me, too!
context: But...\Thanks, you guys!\Sure! Let's go hang out some time.\Really?\Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too! response:	Sorry...
context: Thanks, you guys!\Sure! Let's go hang out some time.\Really?\Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry... response:	Oh. Bye, then.
context: Sure! Let's go hang out some time.\Really?\Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry...\Oh. Bye, then. response:	First impressions are important, aren't they?
context: Really?\Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry...\Oh. Bye, then.\First impressions are important, aren't they? response:	I need to start working hard to form them right now.
context: Sure thing.\Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry...\Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now. response:	Proper relationships and groups... You're basically establishing who you are.
context: Also, can we get a picture together?\Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry...\Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are. response:	Wh-What?
context: Yuzuki-chan's a celebrity, so people want to see pictures.\Take one with me, too!\Sorry...\Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What? response:	I just wanted to hug you suddenly!
context: Take one with me, too!\Sorry...\Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly! response:	I can't breathe!
context: Sorry...\Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly!\I can't breathe! response:	I totally understand you!
context: Oh. Bye, then.\First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly!\I can't breathe!\I totally understand you! response:	I always hate new school terms and stuff, too!
context: First impressions are important, aren't they?\I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly!\I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too! response:	You don't understand!
context: I need to start working hard to form them right now.\Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly!\I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too!\You don't understand! response:	Yes, I do!
context: Proper relationships and groups... You're basically establishing who you are.\Wh-What?\I just wanted to hug you suddenly!\I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too!\You don't understand!\Yes, I do! response:	No, you don't!
context: Wh-What?\I just wanted to hug you suddenly!\I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too!\You don't understand!\Yes, I do!\No, you don't! response:	Because you're all best friends, aren't you?
context: I just wanted to hug you suddenly!\I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too!\You don't understand!\Yes, I do!\No, you don't!\Because you're all best friends, aren't you? response:	Best friends?
context: I can't breathe!\I totally understand you!\I always hate new school terms and stuff, too!\You don't understand!\Yes, I do!\No, you don't!\Because you're all best friends, aren't you?\Best friends? response:	Aren't you?
context: I totally understand you!\I always hate new school terms and stuff, too!\You don't understand!\Yes, I do!\No, you don't!\Because you're all best friends, aren't you?\Best friends?\Aren't you? response:	We haven't even known each other a month.
context: I always hate new school terms and stuff, too!\You don't understand!\Yes, I do!\No, you don't!\Because you're all best friends, aren't you?\Best friends?\Aren't you?\We haven't even known each other a month. response:	We've never even hung out together.
context: You don't understand!\Yes, I do!\No, you don't!\Because you're all best friends, aren't you?\Best friends?\Aren't you?\We haven't even known each other a month.\We've never even hung out together. response:	We're just all trying to go to the same place.
context: Yes, I do!\No, you don't!\Because you're all best friends, aren't you?\Best friends?\Aren't you?\We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place. response:	For now, at least.
context: No, you don't!\Because you're all best friends, aren't you?\Best friends?\Aren't you?\We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place.\For now, at least. response:	Right?
context: Because you're all best friends, aren't you?\Best friends?\Aren't you?\We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place.\For now, at least.\Right? response:	Yeah.
context: Best friends?\Aren't you?\We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place.\For now, at least.\Right?\Yeah. response:	Yeah!
context: Aren't you?\We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place.\For now, at least.\Right?\Yeah.\Yeah! response:	Sorry to keep you out so late.
context: We haven't even known each other a month.\We've never even hung out together.\We're just all trying to go to the same place.\For now, at least.\Right?\Yeah.\Yeah!\Sorry to keep you out so late. response:	I hope your mother understands.
context: We've never even hung out together.\We're just all trying to go to the same place.\For now, at least.\Right?\Yeah.\Yeah!\Sorry to keep you out so late.\I hope your mother understands. response:	Not at all. I feel a little better, having gotten to talk about it.
context: We're just all trying to go to the same place.\For now, at least.\Right?\Yeah.\Yeah!\Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it. response:	Well, bye.
context: For now, at least.\Right?\Yeah.\Yeah!\Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye. response:	Bye-bye!
context: Right?\Yeah.\Yeah!\Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye! response:	So... where does that actually leave us?
context: Yeah.\Yeah!\Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye!\So... where does that actually leave us? response:	What do you mean?
context: Yeah!\Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye!\So... where does that actually leave us?\What do you mean? response:	Have you forgotten? We came here to convince her!
context: Sorry to keep you out so late.\I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye!\So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her! response:	Oh! That's right!
context: I hope your mother understands.\Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye!\So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right! response:	Huh? But if Yuzuki-chan refuses,
context: Not at all. I feel a little better, having gotten to talk about it.\Well, bye.\Bye-bye!\So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses, response:	Shirase-chan can go in her place...
context: Well, bye.\Bye-bye!\So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place... response:	If we convince her, we can go together...
context: Bye-bye!\So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together... response:	Huh?
context: So... where does that actually leave us?\What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together...\Huh? response:	Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...
context: What do you mean?\Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place... response:	I'm so confused!
context: Have you forgotten? We came here to convince her!\Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused! response:	It's not that hard!
context: Oh! That's right!\Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard! response:	If she refuses,
context: Huh? But if Yuzuki-chan refuses,\Shirase-chan can go in her place...\If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard!\If she refuses, response:	they'll get some other entertainer to go in her place.
context: Shirase-chan can go in her place...\If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place. response:	I see!
context: If we convince her, we can go together...\Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place.\I see! response:	Convincing her was our only chance.
context: Huh?\Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance. response:	But...
context: Wait, but if Yuzuki-chan refuses, Shirase-chan can go in her place...\I'm so confused!\It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance.\But... response:	Well, I think this is okay.
context: I'm so confused!\It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance.\But...\Well, I think this is okay. response:	Aina: Can't do that either? Yuri-chan: How about next Sunday?
context: It's not that hard!\If she refuses,\they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance.\But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday? response:	Sorry... I don't know just yet...
context: If she refuses,\they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance.\But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet... response:	Sorry. Maybe next time.
context: they'll get some other entertainer to go in her place.\I see!\Convincing her was our only chance.\But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time. response:	It's the first time anyone's done that to me.
context: I see!\Convincing her was our only chance.\But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me. response:	Having friends... Is that what it feels like?
context: Convincing her was our only chance.\But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like? response:	Kimari-san!
context: But...\Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san! response:	Let's go to Antarctica!
context: Well, I think this is okay.\Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica! response:	What are you doing? They'll yell at you!
context: Aina: Can't do that either? Yuri-chan: How about next Sunday?\Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you! response:	Come on, let's just go!
context: Sorry... I don't know just yet...\Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go! response:	Come on, the wind is really strong!
context: Sorry. Maybe next time.\It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong! response:	Hurry up!
context: It's the first time anyone's done that to me.\Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong!\Hurry up! response:	But I...
context: Having friends... Is that what it feels like?\Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong!\Hurry up!\But I... response:	Hold out your hand!
context: Kimari-san!\Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong!\Hurry up!\But I...\Hold out your hand! response:	What a strange dream.
context: Let's go to Antarctica!\What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong!\Hurry up!\But I...\Hold out your hand!\What a strange dream. response:	Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.
context: What are you doing? They'll yell at you!\Come on, let's just go!\Come on, the wind is really strong!\Hurry up!\But I...\Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group. response:	Good morning!
context: Come on, let's just go!\Come on, the wind is really strong!\Hurry up!\But I...\Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning! response:	You guys...
context: Come on, the wind is really strong!\Hurry up!\But I...\Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys... response:	I told you it was too early! She's still in her pajamas!
context: Hurry up!\But I...\Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys...\I told you it was too early! She's still in her pajamas! response:	It was Shirase-chan who said it!
context: But I...\Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it! response:	What was I supposed to do? We're going all the way to Tokyo.
context: Hold out your hand!\What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo. response:	Tokyo?
context: What a strange dream.\Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo? response:	Yeah! We heard you had a job in Tokyo,
context: Today 07:03 Aina has left the group. 07:04 Yuri-chan has left the group.\Good morning!\You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo, response:	so I figured we could go together!
context: Good morning!\You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together! response:	Sorry to jump on you like this!
context: You guys...\I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this! response:	It's all because she didn't ask for your contact info.
context: I told you it was too early! She's still in her pajamas!\It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info. response:	Me?!
context: It was Shirase-chan who said it!\What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?! response:	Do you have time?
context: What was I supposed to do? We're going all the way to Tokyo.\Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?!\Do you have time? response:	Yeah.
context: Tokyo?\Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?!\Do you have time?\Yeah. response:	Really?! Then, then...
context: Yeah! We heard you had a job in Tokyo,\so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?!\Do you have time?\Yeah.\Really?! Then, then... response:	We can go to the Tokyo... Polar...
context: so I figured we could go together!\Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?!\Do you have time?\Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar... response:	Wh-What's wrong?
context: Sorry to jump on you like this!\It's all because she didn't ask for your contact info.\Me?!\Do you have time?\Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong? response:	Kimari!
context: It's all because she didn't ask for your contact info.\Me?!\Do you have time?\Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari! response:	Kimari!
context: Me?!\Do you have time?\Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari!\Kimari! response:	What did I do?
context: Do you have time?\Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari!\Kimari!\What did I do? response:	It must have been you!
context: Yeah.\Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari!\Kimari!\What did I do?\It must have been you! response:	But you're the one who said we should go together...
context: Really?! Then, then...\We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari!\Kimari!\What did I do?\It must have been you!\But you're the one who said we should go together... response:	I'm saying I'll go if I can go with the three of them.
context: We can go to the Tokyo... Polar...\Wh-What's wrong?\Kimari!\Kimari!\What did I do?\It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them. response:	And I won't go without them.
context: Wh-What's wrong?\Kimari!\Kimari!\What did I do?\It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them. response:	Okay, Yuzuki-chan! Let's go!
context: Kimari!\Kimari!\What did I do?\It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go! response:	Okay!
context: Kimari!\What did I do?\It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay! response:	P-Penguins!
context: What did I do?\It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins! response:	Aren't they nice and fluffy looking?
context: It must have been you!\But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins!\Aren't they nice and fluffy looking? response:	Yeah...
context: But you're the one who said we should go together...\I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins!\Aren't they nice and fluffy looking?\Yeah... response:	Hey!
context: I'm saying I'll go if I can go with the three of them.\And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins!\Aren't they nice and fluffy looking?\Yeah...\Hey! response:	Wow, it's long!
context: And I won't go without them.\Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins!\Aren't they nice and fluffy looking?\Yeah...\Hey!\Wow, it's long! response:	Hey, we can go inside this!
context: Okay, Yuzuki-chan! Let's go!\Okay!\P-Penguins!\Aren't they nice and fluffy looking?\Yeah...\Hey!\Wow, it's long!\Hey, we can go inside this! response:	Really?
