context: All right, that's about it. response:	You're working hard today, too, huh?
context: Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now?\All right.\My lord?\What a beautiful view.\I like high places with a view. response:	Because there are things you can't see when you're low.
context: Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now?\All right.\My lord?\What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low. response:	Shirayuki.
context: Such a clear sound...\Shall we go outside to wait now?\All right.\My lord?\What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki. response:	Let's make a deal.
context: Shall we go outside to wait now?\All right.\My lord?\What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal. response:	What?
context: All right.\My lord?\What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal.\What? response:	I've heard a little about you.
context: My lord?\What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal.\What?\I've heard a little about you. response:	You're an apprentice of sorts at the castle?
context: What a beautiful view.\I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal.\What?\I've heard a little about you.\You're an apprentice of sorts at the castle? response:	Even though you're the prince's friend, without any kind of social status,
context: I like high places with a view.\Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal.\What?\I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status, response:	there are things that must be hard to do, right?
context: Because there are things you can't see when you're low.\Shirayuki.\Let's make a deal.\What?\I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right? response:	You can't attend parties or balls where nobles gather,
context: Shirayuki.\Let's make a deal.\What?\I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather, response:	so of course there will be discrimination.
context: Let's make a deal.\What?\I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination. response:	Not even Prince Zen can continue to associate with you forever.
context: What?\I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever. response:	That's why I will support you from behind.
context: I've heard a little about you.\You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind. response:	In exchange, I want this test to fail.
context: You're an apprentice of sorts at the castle?\Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail. response:	The bird did not come here...
context: Even though you're the prince's friend, without any kind of social status,\there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here... response:	The bird will come!
context: there are things that must be hard to do, right?\You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here...\The bird will come! response:	Wh-
context: You can't attend parties or balls where nobles gather,\so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here...\The bird will come!\Wh- response:	Are you saying you are planning on refusing?
context: so of course there will be discrimination.\Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here...\The bird will come!\Wh-\Are you saying you are planning on refusing? response:	Of course! What good will it be if it fails?
context: Not even Prince Zen can continue to associate with you forever.\That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here...\The bird will come!\Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails? response:	I don't care anymore!
context: That's why I will support you from behind.\In exchange, I want this test to fail.\The bird did not come here...\The bird will come!\Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore! response:	Hey!
context: In exchange, I want this test to fail.\The bird did not come here...\The bird will come!\Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore!\Hey! response:	The bell...!
context: The bird did not come here...\The bird will come!\Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore!\Hey!\The bell...! response:	Stay inside until time runs out!
context: The bird will come!\Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore!\Hey!\The bell...!\Stay inside until time runs out! response:	My lord, what are you doing?
context: Wh-\Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore!\Hey!\The bell...!\Stay inside until time runs out!\My lord, what are you doing? response:	Quiet! Does a mere soldier like you dare to speak up against me?
context: Are you saying you are planning on refusing?\Of course! What good will it be if it fails?\I don't care anymore!\Hey!\The bell...!\Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me? response:	Please open up, Lord Brecker!
context: Of course! What good will it be if it fails?\I don't care anymore!\Hey!\The bell...!\Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker! response:	Shut up!
context: I don't care anymore!\Hey!\The bell...!\Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up! response:	What do you think will happen if those island people and birds
context: Hey!\The bell...!\Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds response:	became beneficial to the kingdom?
context: The bell...!\Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom? response:	Do you think I'm so stupid that I wouldn't notice that possibility
context: Stay inside until time runs out!\My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility response:	and would just let you do what you want?
context: My lord, what are you doing?\Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want? response:	Don't be ridiculous!
context: Quiet! Does a mere soldier like you dare to speak up against me?\Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous! response:	It's noisy up there.
context: Please open up, Lord Brecker!\Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous!\It's noisy up there. response:	I'll go take a look.
context: Shut up!\What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous!\It's noisy up there.\I'll go take a look. response:	It's a piece of cake to keep a soldier quiet.
context: What do you think will happen if those island people and birds\became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous!\It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet. response:	Listen, little girl!
context: became beneficial to the kingdom?\Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous!\It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl! response:	It's no use crying to the prince!
context: Do you think I'm so stupid that I wouldn't notice that possibility\and would just let you do what you want?\Don't be ridiculous!\It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince! response:	No matter how he actually feels,
context: and would just let you do what you want?\Don't be ridiculous!\It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels, response:	he wouldn't do something so stupid as to believe you over me, his subject,
context: Don't be ridiculous!\It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject, response:	and risk antagonizing those around him.
context: It's noisy up there.\I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him. response:	Sadly, that's what it means to be of different social status.
context: I'll go take a look.\It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status. response:	What you say is true.
context: It's a piece of cake to keep a soldier quiet.\Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true. response:	I think there are times when we can't act on how we really feel.
context: Listen, little girl!\It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel. response:	But if that's the case, then I will do all I can to make sure that doesn't happen to him!
context: It's no use crying to the prince!\No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him! response:	What can someone like you do?
context: No matter how he actually feels,\he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do? response:	Anyway, the status of one who can't see the effort of someone trying to protect something...
context: he wouldn't do something so stupid as to believe you over me, his subject,\and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something... response:	Huh?
context: and risk antagonizing those around him.\Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh? response:	What?!
context: Sadly, that's what it means to be of different social status.\What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?! response:	Miss!
context: What you say is true.\I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?!\Miss! response:	What are you trying to do?
context: I think there are times when we can't act on how we really feel.\But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?!\Miss!\What are you trying to do? response:	The bell fell into the lake!
context: But if that's the case, then I will do all I can to make sure that doesn't happen to him!\What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?!\Miss!\What are you trying to do?\The bell fell into the lake! response:	If we don't find it and ring it, Popo won't land here.
context: What can someone like you do?\Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?!\Miss!\What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here. response:	Was this the viscount's doing?
context: Anyway, the status of one who can't see the effort of someone trying to protect something...\Huh?\What?!\Miss!\What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing? response:	That girl... from this height...?!
context: Huh?\What?!\Miss!\What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?! response:	Lord Brecker.
context: What?!\Miss!\What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker. response:	You are under arrest.
context: Miss!\What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker.\You are under arrest. response:	So you decided to side with the girl?
context: What are you trying to do?\The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker.\You are under arrest.\So you decided to side with the girl? response:	There is no one working for Prince Zen who could hear her words and ignore them.
context: The bell fell into the lake!\If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker.\You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them. response:	Popo's here!
context: If we don't find it and ring it, Popo won't land here.\Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker.\You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here! response:	Oh, it flew away!
context: Was this the viscount's doing?\That girl... from this height...?!\Lord Brecker.\You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away! response:	Miss, around where did it fall?
context: That girl... from this height...?!\Lord Brecker.\You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away!\Miss, around where did it fall? response:	A little ways out from where I jumped in!
context: Lord Brecker.\You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in! response:	Ten minutes left.
context: You are under arrest.\So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left. response:	There's still no sign of the bird...
context: So you decided to side with the girl?\There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird... response:	Popo... Shirayuki...!
context: There is no one working for Prince Zen who could hear her words and ignore them.\Popo's here!\Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...! response:	Did you find it?
context: Popo's here!\Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it? response:	No, I didn't see anything!
context: Oh, it flew away!\Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it?\No, I didn't see anything! response:	Shirayuki!
context: Miss, around where did it fall?\A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it?\No, I didn't see anything!\Shirayuki! response:	Popo?
context: A little ways out from where I jumped in!\Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it?\No, I didn't see anything!\Shirayuki!\Popo? response:	It came back?
context: Ten minutes left.\There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it?\No, I didn't see anything!\Shirayuki!\Popo?\It came back? response:	What's that bird trying to do?
context: There's still no sign of the bird...\Popo... Shirayuki...!\Did you find it?\No, I didn't see anything!\Shirayuki!\Popo?\It came back?\What's that bird trying to do? response:	The birds have really good hearing,
context: Popo... Shirayuki...!\Did you find it?\No, I didn't see anything!\Shirayuki!\Popo?\It came back?\What's that bird trying to do?\The birds have really good hearing, response:	and they find the mineral ores in the ocean near the island
context: Did you find it?\No, I didn't see anything!\Shirayuki!\Popo?\It came back?\What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island response:	by listening to the sound they make in the waves.
context: No, I didn't see anything!\Shirayuki!\Popo?\It came back?\What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves. response:	Two more minutes before time runs out.
context: Shirayuki!\Popo?\It came back?\What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out. response:	It's almost been 25 minutes.
context: Popo?\It came back?\What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes. response:	Will it not work, after all?
context: It came back?\What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all? response:	To make a bird fly with just a sound...
context: What's that bird trying to do?\The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound... response:	Be quiet.
context: The birds have really good hearing,\and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound...\Be quiet. response:	I cannot hear the sound of the wings.
context: and they find the mineral ores in the ocean near the island\by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings. response:	Your highness!
context: by listening to the sound they make in the waves.\Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings.\Your highness! response:	The document and the bell!
context: Two more minutes before time runs out.\It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings.\Your highness!\The document and the bell! response:	I have confirmed the signatures of everyone. There is no problem.
context: It's almost been 25 minutes.\Will it not work, after all?\To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings.\Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem. response:	Then...
context: Will it not work, after all?\To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings.\Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then... response:	I have decided to bring in the bird handlers as a means of communication!
context: To make a bird fly with just a sound...\Be quiet.\I cannot hear the sound of the wings.\Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication! response:	Popo!
context: Be quiet.\I cannot hear the sound of the wings.\Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication!\Popo! response:	Thank you, Shirayuki!
context: I cannot hear the sound of the wings.\Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki! response:	Your highness.
context: Your highness!\The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki!\Your highness. response:	What is it?
context: The document and the bell!\I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki!\Your highness.\What is it? response:	There was a report along with the signatures.
context: I have confirmed the signatures of everyone. There is no problem.\Then...\I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki!\Your highness.\What is it?\There was a report along with the signatures. response:	Mitsuhide, Kiki! Ready the horses!
context: Then...\I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki!\Your highness.\What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses! response:	I have arrested the viscount due to his interference.
context: I have decided to bring in the bird handlers as a means of communication!\Popo!\Thank you, Shirayuki!\Your highness.\What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference. response:	Standing by at the watchtower.
context: Popo!\Thank you, Shirayuki!\Your highness.\What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower. response:	The assistant was injured...
context: Thank you, Shirayuki!\Your highness.\What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured... response:	Your highness!
context: Your highness.\What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured...\Your highness! response:	I will tell you everything that happened.
context: What is it?\There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured...\Your highness!\I will tell you everything that happened. response:	When the viscount asked to accompany the group to the watchtower,
context: There was a report along with the signatures.\Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured...\Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower, response:	I thought Prince Zen would refuse, but he dared to allow him to go.
context: Mitsuhide, Kiki! Ready the horses!\I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured...\Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go. response:	Dared?
context: I have arrested the viscount due to his interference.\Standing by at the watchtower.\The assistant was injured...\Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared? response:	It seemed obvious that the viscount was planning to use Shirayuki for his own gain.
context: Standing by at the watchtower.\The assistant was injured...\Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain. response:	He must have believed in the soldiers and that girl and left it to them.
context: The assistant was injured...\Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them. response:	However-
context: Your highness!\I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However- response:	How will he protect what he wants to protect?
context: I will tell you everything that happened.\When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect? response:	He probably hasn't decided yet.
context: When the viscount asked to accompany the group to the watchtower,\I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect?\He probably hasn't decided yet. response:	I see. I understand.
context: I thought Prince Zen would refuse, but he dared to allow him to go.\Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand. response:	I'll be back. Take care of my horse.
context: Dared?\It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse. response:	Master, if you're looking for Shirayuki, she's upstairs...
context: It seemed obvious that the viscount was planning to use Shirayuki for his own gain.\He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs... response:	Shirayuki said that if there were times you couldn't act on your true feelings,
context: He must have believed in the soldiers and that girl and left it to them.\However-\How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings, response:	then she would make sure that didn't happen to you, sir!
context: However-\How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir! response:	Zen!
context: How will he protect what he wants to protect?\He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen! response:	Show me your injury.
context: He probably hasn't decided yet.\I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury. response:	U-Um, Zen, sorry... But I wasn't going to hide it from you.
context: I see. I understand.\I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you. response:	'Cause you'd get mad if I did.
context: I'll be back. Take care of my horse.\Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did. response:	Idiot...
context: Master, if you're looking for Shirayuki, she's upstairs...\Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did.\Idiot... response:	Did something happen between you and Shirayuki?
context: Shirayuki said that if there were times you couldn't act on your true feelings,\then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did.\Idiot...\Did something happen between you and Shirayuki? response:	Calmly... So no one will think anything is strange...
context: then she would make sure that didn't happen to you, sir!\Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did.\Idiot...\Did something happen between you and Shirayuki?\Calmly... So no one will think anything is strange... response:	Something happened, right?
context: Zen!\Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did.\Idiot...\Did something happen between you and Shirayuki?\Calmly... So no one will think anything is strange...\Something happened, right? response:	I need some time to think by myself...
context: Show me your injury.\U-Um, Zen, sorry... But I wasn't going to hide it from you.\'Cause you'd get mad if I did.\Idiot...\Did something happen between you and Shirayuki?\Calmly... So no one will think anything is strange...\Something happened, right?\I need some time to think by myself... response:	Hang in there, Miss.
