context: What the hell are you doing? response:	Keep your filthy hands off!
context: If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly. response:	This girl who couldn't even read or write mastered nine languages.
context: She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages. response:	She'd never seen a musical score in her life,
context: Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life, response:	but now she has a reputation as one of the Kingdom's leading pianists.
context: music, horseback riding, dance, history,\literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists. response:	And all that
context: literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that response:	came from her agonizing effort.
context: She had so much to learn.\The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort. response:	A magnificent performance, Princess.
context: The slightest misstep would lead her directly to the gallows.\And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort.\A magnificent performance, Princess. response:	Thank you, Lord O'Reilly.
context: And under that kind of pressure, she did it all flawlessly.\This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly. response:	By the way, how is Inspector Flint doing?
context: This girl who couldn't even read or write mastered nine languages.\She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing? response:	The woman you've been meeting in your room by the park.
context: She'd never seen a musical score in her life,\but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park. response:	Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.
context: but now she has a reputation as one of the Kingdom's leading pianists.\And all that\came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap. response:	Are you saying that I should turn myself in, Princess?
context: And all that\came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess? response:	Not at all.
context: came from her agonizing effort.\A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all. response:	You don't need to rely on them.
context: A magnificent performance, Princess.\Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them. response:	If you like, I could do you the favor of getting you across the Wall.
context: Thank you, Lord O'Reilly.\By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall. response:	Princess, who ARE you?
context: By the way, how is Inspector Flint doing?\The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you? response:	Just a spy.
context: The woman you've been meeting in your room by the park.\Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy. response:	It's beautiful every time I hear it.
context: Inspector Flint works for the Duke of Normandy. Her talk of defection is a trap.\Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it. response:	You taught me how to play, Charlotte.
context: Are you saying that I should turn myself in, Princess?\Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte. response:	You surpassed my skill ages ago.
context: Not at all.\You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago. response:	I was desperate, that's all.
context: You don't need to rely on them.\If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all. response:	I had no knowledge, no refinement, nothing.
context: If you like, I could do you the favor of getting you across the Wall.\Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing. response:	I was empty.
context: Princess, who ARE you?\Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty. response:	No.
context: Just a spy.\It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty.\No. response:	When I finally found you, I said we should run away together.
context: It's beautiful every time I hear it.\You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty.\No.\When I finally found you, I said we should run away together. response:	But...
context: You taught me how to play, Charlotte.\You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty.\No.\When I finally found you, I said we should run away together.\But... response:	You said you would change the country.
context: You surpassed my skill ages ago.\I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty.\No.\When I finally found you, I said we should run away together.\But...\You said you would change the country. response:	Just as I once wished to do.
context: I was desperate, that's all.\I had no knowledge, no refinement, nothing.\I was empty.\No.\When I finally found you, I said we should run away together.\But...\You said you would change the country.\Just as I once wished to do. response:	You are a real princess now.
context: I had no knowledge, no refinement, nothing.\I was empty.\No.\When I finally found you, I said we should run away together.\But...\You said you would change the country.\Just as I once wished to do.\You are a real princess now. response:	Thank you.
context: I was empty.\No.\When I finally found you, I said we should run away together.\But...\You said you would change the country.\Just as I once wished to do.\You are a real princess now.\Thank you. response:	That means so much, coming from you.
context: No.\When I finally found you, I said we should run away together.\But...\You said you would change the country.\Just as I once wished to do.\You are a real princess now.\Thank you.\That means so much, coming from you. response:	And I'm sorry.
context: When I finally found you, I said we should run away together.\But...\You said you would change the country.\Just as I once wished to do.\You are a real princess now.\Thank you.\That means so much, coming from you.\And I'm sorry. response:	For forcing that role onto you.
context: But...\You said you would change the country.\Just as I once wished to do.\You are a real princess now.\Thank you.\That means so much, coming from you.\And I'm sorry.\For forcing that role onto you. response:	I know! It's been so long... let's do one together!
context: You said you would change the country.\Just as I once wished to do.\You are a real princess now.\Thank you.\That means so much, coming from you.\And I'm sorry.\For forcing that role onto you.\I know! It's been so long... let's do one together! response:	I'm not good enough.
context: Just as I once wished to do.\You are a real princess now.\Thank you.\That means so much, coming from you.\And I'm sorry.\For forcing that role onto you.\I know! It's been so long... let's do one together!\I'm not good enough. response:	The first time you played with me, I was a beginner.
context: You are a real princess now.\Thank you.\That means so much, coming from you.\And I'm sorry.\For forcing that role onto you.\I know! It's been so long... let's do one together!\I'm not good enough.\The first time you played with me, I was a beginner. response:	Do you remember what you said?
context: Thank you.\That means so much, coming from you.\And I'm sorry.\For forcing that role onto you.\I know! It's been so long... let's do one together!\I'm not good enough.\The first time you played with me, I was a beginner.\Do you remember what you said? response:	I've never had so much fun playing the piano before.
context: That means so much, coming from you.\And I'm sorry.\For forcing that role onto you.\I know! It's been so long... let's do one together!\I'm not good enough.\The first time you played with me, I was a beginner.\Do you remember what you said?\I've never had so much fun playing the piano before. response:	Mm-hm!
