context: It's up! Nice! response:	A feint!
context: Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination... response:	Though their average height is not very high,
context: He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high, response:	you can definitely see why they're always a top team in the prefecture.
context: You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture. response:	Yeah, but that's not Wakunan's only weapon.
context: Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon. response:	Eh?
context: Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh? response:	Don't keep reacting to the spiker each time!
context: You can do it, Wakunan!\A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time! response:	Go after the ball!
context: A delayed attack, huh?\So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time!\Go after the ball! response:	I-I know that! In my head...
context: So that's Wakunan's weapon, their combination...\Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head... response:	But your body acts on its own...
context: Though their average height is not very high,\you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head...\But your body acts on its own... response:	I know how that feels.
context: you can definitely see why they're always a top team in the prefecture.\Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head...\But your body acts on its own...\I know how that feels. response:	Karasuno Wakunan
context: Yeah, but that's not Wakunan's only weapon.\Eh?\Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head...\But your body acts on its own...\I know how that feels.\Karasuno Wakunan response:	Nice receive!
context: Eh?\Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head...\But your body acts on its own...\I know how that feels.\Karasuno Wakunan\Nice receive! response:	It's up! Cover!
context: Don't keep reacting to the spiker each time!\Go after the ball!\I-I know that! In my head...\But your body acts on its own...\I know how that feels.\Karasuno Wakunan\Nice receive!\It's up! Cover! response:	Takeru! Get the last!
context: Go after the ball!\I-I know that! In my head...\But your body acts on its own...\I know how that feels.\Karasuno Wakunan\Nice receive!\It's up! Cover!\Takeru! Get the last! response:	We're going to stop it! Ready, and...
context: I-I know that! In my head...\But your body acts on its own...\I know how that feels.\Karasuno Wakunan\Nice receive!\It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and... response:	A wipe...
context: But your body acts on its own...\I know how that feels.\Karasuno Wakunan\Nice receive!\It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe... response:	All right!
context: I know how that feels.\Karasuno Wakunan\Nice receive!\It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe...\All right! response:	They were targeting the edge of my hands.
context: Karasuno Wakunan\Nice receive!\It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe...\All right!\They were targeting the edge of my hands. response:	It would appear that Nakashima-kun's technique in mid-air battles
context: Nice receive!\It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe...\All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles response:	is as troublesome as his combination.
context: It's up! Cover!\Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe...\All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination. response:	Nakashima Takeru...
context: Takeru! Get the last!\We're going to stop it! Ready, and...\A wipe...\All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru... response:	Shiro! One more, nice serve!
context: We're going to stop it! Ready, and...\A wipe...\All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve! response:	His play style might be the most similar in the prefecture...
context: A wipe...\All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture... response:	to the former Little Giant.
context: All right!\They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant. response:	Takeru-ni, go!
context: They were targeting the edge of my hands.\It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go! response:	Takeru
context: It would appear that Nakashima-kun's technique in mid-air battles\is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go!\Takeru response:	All right!
context: is as troublesome as his combination.\Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go!\Takeru\All right! response:	Nakashima again! So good!
context: Nakashima Takeru...\Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go!\Takeru\All right!\Nakashima again! So good! response:	This is how the pace is going to be...
context: Shiro! One more, nice serve!\His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go!\Takeru\All right!\Nakashima again! So good!\This is how the pace is going to be... response:	They won't get too far ahead of us,
context: His play style might be the most similar in the prefecture...\to the former Little Giant.\Takeru-ni, go!\Takeru\All right!\Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us, response:	but we won't be able to take the lead.
context: to the former Little Giant.\Takeru-ni, go!\Takeru\All right!\Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead. response:	Does this mean that Nakashima-kun
context: Takeru-ni, go!\Takeru\All right!\Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun response:	can see really well, just like Hinata-kun?
context: Takeru\All right!\Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun? response:	I don't know just how much Nakashima can see.
context: All right!\Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see. response:	Rather than aiming for small spaces like Hinata,
context: Nakashima again! So good!\This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata, response:	I think he uses angles.
context: This is how the pace is going to be...\They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles. response:	I think he changes the angle of his spikes.
context: They won't get too far ahead of us,\but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes. response:	He'll hit it against the blocker's hand,
context: but we won't be able to take the lead.\Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand, response:	to change up the angle of the rebound.
context: Does this mean that Nakashima-kun\can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound. response:	Tsukishima, it's written all over your face.
context: can see really well, just like Hinata-kun?\I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face. response:	Concentrate on that receive!
context: I don't know just how much Nakashima can see.\Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive! response:	A strong one's coming!
context: Rather than aiming for small spaces like Hinata,\I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming! response:	Well, as a blocker, spikers like that
context: I think he uses angles.\I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that response:	are just plain annoying.
context: I think he changes the angle of his spikes.\He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying. response:	Shiro, one more! Nice serve!
context: He'll hit it against the blocker's hand,\to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve! response:	Right into the center!
context: to change up the angle of the rebound.\Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve!\Right into the center! response:	I knew it was coming, but it's still so fast!
context: Tsukishima, it's written all over your face.\Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast! response:	Karasuno's 10 isn't losing to Wakunan's 1.
context: Concentrate on that receive!\A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1. response:	All right!
context: A strong one's coming!\Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right! response:	Damn it!
context: Well, as a blocker, spikers like that\are just plain annoying.\Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it! response:	Tanaka-san, nice serve!
context: are just plain annoying.\Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it!\Tanaka-san, nice serve! response:	You almost had it!
context: Shiro, one more! Nice serve!\Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it!\Tanaka-san, nice serve!\You almost had it! response:	Yeah! Leave it to me!
context: Right into the center!\I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it!\Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me! response:	You're reading them, though.
context: I knew it was coming, but it's still so fast!\Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it!\Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me!\You're reading them, though. response:	You'll get the next one for sure!
context: Karasuno's 10 isn't losing to Wakunan's 1.\All right!\Damn it!\Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure! response:	Half of that is just trying to get you riled up.
context: All right!\Damn it!\Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up. response:	Don't give in.
context: Damn it!\Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in. response:	Oh?
context: Tanaka-san, nice serve!\You almost had it!\Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in.\Oh? response:	It appears that Wakunan has one blocker on Hinata for sure,
context: You almost had it!\Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure, response:	but won't pursue, apparently.
context: Yeah! Leave it to me!\You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently. response:	They put a tall middle blocker on Hinata,
context: You're reading them, though.\You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata, response:	and rather than stop him,
context: You'll get the next one for sure!\Half of that is just trying to get you riled up.\Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him, response:	they limit his course and make it easier to receive.
context: Half of that is just trying to get you riled up.\Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive. response:	It's impossible to completely stop Hinata...
context: Don't give in.\Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata... response:	They understand that,
context: Oh?\It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that, response:	but they're still not going to let Hinata do what he wants.
context: It appears that Wakunan has one blocker on Hinata for sure,\but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants. response:	But...
context: but won't pursue, apparently.\They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants.\But... response:	Our next generation of Little Giants
context: They put a tall middle blocker on Hinata,\and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants response:	are going all out in a mid-air battle, but...
context: and rather than stop him,\they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants\are going all out in a mid-air battle, but... response:	Don't forget about our kingly ace, either.
context: they limit his course and make it easier to receive.\It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either. response:	Right.
context: It's impossible to completely stop Hinata...\They understand that,\but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right. response:	Looks like I don't need to say anything.
context: They understand that,\but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything. response:	Nice serve!
context: but they're still not going to let Hinata do what he wants.\But...\Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything.\Nice serve! response:	I knew it. Their middle blocker is on Hinata.
context: But...\Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata. response:	And the other two are dealing with our other spikers.
context: Our next generation of Little Giants\are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers. response:	However, if you're going to stop our ace...
context: are going all out in a mid-air battle, but...\Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace... response:	You need to bring an iron wall.
context: Don't forget about our kingly ace, either.\Right.\Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall. response:	Damn it...
context: Right.\Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it... response:	Asahi-san!
context: Looks like I don't need to say anything.\Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it...\Asahi-san! response:	Nice kill!
context: Nice serve!\I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it...\Asahi-san!\Nice kill! response:	Right...
context: I knew it. Their middle blocker is on Hinata.\And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it...\Asahi-san!\Nice kill!\Right... response:	All right, we're good.
context: And the other two are dealing with our other spikers.\However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it...\Asahi-san!\Nice kill!\Right...\All right, we're good. response:	Everyone's calm. This is how we're going proceed.
context: However, if you're going to stop our ace...\You need to bring an iron wall.\Damn it...\Asahi-san!\Nice kill!\Right...\All right, we're good.\Everyone's calm. This is how we're going proceed. response:	Damn it...
context: You need to bring an iron wall.\Damn it...\Asahi-san!\Nice kill!\Right...\All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it... response:	It's okay. Let's get the next one!
context: Damn it...\Asahi-san!\Nice kill!\Right...\All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one! response:	Karasuno Wakunan
context: Asahi-san!\Nice kill!\Right...\All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan response:	3! 3!
context: Nice kill!\Right...\All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan\3! 3! response:	All right!
context: Right...\All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan\3! 3!\All right! response:	Is Karasuno's attacking from the left more?
context: All right, we're good.\Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan\3! 3!\All right!\Is Karasuno's attacking from the left more? response:	That goatee guy is super strong.
context: Everyone's calm. This is how we're going proceed.\Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan\3! 3!\All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong. response:	What?!
context: Damn it...\It's okay. Let's get the next one!\Karasuno Wakunan\3! 3!\All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?! response:	Karasuno Wakunan
context: It's okay. Let's get the next one!\Karasuno Wakunan\3! 3!\All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?!\Karasuno Wakunan response:	All right!
context: Karasuno Wakunan\3! 3!\All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?!\Karasuno Wakunan\All right! response:	Hey, they finally have a two-point lead.
context: 3! 3!\All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?!\Karasuno Wakunan\All right!\Hey, they finally have a two-point lead. response:	It finally feels like the match is moving.
context: All right!\Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?!\Karasuno Wakunan\All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving. response:	All right! This is our chance!
context: Is Karasuno's attacking from the left more?\That goatee guy is super strong.\What?!\Karasuno Wakunan\All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance! response:	Let's make sure we take it!
context: That goatee guy is super strong.\What?!\Karasuno Wakunan\All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it! response:	Right!
context: What?!\Karasuno Wakunan\All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it!\Right! response:	Damn it!
context: Karasuno Wakunan\All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it!\Right!\Damn it! response:	Hey, Tabi.
context: All right!\Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it!\Right!\Damn it!\Hey, Tabi. response:	Over on the right, in the third row, there's a super cute girl.
context: Hey, they finally have a two-point lead.\It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it!\Right!\Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl. response:	Seriously?
context: It finally feels like the match is moving.\All right! This is our chance!\Let's make sure we take it!\Right!\Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously? response:	Whoa!
context: All right! This is our chance!\Let's make sure we take it!\Right!\Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa! response:	Keep getting the ball to me!
context: Let's make sure we take it!\Right!\Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa!\Keep getting the ball to me! response:	Right, right...
context: Right!\Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa!\Keep getting the ball to me!\Right, right... response:	I'm gonna get this next one, no matter what!
context: Damn it!\Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa!\Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what! response:	Good work, Takeru.
context: Hey, Tabi.\Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa!\Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru. response:	He definitely knows Tabi well.
context: Over on the right, in the third row, there's a super cute girl.\Seriously?\Whoa!\Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well. response:	Fight!
context: Seriously?\Whoa!\Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well.\Fight! response:	I'm used to surviving in a Jurassic Park filled with free-willed people.
context: Whoa!\Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people. response:	I'm gonna go play.
context: Keep getting the ball to me!\Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play. response:	What?!
context: Right, right...\I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?! response:	If my house is Jurassic Park,
context: I'm gonna get this next one, no matter what!\Good work, Takeru.\He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?!\If my house is Jurassic Park, response:	Yay!
context: Good work, Takeru.\He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?!\If my house is Jurassic Park,\Yay! response:	this is just a zoo.
context: He definitely knows Tabi well.\Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?!\If my house is Jurassic Park,\Yay!\this is just a zoo. response:	Makoto, where are you going?!
context: Fight!\I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?!\If my house is Jurassic Park,\Yay!\this is just a zoo.\Makoto, where are you going?! response:	Okay, say Ah.
context: I'm used to surviving in a Jurassic Park filled with free-willed people.\I'm gonna go play.\What?!\If my house is Jurassic Park,\Yay!\this is just a zoo.\Makoto, where are you going?!\Okay, say Ah. response:	Don't underestimate the second brother who's been through hell.
context: I'm gonna go play.\What?!\If my house is Jurassic Park,\Yay!\this is just a zoo.\Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell. response:	Aah.
context: What?!\If my house is Jurassic Park,\Yay!\this is just a zoo.\Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah. response:	We're Wakunan, known for our tenacity!
context: If my house is Jurassic Park,\Yay!\this is just a zoo.\Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity! response:	This is when we show what we're worth!
context: Yay!\this is just a zoo.\Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth! response:	Yeah!
context: this is just a zoo.\Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah! response:	Their captain's a pretty good foundation, as well.
context: Makoto, where are you going?!\Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well. response:	Yeah. If that last game was a bunch of playing,
context: Okay, say Ah.\Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing, response:	this match is going to be about the captains.
context: Don't underestimate the second brother who's been through hell.\Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains. response:	11! 11!
context: Aah.\We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11! response:	Nice cover!
context: We're Wakunan, known for our tenacity!\This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11!\Nice cover! response:	He got it again!
context: This is when we show what we're worth!\Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11!\Nice cover!\He got it again! response:	I'm counting on you!
context: Yeah!\Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11!\Nice cover!\He got it again!\I'm counting on you! response:	They're both great at connecting.
