context: Why... response:	Why have I gone back?
context: They cause no problems when we accompany Roswaal-sama on business,\or when we work in the mansion.\They also eliminate the need to explain our place in the hierarchy,\which makes them very logical.\But it's not about being logical.\I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing, response:	but no one would be happy to see me dress up.
context: or when we work in the mansion.\They also eliminate the need to explain our place in the hierarchy,\which makes them very logical.\But it's not about being logical.\I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up. response:	Well, I would.
context: They also eliminate the need to explain our place in the hierarchy,\which makes them very logical.\But it's not about being logical.\I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up.\Well, I would. response:	Would any good come of making you happy?
context: which makes them very logical.\But it's not about being logical.\I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy? response:	I might take more pride in my work here,
context: But it's not about being logical.\I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy?\I might take more pride in my work here, response:	which could boost my productivity.
context: I'm trying to say cute girls\have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity. response:	I have no idea what makes you say that.
context: have a duty to dress up, so they please the eyes of others.\My sister is one thing,\but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that. response:	I'd also look forward to seeing the differences
context: My sister is one thing,\but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences response:	in your sartorial choices...
context: but no one would be happy to see me dress up.\Well, I would.\Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices... response:	That is none of your concern.
context: Well, I would.\Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern. response:	Does my looking the same as my sister somehow inconvenience you?
context: Would any good come of making you happy?\I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you? response:	You love your sister way too much.
context: I might take more pride in my work here,\which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much. response:	Ow!
context: which could boost my productivity.\I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow! response:	You don't know how to handle a knife, Barusu.
context: I have no idea what makes you say that.\I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu. response:	I know...
context: I'd also look forward to seeing the differences\in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu.\I know... response:	You hold the knife still and turn the vegetable, right?
context: in your sartorial choices...\That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right? response:	It's embarrassing when you stare at me so intently...
context: That is none of your concern.\Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently... response:	Your unsightly appearance stands out.
context: Does my looking the same as my sister somehow inconvenience you?\You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out. response:	Especially your hair. It's very unrefined.
context: You love your sister way too much.\Ow!\You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined. response:	I thought I did a pretty good job of cutting it by myself.
context: Ow!\You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself. response:	By the way, in this mansion, Rem sees to everyone's hair.
context: You don't know how to handle a knife, Barusu.\I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair. response:	She styles my hair and dresses me every morning, too. Isn't it nice?
context: I know...\You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice? response:	Try to contribute a little, Sis!
context: You hold the knife still and turn the vegetable, right?\It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis! response:	Rem...
context: It's embarrassing when you stare at me so intently...\Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem... response:	If you like, you can tidy up Barusu's hair a bit.
context: Your unsightly appearance stands out.\Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit. response:	Sister?
context: Especially your hair. It's very unrefined.\I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister? response:	Whoa, whoa...
context: I thought I did a pretty good job of cutting it by myself.\By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa... response:	Having a girl mess with my hair will get me all worked up
context: By the way, in this mansion, Rem sees to everyone's hair.\She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up response:	You keep looking at Barusu because his hair bothers you, right?
context: She styles my hair and dresses me every morning, too. Isn't it nice?\Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right? response:	Yes, that is correct.
context: Try to contribute a little, Sis!\Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct. response:	I think combing it and evening out the ends
context: Rem...\If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends response:	would make him more presentable.
context: If you like, you can tidy up Barusu's hair a bit.\Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable. response:	You heard her.
context: Sister?\Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable.\You heard her. response:	You should take her up on her offer.
context: Whoa, whoa...\Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable.\You heard her.\You should take her up on her offer. response:	Her hands will take you to paradise.
context: Having a girl mess with my hair will get me all worked up\You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable.\You heard her.\You should take her up on her offer.\Her hands will take you to paradise. response:	You make it sound so dirty...
context: You keep looking at Barusu because his hair bothers you, right?\Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable.\You heard her.\You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty... response:	If you don't want to, you should just tell her.
context: Yes, that is correct.\I think combing it and evening out the ends\would make him more presentable.\You heard her.\You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her. response:	Not that I don't want you to, but...
context: I think combing it and evening out the ends\would make him more presentable.\You heard her.\You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but... response:	No, that isn't it.
context: would make him more presentable.\You heard her.\You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it. response:	The truth is that it did bother me a little...
context: You heard her.\You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little... response:	very much, a little... extremely, a little.
context: You should take her up on her offer.\Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little. response:	Well, anyway, that proves the point that it bothers you.
context: Her hands will take you to paradise.\You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you. response:	What's the matter, Betty?
context: You make it sound so dirty...\If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty? response:	Nothing, Bubby.
context: If you don't want to, you should just tell her.\Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby. response:	More importantly, I have delicious sweets today, I suppose.
context: Not that I don't want you to, but...\No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose. response:	Eat them with me!
context: No, that isn't it.\The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me! response:	Yum!
context: The truth is that it did bother me a little...\very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum! response:	What's up? Here to help me?
context: very much, a little... extremely, a little.\Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum!\What's up? Here to help me? response:	No, this is about what we discussed at lunchtime.
context: Well, anyway, that proves the point that it bothers you.\What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime. response:	Lunchtime? Oh, about my hair?
context: What's the matter, Betty?\Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair? response:	You'll really style it for me?
context: Nothing, Bubby.\More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me? response:	No, I felt that I said some things that were uncalled for.
context: More importantly, I have delicious sweets today, I suppose.\Eat them with me!\Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for. response:	I am very sorry.
context: Eat them with me!\Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry. response:	We may be colleagues, but as Emilia-sama's savior,
context: Yum!\What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior, response:	your rank surpasses mine.
context: What's up? Here to help me?\No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine. response:	That's how you feel?
context: No, this is about what we discussed at lunchtime.\Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel? response:	Sorry to put you through that.
context: Lunchtime? Oh, about my hair?\You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel?\Sorry to put you through that. response:	No, I should apologize for saying something so pointless.
context: You'll really style it for me?\No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless. response:	Please forget it.
context: No, I felt that I said some things that were uncalled for.\I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it. response:	I guess it's never that easy.
context: I am very sorry.\We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy. response:	That's what makes being human so hard.
context: We may be colleagues, but as Emilia-sama's savior,\your rank surpasses mine.\That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy.\That's what makes being human so hard. response:	Okay, I'll give you a condition, then!
context: your rank surpasses mine.\That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then! response:	If you agree to it, I'll forget everything you just said.
context: That's how you feel?\Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said. response:	A condition?
context: Sorry to put you through that.\No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition? response:	Very well, I shall hear you out.
context: No, I should apologize for saying something so pointless.\Please forget it.\I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out. response:	If you comb my hair a bit and even out the ends, I'll let it slide!
context: Please forget it.\I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide! response:	When you respond with silence, it actually hurts even more...
context: I guess it's never that easy.\That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more... response:	It is just as Emilia-sama said.
context: That's what makes being human so hard.\Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said. response:	You have no ambition at all.
context: Okay, I'll give you a condition, then!\If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all. response:	It's weird...
context: If you agree to it, I'll forget everything you just said.\A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all.\It's weird... response:	I'd think that'd make you fall for me all over again, not disgust you.
context: A condition?\Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you. response:	My sister said your eyes take on an obscene look when she's alone with you.
context: Very well, I shall hear you out.\If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you. response:	So to be honest, I was prepared to hear you suggest that.
context: If you comb my hair a bit and even out the ends, I'll let it slide!\When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that. response:	She's killing my reputation!
context: When you respond with silence, it actually hurts even more...\It is just as Emilia-sama said.\You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation! response:	I accept your condition.
context: It is just as Emilia-sama said.\You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition. response:	I shall do as you wish.
context: You have no ambition at all.\It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition.\I shall do as you wish. response:	Then, after I keep my promise to Emilia-tan would be great.
context: It's weird...\I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great. response:	Promise?
context: I'd think that'd make you fall for me all over again, not disgust you.\My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise? response:	Well, I haven't made the promise yet.
context: My sister said your eyes take on an obscene look when she's alone with you.\So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet. response:	Scoping out our date destination before I make the promise might be smart...
context: So to be honest, I was prepared to hear you suggest that.\She's killing my reputation!\I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart... response:	I've researched places with the best views!
context: She's killing my reputation!\I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views! response:	That just leaves...
context: I accept your condition.\I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves... response:	Subaru!
context: I shall do as you wish.\Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves...\Subaru! response:	He's back!
context: Then, after I keep my promise to Emilia-tan would be great.\Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves...\Subaru!\He's back! response:	And his face looks weird again!
context: Promise?\Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves...\Subaru!\He's back!\And his face looks weird again! response:	I need to make sure these guys don't find us.
context: Well, I haven't made the promise yet.\Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves...\Subaru!\He's back!\And his face looks weird again!\I need to make sure these guys don't find us. response:	What do you mean by find you?
context: Scoping out our date destination before I make the promise might be smart...\I've researched places with the best views!\That just leaves...\Subaru!\He's back!\And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you? response:	Did you pee your pants?
context: I've researched places with the best views!\That just leaves...\Subaru!\He's back!\And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants? response:	We're playing hide-and-seek?
context: That just leaves...\Subaru!\He's back!\And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek? response:	Chill, brats! I played with you earlier!
context: Subaru!\He's back!\And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier! response:	Let's play more!
context: He's back!\And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more! response:	Play! Play!
context: And his face looks weird again!\I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more!\Play! Play! response:	Change your pants!
context: I need to make sure these guys don't find us.\What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more!\Play! Play!\Change your pants! response:	All right, listen up.
context: What do you mean by find you?\Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more!\Play! Play!\Change your pants!\All right, listen up. response:	Next time I come here, I'll be on a date.
context: Did you pee your pants?\We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more!\Play! Play!\Change your pants!\All right, listen up.\Next time I come here, I'll be on a date. response:	Try to take a hint, okay?
context: We're playing hide-and-seek?\Chill, brats! I played with you earlier!\Let's play more!\Play! Play!\Change your pants!\All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay? response:	I'll allow this little critter to play with Emilia-tan, though.
context: Chill, brats! I played with you earlier!\Let's play more!\Play! Play!\Change your pants!\All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though. response:	Ow! Again?!
context: Let's play more!\Play! Play!\Change your pants!\All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?! response:	Subaru-kun, so this is where you were.
context: Play! Play!\Change your pants!\All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were. response:	Are you all right?
context: Change your pants!\All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right? response:	I'm fine, I'm fine...
context: All right, listen up.\Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine... response:	All done shopping, Rem-rin?
context: Next time I come here, I'll be on a date.\Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin? response:	Yes, it went quite smoothly.
context: Try to take a hint, okay?\I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly. response:	Aw, you're leaving?
context: I'll allow this little critter to play with Emilia-tan, though.\Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving? response:	Don't go!
context: Ow! Again?!\Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving?\Don't go! response:	You have somewhere to go home to?
context: Subaru-kun, so this is where you were.\Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving?\Don't go!\You have somewhere to go home to? response:	You were quite popular with them.
context: Are you all right?\I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving?\Don't go!\You have somewhere to go home to?\You were quite popular with them. response:	For some reason, kids have always liked me...
context: I'm fine, I'm fine...\All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving?\Don't go!\You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me... response:	Like animals, children observe a hierarchy.
context: All done shopping, Rem-rin?\Yes, it went quite smoothly.\Aw, you're leaving?\Don't go!\You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy. response:	They can tell if it's all right to belittle someone.
context: Yes, it went quite smoothly.\Aw, you're leaving?\Don't go!\You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone. response:	Those brats...
context: Aw, you're leaving?\Don't go!\You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats... response:	They have no respect.
context: Don't go!\You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats...\They have no respect. response:	Did you show them anything about you worth respecting?
context: You have somewhere to go home to?\You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats...\They have no respect.\Did you show them anything about you worth respecting? response:	That's a sound argument.
context: You were quite popular with them.\For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats...\They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument. response:	Still, it doesn't seem right to belittle me from the start.
context: For some reason, kids have always liked me...\Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats...\They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start. response:	Ram seems like she'd handle that kind of thing well.
