context: We're... response:	Fairy Tail wizards!!!
context: Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time... response:	We aren't gods or angels...
context: They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels... response:	We're just parents, that's all...
context: Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels...\We're just parents, that's all... response:	That's when I realized.
context: But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels...\We're just parents, that's all...\That's when I realized. response:	Then, it didn't matter whether one was an Exceed or a Human any more.
context: She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels...\We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more. response:	My husband can be a bit harsh, but I feel the same way.
context: Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels...\We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way. response:	Stop talkin' about that dumb stuff!
context: We were kicked out of the kingdom because we opposed the project...\It was around that time...\We aren't gods or angels...\We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff! response:	How much longer are y'gonna be here?!
context: It was around that time...\We aren't gods or angels...\We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?! response:	Dear...
context: We aren't gods or angels...\We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear... response:	Yer makin' such a down face!
context: We're just parents, that's all...\That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face! response:	Just livin' is happiness!
context: That's when I realized.\Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face!\Just livin' is happiness! response:	Don't be such a softy!
context: Then, it didn't matter whether one was an Exceed or a Human any more.\My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy! response:	Get outta here already!
context: My husband can be a bit harsh, but I feel the same way.\Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy!\Get outta here already! response:	Dear, isn't that a bit sudden?
context: Stop talkin' about that dumb stuff!\How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden? response:	You're right, sir!
context: How much longer are y'gonna be here?!\Dear...\Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir! response:	We have to go save everyone, and soon!
context: Dear...\Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon! response:	Yes.
context: Yer makin' such a down face!\Just livin' is happiness!\Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon!\Yes. response:	If you stay bein' this scared, you couldn't do it even if you had a chance!
context: Just livin' is happiness!\Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance! response:	Kids these days don't understand nothin'!
context: Don't be such a softy!\Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'! response:	Thanks, sir! Thanks, ma'am!
context: Get outta here already!\Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am! response:	Never darken my door again!
context: Dear, isn't that a bit sudden?\You're right, sir!\We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again! response:	Have a safe journey!
context: You're right, sir!\We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey! response:	Carla, did you understand what he just said?
context: We have to go save everyone, and soon!\Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said? response:	Yes, I understand.
context: Yes.\If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand. response:	When I arrived at Edolas, I was filled with unease!
context: If you stay bein' this scared, you couldn't do it even if you had a chance!\Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease! response:	Yes... As was I.
context: Kids these days don't understand nothin'!\Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I. response:	But things are different now!
context: Thanks, sir! Thanks, ma'am!\Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now! response:	We have to move forward! We have to fly!
context: Never darken my door again!\Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now!\We have to move forward! We have to fly! response:	We're Exceeds... The only creatures in Edolas who have magic power inside them...
context: Have a safe journey!\Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them... response:	The reason we couldn't use magic was because of the unease in our hearts!
context: Carla, did you understand what he just said?\Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts! response:	See? When we can see the shape of our hearts, wings will let us move forward!
context: Yes, I understand.\When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward! response:	Let's go! We have to save everyone!
context: When I arrived at Edolas, I was filled with unease!\Yes... As was I.\But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone! response:	Aye!
context: Yes... As was I.\But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye! response:	Take a look a that, Marl!
context: But things are different now!\We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye!\Take a look a that, Marl! response:	They can fly after all!
context: We have to move forward! We have to fly!\We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye!\Take a look a that, Marl!\They can fly after all! response:	He flies just like you, Lucky...
context: We're Exceeds... The only creatures in Edolas who have magic power inside them...\The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye!\Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky... response:	Don't be stupid! It ain't just in how he flies...
context: The reason we couldn't use magic was because of the unease in our hearts!\See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye!\Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies... response:	Right...
context: See? When we can see the shape of our hearts, wings will let us move forward!\Let's go! We have to save everyone!\Aye!\Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right... response:	Do you think that she was his girlfriend?
context: Let's go! We have to save everyone!\Aye!\Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend? response:	Yer 100 years too young to be bringin' a girl home!
context: Aye!\Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home! response:	He was raised to be a kind child who's thoughtful of his friends...
context: Take a look a that, Marl!\They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends... response:	Aye!
context: They can fly after all!\He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye! response:	I'm going to save you, Natsu! That's like opposite the usual pattern.
context: He flies just like you, Lucky...\Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern. response:	Yeah...
context: Don't be stupid! It ain't just in how he flies...\Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah... response:	For some reason, I'm all excited though!
context: Right...\Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though! response:	It's okay to think of myself as the main character this time, right?
context: Do you think that she was his girlfriend?\Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right? response:	Whatever, just come save us already!
context: Yer 100 years too young to be bringin' a girl home!\He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already! response:	Oh, what's this? Are you sure you should be talking to me like that?
context: He was raised to be a kind child who's thoughtful of his friends...\Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already!\Oh, what's this? Are you sure you should be talking to me like that? response:	Happy, your character's completely changed.
context: Aye!\I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already!\Oh, what's this? Are you sure you should be talking to me like that?\Happy, your character's completely changed. response:	Next time: Code ETD!
context: I'm going to save you, Natsu! That's like opposite the usual pattern.\Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already!\Oh, what's this? Are you sure you should be talking to me like that?\Happy, your character's completely changed.\Next time: Code ETD! response:	That's less like being the hero, and more being the big evil boss!
context: Yeah...\For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already!\Oh, what's this? Are you sure you should be talking to me like that?\Happy, your character's completely changed.\Next time: Code ETD!\That's less like being the hero, and more being the big evil boss! response:	The big evil boss, huh? I think I like it.
context: For some reason, I'm all excited though!\It's okay to think of myself as the main character this time, right?\Whatever, just come save us already!\Oh, what's this? Are you sure you should be talking to me like that?\Happy, your character's completely changed.\Next time: Code ETD!\That's less like being the hero, and more being the big evil boss!\The big evil boss, huh? I think I like it. response:	Now you need help...
