context: Next up is the inter-club relay race. response:	On your mark! Get set!
context: How is this a meeting? This is more like you giving a policy speech.\This is normal for us.\Whoa, close!\It looks like Miss Suzumiya had decided what we were going to do from the start.\It doesn't look like there's any room for negotiation.\Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something. response:	There's something I've always wondered about.
context: This is normal for us.\Whoa, close!\It looks like Miss Suzumiya had decided what we were going to do from the start.\It doesn't look like there's any room for negotiation.\Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about. response:	I wonder about the inside of your head.
context: Whoa, close!\It looks like Miss Suzumiya had decided what we were going to do from the start.\It doesn't look like there's any room for negotiation.\Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head. response:	Doesn't that seem really unnatural?
context: It looks like Miss Suzumiya had decided what we were going to do from the start.\It doesn't look like there's any room for negotiation.\Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural? response:	Why do they die with such good timing? It's weird.
context: It doesn't look like there's any room for negotiation.\Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird. response:	That's why I hate shows where someone dies at the end.
context: Still, I wonder why a movie.\She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end. response:	I would never shoot a movie like that!
context: She probably saw some C-movie late last night\and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that! response:	SOS Brigade: Movie showing
context: and it left her in a dreary mood or something.\There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing response:	That's what I mean. Understand?
context: There's something I've always wondered about.\I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand? response:	What do you mean, That's what I mean?
context: I wonder about the inside of your head.\Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean? response:	All we know is that we're showing a movie. How are we going to pay for it?
context: Doesn't that seem really unnatural?\Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it? response:	Kyon, you need some more smarts.
context: Why do they die with such good timing? It's weird.\That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts. response:	We're going to MAKE the movie and then show it at the school festival.
context: That's why I hate shows where someone dies at the end.\I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival. response:	And the credits will read Presented by the SOS Brigade!
context: I would never shoot a movie like that!\SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade! response:	When did we become the Movie Club?
context: SOS Brigade: Movie showing\That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club? response:	What are you talking about? We'll always be the SOS Brigade.
context: That's what I mean. Understand?\What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade. response:	We haven't turned into the Movie Club.
context: What do you mean, That's what I mean?\All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club. response:	Okay, I understand.
context: All we know is that we're showing a movie. How are we going to pay for it?\Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand. response:	We're going to shoot a movie of our own creation,
context: Kyon, you need some more smarts.\We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation, response:	and then show it to the school. Is that right?
context: We're going to MAKE the movie and then show it at the school festival.\And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right? response:	That's it!
context: And the credits will read Presented by the SOS Brigade!\When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it! response:	But... why a movie?
context: When did we become the Movie Club?\What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it!\But... why a movie? response:	Last night, I had some trouble sleeping.
context: What are you talking about? We'll always be the SOS Brigade.\We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it!\But... why a movie?\Last night, I had some trouble sleeping. response:	When I turned the TV on, there was a weird movie on.
context: We haven't turned into the Movie Club.\Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it!\But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on. response:	I thought so.
context: Okay, I understand.\We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it!\But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so. response:	And it was such a pathetic movie.
context: We're going to shoot a movie of our own creation,\and then show it to the school. Is that right?\That's it!\But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie. response:	It was so bad that I thought about internationally crank-calling the director.
context: and then show it to the school. Is that right?\That's it!\But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director. response:	Then I thought, I can make a better movie than this!
context: That's it!\But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this! response:	And so I figured we should go for it.
context: But... why a movie?\Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it. response:	If you want to be a director or a producer, that's fine.
context: Last night, I had some trouble sleeping.\When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine. response:	Then we can do whatever we want, right?
context: When I turned the TV on, there was a weird movie on.\I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right? response:	What are you talking about?
context: I thought so.\And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about? response:	What would you do if we said that we didn't want to do that?
context: And it was such a pathetic movie.\It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that? response:	You can't make a movie with just a director.
context: It was so bad that I thought about internationally crank-calling the director.\Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director. response:	Don't worry, I've already got a script mostly done.
context: Then I thought, I can make a better movie than this!\And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done. response:	No, that's not what I'm talking about.
context: And so I figured we should go for it.\If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about. response:	There's nothing to worry about. Just follow my lead, same as always.
context: If you want to be a director or a producer, that's fine.\Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always. response:	- There's absolutely no need to worry. - I'm worried.
context: Then we can do whatever we want, right?\What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried. response:	Leave the planning to me. I'll take care of all of it.
context: What are you talking about?\What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it. response:	Now I'm really worried.
context: What would you do if we said that we didn't want to do that?\You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried. response:	Man, you're so annoying. I said we're doing it, so we're doing it.
context: You can't make a movie with just a director.\Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it. response:	We're aiming to be voted the best event of the school festival.
context: Don't worry, I've already got a script mostly done.\No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival. response:	If we do, then even the stupid student council will finally
context: No, that's not what I'm talking about.\There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally response:	recognize the SOS Brigade as a club.
context: There's nothing to worry about. Just follow my lead, same as always.\- There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club. response:	No! We're going to MAKE them recognize us.
context: - There's absolutely no need to worry. - I'm worried.\Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us. response:	First we need to get the public on our side!
context: Leave the planning to me. I'll take care of all of it.\Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side! response:	How are we going to pay for this?
context: Now I'm really worried.\Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this? response:	- We have funds. - Where?
context: Man, you're so annoying. I said we're doing it, so we're doing it.\We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where? response:	We have the money that they gave the Literature Club.
context: We're aiming to be voted the best event of the school festival.\If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club. response:	Then that's the Literature Club's funds. It's not for you to use.
context: If we do, then even the stupid student council will finally\recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use. response:	But Yuki said it's okay.
context: recognize the SOS Brigade as a club.\No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay. response:	I did.
context: No! We're going to MAKE them recognize us.\First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did. response:	Okay, everyone!
context: First we need to get the public on our side!\How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did.\Okay, everyone! response:	This is more important than whatever your classes are doing!
context: How are we going to pay for this?\- We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did.\Okay, everyone!\This is more important than whatever your classes are doing! response:	I'll listen to any opposing opinions after the school festival.
context: - We have funds. - Where?\We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did.\Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival. response:	Got it? The director's orders are absolute!
context: We have the money that they gave the Literature Club.\Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did.\Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute! response:	First brigade leader, and now director?
context: Then that's the Literature Club's funds. It's not for you to use.\But Yuki said it's okay.\I did.\Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director? response:	What's she planning to become in the end? Please don't say god or something.
context: But Yuki said it's okay.\I did.\Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something. response:	Okay, we're done for today!
context: I did.\Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today! response:	I've got a lot to think about, since I'm the producer!
context: Okay, everyone!\This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer! response:	I'll tell you the details tomorrow.
context: This is more important than whatever your classes are doing!\I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow. response:	Well, this is good.
context: I'll listen to any opposing opinions after the school festival.\Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good. response:	I'm relieved that it's not something like capturing an alien to put it in a sideshow,
context: Got it? The director's orders are absolute!\First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow, response:	or shooting down a UFO and then making an exhibit of its internal structures.
context: First brigade leader, and now director?\What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures. response:	Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.
context: What's she planning to become in the end? Please don't say god or something.\Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make. response:	It looks like this will be quite an interesting school festival.
context: Okay, we're done for today!\I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival. response:	Quite interesting indeed.
context: I've got a lot to think about, since I'm the producer!\I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed. response:	D-Do you need something?
context: I'll tell you the details tomorrow.\Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something? response:	Oh, nothing.
context: Well, this is good.\I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something?\Oh, nothing. response:	I was just wondering what costume Haruhi is going to bring next.
context: I'm relieved that it's not something like capturing an alien to put it in a sideshow,\or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next. response:	Still... a movie...
context: or shooting down a UFO and then making an exhibit of its internal structures.\Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie... response:	A movie, huh?
context: Besides, I'm interested in seeing what kind of movie Miss Suzumiya wants to make.\It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh? response:	To be honest, I was kind of interested in it, too.
context: It looks like this will be quite an interesting school festival.\Quite interesting indeed.\D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too. response:	Though not as much as Koizumi.
context: Quite interesting indeed.\D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi. response:	It might be better if I was looking forward to it more, though.
context: D-Do you need something?\Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though. response:	After all, there probably isn't going to be anyone that will be.
context: Oh, nothing.\I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be. response:	I take back what I said.
context: I was just wondering what costume Haruhi is going to bring next.\Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said. response:	I shouldn't have looked forward to it at all.
context: Still... a movie...\A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all. response:	After school the next day, I ended up with a frown on my face.
context: A movie, huh?\To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face. response:	General Commander, General Director, Producer, Writer: Haruhi Suzumiya
context: To be honest, I was kind of interested in it, too.\Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya response:	Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato
context: Though not as much as Koizumi.\It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato response:	Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon
context: It might be better if I was looking forward to it more, though.\After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon response:	So what am I supposed to do?
context: After all, there probably isn't going to be anyone that will be.\I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do? response:	Just as it's written on there.
context: I take back what I said.\I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there. response:	I'm the heroine?
context: I shouldn't have looked forward to it at all.\After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there.\I'm the heroine? response:	Umm, if it's possible, I'd like to have a less prominent role...
context: After school the next day, I ended up with a frown on my face.\General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role... response:	No way! We're going to have you play a really flashy role.
context: General Commander, General Director, Producer, Writer: Haruhi Suzumiya\Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role. response:	You're kind of like our Brigade's trademark, after all.
context: Lead actress: Mikuru Asahina Lead actor: Itsuki Koizumi Supporting actress: Yuki Nagato\Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all. response:	You might want to practice your autograph.
context: Assistant Director, Photography, Editor, Gofer, Assistant, Errand boy, Quartermaster, Everything else: Kyon\So what am I supposed to do?\Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph. response:	When we have our premier showing, I'm sure that people will want it.
context: So what am I supposed to do?\Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it. response:	Where are you planning on holding that?
context: Just as it's written on there.\I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that? response:	But I can't act.
context: I'm the heroine?\Umm, if it's possible, I'd like to have a less prominent role...\No way! We're going to have you play a really flashy role.\You're kind of like our Brigade's trademark, after all.\You might want to practice your autograph.\When we have our premier showing, I'm sure that people will want it.\Where are you planning on holding that?\But I can't act. response:	It's all right. I'll be sure to give you perfect direction.
