context: Not Enough Money response:	Will I get to make an appearance this time around?
context: I-I have a bunch...\We can't trust their claims!\I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky response:	How can he treat something so important so lightly?!
context: We can't trust their claims!\I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?! response:	Look at how heavy he is!
context: I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is! response:	Yeah, but,
context: We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but, response:	relationships aren't all sunshine and rainbows.
context: Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows. response:	Insurmountable Wall
context: Mashima probably has girls confessing to him all the time!\Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall response:	Yes, I know what you mean
context: Why don't you go out with them?!\I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean response:	You can tell they're experienced!
context: I'll start calling you Piggy instead of Porky\How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced! response:	Wait, I'm grouped with Retro?
context: How can he treat something so important so lightly?!\Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro? response:	I want to go out with someone who's good at karuta.
context: Look at how heavy he is!\Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta. response:	I want to go out with someone who knows how to put on a kimono.
context: Yeah, but,\relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono. response:	Just kidding <3
context: relationships aren't all sunshine and rainbows.\Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3 response:	Well, I guess we'll be the best couple for the time being
context: Insurmountable Wall\Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being response:	Cough
context: Yes, I know what you mean\You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough response:	I hope the second season has more romance
context: You can tell they're experienced!\Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance response:	Tsukuba! Let's practice!
context: Wait, I'm grouped with Retro?\I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance\Tsukuba! Let's practice! response:	Yes, sir!
context: I want to go out with someone who's good at karuta.\I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir! response:	Oe Traditional Clothing offers lessons for putting on kimono, right?
context: I want to go out with someone who knows how to put on a kimono.\Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right? response:	Desktomu-kun, let's go together!
context: Just kidding <3\Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together! response:	Huh?
context: Well, I guess we'll be the best couple for the time being\Cough\I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh? response:	1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro
context: Cough\I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro response:	What?! Tsukuba's really a starter!
context: I hope the second season has more romance\Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter! response:	That's amazing!
context: Tsukuba! Let's practice!\Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing! response:	Starter...
context: Yes, sir!\Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing!\Starter... response:	The group stage match-ups were drawn yesterday,
context: Oe Traditional Clothing offers lessons for putting on kimono, right?\Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing!\Starter...\The group stage match-ups were drawn yesterday, response:	so Komano and I already came up with the order for the first round.
context: Desktomu-kun, let's go together!\Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing!\Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round. response:	Why me? Isn't Komano-senpai a starter?
context: Huh?\1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing!\Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter? response:	For the National Tournament
context: 1 Nishida Yusei 2 Oe Kana 3 Ayase Chihaya 4 Mashima Taichi 5 Tsukuba Akihiro\What?! Tsukuba's really a starter!\That's amazing!\Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament response:	A month has passed since the Tokyo regional.
context: What?! Tsukuba's really a starter!\That's amazing!\Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional. response:	You've worked very hard.
context: That's amazing!\Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard. response:	In terms of skill, you're even with me.
context: Starter...\The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me. response:	Don't forget that our goal is to become number one in Japan!
context: The group stage match-ups were drawn yesterday,\so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan! response:	While the two rounds in the group stage are taking place,
context: so Komano and I already came up with the order for the first round.\Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place, response:	I'll be scouting the other top schools
context: Why me? Isn't Komano-senpai a starter?\For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools response:	to prepare for the championship bracket!
context: For the National Tournament\A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket! response:	The five of you have to get us there!
context: A month has passed since the Tokyo regional.\You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there! response:	Does that mean you're not playing in the group stage?!
context: You've worked very hard.\In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?! response:	Are you really okay with that?!
context: In terms of skill, you're even with me.\Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?! response:	Yeah.
context: Don't forget that our goal is to become number one in Japan!\While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah. response:	Though I prayed...
context: While the two rounds in the group stage are taking place,\I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah.\Though I prayed... response:	Porky!
context: I'll be scouting the other top schools\to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah.\Though I prayed...\Porky! response:	What are you doing?! We've been looking for you!
context: to prepare for the championship bracket!\The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah.\Though I prayed...\Porky!\What are you doing?! We've been looking for you! response:	The match is about to begin! Hurry!
context: The five of you have to get us there!\Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah.\Though I prayed...\Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry! response:	There's no time for us to talk strategy now.
context: Does that mean you're not playing in the group stage?!\Are you really okay with that?!\Yeah.\Though I prayed...\Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now. response:	Why were you in the cafeteria?
context: Are you really okay with that?!\Yeah.\Though I prayed...\Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria? response:	We bought three lunches.
context: Yeah.\Though I prayed...\Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches. response:	Oh, we'll be going with the same lineup we used in the group stage.
context: Though I prayed...\Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage. response:	Playoff teams, please head inside.
context: Porky!\What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside. response:	Really?
context: What are you doing?! We've been looking for you!\The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really? response:	So you don't want to play?
context: The match is about to begin! Hurry!\There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really?\So you don't want to play? response:	Porky!
context: There's no time for us to talk strategy now.\Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really?\So you don't want to play?\Porky! response:	If you're matched up against Kawabe, try to stay calm!
context: Why were you in the cafeteria?\We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really?\So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm! response:	I don't need your help.
context: We bought three lunches.\Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really?\So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help. response:	He's just guessing!
context: Oh, we'll be going with the same lineup we used in the group stage.\Playoff teams, please head inside.\Really?\So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing! response:	Hurry up.
context: Playoff teams, please head inside.\Really?\So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing!\Hurry up. response:	No, I'm not...
context: Really?\So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing!\Hurry up.\No, I'm not... response:	Don't need your help...
context: So you don't want to play?\Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing!\Hurry up.\No, I'm not...\Don't need your help... response:	May it be that I...
context: Porky!\If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing!\Hurry up.\No, I'm not...\Don't need your help...\May it be that I... response:	This is bad...
context: If you're matched up against Kawabe, try to stay calm!\I don't need your help.\He's just guessing!\Hurry up.\No, I'm not...\Don't need your help...\May it be that I...\This is bad... response:	I can't keep up with his sporadic bursts of speed.
context: I don't need your help.\He's just guessing!\Hurry up.\No, I'm not...\Don't need your help...\May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed. response:	My arm won't move.
context: He's just guessing!\Hurry up.\No, I'm not...\Don't need your help...\May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move. response:	This Kawabe guy is really good...
context: Hurry up.\No, I'm not...\Don't need your help...\May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good... response:	Kawabe?
context: No, I'm not...\Don't need your help...\May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good...\Kawabe? response:	He's just guessing!
context: Don't need your help...\May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good...\Kawabe?\He's just guessing! response:	We won! Mizusawa won!
context: May it be that I...\This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good...\Kawabe?\He's just guessing!\We won! Mizusawa won! response:	You're playing in the next match, right?
context: This is bad...\I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good...\Kawabe?\He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right? response:	You're playing in the next match, right?!
context: I can't keep up with his sporadic bursts of speed.\My arm won't move.\This Kawabe guy is really good...\Kawabe?\He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?! response:	You're going to join us, right?!
context: My arm won't move.\This Kawabe guy is really good...\Kawabe?\He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?! response:	Desktomu-kun!
context: This Kawabe guy is really good...\Kawabe?\He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun! response:	Long last we meet, only for me to leave hurriedly,
context: Kawabe?\He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly, response:	She knew to pay extra attention to Long last we meet...
context: He's just guessing!\We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet... response:	She couldn't get it.
context: We won! Mizusawa won!\You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it. response:	This is the West representative.
context: You're playing in the next match, right?\You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative. response:	No...
context: You're playing in the next match, right?!\You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative.\No... response:	She's much faster than she was that day.
context: You're going to join us, right?!\Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative.\No...\She's much faster than she was that day. response:	She has the potential to become Queen.
context: Desktomu-kun!\Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative.\No...\She's much faster than she was that day.\She has the potential to become Queen. response:	Silent waves creep closer...
context: Long last we meet, only for me to leave hurriedly,\She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative.\No...\She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer... response:	The storm will soon carry...
context: She knew to pay extra attention to Long last we meet...\She couldn't get it.\This is the West representative.\No...\She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry... response:	For you, I would have given up my life
context: She couldn't get it.\This is the West representative.\No...\She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life response:	Megumu?
context: This is the West representative.\No...\She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life\Megumu? response:	I have to beat her.
context: No...\She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life\Megumu?\I have to beat her. response:	But I have to win to make everyone happy.
context: She's much faster than she was that day.\She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life\Megumu?\I have to beat her.\But I have to win to make everyone happy. response:	I have to beat you now.
context: She has the potential to become Queen.\Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life\Megumu?\I have to beat her.\But I have to win to make everyone happy.\I have to beat you now. response:	Feel sorrow wash...
context: Silent waves creep closer...\The storm will soon carry...\For you, I would have given up my life\Megumu?\I have to beat her.\But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash... response:	I don't remember her having such a fast motion.
context: The storm will soon carry...\For you, I would have given up my life\Megumu?\I have to beat her.\But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion. response:	Megumu-chan...
context: For you, I would have given up my life\Megumu?\I have to beat her.\But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan... response:	Megumu-chan is me.
context: Megumu?\I have to beat her.\But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me. response:	Stop taking cards with your speed.
context: I have to beat her.\But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed. response:	She's who I'd be if someone hadn't taught me better.
context: But I have to win to make everyone happy.\I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better. response:	Megumu, I'll secure our first win,
context: I have to beat you now.\Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win, response:	so you can take it easy.
context: Feel sorrow wash...\I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy. response:	Okay...
context: I don't remember her having such a fast motion.\Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy.\Okay... response:	Time to attack!
context: Megumu-chan...\Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy.\Okay...\Time to attack! response:	Mizusawa!
context: Megumu-chan is me.\Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy.\Okay...\Time to attack!\Mizusawa! response:	Yeah!
context: Stop taking cards with your speed.\She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy.\Okay...\Time to attack!\Mizusawa!\Yeah! response:	Okay, one card!
context: She's who I'd be if someone hadn't taught me better.\Megumu, I'll secure our first win,\so you can take it easy.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card! response:	One card!
context: Megumu, I'll secure our first win,\so you can take it easy.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card! response:	One card at a time!
context: so you can take it easy.\Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time! response:	Y-Yes!
context: Okay...\Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes! response:	I'm treating you like a boy!
context: Time to attack!\Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\I'm treating you like a boy! response:	You're weaker than Megumu!
context: Mizusawa!\Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu! response:	Okay, I won!
context: Yeah!\Okay, one card!\One card!\One card at a time!\Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won! response:	One win for First Akashi Girls'!
context: Okay, one card!\One card!\One card at a time!\Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'! response:	Rain takes longer...
context: One card!\One card at a time!\Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'!\Rain takes longer... response:	No way!
context: One card at a time!\Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'!\Rain takes longer...\No way! response:	Megumu even lost her Rain card?!
context: Y-Yes!\I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'!\Rain takes longer...\No way!\Megumu even lost her Rain card?! response:	One win for Pizusawa!
context: I'm treating you like a boy!\You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'!\Rain takes longer...\No way!\Megumu even lost her Rain card?!\One win for Pizusawa! response:	I lost Silent and Rain.
context: You're weaker than Megumu!\Okay, I won!\One win for First Akashi Girls'!\Rain takes longer...\No way!\Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain. response:	Her speed is real.
context: Okay, I won!\One win for First Akashi Girls'!\Rain takes longer...\No way!\Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain.\Her speed is real. response:	This girl...
context: One win for First Akashi Girls'!\Rain takes longer...\No way!\Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain.\Her speed is real.\This girl... response:	Ayase Chihaya...
context: Rain takes longer...\No way!\Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain.\Her speed is real.\This girl...\Ayase Chihaya... response:	Impassioned gods...
context: No way!\Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain.\Her speed is real.\This girl...\Ayase Chihaya...\Impassioned gods... response:	Got it!
context: Megumu even lost her Rain card?!\One win for Pizusawa!\I lost Silent and Rain.\Her speed is real.\This girl...\Ayase Chihaya...\Impassioned gods...\Got it! response:	Two wins for Mizusawa!
context: One win for Pizusawa!\I lost Silent and Rain.\Her speed is real.\This girl...\Ayase Chihaya...\Impassioned gods...\Got it!\Two wins for Mizusawa! response:	First Akashi Girls' has 2 wins...
context: I lost Silent and Rain.\Her speed is real.\This girl...\Ayase Chihaya...\Impassioned gods...\Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins... response:	Mizusawa has 2 wins...
context: Her speed is real.\This girl...\Ayase Chihaya...\Impassioned gods...\Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins... response:	Desktomu-kun!
context: This girl...\Ayase Chihaya...\Impassioned gods...\Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun! response:	His opponent has The sight of Mount,
context: Ayase Chihaya...\Impassioned gods...\Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount, response:	while Komano has May my lonely in a luck of the draw.
context: Impassioned gods...\Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw. response:	There are four more dead cards...
context: Got it!\Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards... response:	Though my hatred has waned...
context: Two wins for Mizusawa!\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned... response:	So the flower petals...
context: First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned...\So the flower petals... response:	I wish I could show the people how my sleeves
context: Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves response:	It's not over yet?!
context: Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?! response:	Excuse me.
context: His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me. response:	It's scary.
