context: Got you! response:	Damn, how could someone as graceful as myself have done that?
context: And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining! response:	Oh no! My mom said rabbits die if they get wet!
context: Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet! response:	Will you die too kitty? Huh? Huh?
context: We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh? response:	Ah, what should I do? The kitty is going to die!
context: I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die! response:	Calm down, child. That won't happen.
context: What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen. response:	I'm sorry, kitty.
context: Don't hide. Come on out, sensei.\Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty. response:	You said you wanted to go home, but I stopped you!
context: Oh, you did all this?\It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you! response:	I'm sorry! You even came to me, kitty!
context: It's raining!\Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty! response:	But you're going to die!
context: Oh no! My mom said rabbits die if they get wet!\Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die! response:	It's gotten quiet now.
context: Will you die too kitty? Huh? Huh?\Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now. response:	Humans are such fragile creatures.
context: Ah, what should I do? The kitty is going to die!\Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures. response:	I hate weaklings.
context: Calm down, child. That won't happen.\I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings. response:	They're weak, yet they care for others.
context: I'm sorry, kitty.\You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others. response:	They have no powers, yet they desperately try to protect others.
context: You said you wanted to go home, but I stopped you!\I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others. response:	Just like her.
context: I'm sorry! You even came to me, kitty!\But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her. response:	And him.
context: But you're going to die!\It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her.\And him. response:	Sensei!
context: It's gotten quiet now.\Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her.\And him.\Sensei! response:	Nyanko-sensei!
context: Humans are such fragile creatures.\I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her.\And him.\Sensei!\Nyanko-sensei! response:	Sensei!
context: I hate weaklings.\They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her.\And him.\Sensei!\Nyanko-sensei!\Sensei! response:	Nyanko-sensei!
context: They're weak, yet they care for others.\They have no powers, yet they desperately try to protect others.\Just like her.\And him.\Sensei!\Nyanko-sensei!\Sensei!\Nyanko-sensei! response:	Huh? I'm flying.
context: They have no powers, yet they desperately try to protect others.\Just like her.\And him.\Sensei!\Nyanko-sensei!\Sensei!\Nyanko-sensei!\Huh? I'm flying. response:	What a wonderful dream.
context: Just like her.\And him.\Sensei!\Nyanko-sensei!\Sensei!\Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream. response:	It's all warm and fuzzy.
context: And him.\Sensei!\Nyanko-sensei!\Sensei!\Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy. response:	Are you okay, missy?
context: Sensei!\Nyanko-sensei!\Sensei!\Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy? response:	Are you okay?
context: Nyanko-sensei!\Sensei!\Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy?\Are you okay? response:	What's your name?
context: Sensei!\Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy?\Are you okay?\What's your name? response:	Sensei!
context: Nyanko-sensei!\Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy?\Are you okay?\What's your name?\Sensei! response:	Sensei!
context: Huh? I'm flying.\What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy?\Are you okay?\What's your name?\Sensei!\Sensei! response:	Nyanko-sensei! Where are you?
context: What a wonderful dream.\It's all warm and fuzzy.\Are you okay, missy?\Are you okay?\What's your name?\Sensei!\Sensei!\Nyanko-sensei! Where are you? response:	Geez...
context: It's all warm and fuzzy.\Are you okay, missy?\Are you okay?\What's your name?\Sensei!\Sensei!\Nyanko-sensei! Where are you?\Geez... response:	Natsume!
context: Are you okay, missy?\Are you okay?\What's your name?\Sensei!\Sensei!\Nyanko-sensei! Where are you?\Geez...\Natsume! response:	Sensei touched my mark and he became small!
context: Are you okay?\What's your name?\Sensei!\Sensei!\Nyanko-sensei! Where are you?\Geez...\Natsume!\Sensei touched my mark and he became small! response:	Yes, it's the effect of the curse you picked up.
context: What's your name?\Sensei!\Sensei!\Nyanko-sensei! Where are you?\Geez...\Natsume!\Sensei touched my mark and he became small!\Yes, it's the effect of the curse you picked up. response:	You're Hinoe?
context: Sensei!\Sensei!\Nyanko-sensei! Where are you?\Geez...\Natsume!\Sensei touched my mark and he became small!\Yes, it's the effect of the curse you picked up.\You're Hinoe? response:	It's the five day mark curse.
context: Sensei!\Nyanko-sensei! Where are you?\Geez...\Natsume!\Sensei touched my mark and he became small!\Yes, it's the effect of the curse you picked up.\You're Hinoe?\It's the five day mark curse. response:	You only have five days left to live, Natsume.
context: Nyanko-sensei! Where are you?\Geez...\Natsume!\Sensei touched my mark and he became small!\Yes, it's the effect of the curse you picked up.\You're Hinoe?\It's the five day mark curse.\You only have five days left to live, Natsume. response:	Five?!
