context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: What's wrong?\Oi! I told you not to come!\But I'm just delivering this, and I'll go home immmediately\Ack! I'll greet everybody in the Oke!\Wait a minute!\Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you? response:	Oh...
context: Oi! I told you not to come!\But I'm just delivering this, and I'll go home immmediately\Ack! I'll greet everybody in the Oke!\Wait a minute!\Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you?\Oh... response:	Tanioka Sensei caught a cold, so...
context: But I'm just delivering this, and I'll go home immmediately\Ack! I'll greet everybody in the Oke!\Wait a minute!\Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so... response:	Oh, then I'll call him to wish him a speedy recovery
context: Ack! I'll greet everybody in the Oke!\Wait a minute!\Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery response:	Aaa...ahhh...
context: Wait a minute!\Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh... response:	Today Tanioka Sensei...
context: Why do you have to greet them?\Because I'm your w...wife?\Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei... response:	with his family...
context: Because I'm your w...wife?\Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei...\with his family... response:	went to Mexico...?
context: Today you have a lesson, don't you?\Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei...\with his family...\went to Mexico...? response:	Yes, something's strange indeed!
context: Oh...\Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei...\with his family...\went to Mexico...?\Yes, something's strange indeed! response:	Even if you're always strange, you never skip your lesson
context: Tanioka Sensei caught a cold, so...\Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei...\with his family...\went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson response:	Oi!
context: Oh, then I'll call him to wish him a speedy recovery\Aaa...ahhh...\Today Tanioka Sensei...\with his family...\went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi! response:	What are you hiding?!
context: Aaa...ahhh...\Today Tanioka Sensei...\with his family...\went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?! response:	Chiaki-kun
context: Today Tanioka Sensei...\with his family...\went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?!\Chiaki-kun response:	Earlier what you said about this place..
context: with his family...\went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?!\Chiaki-kun\Earlier what you said about this place.. response:	Oh...sorry!
context: went to Mexico...?\Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?!\Chiaki-kun\Earlier what you said about this place..\Oh...sorry! response:	If you're in the middle of something, I'll...
context: Yes, something's strange indeed!\Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?!\Chiaki-kun\Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll... response:	AAA...not at all, not at all!
context: Even if you're always strange, you never skip your lesson\Oi!\What are you hiding?!\Chiaki-kun\Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all! response:	We're not in the middle of anything!
context: Oi!\What are you hiding?!\Chiaki-kun\Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything! response:	Umm, you're someone from Chiaki Senpai's Oke, aren't you?
context: What are you hiding?!\Chiaki-kun\Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you? response:	Yes
context: Chiaki-kun\Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes response:	I brought some food here. If you like, please have some...
context: Earlier what you said about this place..\Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some... response:	Rice balls...and miso soup.
context: Oh...sorry!\If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup. response:	Do your best with your practise.
context: If you're in the middle of something, I'll...\AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise. response:	Gomen kudasai! *bows* (=super polite good bye)
context: AAA...not at all, not at all!\We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye) response:	(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)
context: We're not in the middle of anything!\Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!) response:	*bows*
context: Umm, you're someone from Chiaki Senpai's Oke, aren't you?\Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows* response:	That girl..Later I'll sure make her have it!
context: Yes\I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it! response:	*bows
context: I brought some food here. If you like, please have some...\Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it!\*bows response:	Chiaki-kun... Is that girl... *bows
context: Rice balls...and miso soup.\Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows response:	Chiaki-kun... Is that girl...
context: Do your best with your practise.\Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl... response:	Chiaki-kun's girlfriend?
context: Gomen kudasai! *bows* (=super polite good bye)\(See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend? response:	Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)
context: (See how she walks, it's like a Kyoto dancer/geisha in kimono, , it's NOT normal!)\*bows*\That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai) response:	What's her name?
context: *bows*\That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name? response:	Noda...Megumi...chan.
context: That girl..Later I'll sure make her have it!\*bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan. response:	So skillful!!
context: *bows\Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan.\So skillful!! response:	If it makes you feel down, why don't you stop coming here to watch?
context: Chiaki-kun... Is that girl... *bows\Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch? response:	Amazinnnggg
context: Chiaki-kun... Is that girl...\Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg response:	How to produce such sounds?
context: Chiaki-kun's girlfriend?\Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds? response:	Huh?
context: Ha? No, she's my Kohai in Piano Division (Kohai= opposite of Senpai)\What's her name?\Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds?\Huh? response:	Please take me as your pupil!
context: What's her name?\Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds?\Huh?\Please take me as your pupil! response:	Haa??
context: Noda...Megumi...chan.\So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds?\Huh?\Please take me as your pupil!\Haa?? response:	Please give me private lessons! Haa??
context: So skillful!!\If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds?\Huh?\Please take me as your pupil!\Haa??\Please give me private lessons! Haa?? response:	Please give me private lessons!
context: If it makes you feel down, why don't you stop coming here to watch?\Amazinnnggg\How to produce such sounds?\Huh?\Please take me as your pupil!\Haa??\Please give me private lessons! Haa??\Please give me private lessons! response:	Only whenever you have the time is fine!
context: Amazinnnggg\How to produce such sounds?\Huh?\Please take me as your pupil!\Haa??\Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine! response:	I'll treat you with any food you like!
context: How to produce such sounds?\Huh?\Please take me as your pupil!\Haa??\Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like! response:	My Dad...
context: Huh?\Please take me as your pupil!\Haa??\Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad... response:	will massage your shoulders!
context: Please take me as your pupil!\Haa??\Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad...\will massage your shoulders! response:	My Dad!
context: Haa??\Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad...\will massage your shoulders!\My Dad! response:	Why??
context: Please give me private lessons! Haa??\Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad...\will massage your shoulders!\My Dad!\Why?? response:	You guys have teachers of your own!
context: Please give me private lessons!\Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad...\will massage your shoulders!\My Dad!\Why??\You guys have teachers of your own! response:	No, you're much much more skillful than my teacher!
context: Only whenever you have the time is fine!\I'll treat you with any food you like!\My Dad...\will massage your shoulders!\My Dad!\Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher! response:	No!
context: I'll treat you with any food you like!\My Dad...\will massage your shoulders!\My Dad!\Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No! response:	Suki da! (I love you/ I love it)
context: My Dad...\will massage your shoulders!\My Dad!\Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it) response:	I love Kiyora's violin!!
context: will massage your shoulders!\My Dad!\Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!! response:	Oi!
context: My Dad!\Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi! response:	Can I start the practise?
context: Why??\You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi!\Can I start the practise? response:	Hai! You can!
context: You guys have teachers of your own!\No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi!\Can I start the practise?\Hai! You can! response:	Let's start from the beginning all the way through
context: No, you're much much more skillful than my teacher!\No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi!\Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through response:	Earlier this Oke was dull silver...
context: No!\Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi!\Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver... response:	but now it became pink Mozart...
context: Suki da! (I love you/ I love it)\I love Kiyora's violin!!\Oi!\Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart... response:	That Nodame..
context: I love Kiyora's violin!!\Oi!\Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame.. response:	Thank you *bows*
context: Oi!\Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame..\Thank you *bows* response:	Ack! Gokigen yo! *bows* (again very very polite greeting)
context: Can I start the practise?\Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting) response:	My husband is always indebted to you... *bows* *bows* *bows*
context: Hai! You can!\Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows* response:	Nodame's instructor changed to Harisen??
context: Let's start from the beginning all the way through\Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen?? response:	Why, so suddenly??
context: Earlier this Oke was dull silver...\but now it became pink Mozart...\That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly?? response:	Did the two of you play Rachmaninoff some time ago?
context: but now it became pink Mozart...\That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago? response:	Yes..
context: That Nodame..\Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes.. response:	Because of that Eto Sensei seems to like Nodame-kun
context: Thank you *bows*\Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun response:	So he listened to that...
context: Ack! Gokigen yo! *bows* (again very very polite greeting)\My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that... response:	Gyaboo!!!
context: My husband is always indebted to you... *bows* *bows* *bows*\Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!! response:	WAIT, NODA!!
context: Nodame's instructor changed to Harisen??\Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!!\WAIT, NODA!! response:	Today I don't feel well, so...
context: Why, so suddenly??\Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so... response:	But aren't you running now?!!
context: Did the two of you play Rachmaninoff some time ago?\Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!! response:	wow, so much excitement...
context: Yes..\Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement... response:	Those two won't be able to get along well..
context: Because of that Eto Sensei seems to like Nodame-kun\So he listened to that...\Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well.. response:	If it's in order to do something with her,
context: So he listened to that...\Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her, response:	I wish Tanioka Sensei would have done it yourself
context: Gyaboo!!!\WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself response:	I am...
context: WAIT, NODA!!\Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am... response:	not the kind of teacher who has enough initiative
context: Today I don't feel well, so...\But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative response:	to bring out enough initiative from a student who hasn't enough intiative.
context: But aren't you running now?!!\wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative. response:	But since students are important customers,
context: wow, so much excitement...\Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers, response:	I want to cooperate and make an effort to help them achieve their dreams or hopes.
context: Those two won't be able to get along well..\If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes. response:	As a result, for these 3 years,
context: If it's in order to do something with her,\I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years, response:	I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise
context: I wish Tanioka Sensei would have done it yourself\I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise response:	Therefore...
context: I am...\not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore... response:	viewed from my policy as an instructor,
context: not the kind of teacher who has enough initiative\to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor, response:	if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!
context: to bring out enough initiative from a student who hasn't enough intiative.\But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either! response:	However..
context: But since students are important customers,\I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However.. response:	I feel that lately something changed in her...Noda-kun...
context: I want to cooperate and make an effort to help them achieve their dreams or hopes.\As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun... response:	Although she herself might not realize it,
context: As a result, for these 3 years,\I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it, response:	something has changed...
context: I ended up guiding her, cooperating in her composing those pieces such as Mojya-mojya Suite and Fart Exercise\Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed... response:	That's what I wish to see...
context: Therefore...\viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed...\That's what I wish to see... response:	as a separate individual...
context: viewed from my policy as an instructor,\if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed...\That's what I wish to see...\as a separate individual... response:	Mama, look, look!
context: if Noda-kun doesn't want it, I don't want to hand her to Eto-kun either!\However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed...\That's what I wish to see...\as a separate individual...\Mama, look, look! response:	That ojisan is stuck there
context: However..\I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed...\That's what I wish to see...\as a separate individual...\Mama, look, look!\That ojisan is stuck there response:	Miaouwww...
context: I feel that lately something changed in her...Noda-kun...\Although she herself might not realize it,\something has changed...\That's what I wish to see...\as a separate individual...\Mama, look, look!\That ojisan is stuck there\Miaouwww... response:	Concerning the chorus
context: Although she herself might not realize it,\something has changed...\That's what I wish to see...\as a separate individual...\Mama, look, look!\That ojisan is stuck there\Miaouwww...\Concerning the chorus response:	Study of musical instruments Concerning playing musical instruments
context: something has changed...\That's what I wish to see...\as a separate individual...\Mama, look, look!\That ojisan is stuck there\Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments response:	Scale Practise Practise of strong and weak sounds
context: That's what I wish to see...\as a separate individual...\Mama, look, look!\That ojisan is stuck there\Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds response:	Chiaki Senpai!
context: as a separate individual...\Mama, look, look!\That ojisan is stuck there\Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai! response:	Just the right time! Let's go home together!
context: Mama, look, look!\That ojisan is stuck there\Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together! response:	Nodame wants to go to supermarket to buy materials for tomorrow's food delivery
context: That ojisan is stuck there\Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery response:	Nodame
context: Miaouwww...\Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame response:	Until when do you intend to skip your lessons?
context: Concerning the chorus\Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons? response:	Tomorrow Tanioka Sensei is going to..
context: Study of musical instruments Concerning playing musical instruments\Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to.. response:	Your instructor is Harisen
context: Scale Practise Practise of strong and weak sounds\Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen response:	But I attend the other classes
context: Chiaki Senpai!\Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes response:	like children education...
context: Just the right time! Let's go home together!\Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes\like children education... response:	I told you, you don't suit that job
context: Nodame wants to go to supermarket to buy materials for tomorrow's food delivery\Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes\like children education...\I told you, you don't suit that job response:	You don't suit to be a teacher
context: Nodame\Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes\like children education...\I told you, you don't suit that job\You don't suit to be a teacher response:	Why is that?
context: Until when do you intend to skip your lessons?\Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes\like children education...\I told you, you don't suit that job\You don't suit to be a teacher\Why is that? response:	How could you possibly advise children for education?
context: Tomorrow Tanioka Sensei is going to..\Your instructor is Harisen\But I attend the other classes\like children education...\I told you, you don't suit that job\You don't suit to be a teacher\Why is that?\How could you possibly advise children for education? response:	You'll be disrespected and bullied by the children!
