context: Ladies and gentlemen, good evening. response:	Wishing to express his feelings, the young man ran to the opera house,
context: Please, let me wish him a speedy recovery.\I ask that you allow him to remain undisturbed.\At times like this, he will see no one but me.\The Count has complete faith in you, doesn't he?\Please tell him to be on his guard against Monsieur Villefort.\He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose... response:	I am glad that you are concerned for his well-being.
context: I ask that you allow him to remain undisturbed.\At times like this, he will see no one but me.\The Count has complete faith in you, doesn't he?\Please tell him to be on his guard against Monsieur Villefort.\He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being. response:	How long have you been with him?
context: At times like this, he will see no one but me.\The Count has complete faith in you, doesn't he?\Please tell him to be on his guard against Monsieur Villefort.\He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him? response:	It has been a long time now. A long time since the Count deigned to purchase me.
context: The Count has complete faith in you, doesn't he?\Please tell him to be on his guard against Monsieur Villefort.\He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me. response:	H-He bought you?!
context: Please tell him to be on his guard against Monsieur Villefort.\He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?! response:	I was born into the royal family of a certain frontier planet.
context: He said that he'll make the Count pay for what he did. So he has to...\You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet. response:	Our world is situated between this kingdom and Eastern Space,
context: You care a great deal for the Count, don't you, Monsieur Albert?\Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space, response:	However, our good fortune was not to last for long.
context: Yes, I suppose...\I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long. response:	War broke out between the Empire and Earth,
context: I am glad that you are concerned for his well-being.\How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth, response:	My father chose to establish an alliance with Earth.
context: How long have you been with him?\It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth. response:	He did this because he had heard that the people of Earth valued freedom highly.
context: It has been a long time now. A long time since the Count deigned to purchase me.\H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly. response:	And so, reinforcements arrived from Earth.
context: H-He bought you?!\I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth. response:	My father told me that ten years ago was a time of great turmoil.
context: I was born into the royal family of a certain frontier planet.\Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil. response:	He said that he himself had fought in several wars of independence.
context: Our world is situated between this kingdom and Eastern Space,\However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence. response:	Those reinforcements from Earth betrayed my father!
context: However, our good fortune was not to last for long.\War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father! response:	They started a rebellion, leveling false charges against my father,
context: War broke out between the Empire and Earth,\My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father, response:	My father was killed as a traitor,
context: My father chose to establish an alliance with Earth.\He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor, response:	My mother died soon thereafter, and I was left to fend for myself.
context: He did this because he had heard that the people of Earth valued freedom highly.\And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself. response:	I was like a walking corpse.
context: And so, reinforcements arrived from Earth.\My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse. response:	Yes, until the day that I met the Count.
context: My father told me that ten years ago was a time of great turmoil.\He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count. response:	I'm sorry. I didn't mean to dredge up such painful memories.
context: He said that he himself had fought in several wars of independence.\Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories. response:	I'm a fool, aren't I?
context: Those reinforcements from Earth betrayed my father!\They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I? response:	My girlfriend tells me the same thing all the time.
context: They started a rebellion, leveling false charges against my father,\My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time. response:	She says I never stop to think about other people's feelings.
context: My father was killed as a traitor,\My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings. response:	Oh, I guess she's more like an old childhood friend than a girlfriend.
context: My mother died soon thereafter, and I was left to fend for myself.\I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend. response:	She gave a piano recital at the opera house the other day!
context: I was like a walking corpse.\Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day! response:	It's a wonderful thing to be able to express yourself that way.
context: Yes, until the day that I met the Count.\I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way. response:	That's what I thought to myself when I heard her performance.
context: I'm sorry. I didn't mean to dredge up such painful memories.\I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance. response:	Mademoiselle Haidee, you yourself are good at the harp, right?
context: I'm a fool, aren't I?\My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right? response:	Please do my family the honor of paying us a visit sometime.
context: My girlfriend tells me the same thing all the time.\She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime. response:	Allow me to introduce my friends to you.
context: She says I never stop to think about other people's feelings.\Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you. response:	Haidee, this is a land where freedom and human rights are appreciated.
context: Oh, I guess she's more like an old childhood friend than a girlfriend.\She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated. response:	You should do as you wish, acting according to your own free will.
context: She gave a piano recital at the opera house the other day!\It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will. response:	But this is the way that I see it...
context: It's a wonderful thing to be able to express yourself that way.\That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it... response:	If I remain here voluntarily, I am here because I freely choose to do so.
context: That's what I thought to myself when I heard her performance.\Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so. response:	Our young Viscount is one lighthearted kid.
context: Mademoiselle Haidee, you yourself are good at the harp, right?\Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid. response:	You know? In spite of the fact that there's a fire lit under his old man's ass.
context: Please do my family the honor of paying us a visit sometime.\Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass. response:	Stop it.
context: Allow me to introduce my friends to you.\Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it. response:	It's a wonderful thing to be able to express yourself that way.
context: Haidee, this is a land where freedom and human rights are appreciated.\You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way. response:	I'm gonna puke! That's so damn pathetic!
context: You should do as you wish, acting according to your own free will.\But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic! response:	You and I are two of a kind.
context: But this is the way that I see it...\If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind. response:	I can see what you really think, plain as day.
context: If I remain here voluntarily, I am here because I freely choose to do so.\Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day. response:	You're wrong. I don't...
context: Our young Viscount is one lighthearted kid.\You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't... response:	You hate him, don't you?! You wanna rip him to pieces, don't you?!
context: You know? In spite of the fact that there's a fire lit under his old man's ass.\Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?! response:	Come on, let's have ourselves some fun.
context: Stop it.\It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun. response:	Take your hands off her!
context: It's a wonderful thing to be able to express yourself that way.\I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her! response:	Count...
context: I'm gonna puke! That's so damn pathetic!\You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her!\Count... response:	Leave us.
context: You and I are two of a kind.\I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her!\Count...\Leave us. response:	As you wish.
context: I can see what you really think, plain as day.\You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her!\Count...\Leave us.\As you wish. response:	Monsieur Villefort?
context: You're wrong. I don't...\You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her!\Count...\Leave us.\As you wish.\Monsieur Villefort? response:	I cast away all of the horrible feelings within myself after I met you.
context: You hate him, don't you?! You wanna rip him to pieces, don't you?!\Come on, let's have ourselves some fun.\Take your hands off her!\Count...\Leave us.\As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you. response:	Or so I believed.
context: Come on, let's have ourselves some fun.\Take your hands off her!\Count...\Leave us.\As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed. response:	And I thought that if I could only ease your cruel resolve...
context: Take your hands off her!\Count...\Leave us.\As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve... response:	But I... I was unable to forget.
context: Count...\Leave us.\As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget. response:	I could not forget how I felt when I swore revenge that day.
context: Leave us.\As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day. response:	Considering how I myself feel, it was wrong of me to hope to change how you feel.
context: As you wish.\Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel. response:	Count.
context: Monsieur Villefort?\I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count. response:	I caused you a great disservice the other day by jumping to conclusions as I did.
context: I cast away all of the horrible feelings within myself after I met you.\Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did. response:	As an apology for my impolite behavior, please... Eat this!
context: Or so I believed.\And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did.\As an apology for my impolite behavior, please... Eat this! response:	Count!
context: And I thought that if I could only ease your cruel resolve...\But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did.\As an apology for my impolite behavior, please... Eat this!\Count! response:	The person I was in the past is not the person that I am today.
context: But I... I was unable to forget.\I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did.\As an apology for my impolite behavior, please... Eat this!\Count!\The person I was in the past is not the person that I am today. response:	Who we were in the past is not who we are today.
context: I could not forget how I felt when I swore revenge that day.\Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did.\As an apology for my impolite behavior, please... Eat this!\Count!\The person I was in the past is not the person that I am today.\Who we were in the past is not who we are today. response:	Act 14: Lost Souls
context: Considering how I myself feel, it was wrong of me to hope to change how you feel.\Count.\I caused you a great disservice the other day by jumping to conclusions as I did.\As an apology for my impolite behavior, please... Eat this!\Count!\The person I was in the past is not the person that I am today.\Who we were in the past is not who we are today.\Act 14: Lost Souls response:	Bide your time, and hold out hope!
