context: My head! response:	My head is splitting open!
context: Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh? response:	The manifestation of his physical speed in this world is equally great.
context: Relax, I came alone.\No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great. response:	To fully observe it...
context: No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it... response:	Then find out to your peril just how powerful the magical devil girl really is!
context: I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is! response:	Which would be fun...
context: I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun... response:	I wanted you to hear me out.
context: Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out. response:	I thought maybe I gave you the wrong idea about Hero and me.
context: Quit while you still can.\Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me. response:	Yuta, not Hero.
context: Huh?\The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero. response:	Hero is what I've always called him...
context: The manifestation of his physical speed in this world is equally great.\To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him... response:	Granted.
context: To fully observe it...\Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him...\Granted. response:	Thanks. So anyway...
context: Then find out to your peril just how powerful the magical devil girl really is!\Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him...\Granted.\Thanks. So anyway... response:	What?
context: Which would be fun...\I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him...\Granted.\Thanks. So anyway...\What? response:	What's it to you?!
context: I wanted you to hear me out.\I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him...\Granted.\Thanks. So anyway...\What?\What's it to you?! response:	I felt like that once.
context: I thought maybe I gave you the wrong idea about Hero and me.\Yuta, not Hero.\Hero is what I've always called him...\Granted.\Thanks. So anyway...\What?\What's it to you?!\I felt like that once. response:	Once, I also felt my heart flutter when I thought about him.
context: Yuta, not Hero.\Hero is what I've always called him...\Granted.\Thanks. So anyway...\What?\What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him. response:	And I wanted to always be with him.
context: Hero is what I've always called him...\Granted.\Thanks. So anyway...\What?\What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him. response:	What? But...
context: Granted.\Thanks. So anyway...\What?\What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But... response:	But once that happened, all sorts of things began to change.
context: Thanks. So anyway...\What?\What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change. response:	There is no doubt.
context: What?\What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change.\There is no doubt. response:	That is definitely the signature of a magical being.
context: What's it to you?!\I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being. response:	Y-yeah.
context: I felt like that once.\Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being.\Y-yeah. response:	H-Hero?
context: Once, I also felt my heart flutter when I thought about him.\And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being.\Y-yeah.\H-Hero? response:	What is it, Sophia?
context: And I wanted to always be with him.\What? But...\But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being.\Y-yeah.\H-Hero?\What is it, Sophia? response:	Another inter-dimensional quake through the alternate world line?
context: What? But...\But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being.\Y-yeah.\H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line? response:	No, it's nothing.
context: But once that happened, all sorts of things began to change.\There is no doubt.\That is definitely the signature of a magical being.\Y-yeah.\H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing. response:	I could feel my powers gradually ebbing away.
context: There is no doubt.\That is definitely the signature of a magical being.\Y-yeah.\H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away. response:	There!
context: That is definitely the signature of a magical being.\Y-yeah.\H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away.\There! response:	What's wrong?
context: Y-yeah.\H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away.\There!\What's wrong? response:	Uh, yeah.
context: H-Hero?\What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away.\There!\What's wrong?\Uh, yeah. response:	I started to think that maybe I wasn't a magical devil girl after all.
context: What is it, Sophia?\Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away.\There!\What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all. response:	I felt it gradually lose its meaning for me.
context: Another inter-dimensional quake through the alternate world line?\No, it's nothing.\I could feel my powers gradually ebbing away.\There!\What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me. response:	And then?
context: No, it's nothing.\I could feel my powers gradually ebbing away.\There!\What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then? response:	Yeah. Anyway...
context: I could feel my powers gradually ebbing away.\There!\What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway... response:	I decided that I would stay just the way I was, forever.
context: There!\What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever. response:	In accordance to the logic of the world and its natural laws...
context: What's wrong?\Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws... response:	I am magical devil girl, Sophia Ring SP Saturn VII!
context: Uh, yeah.\I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII! response:	I will forsake all else to live my life to the fullest with my powers!
context: I started to think that maybe I wasn't a magical devil girl after all.\I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers! response:	I'm saying that Hero's partner is you, Wicked Lord Shingan.
context: I felt it gradually lose its meaning for me.\And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan. response:	That will not change.
context: And then?\Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change. response:	Say, Wicked Lord Shingan?
context: Yeah. Anyway...\I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan? response:	Are you going to stay the Wicked Lord Shingan forever?
context: I decided that I would stay just the way I was, forever.\In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever? response:	Do you really think you can revive the Dark Flame Dragon?
context: In accordance to the logic of the world and its natural laws...\I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon? response:	Why did you give him that token?
context: I am magical devil girl, Sophia Ring SP Saturn VII!\I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token? response:	I originally owned it.
context: I will forsake all else to live my life to the fullest with my powers!\I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it. response:	But I don't think Hero even remembers that anymore.
context: I'm saying that Hero's partner is you, Wicked Lord Shingan.\That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore. response:	Although it isn't my place to say it.
context: That will not change.\Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it. response:	Well, I have an angel to track down, so I'm gone! Zoom!
context: Say, Wicked Lord Shingan?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom! response:	Sophia.
context: Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia. response:	Rikka!
context: Do you really think you can revive the Dark Flame Dragon?\Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka! response:	Yuta?
context: Why did you give him that token?\I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka!\Yuta? response:	Where's Shichimiya?
context: I originally owned it.\But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka!\Yuta?\Where's Shichimiya? response:	It's just that she texted me.
context: But I don't think Hero even remembers that anymore.\Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka!\Yuta?\Where's Shichimiya?\It's just that she texted me. response:	She said I'd find you here.
context: Although it isn't my place to say it.\Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka!\Yuta?\Where's Shichimiya?\It's just that she texted me.\She said I'd find you here. response:	Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.
context: Well, I have an angel to track down, so I'm gone! Zoom!\Sophia.\Rikka!\Yuta?\Where's Shichimiya?\It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park. response:	All right, if you are a fake, confess your duplicity immediately!
context: Sophia.\Rikka!\Yuta?\Where's Shichimiya?\It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately! response:	My question is based on the most complex section of the Mabinogion.
context: Rikka!\Yuta?\Where's Shichimiya?\It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion. response:	If you are the true one, you can answer it.
context: Yuta?\Where's Shichimiya?\It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it. response:	It's here!
context: Where's Shichimiya?\It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here! response:	What is this?!
context: It's just that she texted me.\She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here!\What is this?! response:	This is... death!
context: She said I'd find you here.\Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here!\What is this?!\This is... death! response:	I'm sorry.
context: Received Mail from: Satone Shichimiya sub: From Sophia...is at the Waterfront Park.\All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here!\What is this?!\This is... death!\I'm sorry. response:	It is not an issue. Sophia told me everything.
context: All right, if you are a fake, confess your duplicity immediately!\My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here!\What is this?!\This is... death!\I'm sorry.\It is not an issue. Sophia told me everything. response:	I am the one who should apologize.
context: My question is based on the most complex section of the Mabinogion.\If you are the true one, you can answer it.\It's here!\What is this?!\This is... death!\I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize. response:	I am mortified that I should ever
context: If you are the true one, you can answer it.\It's here!\What is this?!\This is... death!\I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever response:	have questioned you, Dark Flame Master,
context: It's here!\What is this?!\This is... death!\I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master, response:	with whom I have walked in this guise for so many months and years.
context: What is this?!\This is... death!\I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years. response:	But the fact of the matter is that
context: This is... death!\I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that response:	we didn't end up spending much time together.
context: I'm sorry.\It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together. response:	So I was thinking.
context: It is not an issue. Sophia told me everything.\I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking. response:	How do I say it?
context: I am the one who should apologize.\I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking.\How do I say it? response:	Maybe it's about time, or maybe it's a little late...
context: I am mortified that I should ever\have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late... response:	The timing just never seemed right.
context: have questioned you, Dark Flame Master,\with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right. response:	What is it?
context: with whom I have walked in this guise for so many months and years.\But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it? response:	Yeah. It has to be today or it's meaningless.
context: But the fact of the matter is that\we didn't end up spending much time together.\So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless. response:	Here.
context: we didn't end up spending much time together.\So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless.\Here. response:	It's your birthday today, isn't it?
context: So I was thinking.\How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it? response:	How do you know that?!
context: How do I say it?\Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it?\How do you know that?! response:	I kept that information top secret...
context: Maybe it's about time, or maybe it's a little late...\The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret... response:	It was there for the whole world to see in your former email address!
context: The timing just never seemed right.\What is it?\Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address! response:	Huh?
context: What is it?\Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh? response:	Just take it.
context: Yeah. It has to be today or it's meaningless.\Here.\It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh?\Just take it. response:	Is this...?
context: Here.\It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh?\Just take it.\Is this...? response:	Your old one is really worn out.
context: It's your birthday today, isn't it?\How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh?\Just take it.\Is this...?\Your old one is really worn out. response:	I thought this would make you happy.
context: How do you know that?!\I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh?\Just take it.\Is this...?\Your old one is really worn out.\I thought this would make you happy. response:	It's amazing.
context: I kept that information top secret...\It was there for the whole world to see in your former email address!\Huh?\Just take it.\Is this...?\Your old one is really worn out.\I thought this would make you happy.\It's amazing. response:	Schwartz Shield!
context: It was there for the whole world to see in your former email address!\Huh?\Just take it.\Is this...?\Your old one is really worn out.\I thought this would make you happy.\It's amazing.\Schwartz Shield! response:	Schwartz Shield!
context: Huh?\Just take it.\Is this...?\Your old one is really worn out.\I thought this would make you happy.\It's amazing.\Schwartz Shield!\Schwartz Shield! response:	And this.
context: Just take it.\Is this...?\Your old one is really worn out.\I thought this would make you happy.\It's amazing.\Schwartz Shield!\Schwartz Shield!\And this. response:	I made it at the place we visited the other day.
context: Is this...?\Your old one is really worn out.\I thought this would make you happy.\It's amazing.\Schwartz Shield!\Schwartz Shield!\And this.\I made it at the place we visited the other day. response:	It's a bonus.
context: Your old one is really worn out.\I thought this would make you happy.\It's amazing.\Schwartz Shield!\Schwartz Shield!\And this.\I made it at the place we visited the other day.\It's a bonus. response:	This is true power of darkness.
context: I thought this would make you happy.\It's amazing.\Schwartz Shield!\Schwartz Shield!\And this.\I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness. response:	Shall we?
context: It's amazing.\Schwartz Shield!\Schwartz Shield!\And this.\I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness.\Shall we? response:	Are you going to stay the Wicked Lord Shingan forever?
context: Schwartz Shield!\Schwartz Shield!\And this.\I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever? response:	Do you really think you can revive the Dark Flame Dragon?
context: Schwartz Shield!\And this.\I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon? response:	Yuta.
context: And this.\I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta. response:	Do you believe the Dark Flame Dragon is alive inside of you?
context: I made it at the place we visited the other day.\It's a bonus.\This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you? response:	What?
context: It's a bonus.\This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What? response:	Will you become Ghelzonianses someday?
context: This is true power of darkness.\Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday? response:	Don't call me that.
context: Shall we?\Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday?\Don't call me that. response:	Well, I can't say for sure about the Dark Flame Dragon...
context: Are you going to stay the Wicked Lord Shingan forever?\Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon... response:	I always thought that the obvious answer to that was no...
context: Do you really think you can revive the Dark Flame Dragon?\Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no... response:	Yuta.
context: Yuta.\Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta. response:	That doesn't mean I can conjure up the flames of darkness.
context: Do you believe the Dark Flame Dragon is alive inside of you?\What?\Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta.\That doesn't mean I can conjure up the flames of darkness. response:	You're conjuring them now.
context: What?\Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta.\That doesn't mean I can conjure up the flames of darkness.\You're conjuring them now. response:	Uh, no. This is different.
context: Will you become Ghelzonianses someday?\Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta.\That doesn't mean I can conjure up the flames of darkness.\You're conjuring them now.\Uh, no. This is different. response:	Yuta.
context: Don't call me that.\Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta.\That doesn't mean I can conjure up the flames of darkness.\You're conjuring them now.\Uh, no. This is different.\Yuta. response:	I love you.
context: Well, I can't say for sure about the Dark Flame Dragon...\I always thought that the obvious answer to that was no...\Yuta.\That doesn't mean I can conjure up the flames of darkness.\You're conjuring them now.\Uh, no. This is different.\Yuta.\I love you. response:	To Be Continued
