context: As a child, I thought response:	your mother is just your mother.
context: I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand. response:	What should I do? I'm scared, Nana. But I can't run away at this stage.
context: If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage. response:	I can't bring myself to tell him I want him to love me.
context: she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me. response:	This isn't good. I could end up feeling hurt all over again.
context: But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again. response:	If anyone asks, I'm staying at your place tonight. Nana
context: The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana response:	If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?
context: Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation? response:	Say. What do you think of this alibi creation?
context: Hey, Nana. The truth is, I'm not at all okay.\I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation? response:	Nana's roommate is a woman, right?
context: I'd hate to be dumped by Takumi after a one night stand.\What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right? response:	Mhm.
context: What should I do? I'm scared, Nana. But I can't run away at this stage.\I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm. response:	But that woman is more handsome and manly than your average man.
context: I can't bring myself to tell him I want him to love me.\This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man. response:	Nana seems to have a serious crush on her. Maybe those two are a couple.
context: This isn't good. I could end up feeling hurt all over again.\If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple. response:	But never mind that.
context: If anyone asks, I'm staying at your place tonight. Nana\If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that. response:	Really?
context: If anyone asks, I'm staying at your place tonight. Nana Say. What do you think of this alibi creation?\Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really? response:	There's something fishy about this.
context: Say. What do you think of this alibi creation?\Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really?\There's something fishy about this. response:	About what?
context: Nana's roommate is a woman, right?\Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really?\There's something fishy about this.\About what? response:	Jun-chan. You feeling drunk?
context: Mhm.\But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really?\There's something fishy about this.\About what?\Jun-chan. You feeling drunk? response:	It's the smell of a new man.
context: But that woman is more handsome and manly than your average man.\Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really?\There's something fishy about this.\About what?\Jun-chan. You feeling drunk?\It's the smell of a new man. response:	I just hope she hasn't been
context: Nana seems to have a serious crush on her. Maybe those two are a couple.\But never mind that.\Really?\There's something fishy about this.\About what?\Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been response:	caught by some guy so terrible she can't even tell her roommate.
context: But never mind that.\Really?\There's something fishy about this.\About what?\Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate. response:	Takumi's hair was so long, it showered my body.
context: Really?\There's something fishy about this.\About what?\Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body. response:	As I let it caress me, I laid there wishing he would always keep it long.
context: There's something fishy about this.\About what?\Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long. response:	Even though I may never touch it again.
context: About what?\Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again. response:	He said it'll be hard for him to go,
context: Jun-chan. You feeling drunk?\It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go, response:	but once he's done, he's quick to leave.
context: It's the smell of a new man.\I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave. response:	Even his departure is hurried. Such a busy prince.
context: I just hope she hasn't been\caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince. response:	I should go home too. I'm done with playing a make-believe princess.
context: caught by some guy so terrible she can't even tell her roommate.\Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess. response:	What? I can't. I've got no strength. It's as if I have no bones.
context: Takumi's hair was so long, it showered my body.\As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones. response:	I have to pull myself together. I must quickly return to reality.
context: As I let it caress me, I laid there wishing he would always keep it long.\Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality. response:	In the morning, I've gotta look for whatever job's available.
context: Even though I may never touch it again.\He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available. response:	And this time, I'm gonna take my work seriously.
context: He said it'll be hard for him to go,\but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously. response:	Damn! The last train left long ago.
context: but once he's done, he's quick to leave.\Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago. response:	And I don't have enough money to take a taxi home from the city center.
context: Even his departure is hurried. Such a busy prince.\I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center. response:	I might as well spend the night here.
context: I should go home too. I'm done with playing a make-believe princess.\What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here. response:	It's likely a once in a lifetime opportunity
context: What? I can't. I've got no strength. It's as if I have no bones.\I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity response:	to stay over at a place like this anyway.
context: I have to pull myself together. I must quickly return to reality.\In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway. response:	Trapnest's tour ends on the eighth of July,
context: In the morning, I've gotta look for whatever job's available.\And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July, response:	with a performance in Tokyo.
context: And this time, I'm gonna take my work seriously.\Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo. response:	I don't have a ticket,
context: Damn! The last train left long ago.\And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket, response:	so I'll prepare something and wait at home.
context: And I don't have enough money to take a taxi home from the city center.\I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home. response:	I'll be waiting with a little bit of hope. Just a little bit of hope.
context: I might as well spend the night here.\It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope. response:	You met with Yasu? What the heck?
context: It's likely a once in a lifetime opportunity\to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck? response:	Why didn't you invite me?
context: to stay over at a place like this anyway.\Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me? response:	Be quiet, blonde guy over there.
context: Trapnest's tour ends on the eighth of July,\with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there. response:	Is Yasu doing okay?
context: with a performance in Tokyo.\I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay? response:	I guess so. He hasn't really changed.
context: I don't have a ticket,\so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed. response:	Is he still a skinhead?
context: so I'll prepare something and wait at home.\I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead? response:	- Yeah. - Nose piercing?
context: I'll be waiting with a little bit of hope. Just a little bit of hope.\You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing? response:	- Yeah! - So? What's Yasu doing now?
context: You met with Yasu? What the heck?\Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now? response:	I mean it, shut up, Naoki.
context: Why didn't you invite me?\Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki. response:	I haven't had much sleep. Let me sleep.
context: Be quiet, blonde guy over there.\Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep. response:	Someone switch seats with him.
context: Is Yasu doing okay?\I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him. response:	Then I'll switch with Naoki.
context: I guess so. He hasn't really changed.\Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki. response:	Hey, Take, which side is Mount Fuji? Which side can we see it from?
context: Is he still a skinhead?\- Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from? response:	Are you listening?
context: - Yeah. - Nose piercing?\- Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening? response:	- Say, Takumi... - Yasu?
context: - Yeah! - So? What's Yasu doing now?\I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu? response:	He's a lawyer now, apparently.
context: I mean it, shut up, Naoki.\I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently. response:	That's not what I'm asking.
context: I haven't had much sleep. Let me sleep.\Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking. response:	But you wanted to know.
context: Someone switch seats with him.\Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know. response:	So he really did become one, even with that look.
context: Then I'll switch with Naoki.\Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look. response:	Even with that look?
context: Hey, Take, which side is Mount Fuji? Which side can we see it from?\Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look.\Even with that look? response:	So his dream came true. I'm glad.
context: Are you listening?\- Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad. response:	He had already passed the qualification exam
context: - Say, Takumi... - Yasu?\He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam response:	during his fourth year in university.
context: He's a lawyer now, apparently.\That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university. response:	That's really something, don't you think?
context: That's not what I'm asking.\But you wanted to know.\So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think? response:	Is that unusual?!
context: But you wanted to know.\So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think?\Is that unusual?! response:	Would you stay outta this, blonde guy?
context: So he really did become one, even with that look.\Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy? response:	But now he's moved to Tokyo because of his band.
context: Even with that look?\So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band. response:	So isn't his dream to become a professional musician?
context: So his dream came true. I'm glad.\He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician? response:	Huh? Moved to Tokyo? Because of his band?
context: He had already passed the qualification exam\during his fourth year in university.\That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band? response:	The band he and Ren had before Ren joined us.
context: during his fourth year in university.\That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us. response:	They found a new bassist,
context: That's really something, don't you think?\Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist, response:	and have been giving it some serious effort.
context: Is that unusual?!\Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort. response:	What's this?
context: Would you stay outta this, blonde guy?\But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort.\What's this? response:	After snobbishly telling me repeatedly
context: But now he's moved to Tokyo because of his band.\So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly response:	that bands are nothing more than a hobby? I don't get him.
context: So isn't his dream to become a professional musician?\Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him. response:	Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?
context: Huh? Moved to Tokyo? Because of his band?\The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up? response:	What made him decide to do this now?
context: The band he and Ren had before Ren joined us.\They found a new bassist,\and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now? response:	Yasu!
context: They found a new bassist,\and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu! response:	Why are you smoking?!
context: and have been giving it some serious effort.\What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu!\Why are you smoking?! response:	Never mind, continue smoking.
context: What's this?\After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu!\Why are you smoking?!\Never mind, continue smoking. response:	I know very well that you only stop smoking in front of me.
context: After snobbishly telling me repeatedly\that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu!\Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me. response:	You're only considerate like that on the surface.
context: that bands are nothing more than a hobby? I don't get him.\Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu!\Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface. response:	But then you secretly do stuff in the shadows.
context: Yeah. Leaves a bad taste, doesn't it? Want me to rough him up?\What made him decide to do this now?\Yasu!\Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows. response:	What else are you hiding?!
context: What made him decide to do this now?\Yasu!\Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?! response:	Nothing really.
context: Yasu!\Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really. response:	You have too many secrets! I'm really pissed off, you know!
context: Why are you smoking?!\Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know! response:	Why didn't you say anything about you and Reira?!
context: Never mind, continue smoking.\I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?! response:	Oh, that. I'm sorry.
context: I know very well that you only stop smoking in front of me.\You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry. response:	Were you that impressed by Reira's voice?
context: You're only considerate like that on the surface.\But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice? response:	It's not funny!
context: But then you secretly do stuff in the shadows.\What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny! response:	I said I'm sorry.
context: What else are you hiding?!\Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry. response:	She was really great, that Reira.
context: Nothing really.\You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry.\She was really great, that Reira. response:	I felt so defeated. I'm no match for her.
context: You have too many secrets! I'm really pissed off, you know!\Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her. response:	Was she like that since the old days?
context: Why didn't you say anything about you and Reira?!\Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days? response:	Is that what you call a genius?
context: Oh, that. I'm sorry.\Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius? response:	I guess.
context: Were you that impressed by Reira's voice?\It's not funny!\I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius?\I guess. response:	But she has defined abs.
context: It's not funny!\I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius?\I guess.\But she has defined abs. response:	Hmm... You sure are well informed.
context: I said I'm sorry.\She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius?\I guess.\But she has defined abs.\Hmm... You sure are well informed. response:	Where's Hachi? Isn't she coming today?
context: She was really great, that Reira.\I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius?\I guess.\But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today? response:	Nobu, that's all you've been saying.
