context: Abe no Seimei. response:	An onmyoji from the Heian era.
context: I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right. response:	Understanding them means he can sympathize with them easily.
context: The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily. response:	I hope he doesn't end up dead someday.
context: Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday. response:	We'll take a right up ahead.
context: I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead. response:	You're excited, crow.
context: Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow. response:	Shut up, fatty cat. You need to leave.
context: If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave. response:	I've waited for Seimei-sama for so long...
context: Ears of Sand, huh?\I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long... response:	You have no idea how happy I am to guide him once more!
context: I thought they were a double-edged sword, and I was right.\Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more! response:	Well, I protected the treasure of Arata's ancestors for years!
context: Understanding them means he can sympathize with them easily.\I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years! response:	Seimei's here?
context: I hope he doesn't end up dead someday.\We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here? response:	That's right.
context: We'll take a right up ahead.\You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right. response:	It's been 1,020 years!
context: You're excited, crow.\Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right.\It's been 1,020 years! response:	Huh? Twenty-one?
context: Shut up, fatty cat. You need to leave.\I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right.\It's been 1,020 years!\Huh? Twenty-one? response:	It doesn't matter.
context: I've waited for Seimei-sama for so long...\You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right.\It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter. response:	Is this where you wanted to take me?
context: You have no idea how happy I am to guide him once more!\Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right.\It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me? response:	Hey, what were you doing?
context: Well, I protected the treasure of Arata's ancestors for years!\Seimei's here?\That's right.\It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing? response:	In the long time since Seimei died...
context: Seimei's here?\That's right.\It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died... response:	Where were you?
context: That's right.\It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died...\Where were you? response:	What were you...
context: It's been 1,020 years!\Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died...\Where were you?\What were you... response:	We're here.
context: Huh? Twenty-one?\It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died...\Where were you?\What were you...\We're here. response:	This is Seimei-sama's garden.
context: It doesn't matter.\Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died...\Where were you?\What were you...\We're here.\This is Seimei-sama's garden. response:	Seimei's garden?
context: Is this where you wanted to take me?\Hey, what were you doing?\In the long time since Seimei died...\Where were you?\What were you...\We're here.\This is Seimei-sama's garden.\Seimei's garden? response:	It's beautiful!
context: Hey, what were you doing?\In the long time since Seimei died...\Where were you?\What were you...\We're here.\This is Seimei-sama's garden.\Seimei's garden?\It's beautiful! response:	I didn't exist.
context: In the long time since Seimei died...\Where were you?\What were you...\We're here.\This is Seimei-sama's garden.\Seimei's garden?\It's beautiful!\I didn't exist. response:	You asked where I was when you when Seimeiwent away.
context: Where were you?\What were you...\We're here.\This is Seimei-sama's garden.\Seimei's garden?\It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away. response:	I didn't exist.
context: What were you...\We're here.\This is Seimei-sama's garden.\Seimei's garden?\It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist. response:	Kohaku...
context: We're here.\This is Seimei-sama's garden.\Seimei's garden?\It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku... response:	It was the name you gave me, a name that only you knew.
context: This is Seimei-sama's garden.\Seimei's garden?\It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew. response:	Without someone to call me that name, Kohaku did not exist.
context: Seimei's garden?\It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist. response:	Until you called me by that name again...
context: It's beautiful!\I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again... response:	If... If you were to give me a name, Arata,
context: I didn't exist.\You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata, response:	what would you call me?
context: You asked where I was when you when Seimeiwent away.\I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me? response:	A name you gave me, a name that only you knew...
context: I didn't exist.\Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew... response:	A name I gave you?
context: Kohaku...\It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew...\A name I gave you? response:	The thing is...
context: It was the name you gave me, a name that only you knew.\Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew...\A name I gave you?\The thing is... response:	You'd still be Kohaku, I think.
context: Without someone to call me that name, Kohaku did not exist.\Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew...\A name I gave you?\The thing is...\You'd still be Kohaku, I think. response:	The deep yellow in your eyes...
context: Until you called me by that name again...\If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew...\A name I gave you?\The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes... response:	It's like kohaku, amber.
context: If... If you were to give me a name, Arata,\what would you call me?\A name you gave me, a name that only you knew...\A name I gave you?\The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber. response:	Yeah. That's right!
context: what would you call me?\A name you gave me, a name that only you knew...\A name I gave you?\The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right! response:	Okay, I'm going home!
context: A name you gave me, a name that only you knew...\A name I gave you?\The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home! response:	Wait, Kohaku!
context: A name I gave you?\The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku! response:	Wait! Hey!
context: The thing is...\You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku!\Wait! Hey! response:	He's gone.
context: You'd still be Kohaku, I think.\The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku!\Wait! Hey!\He's gone. response:	He left me here?
context: The deep yellow in your eyes...\It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku!\Wait! Hey!\He's gone.\He left me here? response:	What will you do, Arata?
context: It's like kohaku, amber.\Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku!\Wait! Hey!\He's gone.\He left me here?\What will you do, Arata? response:	Let's go home, too.
context: Yeah. That's right!\Okay, I'm going home!\Wait, Kohaku!\Wait! Hey!\He's gone.\He left me here?\What will you do, Arata?\Let's go home, too. response:	Look at the time.
context: Okay, I'm going home!\Wait, Kohaku!\Wait! Hey!\He's gone.\He left me here?\What will you do, Arata?\Let's go home, too.\Look at the time. response:	It's past midnight.
context: Wait, Kohaku!\Wait! Hey!\He's gone.\He left me here?\What will you do, Arata?\Let's go home, too.\Look at the time.\It's past midnight. response:	Um, the closest station is...
context: Wait! Hey!\He's gone.\He left me here?\What will you do, Arata?\Let's go home, too.\Look at the time.\It's past midnight.\Um, the closest station is... response:	The closest station is Aoto Station.
context: He's gone.\He left me here?\What will you do, Arata?\Let's go home, too.\Look at the time.\It's past midnight.\Um, the closest station is...\The closest station is Aoto Station. response:	On weekends, the last train is at 11:57.
context: He left me here?\What will you do, Arata?\Let's go home, too.\Look at the time.\It's past midnight.\Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57. response:	I can tell you're a guide!
context: What will you do, Arata?\Let's go home, too.\Look at the time.\It's past midnight.\Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide! response:	Guiding Seimei-sama is my job!
context: Let's go home, too.\Look at the time.\It's past midnight.\Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job! response:	The last train left!
context: Look at the time.\It's past midnight.\Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left! response:	How much would a taxi to Kagurazaka be?
context: It's past midnight.\Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be? response:	About 6,000 yen including late night fees.
context: Um, the closest station is...\The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees. response:	I can tell you're a guide!
context: The closest station is Aoto Station.\On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide! response:	Guiding Seimei-sama is my job!
context: On weekends, the last train is at 11:57.\I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job! response:	Six thousand yen...
context: I can tell you're a guide!\Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen... response:	Storage 1
context: Guiding Seimei-sama is my job!\The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1 response:	September 14th Nocturnal Community Relations Section
context: The last train left!\How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section response:	Good morning.
context: How much would a taxi to Kagurazaka be?\About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section\Good morning. response:	Morning.
context: About 6,000 yen including late night fees.\I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section\Good morning.\Morning. response:	Six thousand yen...
context: I can tell you're a guide!\Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section\Good morning.\Morning.\Six thousand yen... response:	What's that?
context: Guiding Seimei-sama is my job!\Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section\Good morning.\Morning.\Six thousand yen...\What's that? response:	Reports.
context: Six thousand yen...\Storage 1\September 14th Nocturnal Community Relations Section\Good morning.\Morning.\Six thousand yen...\What's that?\Reports. response:	Reports?
context: Storage 1\September 14th Nocturnal Community Relations Section\Good morning.\Morning.\Six thousand yen...\What's that?\Reports.\Reports? response:	The rokurokubi at Yushima in Bunkyo Ward went missing?
context: September 14th Nocturnal Community Relations Section\Good morning.\Morning.\Six thousand yen...\What's that?\Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing? response:	Damage caused by the kappas at Shinobazu Lake.
context: Good morning.\Morning.\Six thousand yen...\What's that?\Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake. response:	Tanuki rummaging through trash bags at Ueno Park.
context: Morning.\Six thousand yen...\What's that?\Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park. response:	In Katsushika Ward, okurijochin were lighting up the streetlamps at night.
context: Six thousand yen...\What's that?\Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night. response:	All these are because you took Huehuecoyotl around the city.
context: What's that?\Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city. response:	The Anothers get spooked when you take the god of disaster around with you.
context: Reports.\Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you. response:	The phone was ringing the whole night.
context: Reports?\The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night. response:	Okay, Miyako-kun. Take care of those today.
context: The rokurokubi at Yushima in Bunkyo Ward went missing?\Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today. response:	I'm going to bed.
context: Damage caused by the kappas at Shinobazu Lake.\Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed. response:	Huh? U-Um...
context: Tanuki rummaging through trash bags at Ueno Park.\In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um... response:	I was dragged all around the city,
context: In Katsushika Ward, okurijochin were lighting up the streetlamps at night.\All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um...\I was dragged all around the city, response:	Good morning!
context: All these are because you took Huehuecoyotl around the city.\The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um...\I was dragged all around the city,\Good morning! response:	paid 6,000 yen out of pocket, and now have to write reports.
context: The Anothers get spooked when you take the god of disaster around with you.\The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um...\I was dragged all around the city,\Good morning!\paid 6,000 yen out of pocket, and now have to write reports. response:	What's wrong, Miyako?
context: The phone was ringing the whole night.\Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um...\I was dragged all around the city,\Good morning!\paid 6,000 yen out of pocket, and now have to write reports.\What's wrong, Miyako? response:	It's all the fault
context: Okay, Miyako-kun. Take care of those today.\I'm going to bed.\Huh? U-Um...\I was dragged all around the city,\Good morning!\paid 6,000 yen out of pocket, and now have to write reports.\What's wrong, Miyako?\It's all the fault response:	of the god of disaster!
context: I'm going to bed.\Huh? U-Um...\I was dragged all around the city,\Good morning!\paid 6,000 yen out of pocket, and now have to write reports.\What's wrong, Miyako?\It's all the fault\of the god of disaster! response:	What?
