context: What do you think? response:	It's really warm!
context: And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often response:	their semicircular canals are busted.
context: Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted. response:	From 0800 hours to 1400 hours,
context: But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours, response:	training is permitted on-deck. Clockwise.
context: Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise. response:	What'll we do?
context: Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do? response:	Yeah, there's no way I can run...
context: If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run... response:	But it's a little better outside, with the wind, at least...
context: You were given an army knife for cutting steak\They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least... response:	I could probably manage it if not for the rocking...
context: They've probably been on boats so often\their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking... response:	I wanted to see the whales...
context: their semicircular canals are busted.\From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales... response:	Whales? Can you see them?
context: From 0800 hours to 1400 hours,\training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them? response:	They said earlier that they were in sight.
context: training is permitted on-deck. Clockwise.\What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight. response:	Can you see them?
context: What'll we do?\Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight.\Can you see them? response:	Um... Tamaki-san, was it?
context: Yeah, there's no way I can run...\But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it? response:	Yes.
context: But it's a little better outside, with the wind, at least...\I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it?\Yes. response:	There's one right now.
context: I could probably manage it if not for the rocking...\I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it?\Yes.\There's one right now. response:	You see it?
context: I wanted to see the whales...\Whales? Can you see them?\They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it?\Yes.\There's one right now.\You see it? response:	She self-destructed just now.
context: Whales? Can you see them?\They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it?\Yes.\There's one right now.\You see it?\She self-destructed just now. response:	Because she was focusing on a single point, right?
context: They said earlier that they were in sight.\Can you see them?\Um... Tamaki-san, was it?\Yes.\There's one right now.\You see it?\She self-destructed just now.\Because she was focusing on a single point, right? response:	Lay off. Just thinking about it makes me want to puke.
context: Can you see them?\Um... Tamaki-san, was it?\Yes.\There's one right now.\You see it?\She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke. response:	There they are. Hey!
context: Um... Tamaki-san, was it?\Yes.\There's one right now.\You see it?\She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey! response:	I looked in your room earlier,
context: Yes.\There's one right now.\You see it?\She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier, response:	and it looked like you weren't ready at all. Are you okay?
context: There's one right now.\You see it?\She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay? response:	Ready?
context: You see it?\She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready? response:	53 degrees?
context: She self-destructed just now.\Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees? response:	Though we set that record a long time ago.
context: Because she was focusing on a single point, right?\Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees?\Though we set that record a long time ago. response:	The last time I came here, it felt to me like we rocked so far,
context: Lay off. Just thinking about it makes me want to puke.\There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far, response:	this desk was up there.
context: There they are. Hey!\I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there. response:	No way!
context: I looked in your room earlier,\and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way! response:	When you go to Antarctica, you must surpass these things...
context: and it looked like you weren't ready at all. Are you okay?\Ready?\53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way!\When you go to Antarctica, you must surpass these things... response:	The howling 40 degrees.
context: Ready?\53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees. response:	The maddening 50 degrees.
context: 53 degrees?\Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees. response:	The screaming 60 degrees.
context: Though we set that record a long time ago.\The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees. response:	Wh-What do you mean?
context: The last time I came here, it felt to me like we rocked so far,\this desk was up there.\No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean? response:	It's about latitudes.
context: this desk was up there.\No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes. response:	Earth is a water planet, remember?
context: No way!\When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember? response:	It spins on its axis, and that creates wind and water currents.
context: When you go to Antarctica, you must surpass these things...\The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents. response:	But Earth has continents,
context: The howling 40 degrees.\The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents, response:	so those block the currents and weaken them.
context: The maddening 50 degrees.\The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them. response:	But around this area of the southern hemisphere,
context: The screaming 60 degrees.\Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere, response:	there's no land in the way,
context: Wh-What do you mean?\It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way, response:	so there's nothing to interrupt the current.
context: It's about latitudes.\Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current. response:	Mom said they were going to plow their way right through it.
context: Earth is a water planet, remember?\It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it. response:	How long will it take?
context: It spins on its axis, and that creates wind and water currents.\But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take? response:	I don't know all the details, but pretty long.
context: But Earth has continents,\so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long. response:	Your insides will go woo, like on a roller coaster!
context: so those block the currents and weaken them.\But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster! response:	A roller coaster? I like those, but...
context: But around this area of the southern hemisphere,\there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but... response:	But do you want to go on one now?
context: there's no land in the way,\so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now? response:	Here it comes...
context: so there's nothing to interrupt the current.\Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes... response:	Though I like this kind of thing... the feeling, like I'm fighting.
context: Mom said they were going to plow their way right through it.\How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting. response:	I'm falling!
context: How long will it take?\I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling! response:	That was the biggest one yet, right?
context: I don't know all the details, but pretty long.\Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right? response:	I think that was about 15 degrees.
context: Your insides will go woo, like on a roller coaster!\A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees. response:	No way.
context: A roller coaster? I like those, but...\But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees.\No way. response:	Here it comes, here it comes, here it comes, here it comes!
context: But do you want to go on one now?\Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes! response:	I floated.
context: Here it comes...\Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes!\I floated. response:	My body floated.
context: Though I like this kind of thing... the feeling, like I'm fighting.\I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated. response:	You'd better stay in bed.
context: I'm falling!\That was the biggest one yet, right?\I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated.\You'd better stay in bed. response:	But the blood is rushing to my head...
context: That was the biggest one yet, right?\I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated.\You'd better stay in bed.\But the blood is rushing to my head... response:	Ouch...
context: I think that was about 15 degrees.\No way.\Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated.\You'd better stay in bed.\But the blood is rushing to my head...\Ouch... response:	You okay?
context: No way.\Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated.\You'd better stay in bed.\But the blood is rushing to my head...\Ouch...\You okay? response:	I'm dizzy.
context: Here it comes, here it comes, here it comes, here it comes!\I floated.\My body floated.\You'd better stay in bed.\But the blood is rushing to my head...\Ouch...\You okay?\I'm dizzy. response:	No getting to sleep tonight, huh?
context: I floated.\My body floated.\You'd better stay in bed.\But the blood is rushing to my head...\Ouch...\You okay?\I'm dizzy.\No getting to sleep tonight, huh? response:	Yeah...
context: My body floated.\You'd better stay in bed.\But the blood is rushing to my head...\Ouch...\You okay?\I'm dizzy.\No getting to sleep tonight, huh?\Yeah... response:	You think we'll really make it to Antarctica?
context: You'd better stay in bed.\But the blood is rushing to my head...\Ouch...\You okay?\I'm dizzy.\No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica? response:	Of course we will. We're on a boat going there.
context: But the blood is rushing to my head...\Ouch...\You okay?\I'm dizzy.\No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there. response:	I know that...
context: Ouch...\You okay?\I'm dizzy.\No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that... response:	but we might not be able to do anything once we get there.
context: You okay?\I'm dizzy.\No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there. response:	Everyone has so much stamina, and they can handle the boat...
context: I'm dizzy.\No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat... response:	It's almost like we're completely different organisms.
context: No getting to sleep tonight, huh?\Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms. response:	Then we have to become stronger, too!
context: Yeah...\You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too! response:	You really think we can be like them?
context: You think we'll really make it to Antarctica?\Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them? response:	We just have to do our best, right?
context: Of course we will. We're on a boat going there.\I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right? response:	We don't have any other choice.
context: I know that...\but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right?\We don't have any other choice. response:	That's not true.
context: but we might not be able to do anything once we get there.\Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right?\We don't have any other choice.\That's not true. response:	We always had a choice.
context: Everyone has so much stamina, and they can handle the boat...\It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right?\We don't have any other choice.\That's not true.\We always had a choice. response:	But we chose to be here.
context: It's almost like we're completely different organisms.\Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right?\We don't have any other choice.\That's not true.\We always had a choice.\But we chose to be here. response:	Kimari-san?
context: Then we have to become stronger, too!\You really think we can be like them?\We just have to do our best, right?\We don't have any other choice.\That's not true.\We always had a choice.\But we chose to be here.\Kimari-san? response:	We chose this ourselves!
context: You really think we can be like them?\We just have to do our best, right?\We don't have any other choice.\That's not true.\We always had a choice.\But we chose to be here.\Kimari-san?\We chose this ourselves! response:	Well said!
context: We just have to do our best, right?\We don't have any other choice.\That's not true.\We always had a choice.\But we chose to be here.\Kimari-san?\We chose this ourselves!\Well said! response:	Where are you going?
context: We don't have any other choice.\That's not true.\We always had a choice.\But we chose to be here.\Kimari-san?\We chose this ourselves!\Well said!\Where are you going? response:	The toilet.
context: That's not true.\We always had a choice.\But we chose to be here.\Kimari-san?\We chose this ourselves!\Well said!\Where are you going?\The toilet. response:	I think I'm getting used to throwing up.
context: We always had a choice.\But we chose to be here.\Kimari-san?\We chose this ourselves!\Well said!\Where are you going?\The toilet.\I think I'm getting used to throwing up. response:	Same.
context: But we chose to be here.\Kimari-san?\We chose this ourselves!\Well said!\Where are you going?\The toilet.\I think I'm getting used to throwing up.\Same. response:	I'll eat anything! I'll puke anything!
context: Kimari-san?\We chose this ourselves!\Well said!\Where are you going?\The toilet.\I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything! response:	That was an actual hill.
context: We chose this ourselves!\Well said!\Where are you going?\The toilet.\I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything!\That was an actual hill. response:	Yeah, when I get home I can tell them...
context: Well said!\Where are you going?\The toilet.\I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them... response:	expedition ships are amazing.
context: Where are you going?\The toilet.\I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing. response:	Yeah, I'll tell them it was really fun!
context: The toilet.\I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun! response:	You must be joking!
context: I think I'm getting used to throwing up.\Same.\I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking! response:	I'm not!
context: Same.\I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking!\I'm not! response:	I'm sure that when this trip is over, that's how we'll feel!
context: I'll eat anything! I'll puke anything!\That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel! response:	I'd like to go outside for a bit!
context: That was an actual hill.\Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit! response:	That sounds good!
context: Yeah, when I get home I can tell them...\expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good! response:	I wanna see, too!
context: expedition ships are amazing.\Yeah, I'll tell them it was really fun!\You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good!\I wanna see, too! response:	Let's go!
context: Yeah, I'll tell them it was really fun!\You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good!\I wanna see, too!\Let's go! response:	It's pitch black!
context: You must be joking!\I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good!\I wanna see, too!\Let's go!\It's pitch black! response:	This is the ocean we're crossing, huh?
context: I'm not!\I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good!\I wanna see, too!\Let's go!\It's pitch black!\This is the ocean we're crossing, huh? response:	To a continent of ice protected by storms and raging waves!
context: I'm sure that when this trip is over, that's how we'll feel!\I'd like to go outside for a bit!\That sounds good!\I wanna see, too!\Let's go!\It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves! response:	We really did choose to go there, didn't we?
context: I'd like to go outside for a bit!\That sounds good!\I wanna see, too!\Let's go!\It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we? response:	What's that? Rain?
context: That sounds good!\I wanna see, too!\Let's go!\It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain? response:	It's salty! It's the waves!
context: I wanna see, too!\Let's go!\It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves! response:	You're right!
context: Let's go!\It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves!\You're right! response:	It's salty!
context: It's pitch black!\This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves!\You're right!\It's salty! response:	Feeling better?
context: This is the ocean we're crossing, huh?\To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves!\You're right!\It's salty!\Feeling better? response:	Yeah, we're totally fine!
context: To a continent of ice protected by storms and raging waves!\We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves!\You're right!\It's salty!\Feeling better?\Yeah, we're totally fine! response:	Because we saw the whales yesterday!
context: We really did choose to go there, didn't we?\What's that? Rain?\It's salty! It's the waves!\You're right!\It's salty!\Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday! response:	Sounds like you've gotten used to the boat.
context: What's that? Rain?\It's salty! It's the waves!\You're right!\It's salty!\Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat. response:	Yes!
context: It's salty! It's the waves!\You're right!\It's salty!\Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes! response:	But...
context: You're right!\It's salty!\Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes!\But... response:	Once we make landfall, you're gonna get landsick.
context: It's salty!\Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes!\But...\Once we make landfall, you're gonna get landsick. response:	For real?
context: Feeling better?\Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes!\But...\Once we make landfall, you're gonna get landsick.\For real? response:	Left ten degrees, five miles!
context: Yeah, we're totally fine!\Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes!\But...\Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles! response:	Where are they?
context: Because we saw the whales yesterday!\Sounds like you've gotten used to the boat.\Yes!\But...\Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles!\Where are they? response:	No clouds.
context: Sounds like you've gotten used to the boat.\Yes!\But...\Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles!\Where are they?\No clouds. response:	No birds.
context: Yes!\But...\Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles!\Where are they?\No clouds.\No birds. response:	The view is a single sheet of blue.
context: But...\Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles!\Where are they?\No clouds.\No birds.\The view is a single sheet of blue. response:	I strain my eyes, but the horizon is all I can see.
context: Once we make landfall, you're gonna get landsick.\For real?\Left ten degrees, five miles!\Where are they?\No clouds.\No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see. response:	I know I was probably hearing the sounds of the boat,
context: For real?\Left ten degrees, five miles!\Where are they?\No clouds.\No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat, response:	but that overwhelming scenery seemed to render everything silent.
context: Left ten degrees, five miles!\Where are they?\No clouds.\No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent. response:	I was looking out on an infinite world reminiscent of outer space.
context: Where are they?\No clouds.\No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space. response:	No way...
context: No clouds.\No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space.\No way... response:	Is that...
context: No birds.\The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space.\No way...\Is that... response:	It is.
context: The view is a single sheet of blue.\I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space.\No way...\Is that...\It is. response:	Those are...
context: I strain my eyes, but the horizon is all I can see.\I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space.\No way...\Is that...\It is.\Those are... response:	In that moment, we knew for sure.
context: I know I was probably hearing the sounds of the boat,\but that overwhelming scenery seemed to render everything silent.\I was looking out on an infinite world reminiscent of outer space.\No way...\Is that...\It is.\Those are...\In that moment, we knew for sure. response:	It really lay ahead... Antarctica!
