context: What'cha doing? response:	-Hey! -Hey!
context: Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her. response:	Chane, my lab rat.
context: There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat. response:	Sometimes, guinea pigs take actions that are unexpected.
context: That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected. response:	Your voice?
context: Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice? response:	Please, take my words... my voice from me...
context: so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me... response:	In order to protect the knowledge you will get from me?
context: I will grant it to you.\Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me? response:	You really are a good little girl, Chane.
context: Elmer...\I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane. response:	It's a simple matter to take your voice from you.
context: I wonder what you would have said if you'd seen her.\Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you. response:	A very simple matter.
context: Chane, my lab rat.\Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter. response:	Here...
context: Sometimes, guinea pigs take actions that are unexpected.\Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter.\Here... response:	Chane, my dear little girl,
context: Your voice?\Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter.\Here...\Chane, my dear little girl, response:	keep meeting my expectations from here on, as well, okay?
context: Please, take my words... my voice from me...\In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter.\Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay? response:	What loyalty she has...
context: In order to protect the knowledge you will get from me?\You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter.\Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has... response:	You must not tell anyone. Having received that order from me,
context: You really are a good little girl, Chane.\It's a simple matter to take your voice from you.\A very simple matter.\Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me, response:	Chane- my daughter chose to surrender her own voice.
context: It's a simple matter to take your voice from you.\A very simple matter.\Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice. response:	Listen, Elmer... Smile Junkie, Mr. Happy Ending...
context: A very simple matter.\Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending... response:	do you think that a happy life can come to that poor guinea pig?
context: Here...\Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig? response:	I'll see the answer through for myself.
context: Chane, my dear little girl,\keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself. response:	Such is my duty, as a researcher.
context: keep meeting my expectations from here on, as well, okay?\What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher. response:	Huey, happiness is something, like unhappiness,
context: What loyalty she has...\You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness, response:	that strikes without warning.
context: You must not tell anyone. Having received that order from me,\Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning. response:	I'm sure that your daughter cannot escape them, either.
context: Chane- my daughter chose to surrender her own voice.\Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either. response:	I took it apart... I totally took it apart...
context: Listen, Elmer... Smile Junkie, Mr. Happy Ending...\do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart... response:	I took it apart without it touching the floor once!
context: do you think that a happy life can come to that poor guinea pig?\I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once! response:	Did you see? Did you see?
context: I'll see the answer through for myself.\Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see? response:	Wow, that was damn refreshing, but now what?
context: Such is my duty, as a researcher.\Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what? response:	Life is fun! Yeah, try chanting that 10,000 times each day!
context: Huey, happiness is something, like unhappiness,\that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day! response:	It will mess with your head, and all of your pain will disappear!
context: that strikes without warning.\I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear! response:	Okay, okay, okay! I've gotten past the sadness,
context: I'm sure that your daughter cannot escape them, either.\I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness, response:	and as of now, I'm evolving to a higher stage!
context: I took it apart... I totally took it apart...\I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage! response:	Right? Don't you all think so?
context: I took it apart without it touching the floor once!\Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so? response:	It's magnificent! Life is magnificent! I'm starting to get excited!
context: Did you see? Did you see?\Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited! response:	My okay brain is so beyond okay that it smacks of okay!
context: Wow, that was damn refreshing, but now what?\Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay! response:	You guys tell me an entertaining story.
context: Life is fun! Yeah, try chanting that 10,000 times each day!\It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story. response:	Um, do you know about the folks that entered the city
context: It will mess with your head, and all of your pain will disappear!\Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city response:	right after we did?
context: Okay, okay, okay! I've gotten past the sadness,\and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did? response:	Oh, no. I don't know this story.
context: and as of now, I'm evolving to a higher stage!\Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story. response:	For some reason, I'm starting to get excited.
context: Right? Don't you all think so?\It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited. response:	How am I going to control the beating of my heart?!
context: It's magnificent! Life is magnificent! I'm starting to get excited!\My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?! response:	Do I break it? I'm going to have to break something!
context: My okay brain is so beyond okay that it smacks of okay!\You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something! response:	W-Well, they seem to be a gang of thugs, like we are.
context: You guys tell me an entertaining story.\Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are. response:	I hear they've been coming and going at Millionaire Row.
context: Um, do you know about the folks that entered the city\right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row. response:	Millionaire Row?
context: right after we did?\Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row? response:	-That rich area? -Yes.
context: Oh, no. I don't know this story.\For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes. response:	Nice. I love an upbeat story. So...
context: For some reason, I'm starting to get excited.\How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So... response:	Why is a gang like we are coming and going there?
context: How am I going to control the beating of my heart?!\Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there? response:	Burglary? It has to be burglary, right? Damn!
context: Do I break it? I'm going to have to break something!\W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn! response:	Before they get ahead of us,
context: W-Well, they seem to be a gang of thugs, like we are.\I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us, response:	we have to start dismantling houses, carry out their sturdy safes,
context: I hear they've been coming and going at Millionaire Row.\Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes, response:	bring them back here, and take them apart, apart, apart, apart...
context: Millionaire Row?\-That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart... response:	Ah, I'm starting to get wound up!
context: -That rich area? -Yes.\Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up! response:	Transcendentally, hopelessly, wound up!
context: Nice. I love an upbeat story. So...\Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up! response:	No, er, I hear they are friends of the Genoard family head,
context: Why is a gang like we are coming and going there?\Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head, response:	and they appear to be hanging out at one of their villas.
context: Burglary? It has to be burglary, right? Damn!\Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas. response:	Genoard? Oh, I know them.
context: Before they get ahead of us,\we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them. response:	The ones who, last year, had their head and his son
context: we have to start dismantling houses, carry out their sturdy safes,\bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son response:	killed out by the dam, or the river, right?
context: bring them back here, and take them apart, apart, apart, apart...\Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right? response:	Yes. Right now, their other son, Dallas, is also missing,
context: Ah, I'm starting to get wound up!\Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing, response:	and their daughter, Eve, is said to have inherited their estate.
context: Transcendentally, hopelessly, wound up!\No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate. response:	I get you! What you're saying is that these guys are kissing up
context: No, er, I hear they are friends of the Genoard family head,\and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up response:	to this Eve, or threatening her, or something.
context: and they appear to be hanging out at one of their villas.\Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something. response:	This is amazing! Ingenious, isn't it?
context: Genoard? Oh, I know them.\The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it? response:	Sorry, I just wanted to use the word ingenious right then.
context: The ones who, last year, had their head and his son\killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then. response:	What I mean is, if we can co-opt these guys, and take over their turf,
context: killed out by the dam, or the river, right?\Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf, response:	then we'll be able to suck up some of that sweet nectar for ourselves-
context: Yes. Right now, their other son, Dallas, is also missing,\and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves- response:	Yes, yes, yes, yes. No, no.
context: and their daughter, Eve, is said to have inherited their estate.\I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no. response:	What sort of parasitically disposed plan is that?
context: I get you! What you're saying is that these guys are kissing up\to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that? response:	Still, no! The no!
context: to this Eve, or threatening her, or something.\This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no! response:	What good is a timid ploy like that, I ask you?
context: This is amazing! Ingenious, isn't it?\Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you? response:	I don't get to break anything that way, do I?
context: Sorry, I just wanted to use the word ingenious right then.\What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I? response:	What I want to break is something physical, understand?
context: What I mean is, if we can co-opt these guys, and take over their turf,\then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand? response:	If you understand, I expect an answer.
context: then we'll be able to suck up some of that sweet nectar for ourselves-\Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer. response:	What's your answer?
context: Yes, yes, yes, yes. No, no.\What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer? response:	You don't have an answer.
context: What sort of parasitically disposed plan is that?\Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer?\You don't have an answer. response:	In that case... you can become a common corpse!
context: Still, no! The no!\What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer?\You don't have an answer.\In that case... you can become a common corpse! response:	Rachel- kun...
context: What good is a timid ploy like that, I ask you?\I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer?\You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun... response:	thank you for your lengthy report.
context: I don't get to break anything that way, do I?\What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer?\You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report. response:	Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.
context: What I want to break is something physical, understand?\If you understand, I expect an answer.\What's your answer?\You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer. response:	Please, go home and get some rest.
context: If you understand, I expect an answer.\What's your answer?\You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest. response:	Excuse me.
context: What's your answer?\You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me. response:	Ah, Rachel- kun, about that boy...
context: You don't have an answer.\In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy... response:	If you would, stop by the honey shop at the entrance to Little Italy.
context: In that case... you can become a common corpse!\Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy. response:	You will probably find the information you are looking for there.
context: Rachel- kun...\thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there. response:	Also, you are under no obligation to report anything about it.
context: thank you for your lengthy report.\Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it. response:	Thank you very much.
context: Thanks to you, the outline of the events aboard the Flying Pussyfoot will be made much clearer.\Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much. response:	What's the matter, miss?
context: Please, go home and get some rest.\Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss? response:	Aren't you supposed to be dead?
context: Excuse me.\Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead? response:	What are you talking about?
context: Ah, Rachel- kun, about that boy...\If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about? response:	Sissy Ennis, I'm going to go have a quick word with this lady.
context: If you would, stop by the honey shop at the entrance to Little Italy.\You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady. response:	Let's go, miss!
context: You will probably find the information you are looking for there.\Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss! response:	Miss, you saw me die?
context: Also, you are under no obligation to report anything about it.\Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die? response:	When my head was shot off? Or when I was mashed against the tracks?
context: Thank you very much.\What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks? response:	I'm Thomas! Nice to meet you.
context: What's the matter, miss?\Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you. response:	I-I'm Rachel.
