context: I want to go back to that time again. response:	I want to become small again.
context: So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it? response:	Stop it! I'm telling you to stop!
context: I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop! response:	Oh... They are so young...
context: I don't know what you are talking about...\Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young... response:	This is...
context: Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young...\This is... response:	what I gave Horikiri-shi.
context: Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young...\This is...\what I gave Horikiri-shi. response:	It's cute! Did you make it yourself?
context: - I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young...\This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself? response:	It's great!
context: Hey, stop! Stop it!\Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young...\This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great! response:	That means...
context: Hey, where is it?\Stop it! I'm telling you to stop!\Oh... They are so young...\This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great!\That means... response:	Horikiri-shi is here.
context: Stop it! I'm telling you to stop!\Oh... They are so young...\This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great!\That means...\Horikiri-shi is here. response:	Let me see Horikiri-shi.
context: Oh... They are so young...\This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great!\That means...\Horikiri-shi is here.\Let me see Horikiri-shi. response:	You know where she is, don't you?
context: This is...\what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great!\That means...\Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you? response:	- Let me see her! - That is...
context: what I gave Horikiri-shi.\It's cute! Did you make it yourself?\It's great!\That means...\Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is... response:	impossible.
context: It's cute! Did you make it yourself?\It's great!\That means...\Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is...\impossible. response:	Impossible?
context: It's great!\That means...\Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is...\impossible.\Impossible? response:	Then, let me ask you.
context: That means...\Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is...\impossible.\Impossible?\Then, let me ask you. response:	What is Horikiri-shi to you?
context: Horikiri-shi is here.\Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is...\impossible.\Impossible?\Then, let me ask you.\What is Horikiri-shi to you? response:	What do you mean?
context: Let me see Horikiri-shi.\You know where she is, don't you?\- Let me see her! - That is...\impossible.\Impossible?\Then, let me ask you.\What is Horikiri-shi to you?\What do you mean? response:	Let me tell you this at least.
context: You know where she is, don't you?\- Let me see her! - That is...\impossible.\Impossible?\Then, let me ask you.\What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least. response:	Don't make Horikiri-shi sad.
context: - Let me see her! - That is...\impossible.\Impossible?\Then, let me ask you.\What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad. response:	If you read Chobiko, you would know
context: impossible.\Impossible?\Then, let me ask you.\What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know response:	that she is in a one-sided love relationship.
context: Impossible?\Then, let me ask you.\What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship. response:	She believes that her feelings won't be returned.
context: Then, let me ask you.\What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned. response:	That's all your fault!
context: What is Horikiri-shi to you?\What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault! response:	My fault?
context: What do you mean?\Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault!\My fault? response:	You haven't told her how you feel about her, have you?
context: Let me tell you this at least.\Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault!\My fault?\You haven't told her how you feel about her, have you? response:	Why do you make her suffer?
context: Don't make Horikiri-shi sad.\If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault!\My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer? response:	If you love her... tell her.
context: If you read Chobiko, you would know\that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault!\My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her. response:	Tell her how you feel about her.
context: that she is in a one-sided love relationship.\She believes that her feelings won't be returned.\That's all your fault!\My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her. response:	I became afraid of
context: She believes that her feelings won't be returned.\That's all your fault!\My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her.\I became afraid of response:	loving someone.
context: That's all your fault!\My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her.\I became afraid of\loving someone. response:	When I was in middle school,
context: My fault?\You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her.\I became afraid of\loving someone.\When I was in middle school, response:	my dad left us.
context: You haven't told her how you feel about her, have you?\Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her.\I became afraid of\loving someone.\When I was in middle school,\my dad left us. response:	Damn you!
context: Why do you make her suffer?\If you love her... tell her.\Tell her how you feel about her.\I became afraid of\loving someone.\When I was in middle school,\my dad left us.\Damn you! response:	You know, my dad must have thought
context: If you love her... tell her.\Tell her how you feel about her.\I became afraid of\loving someone.\When I was in middle school,\my dad left us.\Damn you!\You know, my dad must have thought response:	that he would cherish my mom forever.
context: Tell her how you feel about her.\I became afraid of\loving someone.\When I was in middle school,\my dad left us.\Damn you!\You know, my dad must have thought\that he would cherish my mom forever. response:	But...
context: I became afraid of\loving someone.\When I was in middle school,\my dad left us.\Damn you!\You know, my dad must have thought\that he would cherish my mom forever.\But... response:	People's feelings change.
context: loving someone.\When I was in middle school,\my dad left us.\Damn you!\You know, my dad must have thought\that he would cherish my mom forever.\But...\People's feelings change. response:	Mine might too.
context: When I was in middle school,\my dad left us.\Damn you!\You know, my dad must have thought\that he would cherish my mom forever.\But...\People's feelings change.\Mine might too. response:	So, because you didn't want to hurt Horikiri-shi...
context: my dad left us.\Damn you!\You know, my dad must have thought\that he would cherish my mom forever.\But...\People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi... response:	I decided not to love anyone.
context: Damn you!\You know, my dad must have thought\that he would cherish my mom forever.\But...\People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone. response:	I didn't want to be like my dad.
context: You know, my dad must have thought\that he would cherish my mom forever.\But...\People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad. response:	But, Takagi.
context: that he would cherish my mom forever.\But...\People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi. response:	You...
context: But...\People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi.\You... response:	When you hung around with Chiyomi, I got upset for some reason.
context: People's feelings change.\Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason. response:	Were you jealous of me?
context: Mine might too.\So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me? response:	You were?
context: So, because you didn't want to hurt Horikiri-shi...\I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were? response:	I don't have a right to get jealous though.
context: I decided not to love anyone.\I didn't want to be like my dad.\But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were?\I don't have a right to get jealous though. response:	That night,
context: I didn't want to be like my dad.\But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were?\I don't have a right to get jealous though.\That night, response:	Chiyomi told me how she felt about me.
context: But, Takagi.\You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were?\I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me. response:	But I...
context: You...\When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were?\I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me.\But I... response:	If I had accepted her feelings then...
context: When you hung around with Chiyomi, I got upset for some reason.\Were you jealous of me?\You were?\I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then... response:	You need to tell her how you're feeling now.
context: Were you jealous of me?\You were?\I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now. response:	You need to tell her.
context: You were?\I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her. response:	Big Guy is you.
context: I don't have a right to get jealous though.\That night,\Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you. response:	Big Guy actually loves Chobiko-
context: That night,\Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko- response:	Chiyomi, I love you! I'm in love with you, Chiyomi!
context: Chiyomi told me how she felt about me.\But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi! response:	Hey, why are you saying it to me?
context: But I...\If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me? response:	You're not in a one-sided love.
context: If I had accepted her feelings then...\You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love. response:	You're... already a part of me!
context: You need to tell her how you're feeling now.\You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me! response:	Minami...
context: You need to tell her.\Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me!\Minami... response:	Minami-kun!
context: Big Guy is you.\Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me!\Minami...\Minami-kun! response:	Chiyomi?
context: Big Guy actually loves Chobiko-\Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me!\Minami...\Minami-kun!\Chiyomi? response:	I just heard Horikiri-shi's voice.
context: Chiyomi, I love you! I'm in love with you, Chiyomi!\Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me!\Minami...\Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice. response:	Minami-kun...
context: Hey, why are you saying it to me?\You're not in a one-sided love.\You're... already a part of me!\Minami...\Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun... response:	Me, too... I need you.
context: You're not in a one-sided love.\You're... already a part of me!\Minami...\Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you. response:	No way.
context: You're... already a part of me!\Minami...\Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you.\No way. response:	Minami-kun.
context: Minami...\Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you.\No way.\Minami-kun. response:	She spoke.
context: Minami-kun!\Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you.\No way.\Minami-kun.\She spoke. response:	Thank you, Minami-kun.
context: Chiyomi?\I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you.\No way.\Minami-kun.\She spoke.\Thank you, Minami-kun. response:	Now, I finally know
context: I just heard Horikiri-shi's voice.\Minami-kun...\Me, too... I need you.\No way.\Minami-kun.\She spoke.\Thank you, Minami-kun.\Now, I finally know response:	how you feel about me.
context: Minami-kun...\Me, too... I need you.\No way.\Minami-kun.\She spoke.\Thank you, Minami-kun.\Now, I finally know\how you feel about me. response:	I was the same.
context: Me, too... I need you.\No way.\Minami-kun.\She spoke.\Thank you, Minami-kun.\Now, I finally know\how you feel about me.\I was the same. response:	Until that night,
context: No way.\Minami-kun.\She spoke.\Thank you, Minami-kun.\Now, I finally know\how you feel about me.\I was the same.\Until that night, response:	I tried not to acknowledge my feelings.
context: Minami-kun.\She spoke.\Thank you, Minami-kun.\Now, I finally know\how you feel about me.\I was the same.\Until that night,\I tried not to acknowledge my feelings. response:	Horikiri-shi...
context: She spoke.\Thank you, Minami-kun.\Now, I finally know\how you feel about me.\I was the same.\Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi... response:	Hey, Minami. Is this a figurine?
context: Thank you, Minami-kun.\Now, I finally know\how you feel about me.\I was the same.\Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine? response:	Riku. I am sorry.
context: Now, I finally know\how you feel about me.\I was the same.\Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry. response:	On the night when you confessed to me, I became like this.
context: how you feel about me.\I was the same.\Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this. response:	You became like this?
context: I was the same.\Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this? response:	Are you Horikiri-shi?
context: Until that night,\I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi? response:	Yes.
context: I tried not to acknowledge my feelings.\Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi?\Yes. response:	Eh? What?
context: Horikiri-shi...\Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi?\Yes.\Eh? What? response:	You became Chobiko for real.
context: Hey, Minami. Is this a figurine?\Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi?\Yes.\Eh? What?\You became Chobiko for real. response:	Yes, I did.
context: Riku. I am sorry.\On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi?\Yes.\Eh? What?\You became Chobiko for real.\Yes, I did. response:	You are turned off, aren't you?
context: On the night when you confessed to me, I became like this.\You became like this?\Are you Horikiri-shi?\Yes.\Eh? What?\You became Chobiko for real.\Yes, I did.\You are turned off, aren't you? response:	No. I am not, but...
context: You became like this?\Are you Horikiri-shi?\Yes.\Eh? What?\You became Chobiko for real.\Yes, I did.\You are turned off, aren't you?\No. I am not, but... response:	Cute...
context: Are you Horikiri-shi?\Yes.\Eh? What?\You became Chobiko for real.\Yes, I did.\You are turned off, aren't you?\No. I am not, but...\Cute... response:	Yeah, you are cute.
context: Yes.\Eh? What?\You became Chobiko for real.\Yes, I did.\You are turned off, aren't you?\No. I am not, but...\Cute...\Yeah, you are cute. response:	Did Minami give you the red dress?
context: Eh? What?\You became Chobiko for real.\Yes, I did.\You are turned off, aren't you?\No. I am not, but...\Cute...\Yeah, you are cute.\Did Minami give you the red dress? response:	When I became small, I had nothing to wear, so he bought it for me.
context: You became Chobiko for real.\Yes, I did.\You are turned off, aren't you?\No. I am not, but...\Cute...\Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me. response:	I see.
context: Yes, I did.\You are turned off, aren't you?\No. I am not, but...\Cute...\Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see. response:	She was always wearing that before that.
context: You are turned off, aren't you?\No. I am not, but...\Cute...\Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that. response:	Thank you.
context: No. I am not, but...\Cute...\Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that.\Thank you. response:	Without it, when Minami-kun came to find me,
context: Cute...\Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me, response:	I wouldn't have been able to come out.
context: Yeah, you are cute.\Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out. response:	Chiyomi! Chiyomi!
context: Did Minami give you the red dress?\When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi! response:	Here! I'm over here! Minami-kun!
context: When I became small, I had nothing to wear, so he bought it for me.\I see.\She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun! response:	Minami-kun!
context: I see.\She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun! response:	Without it, I wouldn't have been able to live on like this.
context: She was always wearing that before that.\Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this. response:	I see.
context: Thank you.\Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see. response:	I was of help to you... a bit.
context: Without it, when Minami-kun came to find me,\I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit. response:	This was the first thing that protected me.
context: I wouldn't have been able to come out.\Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit.\This was the first thing that protected me. response:	I thought that the reason why Chobiko is a tiny person
context: Chiyomi! Chiyomi!\Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person response:	was because it was a figurative expression you came up with.
context: Here! I'm over here! Minami-kun!\Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with. response:	I never thought it was real.
context: Minami-kun!\Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real. response:	I wanted to give you a response,
context: Without it, I wouldn't have been able to live on like this.\I see.\I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response, response:	but I thought I needed to get back to the original size.
context: I see.\I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size. response:	Of course.
context: I was of help to you... a bit.\This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course. response:	But, you gave me a response a long time ago.
context: This was the first thing that protected me.\I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago. response:	What?
context: I thought that the reason why Chobiko is a tiny person\was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago.\What? response:	When I read Chobiko, I knew it was not me.
context: was because it was a figurative expression you came up with.\I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me. response:	If Minami feels the same way as you, there is no chance for me.
context: I never thought it was real.\I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me. response:	Takagi...
context: I wanted to give you a response,\but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi... response:	Okay then,
context: but I thought I needed to get back to the original size.\Of course.\But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then, response:	I am leaving Horikiri-shi in your care.
context: Of course.\But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then,\I am leaving Horikiri-shi in your care. response:	Okay.
context: But, you gave me a response a long time ago.\What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then,\I am leaving Horikiri-shi in your care.\Okay. response:	Oh, yeah.
context: What?\When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then,\I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah. response:	I looked into'The legend of One-inch Princess.'
context: When I read Chobiko, I knew it was not me.\If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then,\I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.' response:	I found out that using the lucky mallet is not enough.
context: If Minami feels the same way as you, there is no chance for me.\Takagi...\Okay then,\I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough. response:	What?
context: Takagi...\Okay then,\I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What? response:	You tried the lucky mallet, right?
context: Okay then,\I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right? response:	Yes.
context: I am leaving Horikiri-shi in your care.\Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right?\Yes. response:	Apparently, that accomplishes just half a mission.
context: Okay.\Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission. response:	In the original story, after One-inch Princess used the mallet,
context: Oh, yeah.\I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet, response:	she prayed, facing the morning sun at Akebono Cape and she became big.
context: I looked into'The legend of One-inch Princess.'\I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big. response:	Akebono Cape?
context: I found out that using the lucky mallet is not enough.\What?\You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape? response:	Why don't you go there?
context: What?\You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there? response:	My Little Lover Minami Kun No Koibito
context: You tried the lucky mallet, right?\Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito response:	Why are you all of sudden going on a trip alone?
context: Yes.\Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone? response:	It's not that exaggerated. It's just over night.
context: Apparently, that accomplishes just half a mission.\In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night. response:	A change of pace is necessary at times. Here, take some onigiri (rice balls).
context: In the original story, after One-inch Princess used the mallet,\she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls). response:	Thank you Grandma. See you.
context: she prayed, facing the morning sun at Akebono Cape and she became big.\Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you. response:	You didn't forget anything, did you?
