context: To Stop response:	The War Between
context: Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on! response:	Wait, you're half-Japanese, aren't you? Did your friends ditch you?
context: We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you? response:	Hey, we get it. We get it.
context: You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it. response:	Don't worry, we'd never do that to you. You understand Japanese?
context: Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese? response:	Hello! Hello!
context: What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello! response:	Oh, hey! My apologies.
context: Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies. response:	See, she still doesn't understand a word of Japanese!
context: Gotta say, you do have an amazing ass!\It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese! response:	What the...
context: It's turning me on!\Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the... response:	My bad. Sorry to keep you waiting, Kirisaki!
context: Wait, you're half-Japanese, aren't you? Did your friends ditch you?\Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki! response:	Come on, let's get out of here. This way, this way!
context: Hey, we get it. We get it.\Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way! response:	Wait...
context: Don't worry, we'd never do that to you. You understand Japanese?\Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait... response:	Where do you think you're going?
context: Hello! Hello!\Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going? response:	Why did you stop me?
context: Oh, hey! My apologies.\See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going?\Why did you stop me? response:	Were you trying to play the hero who saves the girl from the bad guys?
context: See, she still doesn't understand a word of Japanese!\What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys? response:	I hate to break it to you, but in two seconds those guys could've been
context: What the...\My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been response:	That's not the point!
context: My bad. Sorry to keep you waiting, Kirisaki!\Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point! response:	You need to pick your battles! That's all!
context: Come on, let's get out of here. This way, this way!\Wait...\Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all! response:	Don't get the wrong idea. I'm not defending those guys.
context: Wait...\Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys. response:	If you whale on creeps who aren't even worth whaling on,
context: Where do you think you're going?\Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on, response:	that's as good as admitting you're on their level!
context: Why did you stop me?\Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level! response:	Don't be such a lame-ass!
context: Were you trying to play the hero who saves the girl from the bad guys?\I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass! response:	What the... Who are you to talk to me like that?
context: I hate to break it to you, but in two seconds those guys could've been\That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that? response:	You don't have to tell me! As if I'd ever give those guys the time of day!
context: That's not the point!\You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day! response:	It might have been for the briefest moment,
context: You need to pick your battles! That's all!\Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment, response:	but for the first time in my life, I held hands with a girl.
context: Don't get the wrong idea. I'm not defending those guys.\If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl. response:	Oh, for crying out loud.
context: If you whale on creeps who aren't even worth whaling on,\that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud. response:	I knew it'd be like this! This date sucks!
context: that's as good as admitting you're on their level!\Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks! response:	Not only did you bore me to death, but you had to start lecturing me too!
context: Don't be such a lame-ass!\What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too! response:	Talk about a buzz-kill.
context: What the... Who are you to talk to me like that?\You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill. response:	Excuse me?
context: You don't have to tell me! As if I'd ever give those guys the time of day!\It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me? response:	Even so...
context: It might have been for the briefest moment,\but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me?\Even so... response:	I wouldn't really call it the worst of the worst.
context: but for the first time in my life, I held hands with a girl.\Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me?\Even so...\I wouldn't really call it the worst of the worst. response:	On a scale of 1-100, today's date,
context: Oh, for crying out loud.\I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me?\Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date, response:	after adding in double bonus points...
context: I knew it'd be like this! This date sucks!\Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me?\Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points... response:	I guess I'll give you a score of 1.
context: Not only did you bore me to death, but you had to start lecturing me too!\Talk about a buzz-kill.\Excuse me?\Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1. response:	Where are you going?
context: Talk about a buzz-kill.\Excuse me?\Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going? response:	To the restroom. Don't ask why, retard!
context: Excuse me?\Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard! response:	For the first time in my life,
context: Even so...\I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life, response:	I let a guy lead me by the hand.
context: I wouldn't really call it the worst of the worst.\On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand. response:	I was so careless!
context: On a scale of 1-100, today's date,\after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand.\I was so careless! response:	I really can't seem to figure her out. What's her deal?
context: after adding in double bonus points...\I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal? response:	Seriously!
context: I guess I'll give you a score of 1.\Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously! response:	Oh, man, if only I was on a date with Onodera!
context: Where are you going?\To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera! response:	That would totally be a dream come true!
context: To the restroom. Don't ask why, retard!\For the first time in my life,\I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true! response:	Did you say my name?
context: For the first time in my life,\I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name? response:	Wh-What a surprise!
context: I let a guy lead me by the hand.\I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name?\Wh-What a surprise! response:	I just saw you and was about to say hi.
context: I was so careless!\I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi. response:	Did you see me first?
context: I really can't seem to figure her out. What's her deal?\Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first? response:	What are you doing here?
context: Seriously!\Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first?\What are you doing here? response:	Onodera!
context: Oh, man, if only I was on a date with Onodera!\That would totally be a dream come true!\Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first?\What are you doing here?\Onodera! response:	What are you doing here, Ichijou-kun?
context: That would totally be a dream come true!\Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first?\What are you doing here?\Onodera!\What are you doing here, Ichijou-kun? response:	Wh-What am I doing? What about yourself, Onodera?
context: Did you say my name?\Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first?\What are you doing here?\Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera? response:	Me? I just finished shopping with my friends so I'm on my way home.
context: Wh-What a surprise!\I just saw you and was about to say hi.\Did you see me first?\What are you doing here?\Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home. response:	This is quite the surprise!
context: I just saw you and was about to say hi.\Did you see me first?\What are you doing here?\Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise! response:	I was about to say hi and surprise you,
context: Did you see me first?\What are you doing here?\Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you, response:	but then all of a sudden, you said my name first!
context: What are you doing here?\Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first! response:	W-Well, hey, I was just...
context: Onodera!\What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just... response:	What... were you thinking about?
context: What are you doing here, Ichijou-kun?\Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about? response:	So anyway, something's off about them, you see?
context: Wh-What am I doing? What about yourself, Onodera?\Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see? response:	Yeah... I'm getting the same vibe.
context: Me? I just finished shopping with my friends so I'm on my way home.\This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe. response:	The two of'em are acting weird.
context: This is quite the surprise!\I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird. response:	Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..
context: I was about to say hi and surprise you,\but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house.. response:	They're like an unnatural couple.
context: but then all of a sudden, you said my name first!\W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple. response:	Plus, they were arguing and all, which raises more suspicions.
context: W-Well, hey, I was just...\What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions. response:	N-Not good...
context: What... were you thinking about?\So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good... response:	This is bad!
context: So anyway, something's off about them, you see?\Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad! response:	We have to do something, or all of today's suffering will have been for nothing!
context: Yeah... I'm getting the same vibe.\The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing! response:	Time to really lay it on thick!
context: The two of'em are acting weird.\Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick! response:	Oh, darling! Thanks for being patient!
context: Yeah, like there's no sign of them being all into each other like they were at the Yakuza's house..\They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient! response:	So sorry! I took way longer than I thought.
context: They're like an unnatural couple.\Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought. response:	Ki... Kirisaki-san?
context: Plus, they were arguing and all, which raises more suspicions.\N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san? response:	Huh? Did she just call you... darling?
context: N-Not good...\This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling? response:	Uh... Um... Let's see...
context: This is bad!\We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see... response:	If she's calling you darling, then that means...
context: We have to do something, or all of today's suffering will have been for nothing!\Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means... response:	You two are... uh... dating each other?
context: Time to really lay it on thick!\Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other? response:	N-No, no, no!
context: Oh, darling! Thanks for being patient!\So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no! response:	Why would I be dating her?!
context: So sorry! I took way longer than I thought.\Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?! response:	Yeah! That's right! Who'd ever date him?
context: Ki... Kirisaki-san?\Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him? response:	N-No good!
context: Huh? Did she just call you... darling?\Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good! response:	Everyone's...
context: Uh... Um... Let's see...\If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's... response:	watching!
context: If she's calling you darling, then that means...\You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's...\watching! response:	But I don't want Onodera to think we're dating!
context: You two are... uh... dating each other?\N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's...\watching!\But I don't want Onodera to think we're dating! response:	I can't let that happen! But... what am I supposed to do?
context: N-No, no, no!\Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's...\watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do? response:	Hey.
context: Why would I be dating her?!\Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's...\watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey. response:	That's right!
context: Yeah! That's right! Who'd ever date him?\N-No good!\Everyone's...\watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey.\That's right! response:	We just started going out the other day!
context: N-No good!\Everyone's...\watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey.\That's right!\We just started going out the other day! response:	I'm telling you, he's totally smitten with me!
context: Everyone's...\watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey.\That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me! response:	K-Kirisaki!
context: watching!\But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey.\That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki! response:	Come on! Play along with me!
context: But I don't want Onodera to think we're dating!\I can't let that happen! But... what am I supposed to do?\Hey.\That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me! response:	I know it's embarrassing in front of a classmate,
context: I can't let that happen! But... what am I supposed to do?\Hey.\That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate, response:	but what else can we do?!
context: Hey.\That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?! response:	Yeah! If it were just any classmate, I'd play the hell out of this role!
context: That's right!\We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role! response:	Anybody but Onodera... Just not Onodera!
context: We just started going out the other day!\I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera! response:	I-I see. What a surprise. I had no idea!
context: I'm telling you, he's totally smitten with me!\K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea! response:	D-Damn it! What am I supposed to do?
context: K-Kirisaki!\Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do? response:	Right? Isn't that right, darling?
context: Come on! Play along with me!\I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling? response:	What? Who's smitten?!
context: I know it's embarrassing in front of a classmate,\but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?! response:	I have no clue what she's talking about!
context: but what else can we do?!\Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about! response:	Oh, come on! I just had a lovely dinner with my darling.
context: Yeah! If it were just any classmate, I'd play the hell out of this role!\Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling. response:	It wasn't my idea!
context: Anybody but Onodera... Just not Onodera!\I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea! response:	She insisted she wanted to eat meat!
context: I-I see. What a surprise. I had no idea!\D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat! response:	Would you believe this boy? Every single weekend, he asks me to the movies.
context: D-Damn it! What am I supposed to do?\Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies. response:	I just happened to have tickets, that's all!
context: Right? Isn't that right, darling?\What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all! response:	Not to mention, I'm actually the type who prefers to go alone.
context: What? Who's smitten?!\I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone. response:	Look! I'm warning you, knock it off!
context: I have no clue what she's talking about!\Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off! response:	And anyway, this girl drools while she dozes off at the movies, you know!
