context: I'm back here again... response:	Sister, Sister... It appears our guest is still half-asleep.
context: they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over. response:	Your love is mutual?! Then where do I fit in?
context: Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in? response:	Nowhere.
context: I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere. response:	Lia's head-over-heels for my charms.
context: Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms. response:	You aren't a bad guy,
context: Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy, response:	but compared to me, you've got nothing...
context: Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing... response:	You should give up on Lia and
context: The one I like is Puck, and the one Puck likes is me.\There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and response:	Don't get carried away, you two.
context: There. That conversation's over.\Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two. response:	If you keep this up, I'll get mad!
context: Your love is mutual?! Then where do I fit in?\Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad! response:	Ow! Ow! You are mad! You are mad!
context: Nowhere.\Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad! response:	Whoops!
context: Lia's head-over-heels for my charms.\You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops! response:	I should get going, or the maid sisters will be angry.
context: You aren't a bad guy,\but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry. response:	Bye.
context: but compared to me, you've got nothing...\You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry.\Bye. response:	What's wrong? You don't look happy.
context: You should give up on Lia and\Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy. response:	I just feel... sort of uneasy.
context: Don't get carried away, you two.\If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy. response:	I can't really explain it...
context: If you keep this up, I'll get mad!\Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it... response:	Well, I can't blame you for being confused.
context: Ow! Ow! You are mad! You are mad!\Whoops!\I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused. response:	This has gotten to be a bit of a problem.
context: Whoops!\I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem. response:	Don't worry! Don't worry! Forget about it! It's fine!
context: I should get going, or the maid sisters will be angry.\Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine! response:	A problem?
context: Bye.\What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem? response:	Relax!
context: What's wrong? You don't look happy.\I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax! response:	I'll clean this up so fast, no one will get hurt!
context: I just feel... sort of uneasy.\I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax!\I'll clean this up so fast, no one will get hurt! response:	Subaru's mind is really mixed up.
context: I can't really explain it...\Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up. response:	The inside and outside are all confused.
context: Well, I can't blame you for being confused.\This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused. response:	I think that is an admirable attitude,
context: This has gotten to be a bit of a problem.\Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude, response:	but you were the one who knocked it over.
context: Don't worry! Don't worry! Forget about it! It's fine!\A problem?\Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over. response:	I shall fetch a replacement
context: A problem?\Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement response:	No, that's okay!
context: Relax!\I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay! response:	I'll take care of the vase and flowers!
context: I'll clean this up so fast, no one will get hurt!\Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers! response:	You just do your own work, Senpai!
context: Subaru's mind is really mixed up.\The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai! response:	If he keeps this up, he'll wear himself out before long.
context: The inside and outside are all confused.\I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long. response:	It feels great to finish a job, huh, Rem-rin?
context: I think that is an admirable attitude,\but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin? response:	But it was work you created and took care of on your own.
context: but you were the one who knocked it over.\I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own. response:	When did you learn where the vases are kept?
context: I shall fetch a replacement\No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept? response:	Did my sister...
context: No, that's okay!\I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister... response:	Yeah, that's right! Your sister told me!
context: I'll take care of the vase and flowers!\You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me! response:	Since she knows me, she said, You're bound to break a vase eventually.
context: You just do your own work, Senpai!\If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually. response:	I'll tell you where the extra vases are, so you'll be prepared.
context: If he keeps this up, he'll wear himself out before long.\It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared. response:	Subaru-kun...
context: It feels great to finish a job, huh, Rem-rin?\But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun... response:	Whoops! I forgot about some work Ram-chi asked me to do!
context: But it was work you created and took care of on your own.\When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do! response:	Would you excuse me for a bit? I'll take care of it quick.
context: When did you learn where the vases are kept?\Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick. response:	Later! I'll come find you soon!
context: Did my sister...\Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon! response:	I feel sick...
context: Yeah, that's right! Your sister told me!\Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick... response:	Don't you think my knife technique has come a long way in only a day?
context: Since she knows me, she said, You're bound to break a vase eventually.\I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day? response:	I think my talent has awakened!
context: I'll tell you where the extra vases are, so you'll be prepared.\Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened! response:	I feel sick. I feel sick. I feel sick!
context: Subaru-kun...\Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick! response:	Rem-rin, check out my aptitude, which enables such detailed crafting!
context: Whoops! I forgot about some work Ram-chi asked me to do!\Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting! response:	A miracle must be residing in my fingertips right now!
context: Would you excuse me for a bit? I'll take care of it quick.\Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now! response:	Illusion!
context: Later! I'll come find you soon!\I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion! response:	I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...
context: I feel sick...\Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick... response:	Honestly, Emilia-tan! Every time we meet, you stir my heart!
context: Don't you think my knife technique has come a long way in only a day?\I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart! response:	You're such a sinful girl! You're guilty!
context: I think my talent has awakened!\I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty! response:	I should be better able to laugh.
context: I feel sick. I feel sick. I feel sick!\Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh. response:	I should be better able to make them laugh.
context: Rem-rin, check out my aptitude, which enables such detailed crafting!\A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh. response:	I can't fail this time...
context: A miracle must be residing in my fingertips right now!\Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time... response:	I can't waste a single second.
context: Illusion!\I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second. response:	I must throw all my strength into my work and produce results, or...
context: I feel sick...I feel sick... I feel sick... I feel sick... I feel sick... I feel sick...\Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or... response:	Oh, Ram-chi! I wasn't slacking! I'll finish all my work!
context: Honestly, Emilia-tan! Every time we meet, you stir my heart!\You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work! response:	You can just kick back in your room and take a siesta while I
context: You're such a sinful girl! You're guilty!\I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I response:	Damn, I look so lame...
context: I should be better able to laugh.\I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame... response:	I don't have time to spend whining.
context: I should be better able to make them laugh.\I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining. response:	You idiot.
context: I can't fail this time...\I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining.\You idiot. response:	Subaru...
context: I can't waste a single second.\I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining.\You idiot.\Subaru... response:	Emilia-tan!
context: I must throw all my strength into my work and produce results, or...\Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining.\You idiot.\Subaru...\Emilia-tan! response:	Subaru, come with me.
context: Oh, Ram-chi! I wasn't slacking! I'll finish all my work!\You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining.\You idiot.\Subaru...\Emilia-tan!\Subaru, come with me. response:	Uh-oh! A personal request from Emilia-tan?
context: You can just kick back in your room and take a siesta while I\Damn, I look so lame...\I don't have time to spend whining.\You idiot.\Subaru...\Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan? response:	How joyous! How embarrassing! How rare!
context: Damn, I look so lame...\I don't have time to spend whining.\You idiot.\Subaru...\Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare! response:	Say anything! Tell me to do anything!
context: I don't have time to spend whining.\You idiot.\Subaru...\Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything! response:	For you, I'd dive into fire, water, the loot house, anywhere!
context: You idiot.\Subaru...\Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere! response:	Subaru...
context: Subaru...\Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru... response:	Hey, come on! The Emilia-tan I know would say...
context: Emilia-tan!\Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say... response:	Wait! Are you a fake?
context: Subaru, come with me.\Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake? response:	But could anyone else look so gorgeous that I just want to hug her?
context: Uh-oh! A personal request from Emilia-tan?\How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her? response:	All right.
context: How joyous! How embarrassing! How rare!\Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right. response:	Subaru, come here.
context: Say anything! Tell me to do anything!\For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here. response:	Wha
context: For you, I'd dive into fire, water, the loot house, anywhere!\Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here.\Wha response:	Just come.
context: Subaru...\Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here.\Wha\Just come. response:	Okay, sit here.
context: Hey, come on! The Emilia-tan I know would say...\Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here.\Wha\Just come.\Okay, sit here. response:	Can't I sit on the bed or a chair? Why the floor?
context: Wait! Are you a fake?\But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here.\Wha\Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor? response:	Just sit!
context: But could anyone else look so gorgeous that I just want to hug her?\All right.\Subaru, come here.\Wha\Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit! response:	Yes, ma'am! With pleasure!
context: All right.\Subaru, come here.\Wha\Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure! response:	Just this once, all right?
context: Subaru, come here.\Wha\Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure!\Just this once, all right? response:	Your position is a little weird.
context: Wha\Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird. response:	And... It tickles.
context: Just come.\Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird.\And... It tickles. response:	You're letting me rest in your lap?
context: Okay, sit here.\Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird.\And... It tickles.\You're letting me rest in your lap? response:	Don't say it aloud! It's embarrassing!
context: Can't I sit on the bed or a chair? Why the floor?\Just sit!\Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird.\And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing! response:	And no looking up here...
context: Just sit!\Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird.\And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here... response:	Close your eyes.
context: Yes, ma'am! With pleasure!\Just this once, all right?\Your position is a little weird.\And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes. response:	You're adorable when you're embarrassed, but...
context: Just this once, all right?\Your position is a little weird.\And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but... response:	What's this about, anyway?
context: Your position is a little weird.\And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway? response:	When did I do something worthy of this kind of reward?
context: And... It tickles.\You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward? response:	You don't have to put on that weird tough act now.
context: You're letting me rest in your lap?\Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now. response:	Didn't you tell me to lend you my lap when you were exhausted?
context: Don't say it aloud! It's embarrassing!\And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted? response:	I can't do this all the time, but today is special.
context: And no looking up here...\Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special. response:	Special? It's only my second day.
context: Close your eyes.\You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day. response:	If I'm already completely worn out, what kind of weakling am I?
context: You're adorable when you're embarrassed, but...\What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I? response:	It's plain to see that you're overwhelmed.
context: What's this about, anyway?\When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed. response:	You won't tell me what's really going on, will you?
context: When did I do something worthy of this kind of reward?\You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you? response:	I can't imagine this will make things any easier,
context: You don't have to put on that weird tough act now.\Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier, response:	but this is all I can do.
context: Didn't you tell me to lend you my lap when you were exhausted?\I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do. response:	Emilia-tan, come on, now...
context: I can't do this all the time, but today is special.\Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now... response:	Are you tired?
context: Special? It's only my second day.\If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now...\Are you tired? response:	I'm totally fine.
context: If I'm already completely worn out, what kind of weakling am I?\It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now...\Are you tired?\I'm totally fine. response:	Are you troubled?
context: It's plain to see that you're overwhelmed.\You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now...\Are you tired?\I'm totally fine.\Are you troubled? response:	If you're this nice to me, I'm gonna fall in love with you.
context: You won't tell me what's really going on, will you?\I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now...\Are you tired?\I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you. response:	When you... I mean, like that...
