context: This is... Lord Wales'... response:	The letter has been taken,
context: was so close at hand! What an oversight!\It's just a legend,\and I'm not sure whether that map is correct or not...\I'm here as an aide to our instructor's research.\It's not that I came chasing after you or anything.\I didn't say anything.\I didn't want you to misunderstand,\so I just said it first! response:	And why would I misunderstand?!
context: It's just a legend,\and I'm not sure whether that map is correct or not...\I'm here as an aide to our instructor's research.\It's not that I came chasing after you or anything.\I didn't say anything.\I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?! response:	You know, lovers' quarrels are nice and all...
context: and I'm not sure whether that map is correct or not...\I'm here as an aide to our instructor's research.\It's not that I came chasing after you or anything.\I didn't say anything.\I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all... response:	It's not a lover's quarrel!
context: I'm here as an aide to our instructor's research.\It's not that I came chasing after you or anything.\I didn't say anything.\I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel! response:	But you'll be left behind.
context: It's not that I came chasing after you or anything.\I didn't say anything.\I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind. response:	This is turning out to be just like a class. Watch your step! Don't get out of line!
context: I didn't say anything.\I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line! response:	It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!
context: I didn't want you to misunderstand,\so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line! response:	It was a fun treasure hunt in the beginning.
context: so I just said it first!\And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. response:	No time for small talk!
context: And why would I misunderstand?!\You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk! response:	This is...
context: You know, lovers' quarrels are nice and all...\It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk!\This is... response:	Amazing.
context: It's not a lover's quarrel!\But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk!\This is...\Amazing. response:	How fitting, for a hidden treasure to rest here.
context: But you'll be left behind.\This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk!\This is...\Amazing.\How fitting, for a hidden treasure to rest here. response:	And the treasure?
context: This is turning out to be just like a class. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk!\This is...\Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure? response:	According to the map, it's around here.
context: It was a fun treasure hunt in the beginning. Watch your step! Don't get out of line!\It was a fun treasure hunt in the beginning.\No time for small talk!\This is...\Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here. response:	That is...
context: It was a fun treasure hunt in the beginning.\No time for small talk!\This is...\Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here.\That is... response:	If it's a key of this nature,
context: No time for small talk!\This is...\Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here.\That is...\If it's a key of this nature, response:	it looks like it can be unlocked with magic.
context: This is...\Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here.\That is...\If it's a key of this nature,\it looks like it can be unlocked with magic. response:	Tabitha, what are you looking at?
context: Amazing.\How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here.\That is...\If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at? response:	Those are unfamiliar letters.
context: How fitting, for a hidden treasure to rest here.\And the treasure?\According to the map, it's around here.\That is...\If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters. response:	Okay, it's opening up!
context: And the treasure?\According to the map, it's around here.\That is...\If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up! response:	Navy Ensign, Sasaki Takeo,
context: According to the map, it's around here.\That is...\If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo, response:	rests here in another world...
context: That is...\If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world... response:	You can read it?
context: If it's a key of this nature,\it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it? response:	It's Japanese...
context: it looks like it can be unlocked with magic.\Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it?\It's Japanese... response:	The language of my home country.
context: Tabitha, what are you looking at?\Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it?\It's Japanese...\The language of my home country. response:	What?!
context: Those are unfamiliar letters.\Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it?\It's Japanese...\The language of my home country.\What?! response:	Here it is! This is it!
context: Okay, it's opening up!\Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it?\It's Japanese...\The language of my home country.\What?!\Here it is! This is it! response:	What is this?
context: Navy Ensign, Sasaki Takeo,\rests here in another world...\You can read it?\It's Japanese...\The language of my home country.\What?!\Here it is! This is it!\What is this? response:	I've never seen anything like this before.
context: rests here in another world...\You can read it?\It's Japanese...\The language of my home country.\What?!\Here it is! This is it!\What is this?\I've never seen anything like this before. response:	This is the Robe of the Dragon?
context: You can read it?\It's Japanese...\The language of my home country.\What?!\Here it is! This is it!\What is this?\I've never seen anything like this before.\This is the Robe of the Dragon? response:	You're kidding...
context: It's Japanese...\The language of my home country.\What?!\Here it is! This is it!\What is this?\I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding... response:	I'm certain.
context: The language of my home country.\What?!\Here it is! This is it!\What is this?\I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding...\I'm certain. response:	There's no doubt about it.
context: What?!\Here it is! This is it!\What is this?\I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding...\I'm certain.\There's no doubt about it. response:	A Zero fighter!
context: Here it is! This is it!\What is this?\I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding...\I'm certain.\There's no doubt about it.\A Zero fighter! response:	It looks like it has been preserved with stability magic.
context: What is this?\I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding...\I'm certain.\There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic. response:	To think it really existed...
context: I've never seen anything like this before.\This is the Robe of the Dragon?\You're kidding...\I'm certain.\There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed... response:	You know, when I first saw you, Siesta,
context: This is the Robe of the Dragon?\You're kidding...\I'm certain.\There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta, response:	somehow, I got a feeling of nostalgia...
context: You're kidding...\I'm certain.\There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia... response:	I see. The black hair and eyes came from Japanese blood.
context: I'm certain.\There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood. response:	Japanese?
context: There's no doubt about it.\A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese? response:	Your great-grandfather and I come from the same world.
context: A Zero fighter!\It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world. response:	Saito!
context: It looks like it has been preserved with stability magic.\To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world.\Saito! response:	You might be able to return to your world!
context: To think it really existed...\You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world! response:	They appeared together with the solar eclipse,
context: You know, when I first saw you, Siesta,\somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world!\They appeared together with the solar eclipse, response:	and one Robe of the Dragon disappeared into the eclipse.
context: somehow, I got a feeling of nostalgia...\I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse. response:	Why couldn't the other one, in other words, this one, return as well?
context: I see. The black hair and eyes came from Japanese blood.\Japanese?\Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well? response:	It is said that my great-grandfather
context: Japanese?\Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather response:	flew around in the skies even after the other Robe disappeared,
context: Your great-grandfather and I come from the same world.\Saito!\You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared, response:	and in due time landed...
context: Saito!\You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed... response:	I believe he missed the right timing for it.
context: You might be able to return to your world!\They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it. response:	Timing?
context: They appeared together with the solar eclipse,\and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it.\Timing? response:	The solar eclipse must have ended while he was flying,
context: and one Robe of the Dragon disappeared into the eclipse.\Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying, response:	and he couldn't return.
context: Why couldn't the other one, in other words, this one, return as well?\It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return. response:	In other words, if you fly into the solar eclipse
context: It is said that my great-grandfather\flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse response:	with this Robe of the Dragon,
context: flew around in the skies even after the other Robe disappeared,\and in due time landed...\I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon, response:	perhaps you will be able to fly back into your alternate world?
context: and in due time landed...\I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world? response:	Then, if Mr. Saito was to get inside this,
context: I believe he missed the right timing for it.\Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this, response:	and plunge into the solar eclipse,
context: Timing?\The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse, response:	he can go back to his world?
context: The solar eclipse must have ended while he was flying,\and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world? response:	Well, that is only an assumption that I've made,
context: and he couldn't return.\In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made, response:	but that possibility is rather high.
context: In other words, if you fly into the solar eclipse\with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high. response:	There's a chance that I can go back?
context: with this Robe of the Dragon,\perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back? response:	Saito is going to be gone...
context: perhaps you will be able to fly back into your alternate world?\Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone... response:	Then what of the letter sent to Wales of Albion, my nephew?
context: Then, if Mr. Saito was to get inside this,\and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew? response:	There is no mistake, Archduchess Marian.
context: and plunge into the solar eclipse,\he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian. response:	I have received word from Germania
context: he can go back to his world?\Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania response:	that they would like to call off the engagement.
context: Well, that is only an assumption that I've made,\but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement. response:	My haphazard actions have caused this situation.
context: but that possibility is rather high.\There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation. response:	Please, punish me however much you want.
context: There's a chance that I can go back?\Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want. response:	You have been through enough pain already,
context: Saito is going to be gone...\Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already, response:	with the death of your loved one.
context: Then what of the letter sent to Wales of Albion, my nephew?\There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one. response:	That which has passed cannot be helped.
context: There is no mistake, Archduchess Marian.\I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped. response:	Let us accept all of it as destiny.
context: I have received word from Germania\that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny. response:	Mother...
context: that they would like to call off the engagement.\My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother... response:	Your Highness!
context: My haphazard actions have caused this situation.\Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother...\Your Highness! response:	There is a crisis!
context: Please, punish me however much you want.\You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother...\Your Highness!\There is a crisis! response:	To think you'd really find it...
context: You have been through enough pain already,\with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother...\Your Highness!\There is a crisis!\To think you'd really find it... response:	I thought you'd get stranded up in the mountains this time.
context: with the death of your loved one.\That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother...\Your Highness!\There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time. response:	I thank you for your efforts
context: That which has passed cannot be helped.\Let us accept all of it as destiny.\Mother...\Your Highness!\There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts response:	in transporting and becoming caretaker of the Robe.
context: Let us accept all of it as destiny.\Mother...\Your Highness!\There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe. response:	Something of this caliber...
context: Mother...\Your Highness!\There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber... response:	I'm sure I can get permission to have it at the Institute
context: Your Highness!\There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute response:	as valuable research material deemed by the Palace.
context: There is a crisis!\To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace. response:	Now for fuel...
context: To think you'd really find it...\I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel... response:	That's right!
context: I thought you'd get stranded up in the mountains this time.\I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel...\That's right! response:	Mr. Colbert!
context: I thank you for your efforts\in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel...\That's right!\Mr. Colbert! response:	If you can make lots of this,
context: in transporting and becoming caretaker of the Robe.\Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel...\That's right!\Mr. Colbert!\If you can make lots of this, response:	I'm sure the Robe of the Dragon will work!
context: Something of this caliber...\I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel...\That's right!\Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work! response:	Oh, just as I thought!
context: I'm sure I can get permission to have it at the Institute\as valuable research material deemed by the Palace.\Now for fuel...\That's right!\Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought! response:	I was not mistaken when I thought that was the blood of the dragon?!
context: as valuable research material deemed by the Palace.\Now for fuel...\That's right!\Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?! response:	It's not blood, it's gasoline.
context: Now for fuel...\That's right!\Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline. response:	Gasoline?
context: That's right!\Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline? response:	Hup...
context: Mr. Colbert!\If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline?\Hup... response:	This is the rudder...
context: If you can make lots of this,\I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline?\Hup...\This is the rudder... response:	And this is the pitch lever...
context: I'm sure the Robe of the Dragon will work!\Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline?\Hup...\This is the rudder...\And this is the pitch lever... response:	Is this for real? I really know it all!
context: Oh, just as I thought!\I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline?\Hup...\This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all! response:	That's why I told you you'd know if you got on.
context: I was not mistaken when I thought that was the blood of the dragon?!\It's not blood, it's gasoline.\Gasoline?\Hup...\This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on. response:	You can freely use all sorts of arms and weapons.
context: It's not blood, it's gasoline.\Gasoline?\Hup...\This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons. response:	That's what this is, right?
context: Gasoline?\Hup...\This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right? response:	Yeah, there's no mistake that this was a weapon of war.
context: Hup...\This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war. response:	Saito...
context: This is the rudder...\And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito... response:	Saito is going to be gone...
context: And this is the pitch lever...\Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone... response:	Louise!
context: Is this for real? I really know it all!\That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone...\Louise! response:	We have a huge problem!
context: That's why I told you you'd know if you got on.\You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone...\Louise!\We have a huge problem! response:	Shut up.
context: You can freely use all sorts of arms and weapons.\That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone...\Louise!\We have a huge problem!\Shut up. response:	I just heard in the village...
context: That's what this is, right?\Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone...\Louise!\We have a huge problem!\Shut up.\I just heard in the village... response:	What did you hear? Another rumor of a cute girl?
context: Yeah, there's no mistake that this was a weapon of war.\Saito...\Saito is going to be gone...\Louise!\We have a huge problem!\Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl? response:	Albion...
context: Saito...\Saito is going to be gone...\Louise!\We have a huge problem!\Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion... response:	Albion?!
context: Saito is going to be gone...\Louise!\We have a huge problem!\Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion...\Albion?! response:	Albion changed its name to the New State of the Reconquista...
context: Louise!\We have a huge problem!\Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion...\Albion?!\Albion changed its name to the New State of the Reconquista... response:	And declared war on Tristein!
context: We have a huge problem!\Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion...\Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein! response:	You're kidding, right?
context: Shut up.\I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion...\Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right? response:	But when is a solar eclipse coming?
context: I just heard in the village...\What did you hear? Another rumor of a cute girl?\Albion...\Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming? response:	All of Albion, nobles and peasants alike,
context: What did you hear? Another rumor of a cute girl?\Albion...\Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike, response:	are bowing down in servitude to you, Your Excellency.
context: Albion...\Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike,\are bowing down in servitude to you, Your Excellency. response:	What should be feared is the magical power hidden in this ring.
context: Albion?!\Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike,\are bowing down in servitude to you, Your Excellency.\What should be feared is the magical power hidden in this ring. response:	It was worth the efforts taken in taking it from the Water Spirit.
context: Albion changed its name to the New State of the Reconquista...\And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike,\are bowing down in servitude to you, Your Excellency.\What should be feared is the magical power hidden in this ring.\It was worth the efforts taken in taking it from the Water Spirit. response:	But this is only a foothold,
context: And declared war on Tristein!\You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike,\are bowing down in servitude to you, Your Excellency.\What should be feared is the magical power hidden in this ring.\It was worth the efforts taken in taking it from the Water Spirit.\But this is only a foothold, response:	in order to take the entire continent as mine.
context: You're kidding, right?\But when is a solar eclipse coming?\All of Albion, nobles and peasants alike,\are bowing down in servitude to you, Your Excellency.\What should be feared is the magical power hidden in this ring.\It was worth the efforts taken in taking it from the Water Spirit.\But this is only a foothold,\in order to take the entire continent as mine. response:	Next, we will take the country
