context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing. response:	It looks like she understands too.
context: Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too. response:	So, Mr. Chairman, let's just pretend that never happened.
context: What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened. response:	Just a moment.
context: The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment. response:	Kitagawa, are you sure nothing's wrong?
context: Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong? response:	Nothing, really...
context: Hmm, it might have been better to go through a probation period first.\Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really... response:	Is it the athlete's foot?
context: Wouldn't it?\That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot? response:	How did you know?
context: That's what Kitagawa and I were discussing.\It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot?\How did you know? response:	Well... sorry, I've seen it.
context: It looks like she understands too.\So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it. response:	The medicine was sticking out of your bag.
context: So, Mr. Chairman, let's just pretend that never happened.\Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag. response:	It looks like he knew...
context: Just a moment.\Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew... response:	Wait, no, that doesn't matter!
context: Kitagawa, are you sure nothing's wrong?\Nothing, really...\Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter! response:	Would you like to go out with me?
context: Nothing, really...\Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me? response:	All of a sudden...
context: Is it the athlete's foot?\How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden... response:	Seriously?
context: How did you know?\Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden...\Seriously? response:	I'm serious, I've been waiting for the chance.
context: Well... sorry, I've seen it.\The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance. response:	But you might catch it from a floor mat...
context: The medicine was sticking out of your bag.\It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat... response:	Fine! Infect me!
context: It looks like he knew...\Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me! response:	Thank goodness.
context: Wait, no, that doesn't matter!\Would you like to go out with me?\All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness. response:	As long as we submit a written activity program, we can be re-evaluated.
context: Would you like to go out with me?\All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated. response:	At this rate, I'm sure Genshiken won't be shut down.
context: All of a sudden...\Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down. response:	I guess.
context: Seriously?\I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess. response:	But in a way it feels like this worked out too well.
context: I'm serious, I've been waiting for the chance.\But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well. response:	Huh?
context: But you might catch it from a floor mat...\Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well.\Huh? response:	Did our chairman already know about them?
context: Fine! Infect me!\Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them? response:	Hey!
context: Thank goodness.\As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them?\Hey! response:	Listen, Kasukabe.
context: As long as we submit a written activity program, we can be re-evaluated.\At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them?\Hey!\Listen, Kasukabe. response:	You're saying it here?
context: At this rate, I'm sure Genshiken won't be shut down.\I guess.\But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them?\Hey!\Listen, Kasukabe.\You're saying it here? response:	It's not like we're cool with Genshiken shutting down.
context: I guess.\But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them?\Hey!\Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down. response:	So, well, we can at least help you.
context: But in a way it feels like this worked out too well.\Huh?\Did our chairman already know about them?\Hey!\Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you. response:	Let us!
context: Huh?\Did our chairman already know about them?\Hey!\Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us! response:	You guys are a riot, worse than useless!
context: Did our chairman already know about them?\Hey!\Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless! response:	We've already taken care of it.
context: Hey!\Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless!\We've already taken care of it. response:	Uh, you have?
context: Listen, Kasukabe.\You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have? response:	Hello, porcini!
context: You're saying it here?\It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have?\Hello, porcini! response:	Tokino Akiyama spotted! Shall I attack?
context: It's not like we're cool with Genshiken shutting down.\So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack? response:	Wait, a fool like you would never hit her at that range.
context: So, well, we can at least help you.\Let us!\You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range. response:	Encircle her, then...
context: Let us!\You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then... response:	Ah, Mr. Chairman.
context: You guys are a riot, worse than useless!\We've already taken care of it.\Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman. response:	It went well.
context: We've already taken care of it.\Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman.\It went well. response:	The scenario turned out a little different though.
context: Uh, you have?\Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though. response:	I see.
context: Hello, porcini!\Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though.\I see. response:	Now the chairman and vice-chairman are an item.
context: Tokino Akiyama spotted! Shall I attack?\Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item. response:	Really...
context: Wait, a fool like you would never hit her at that range.\Encircle her, then...\Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item.\Really... response:	Did you know about them?
context: Encircle her, then...\Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item.\Really...\Did you know about them? response:	No, I didn't...
context: Ah, Mr. Chairman.\It went well.\The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item.\Really...\Did you know about them?\No, I didn't... response:	But how about officially joining Genshiken, Kasukabe?
context: It went well.\The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item.\Really...\Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe? response:	No.
context: The scenario turned out a little different though.\I see.\Now the chairman and vice-chairman are an item.\Really...\Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No. response:	That was prompt.
context: I see.\Now the chairman and vice-chairman are an item.\Really...\Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No.\That was prompt. response:	Mr. Chairman, there's no way she'll ever join, is there?
context: Now the chairman and vice-chairman are an item.\Really...\Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there? response:	Well, I guess you needn't be forced into it...
context: Really...\Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it... response:	You've used this office so much as it is.
context: Did you know about them?\No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is. response:	You're practically a member anyway.
context: No, I didn't...\But how about officially joining Genshiken, Kasukabe?\No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway. response:	What do you mean?
context: But how about officially joining Genshiken, Kasukabe?\No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway.\What do you mean? response:	Kohsa...
context: No.\That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway.\What do you mean?\Kohsa... response:	Mr. Chairman, the student council thing was weird enough...
context: That was prompt.\Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway.\What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough... response:	Is it really a coincidence?
context: Mr. Chairman, there's no way she'll ever join, is there?\Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway.\What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence? response:	Yeah, you and Kohsaka are also a coin...
context: Well, I guess you needn't be forced into it...\You've used this office so much as it is.\You're practically a member anyway.\What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin... response:	That's a lie!
context: You've used this office so much as it is.\You're practically a member anyway.\What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie! response:	I made sure I was very careful.
context: You're practically a member anyway.\What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful. response:	Don't tell me you use spy cameras?
context: What do you mean?\Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras? response:	I would never do such a thing.
context: Kohsa...\Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing. response:	Something like that would be really bad...
context: Mr. Chairman, the student council thing was weird enough...\Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad... response:	A ton of trouble for me!
context: Is it really a coincidence?\Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me! response:	What a bind...
context: Yeah, you and Kohsaka are also a coin...\That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me!\What a bind... response:	What're you doing?
context: That's a lie!\I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me!\What a bind...\What're you doing? response:	If I were that kind of person...
context: I made sure I was very careful.\Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me!\What a bind...\What're you doing?\If I were that kind of person... response:	But there are no such people, are there?
context: Don't tell me you use spy cameras?\I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me!\What a bind...\What're you doing?\If I were that kind of person...\But there are no such people, are there? response:	I'll join.
context: I would never do such a thing.\Something like that would be really bad...\A ton of trouble for me!\What a bind...\What're you doing?\If I were that kind of person...\But there are no such people, are there?\I'll join. response:	What?
context: Something like that would be really bad...\A ton of trouble for me!\What a bind...\What're you doing?\If I were that kind of person...\But there are no such people, are there?\I'll join.\What? response:	What's wrong, Kasukabe?
context: A ton of trouble for me!\What a bind...\What're you doing?\If I were that kind of person...\But there are no such people, are there?\I'll join.\What?\What's wrong, Kasukabe? response:	S-Seriously?
context: What a bind...\What're you doing?\If I were that kind of person...\But there are no such people, are there?\I'll join.\What?\What's wrong, Kasukabe?\S-Seriously? response:	T-Then are you going to cosplay?
context: What're you doing?\If I were that kind of person...\But there are no such people, are there?\I'll join.\What?\What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay? response:	I doubt it.
context: If I were that kind of person...\But there are no such people, are there?\I'll join.\What?\What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay?\I doubt it. response:	I'm thrilled to be one of us.
context: But there are no such people, are there?\I'll join.\What?\What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us. response:	That being said...
context: I'll join.\What?\What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us.\That being said... response:	That was a joke...
context: What?\What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us.\That being said...\That was a joke... response:	Frigging athlete's foot couple!
context: What's wrong, Kasukabe?\S-Seriously?\T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us.\That being said...\That was a joke...\Frigging athlete's foot couple! response:	Thanks to you I had to...
context: S-Seriously?\T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us.\That being said...\That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to... response:	It sure was a surprise when you joined Genshiken, though.
context: T-Then are you going to cosplay?\I doubt it.\I'm thrilled to be one of us.\That being said...\That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though. response:	It surprised me too.
context: I doubt it.\I'm thrilled to be one of us.\That being said...\That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too. response:	Otaple.
context: I'm thrilled to be one of us.\That being said...\That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple. response:	Otaple?
context: That being said...\That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple.\Otaple? response:	I'd say it probably means otaku couple.
context: That was a joke...\Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple.\Otaple?\I'd say it probably means otaku couple. response:	What'd you say?
context: Frigging athlete's foot couple!\Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple.\Otaple?\I'd say it probably means otaku couple.\What'd you say? response:	We took no detours or shortcuts...
context: Thanks to you I had to...\It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple.\Otaple?\I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: It sure was a surprise when you joined Genshiken, though.\It surprised me too.\Otaple.\Otaple?\I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: It surprised me too.\Otaple.\Otaple?\I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: Otaple.\Otaple?\I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we could see from there sparkled, even if nothing big happened.
context: Otaple?\I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: I'd say it probably means otaku couple.\What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	Viva! Model Train
context: What'd you say?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train response:	Viva! Mushrooms
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms response:	I say we do this. Viva! Mushrooms
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms response:	Thirty minutes remain.
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain. response:	We're out of time.
context: Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time. response:	Chihiro, you're into computers.
context: The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time.\Chihiro, you're into computers. response:	I'll bet you know what kind of homepage draws in the most people.
context: What we see from the marbles in our hands now is a little different...\Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people. response:	Well, yes I do.
context: Viva! Model Train\Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do. response:	Then tell us!
context: Viva! Mushrooms\I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us! response:	We can make a homepage based on that theory!
context: I say we do this. Viva! Mushrooms\Thirty minutes remain.\We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us!\We can make a homepage based on that theory! response:	But I don't think you'll...
context: Thirty minutes remain.\We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us!\We can make a homepage based on that theory!\But I don't think you'll... response:	This is no time to argue about it!
context: We're out of time.\Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us!\We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it! response:	What? I'm not doing that!
context: Chihiro, you're into computers.\I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us!\We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that! response:	Chihiro! What's gotten into you?
context: I'll bet you know what kind of homepage draws in the most people.\Well, yes I do.\Then tell us!\We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you? response:	That's why I didn't want to tell you...
context: Well, yes I do.\Then tell us!\We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you... response:	Fifteen minutes remain.
context: Then tell us!\We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain. response:	We've got no choice.
context: We can make a homepage based on that theory!\But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice. response:	Huh?
context: But I don't think you'll...\This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice.\Huh? response:	Their site's lame-o!
context: This is no time to argue about it!\What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice.\Huh?\Their site's lame-o! response:	We're about to demolish them!
context: What? I'm not doing that!\Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice.\Huh?\Their site's lame-o!\We're about to demolish them! response:	WTF!
context: Chihiro! What's gotten into you?\That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice.\Huh?\Their site's lame-o!\We're about to demolish them!\WTF! response:	One minute remains!
context: That's why I didn't want to tell you...\Fifteen minutes remain.\We've got no choice.\Huh?\Their site's lame-o!\We're about to demolish them!\WTF!\One minute remains! response:	What's the matter?
context: Fifteen minutes remain.\We've got no choice.\Huh?\Their site's lame-o!\We're about to demolish them!\WTF!\One minute remains!\What's the matter? response:	When you cosplayed for the school festival, where'd you get changed?
context: We've got no choice.\Huh?\Their site's lame-o!\We're about to demolish them!\WTF!\One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed? response:	In here...
context: Huh?\Their site's lame-o!\We're about to demolish them!\WTF!\One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here... response:	What is it?
context: Their site's lame-o!\We're about to demolish them!\WTF!\One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here...\What is it? response:	Hey, what's wrong?
context: We're about to demolish them!\WTF!\One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here...\What is it?\Hey, what's wrong? response:	Did you see Kujiun yesterday?
context: WTF!\One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here...\What is it?\Hey, what's wrong?\Did you see Kujiun yesterday? response:	Yeah, I saw it. It was crazy.
context: One minute remains!\What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here...\What is it?\Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy. response:	The Federation's art department is a monster!
context: What's the matter?\When you cosplayed for the school festival, where'd you get changed?\In here...\What is it?\Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster! response:	Oh, but I saw on the homepage that the art director is setting up a new studio.
context: When you cosplayed for the school festival, where'd you get changed?\In here...\What is it?\Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster!\Oh, but I saw on the homepage that the art director is setting up a new studio. response:	What? I'll become the executive king?
context: In here...\What is it?\Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster!\Oh, but I saw on the homepage that the art director is setting up a new studio.\What? I'll become the executive king? response:	And so, it seems there's a lot of trouble brewing there now.
context: What is it?\Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster!\Oh, but I saw on the homepage that the art director is setting up a new studio.\What? I'll become the executive king?\And so, it seems there's a lot of trouble brewing there now. response:	He stole something quite precious. Your employees.
context: Hey, what's wrong?\Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster!\Oh, but I saw on the homepage that the art director is setting up a new studio.\What? I'll become the executive king?\And so, it seems there's a lot of trouble brewing there now.\He stole something quite precious. Your employees. response:	Hey, all those otaku quotes are really stupid.
context: Did you see Kujiun yesterday?\Yeah, I saw it. It was crazy.\The Federation's art department is a monster!\Oh, but I saw on the homepage that the art director is setting up a new studio.\What? I'll become the executive king?\And so, it seems there's a lot of trouble brewing there now.\He stole something quite precious. Your employees.\Hey, all those otaku quotes are really stupid. response:	Once again I have said a worthless thing.
