context: Intro response:	The heck is this?
context: Anyway, Overlord Satan, who traveled to another world,\shall be eliminated along with Hero Emilia.\This is Ente Isla's will.\What?!\I-I'm sorry, but we will not have an answer for you until it has been investigated on our end.\Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness. response:	It must be a demon.
context: shall be eliminated along with Hero Emilia.\This is Ente Isla's will.\What?!\I-I'm sorry, but we will not have an answer for you until it has been investigated on our end.\Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon. response:	I'm pretty sure Alsiel was the only one who survived out of the four generals.
context: This is Ente Isla's will.\What?!\I-I'm sorry, but we will not have an answer for you until it has been investigated on our end.\Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals. response:	Just who are you, demon?
context: What?!\I-I'm sorry, but we will not have an answer for you until it has been investigated on our end.\Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon? response:	I can tell you want to provoke me by calling it Ente Isla's will and whatnot,
context: I-I'm sorry, but we will not have an answer for you until it has been investigated on our end.\Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot, response:	but a demon's rantings are of no importance to me.
context: Investigate what? The fact that the Hero and Overlord both ran away with their tails between their legs?\I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me. response:	That so?
context: I'd be very interested in the findings.\This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so? response:	It's too bad I can't get you to believe me.
context: This vulgar voice sounds like it's echoing in darkness.\It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me. response:	I'll get in touch soon.
context: It must be a demon.\I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me.\I'll get in touch soon. response:	There are all sorts of people in this world, aren't there?
context: I'm pretty sure Alsiel was the only one who survived out of the four generals.\Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there? response:	Let's grab some lunch.
context: Just who are you, demon?\I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch. response:	The bank's probably jam-packed right now, anyway.
context: I can tell you want to provoke me by calling it Ente Isla's will and whatnot,\but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway. response:	Hello?
context: but a demon's rantings are of no importance to me.\That so?\It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello? response:	Hello.
context: That so?\It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello?\Hello. response:	Is this Ms. Yusa Emi?
context: It's too bad I can't get you to believe me.\I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello?\Hello.\Is this Ms. Yusa Emi? response:	Yes, that's right.
context: I'll get in touch soon.\There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello?\Hello.\Is this Ms. Yusa Emi?\Yes, that's right. response:	This is the Yoyogi Police Department.
context: There are all sorts of people in this world, aren't there?\Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello?\Hello.\Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department. response:	Huh?
context: Let's grab some lunch.\The bank's probably jam-packed right now, anyway.\Hello?\Hello.\Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department.\Huh? response:	The police?!
context: The bank's probably jam-packed right now, anyway.\Hello?\Hello.\Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department.\Huh?\The police?! response:	Man, who knew they'd sniff us out using just my bicycle?
context: Hello?\Hello.\Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department.\Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle? response:	Japanese cops aren't half bad!
context: Hello.\Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department.\Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad! response:	It turned out we were right though, weren't we?
context: Is this Ms. Yusa Emi?\Yes, that's right.\This is the Yoyogi Police Department.\Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we? response:	The Hero had indeed cooked up her age.
context: Yes, that's right.\This is the Yoyogi Police Department.\Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age. response:	If I'm not mistaken, her real age is somewhere around seventeen or eighteen.
context: This is the Yoyogi Police Department.\Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen. response:	I told you so.
context: Huh?\The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so. response:	I knew she'd've registered herself to be over twenty.
context: The police?!\Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty. response:	Wait, don't people usually cook up a younger age?
context: Man, who knew they'd sniff us out using just my bicycle?\Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age? response:	How do you even cook up an age?
context: Japanese cops aren't half bad!\It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age? response:	Who the hell cares?!
context: It turned out we were right though, weren't we?\The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?! response:	Why...
context: The Hero had indeed cooked up her age.\If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?!\Why... response:	Why...
context: If I'm not mistaken, her real age is somewhere around seventeen or eighteen.\I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?!\Why...\Why... response:	Why do I...
context: I told you so.\I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?!\Why...\Why...\Why do I... response:	Why do I, the Hero, have to be the guarantor for the Overlord?!
context: I knew she'd've registered herself to be over twenty.\Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?!\Why...\Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?! response:	W-We didn't have a choice.
context: Wait, don't people usually cook up a younger age?\How do you even cook up an age?\Who the hell cares?!\Why...\Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice. response:	Nobody else came to mind.
context: How do you even cook up an age?\Who the hell cares?!\Why...\Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind. response:	We didn't particularly want to rely on you for this either.
context: Who the hell cares?!\Why...\Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either. response:	You think I was expecting to use my seal and ID for something like this?!
context: Why...\Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?! response:	Well, we also could've asked my boss...
context: Why...\Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss... response:	Yeah, but you don't want to cause problems for her, do you?
context: Why do I...\Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you? response:	Oh, but you do for me?!
context: Why do I, the Hero, have to be the guarantor for the Overlord?!\W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?! response:	Well, duh.
context: W-We didn't have a choice.\Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh. response:	What kind of Overlord doesn't cause problems for the Hero?
context: Nobody else came to mind.\We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero? response:	Still, why would you choose me?
context: We didn't particularly want to rely on you for this either.\You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me? response:	Come on, I even gave you a place to sleep last night.
context: You think I was expecting to use my seal and ID for something like this?!\Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night. response:	Calm down, Emilia.
context: Well, we also could've asked my boss...\Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia. response:	You're acting more pathetic than heroic.
context: Yeah, but you don't want to cause problems for her, do you?\Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic. response:	Like you're one to talk, Alsiel!
context: Oh, but you do for me?!\Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel! response:	What the hell was up with that empty fridge?!
context: Well, duh.\What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?! response:	Why don't you plan your purchases out properly?
context: What kind of Overlord doesn't cause problems for the Hero?\Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly? response:	Some resourceful general you are!
context: Still, why would you choose me?\Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are! response:	But it's not...
context: Come on, I even gave you a place to sleep last night.\Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not... response:	It's not even my fault...
context: Calm down, Emilia.\You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not...\It's not even my fault... response:	Now, listen up.
context: You're acting more pathetic than heroic.\Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not...\It's not even my fault...\Now, listen up. response:	I just got a threatening phone call at work.
context: Like you're one to talk, Alsiel!\What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not...\It's not even my fault...\Now, listen up.\I just got a threatening phone call at work. response:	I'm being targeted, but Maou,
context: What the hell was up with that empty fridge?!\Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not...\It's not even my fault...\Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou, response:	so are you.
context: Why don't you plan your purchases out properly?\Some resourceful general you are!\But it's not...\It's not even my fault...\Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you. response:	What was that?
context: Some resourceful general you are!\But it's not...\It's not even my fault...\Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you.\What was that? response:	Don't say I didn't warn you.
context: But it's not...\It's not even my fault...\Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you.\What was that?\Don't say I didn't warn you. response:	But mark my words: I will be the one to kill you.
context: It's not even my fault...\Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you.\What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you. response:	Keep that in mind.
context: Now, listen up.\I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you.\What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind. response:	You should keep in mind that you're in public right now.
context: I just got a threatening phone call at work.\I'm being targeted, but Maou,\so are you.\What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now. response:	A-Anyway,
context: I'm being targeted, but Maou,\so are you.\What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway, response:	make sure you don't let some no-name loser kill you before I take your head!
context: so are you.\What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head! response:	Targeting both of us?
context: What was that?\Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us? response:	Not to mention, they called her, huh?
context: Don't say I didn't warn you.\But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh? response:	But it's not even my fault...
context: But mark my words: I will be the one to kill you.\Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault... response:	Pull yourself together.
context: Keep that in mind.\You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together. response:	I've been managing our expenses perfectly...
context: You should keep in mind that you're in public right now.\A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly... response:	Let's go home.
context: A-Anyway,\make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly...\Let's go home. response:	I have to go meet Chiho soon too.
context: make sure you don't let some no-name loser kill you before I take your head!\Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too. response:	I'm home!
context: Targeting both of us?\Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too.\I'm home! response:	Okay!
context: Not to mention, they called her, huh?\But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too.\I'm home!\Okay! response:	So, Milord...
context: But it's not even my fault...\Pull yourself together.\I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too.\I'm home!\Okay!\So, Milord... response:	When and where are you meeting this Sasaki person,
context: Pull yourself together.\I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too.\I'm home!\Okay!\So, Milord...\When and where are you meeting this Sasaki person, response:	and when will you be getting home?
context: I've been managing our expenses perfectly...\Let's go home.\I have to go meet Chiho soon too.\I'm home!\Okay!\So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home? response:	What are you, my mom?
context: Let's go home.\I have to go meet Chiho soon too.\I'm home!\Okay!\So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom? response:	I'm meeting her at the east entrance of Shinjuku Station at five.
context: I have to go meet Chiho soon too.\I'm home!\Okay!\So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five. response:	You've still got some time.
context: I'm home!\Okay!\So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time. response:	Let's go, Milord.
context: Okay!\So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord. response:	Huh?
context: So, Milord...\When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord.\Huh? response:	Where to?
context: When and where are you meeting this Sasaki person,\and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord.\Huh?\Where to? response:	Hmm...
context: and when will you be getting home?\What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord.\Huh?\Where to?\Hmm... response:	This is pretty good.
context: What are you, my mom?\I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord.\Huh?\Where to?\Hmm...\This is pretty good. response:	Wait, where did we even get the money to buy these clothes?
context: I'm meeting her at the east entrance of Shinjuku Station at five.\You've still got some time.\Let's go, Milord.\Huh?\Where to?\Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes? response:	I've got some secret savings for rainy days such as these.
context: You've still got some time.\Let's go, Milord.\Huh?\Where to?\Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these. response:	You're exaggerating.
context: Let's go, Milord.\Huh?\Where to?\Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating. response:	Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.
context: Huh?\Where to?\Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave. response:	I don't really need to dress up
context: Where to?\Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up response:	What are you saying?!
context: Hmm...\This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?! response:	A young lady wouldn't tell anyone but her most trusted friends about her serious worries!
context: This is pretty good.\Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries! response:	Not even her parents!
context: Wait, where did we even get the money to buy these clothes?\I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents! response:	And yet, she told you about it!
context: I've got some secret savings for rainy days such as these.\You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it! response:	I'm sure you know what that means, right?
context: You're exaggerating.\Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right? response:	Y-Yeah, totally.
context: Yeah, we're meeting up, but I'm only going to get some coffee, talk to her, then leave.\I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally. response:	Besides...
context: I don't really need to dress up\What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally.\Besides... response:	I can't let you go on a date wearing just Uniclo stuff.
context: What are you saying?!\A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff. response:	Y-You...
context: A young lady wouldn't tell anyone but her most trusted friends about her serious worries!\Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You... response:	Apologize to the number one brand in the fashion industry, Uniclo, and to me!
context: Not even her parents!\And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me! response:	Oh!
context: And yet, she told you about it!\I'm sure you know what that means, right?\Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh! response:	Maou!
context: I'm sure you know what that means, right?\Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou! response:	Huh?
context: Y-Yeah, totally.\Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou!\Huh? response:	Did you cut your hair, Chiho?
context: Besides...\I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou!\Huh?\Did you cut your hair, Chiho? response:	You can tell?
context: I can't let you go on a date wearing just Uniclo stuff.\Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou!\Huh?\Did you cut your hair, Chiho?\You can tell? response:	I got it trimmed a little.
context: Y-You...\Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou!\Huh?\Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little. response:	How does it look?
context: Apologize to the number one brand in the fashion industry, Uniclo, and to me!\Oh!\Maou!\Huh?\Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little.\How does it look? response:	Oh, it looks great.
context: Oh!\Maou!\Huh?\Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little.\How does it look?\Oh, it looks great. response:	Yesss!
context: Maou!\Huh?\Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little.\How does it look?\Oh, it looks great.\Yesss! response:	You too, Maou.
context: Huh?\Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little.\How does it look?\Oh, it looks great.\Yesss!\You too, Maou. response:	I thought you'd be wearing Uniclo again, but...
context: Did you cut your hair, Chiho?\You can tell?\I got it trimmed a little.\How does it look?\Oh, it looks great.\Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but... response:	Huh?
context: You can tell?\I got it trimmed a little.\How does it look?\Oh, it looks great.\Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh? response:	No, no, no!
context: I got it trimmed a little.\How does it look?\Oh, it looks great.\Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no! response:	There's nothing wrong with Uniclo!
context: How does it look?\Oh, it looks great.\Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no!\There's nothing wrong with Uniclo! response:	Uniclo is fine too!
context: Oh, it looks great.\Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too! response:	But you look cooler than usual today.
context: Yesss!\You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today. response:	My roommate insisted I couldn't possibly wear Uniclo on a date.
context: You too, Maou.\I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date. response:	So you consider this a date?
context: I thought you'd be wearing Uniclo again, but...\Huh?\No, no, no!\There's nothing wrong with Uniclo!\Uniclo is fine too!\But you look cooler than usual today.\My roommate insisted I couldn't possibly wear Uniclo on a date.\So you consider this a date? response:	Huh?
