context: Back then, I didn't know what was going on, response:	or what they had talked about.
context: Y-Yeah, but...\Then you could just pretend to go to the bathroom and put them on.\I mean, you carry around your PE clothes, right?\But...\Getting all worked up isn't going to solve a thing.\You didn't want anyone to know who you were?\That's being way too negative.\I know, but... response:	If you're having trouble, just talk to everyone about it.
context: Then you could just pretend to go to the bathroom and put them on.\I mean, you carry around your PE clothes, right?\But...\Getting all worked up isn't going to solve a thing.\You didn't want anyone to know who you were?\That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it. response:	Everyone will help you out.
context: I mean, you carry around your PE clothes, right?\But...\Getting all worked up isn't going to solve a thing.\You didn't want anyone to know who you were?\That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out. response:	Kanna would, Kai would, even I would.
context: But...\Getting all worked up isn't going to solve a thing.\You didn't want anyone to know who you were?\That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would. response:	But...
context: Getting all worked up isn't going to solve a thing.\You didn't want anyone to know who you were?\That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would.\But... response:	No buts.
context: You didn't want anyone to know who you were?\That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would.\But...\No buts. response:	But if everyone hated me because of that...
context: That's being way too negative.\I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would.\But...\No buts.\But if everyone hated me because of that... response:	They won't hate you.
context: I know, but...\If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would.\But...\No buts.\But if everyone hated me because of that...\They won't hate you. response:	Really?
context: If you're having trouble, just talk to everyone about it.\Everyone will help you out.\Kanna would, Kai would, even I would.\But...\No buts.\But if everyone hated me because of that...\They won't hate you.\Really? response:	You can't trust us?
context: Everyone will help you out.\Kanna would, Kai would, even I would.\But...\No buts.\But if everyone hated me because of that...\They won't hate you.\Really?\You can't trust us? response:	There you go.
context: Kanna would, Kai would, even I would.\But...\No buts.\But if everyone hated me because of that...\They won't hate you.\Really?\You can't trust us?\There you go. response:	So, just say what you want to say, okay?
context: But...\No buts.\But if everyone hated me because of that...\They won't hate you.\Really?\You can't trust us?\There you go.\So, just say what you want to say, okay? response:	I like you.
context: No buts.\But if everyone hated me because of that...\They won't hate you.\Really?\You can't trust us?\There you go.\So, just say what you want to say, okay?\I like you. response:	Tetsuro-kun...
context: But if everyone hated me because of that...\They won't hate you.\Really?\You can't trust us?\There you go.\So, just say what you want to say, okay?\I like you.\Tetsuro-kun... response:	I like you.
context: They won't hate you.\Really?\You can't trust us?\There you go.\So, just say what you want to say, okay?\I like you.\Tetsuro-kun...\I like you. response:	I love you.
context: Really?\You can't trust us?\There you go.\So, just say what you want to say, okay?\I like you.\Tetsuro-kun...\I like you.\I love you. response:	I see.
context: You can't trust us?\There you go.\So, just say what you want to say, okay?\I like you.\Tetsuro-kun...\I like you.\I love you.\I see. response:	So that's what happened with Kinoshita.
context: There you go.\So, just say what you want to say, okay?\I like you.\Tetsuro-kun...\I like you.\I love you.\I see.\So that's what happened with Kinoshita. response:	That's why she was so...
context: So, just say what you want to say, okay?\I like you.\Tetsuro-kun...\I like you.\I love you.\I see.\So that's what happened with Kinoshita.\That's why she was so... response:	She said she was sorry.
context: I like you.\Tetsuro-kun...\I like you.\I love you.\I see.\So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry. response:	I'm so pathetic.
context: Tetsuro-kun...\I like you.\I love you.\I see.\So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry.\I'm so pathetic. response:	Huh?
context: I like you.\I love you.\I see.\So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry.\I'm so pathetic.\Huh? response:	I knew she was forcing herself.
context: I love you.\I see.\So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry.\I'm so pathetic.\Huh?\I knew she was forcing herself. response:	But I didn't really try to talk to her about it.
context: I see.\So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry.\I'm so pathetic.\Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it. response:	You ended up taking care of it.
context: So that's what happened with Kinoshita.\That's why she was so...\She said she was sorry.\I'm so pathetic.\Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it. response:	I think Kinoshita-san tried to tell you.
context: That's why she was so...\She said she was sorry.\I'm so pathetic.\Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you. response:	Huh?
context: She said she was sorry.\I'm so pathetic.\Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh? response:	But I ended up telling her I wanted to talk first.
context: I'm so pathetic.\Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first. response:	You mean Kinoshita?
context: Huh?\I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita? response:	Uh, yeah...
context: I knew she was forcing herself.\But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah... response:	Did you have a reason?
context: But I didn't really try to talk to her about it.\You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah...\Did you have a reason? response:	Yeah...
context: You ended up taking care of it.\I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah...\Did you have a reason?\Yeah... response:	Oh, so that's why you found us this afternoon.
context: I think Kinoshita-san tried to tell you.\Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah...\Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon. response:	Was there something you needed to tell her?
context: Huh?\But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah...\Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her? response:	W-Well...
context: But I ended up telling her I wanted to talk first.\You mean Kinoshita?\Uh, yeah...\Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well... response:	That's pretty.
context: You mean Kinoshita?\Uh, yeah...\Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well...\That's pretty. response:	Yeah.
context: Uh, yeah...\Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well...\That's pretty.\Yeah. response:	Things looked like they were going really well for them,
context: Did you have a reason?\Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well...\That's pretty.\Yeah.\Things looked like they were going really well for them, response:	and I was just in the way!
context: Yeah...\Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well...\That's pretty.\Yeah.\Things looked like they were going really well for them,\and I was just in the way! response:	Tetsuro-san said he didn't have someone he liked!
context: Oh, so that's why you found us this afternoon.\Was there something you needed to tell her?\W-Well...\That's pretty.\Yeah.\Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked! response:	I just made a fool out of myself!
context: Was there something you needed to tell her?\W-Well...\That's pretty.\Yeah.\Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself! response:	You came with me on this trip so I could escape my heartbreak.
context: W-Well...\That's pretty.\Yeah.\Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak. response:	And now the same thing happened to you.
context: That's pretty.\Yeah.\Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you. response:	It's not fair! I can't believe she was actually just kind of an airhead.
context: Yeah.\Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead. response:	Things just aren't going right.
context: Things looked like they were going really well for them,\and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right. response:	That's the second one this summer...
context: and I was just in the way!\Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer... response:	It's pretty late.
context: Tetsuro-san said he didn't have someone he liked!\I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer...\It's pretty late. response:	Yeah.
context: I just made a fool out of myself!\You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer...\It's pretty late.\Yeah. response:	I wonder if everyone's worried about us.
context: You came with me on this trip so I could escape my heartbreak.\And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer...\It's pretty late.\Yeah.\I wonder if everyone's worried about us. response:	Yeah.
context: And now the same thing happened to you.\It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer...\It's pretty late.\Yeah.\I wonder if everyone's worried about us.\Yeah. response:	You don't have to tell me how you feel.
context: It's not fair! I can't believe she was actually just kind of an airhead.\Things just aren't going right.\That's the second one this summer...\It's pretty late.\Yeah.\I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel. response:	I already know.
context: Things just aren't going right.\That's the second one this summer...\It's pretty late.\Yeah.\I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel.\I already know. response:	I wonder how Ishigaki-kun's doing.
context: That's the second one this summer...\It's pretty late.\Yeah.\I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing. response:	He's probably still being chased around by Kinoshita's friend.
context: It's pretty late.\Yeah.\I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend. response:	So if a girl chases after a guy that aggressively,
context: Yeah.\I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively, response:	I guess it puts the guy off, huh?
context: I wonder if everyone's worried about us.\Yeah.\You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh? response:	I guess a little bit.
context: Yeah.\You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit. response:	Was it the same with Kinoshita-san?
context: You don't have to tell me how you feel.\I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san? response:	Don't tease me.
context: I already know.\I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me. response:	Sorry, sorry.
context: I wonder how Ishigaki-kun's doing.\He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry. response:	Senpai.
context: He's probably still being chased around by Kinoshita's friend.\So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry.\Senpai. response:	What is it?
context: So if a girl chases after a guy that aggressively,\I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry.\Senpai.\What is it? response:	I don't want to be chased after by someone,
context: I guess it puts the guy off, huh?\I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry.\Senpai.\What is it?\I don't want to be chased after by someone, response:	I want to be the one chasing.
context: I guess a little bit.\Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry.\Senpai.\What is it?\I don't want to be chased after by someone,\I want to be the one chasing. response:	I want to chase after the person I like.
context: Was it the same with Kinoshita-san?\Don't tease me.\Sorry, sorry.\Senpai.\What is it?\I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like. response:	But if my feelings are going to make you uncomfortable...
context: Don't tease me.\Sorry, sorry.\Senpai.\What is it?\I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable... response:	They won't!
context: Sorry, sorry.\Senpai.\What is it?\I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't! response:	I'm not uncomfortable at all.
context: Senpai.\What is it?\I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all. response:	D-Don't...
context: What is it?\I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all.\D-Don't... response:	Don't...
context: I don't want to be chased after by someone,\I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all.\D-Don't...\Don't... response:	What are you two doing, meow?
context: I want to be the one chasing.\I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all.\D-Don't...\Don't...\What are you two doing, meow? response:	T-T-Tanigawa-san?!
context: I want to chase after the person I like.\But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all.\D-Don't...\Don't...\What are you two doing, meow?\T-T-Tanigawa-san?! response:	We weren't doing anything at all!
context: But if my feelings are going to make you uncomfortable...\They won't!\I'm not uncomfortable at all.\D-Don't...\Don't...\What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all! response:	Wait, why are you wearing that?
context: They won't!\I'm not uncomfortable at all.\D-Don't...\Don't...\What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that? response:	Where did the two of you go, meow?
context: I'm not uncomfortable at all.\D-Don't...\Don't...\What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow? response:	Wait...
context: D-Don't...\Don't...\What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow?\Wait... response:	Where were the two of you?!
context: Don't...\What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow?\Wait...\Where were the two of you?! response:	Hey, what's going on?
context: What are you two doing, meow?\T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow?\Wait...\Where were the two of you?!\Hey, what's going on? response:	The two of us were having a little girl talk.
context: T-T-Tanigawa-san?!\We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow?\Wait...\Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk. response:	Huh?!
context: We weren't doing anything at all!\Wait, why are you wearing that?\Where did the two of you go, meow?\Wait...\Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk.\Huh?! response:	Tanigawa-san, are you okay?!
context: Wait, why are you wearing that?\Where did the two of you go, meow?\Wait...\Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?! response:	Oh, Takatsuki-senpai!
context: Where did the two of you go, meow?\Wait...\Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai! response:	Kiss!
context: Wait...\Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss! response:	What are you doing, Tanigawa?!
context: Where were the two of you?!\Hey, what's going on?\The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?! response:	One for Kaito-kun, too...
context: Hey, what's going on?\The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too... response:	Wai
context: The two of us were having a little girl talk.\Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai response:	No!
context: Huh?!\Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai\No! response:	Stop it!
context: Tanigawa-san, are you okay?!\Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai\No!\Stop it! response:	Kanna?
context: Oh, Takatsuki-senpai!\Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai\No!\Stop it!\Kanna? response:	Tanigawa-san...
context: Kiss!\What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai\No!\Stop it!\Kanna?\Tanigawa-san... response:	What are you guys doing?
context: What are you doing, Tanigawa?!\One for Kaito-kun, too...\Wai\No!\Stop it!\Kanna?\Tanigawa-san...\What are you guys doing? response:	Tetsuro-meow and Mio-meow.
context: One for Kaito-kun, too...\Wai\No!\Stop it!\Kanna?\Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow. response:	Where were you two, meow?
context: Wai\No!\Stop it!\Kanna?\Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow? response:	Meow?
context: No!\Stop it!\Kanna?\Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow? response:	Wait...
context: Stop it!\Kanna?\Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow?\Wait... response:	Where were you two?!
context: Kanna?\Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow?\Wait...\Where were you two?! response:	Wh-What?
context: Tanigawa-san...\What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow?\Wait...\Where were you two?!\Wh-What? response:	K-Kanna!
context: What are you guys doing?\Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow?\Wait...\Where were you two?!\Wh-What?\K-Kanna! response:	Totally not fair!
context: Tetsuro-meow and Mio-meow.\Where were you two, meow?\Meow?\Wait...\Where were you two?!\Wh-What?\K-Kanna!\Totally not fair! response:	I was the only one left behind!
context: Where were you two, meow?\Meow?\Wait...\Where were you two?!\Wh-What?\K-Kanna!\Totally not fair!\I was the only one left behind! response:	And I'm tired.
context: Meow?\Wait...\Where were you two?!\Wh-What?\K-Kanna!\Totally not fair!\I was the only one left behind!\And I'm tired. response:	Y-You can't sleep out here.
context: Wait...\Where were you two?!\Wh-What?\K-Kanna!\Totally not fair!\I was the only one left behind!\And I'm tired.\Y-You can't sleep out here. response:	What's going on?!
context: Where were you two?!\Wh-What?\K-Kanna!\Totally not fair!\I was the only one left behind!\And I'm tired.\Y-You can't sleep out here.\What's going on?! response:	Wake up!
context: Wh-What?\K-Kanna!\Totally not fair!\I was the only one left behind!\And I'm tired.\Y-You can't sleep out here.\What's going on?!\Wake up! response:	Meow!
context: K-Kanna!\Totally not fair!\I was the only one left behind!\And I'm tired.\Y-You can't sleep out here.\What's going on?!\Wake up!\Meow! response:	You... protected me.
context: Totally not fair!\I was the only one left behind!\And I'm tired.\Y-You can't sleep out here.\What's going on?!\Wake up!\Meow!\You... protected me. response:	I'm sorry.
context: I was the only one left behind!\And I'm tired.\Y-You can't sleep out here.\What's going on?!\Wake up!\Meow!\You... protected me.\I'm sorry. response:	Thank you.
context: And I'm tired.\Y-You can't sleep out here.\What's going on?!\Wake up!\Meow!\You... protected me.\I'm sorry.\Thank you. response:	Cut.
context: Y-You can't sleep out here.\What's going on?!\Wake up!\Meow!\You... protected me.\I'm sorry.\Thank you.\Cut. response:	Now Kinoshita-san has finished all of her scenes.
context: What's going on?!\Wake up!\Meow!\You... protected me.\I'm sorry.\Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes. response:	We're done filming.
context: Wake up!\Meow!\You... protected me.\I'm sorry.\Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming. response:	Good work.
context: Meow!\You... protected me.\I'm sorry.\Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work. response:	You, too.
context: You... protected me.\I'm sorry.\Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work.\You, too. response:	I have a plane to catch, so I'll see you guys.
context: I'm sorry.\Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work.\You, too.\I have a plane to catch, so I'll see you guys. response:	Sorry to keep you here until the last minute.
context: Thank you.\Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work.\You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute. response:	It's fine.
context: Cut.\Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work.\You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine. response:	Good luck filming.
context: Now Kinoshita-san has finished all of her scenes.\We're done filming.\Good work.\You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine.\Good luck filming. response:	When it's done, let me see.
context: We're done filming.\Good work.\You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine.\Good luck filming.\When it's done, let me see. response:	Sure.
context: Good work.\You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine.\Good luck filming.\When it's done, let me see.\Sure. response:	Kinoshita-san, here you go.
context: You, too.\I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine.\Good luck filming.\When it's done, let me see.\Sure.\Kinoshita-san, here you go. response:	Thanks.
context: I have a plane to catch, so I'll see you guys.\Sorry to keep you here until the last minute.\It's fine.\Good luck filming.\When it's done, let me see.\Sure.\Kinoshita-san, here you go.\Thanks. response:	If you don't make a move, I'll take Umi-chan from you.
context: Sorry to keep you here until the last minute.\It's fine.\Good luck filming.\When it's done, let me see.\Sure.\Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you. response:	Huh?
context: It's fine.\Good luck filming.\When it's done, let me see.\Sure.\Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh? response:	See you!
context: Good luck filming.\When it's done, let me see.\Sure.\Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh?\See you! response:	Going to miss her?
context: When it's done, let me see.\Sure.\Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh?\See you!\Going to miss her? response:	A little.
context: Sure.\Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh?\See you!\Going to miss her?\A little. response:	She was your first love, after all.
context: Kinoshita-san, here you go.\Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh?\See you!\Going to miss her?\A little.\She was your first love, after all. response:	I told you it wasn't like that!
context: Thanks.\If you don't make a move, I'll take Umi-chan from you.\Huh?\See you!\Going to miss her?\A little.\She was your first love, after all.\I told you it wasn't like that! response:	Our flight is in the evening, right?
context: If you don't make a move, I'll take Umi-chan from you.\Huh?\See you!\Going to miss her?\A little.\She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right? response:	It's at 5 o'clock.
context: Huh?\See you!\Going to miss her?\A little.\She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock. response:	We're done filming today.
context: See you!\Going to miss her?\A little.\She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today. response:	As soon as we clean up the set,
context: Going to miss her?\A little.\She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set, response:	let's enjoy the Okinawan ocean.
context: A little.\She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean. response:	Agreed!
context: She was your first love, after all.\I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed! response:	Hey!
context: I told you it wasn't like that!\Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed!\Hey! response:	Senpai!
context: Our flight is in the evening, right?\It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed!\Hey!\Senpai! response:	I realized.
context: It's at 5 o'clock.\We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed!\Hey!\Senpai!\I realized. response:	How I feel...
context: We're done filming today.\As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed!\Hey!\Senpai!\I realized.\How I feel... response:	Episode 8 Senpai's pinch.
context: As soon as we clean up the set,\let's enjoy the Okinawan ocean.\Agreed!\Hey!\Senpai!\I realized.\How I feel...\Episode 8 Senpai's pinch. response:	Kitahara-san, Remon wants us all to go to a festival.
context: let's enjoy the Okinawan ocean.\Agreed!\Hey!\Senpai!\I realized.\How I feel...\Episode 8 Senpai's pinch.\Kitahara-san, Remon wants us all to go to a festival. response:	That's dangerous.
context: Agreed!\Hey!\Senpai!\I realized.\How I feel...\Episode 8 Senpai's pinch.\Kitahara-san, Remon wants us all to go to a festival.\That's dangerous. response:	Why?
context: Hey!\Senpai!\I realized.\How I feel...\Episode 8 Senpai's pinch.\Kitahara-san, Remon wants us all to go to a festival.\That's dangerous.\Why? response:	I smell a plot!
