context: What?! Really?! response:	We have just received information
context: Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me!\Jijii! response:	A monster!
context: Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me!\Jijii!\A monster! response:	Jijii!
context: Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me!\Jijii!\A monster!\Jijii! response:	Jijii!
context: Stop!\Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me!\Jijii!\A monster!\Jijii!\Jijii! response:	Shoot! I've lost sight of him!
context: Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me!\Jijii!\A monster!\Jijii!\Jijii!\Shoot! I've lost sight of him! response:	Tuxedo Mask. It's too bad, but this rainbow crystal is mine.
context: Jijii!\Zoisite! You coward! Fight me!\Jijii!\A monster!\Jijii!\Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine. response:	Miss Rei, there's a monster in the shrine!
context: Zoisite! You coward! Fight me!\Jijii!\A monster!\Jijii!\Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine! response:	Oh! Don't look!
context: Jijii!\A monster!\Jijii!\Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look! response:	I saw her!
context: A monster!\Jijii!\Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her! response:	This is no time to be worrying about that!
context: Jijii!\Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her!\This is no time to be worrying about that! response:	I do worry, okay?!
context: Jijii!\Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her!\This is no time to be worrying about that!\I do worry, okay?! response:	We have to hurry and run!
context: Shoot! I've lost sight of him!\Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her!\This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run! response:	Jijii!
context: Tuxedo Mask. It's too bad, but this rainbow crystal is mine.\Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her!\This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run!\Jijii! response:	What's wrong? Oh! A monster!
context: Miss Rei, there's a monster in the shrine!\Oh! Don't look!\I saw her!\This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run!\Jijii!\What's wrong? Oh! A monster! response:	Jijii!
context: Oh! Don't look!\I saw her!\This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run!\Jijii!\What's wrong? Oh! A monster!\Jijii! response:	What's a monster doing here?!
context: I saw her!\This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run!\Jijii!\What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?! response:	Jijii!
context: This is no time to be worrying about that!\I do worry, okay?!\We have to hurry and run!\Jijii!\What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?!\Jijii! response:	Jijii!
context: I do worry, okay?!\We have to hurry and run!\Jijii!\What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?!\Jijii!\Jijii! response:	Yuichiro!
context: We have to hurry and run!\Jijii!\What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?!\Jijii!\Jijii!\Yuichiro! response:	Jijii!
context: Jijii!\What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?!\Jijii!\Jijii!\Yuichiro!\Jijii! response:	Please run, quickly!
context: What's wrong? Oh! A monster!\Jijii!\What's a monster doing here?!\Jijii!\Jijii!\Yuichiro!\Jijii!\Please run, quickly! response:	Yuichiro!
context: Jijii!\What's a monster doing here?!\Jijii!\Jijii!\Yuichiro!\Jijii!\Please run, quickly!\Yuichiro! response:	If it's for you, Miss Rei, I won't mind dying!
context: What's a monster doing here?!\Jijii!\Jijii!\Yuichiro!\Jijii!\Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying! response:	Jijii!
context: Jijii!\Jijii!\Yuichiro!\Jijii!\Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii! response:	Why you! Jijii!
context: Jijii!\Yuichiro!\Jijii!\Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii! response:	Why you!
context: Yuichiro!\Jijii!\Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii!\Why you! response:	Miss Rei, please run!
context: Jijii!\Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii!\Why you!\Miss Rei, please run! response:	Yuichiro!
context: Please run, quickly!\Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii!\Why you!\Miss Rei, please run!\Yuichiro! response:	Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!
context: Yuichiro!\If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii!\Why you!\Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen! response:	Jijii!
context: If it's for you, Miss Rei, I won't mind dying!\Jijii!\Why you! Jijii!\Why you!\Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii! response:	Rei!
context: Jijii!\Why you! Jijii!\Why you!\Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei! response:	Grandpa?! That monster is Grandpa?
context: Why you! Jijii!\Why you!\Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei!\Grandpa?! That monster is Grandpa? response:	Jijii!
context: Why you!\Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei!\Grandpa?! That monster is Grandpa?\Jijii! response:	What in the world happened to you, Grandpa?!
context: Miss Rei, please run!\Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei!\Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?! response:	Jijii!
context: Yuichiro!\Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei!\Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?!\Jijii! response:	Grandpa...
context: Rin, Pyo, Tou, Sha, Kai, Jin, Retsu, Zai, Zen!\Jijii!\Rei!\Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?!\Jijii!\Grandpa... response:	Jijii!
context: Jijii!\Rei!\Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?!\Jijii!\Grandpa...\Jijii! response:	Jijii!
context: Rei!\Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?!\Jijii!\Grandpa...\Jijii!\Jijii! response:	Wait!
context: Grandpa?! That monster is Grandpa?\Jijii!\What in the world happened to you, Grandpa?!\Jijii!\Grandpa...\Jijii!\Jijii!\Wait! response:	Jijii!
context: Jijii!\What in the world happened to you, Grandpa?!\Jijii!\Grandpa...\Jijii!\Jijii!\Wait!\Jijii! response:	Grandpa, please wake up!
context: What in the world happened to you, Grandpa?!\Jijii!\Grandpa...\Jijii!\Jijii!\Wait!\Jijii!\Grandpa, please wake up! response:	I'm your beloved granddaughter, Rei!
context: Jijii!\Grandpa...\Jijii!\Jijii!\Wait!\Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei! response:	Jijii!
context: Grandpa...\Jijii!\Jijii!\Wait!\Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii! response:	Usually, in situations like this,
context: Jijii!\Jijii!\Wait!\Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this, response:	he'll awaken to the little bit of human heart left in him,
context: Jijii!\Wait!\Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him, response:	and he should hesitate to attack.
context: Wait!\Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack. response:	Jijii!
context: Jijii!\Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii! response:	Grandpa!
context: Grandpa, please wake up!\I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii!\Grandpa! response:	Jijii!
context: I'm your beloved granddaughter, Rei!\Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii!\Grandpa!\Jijii! response:	This isn't a usual situation! Jijii!
context: Jijii!\Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii!\Grandpa!\Jijii!\This isn't a usual situation! Jijii! response:	This isn't a usual situation!
context: Usually, in situations like this,\he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii!\Grandpa!\Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation! response:	Jijii!
context: he'll awaken to the little bit of human heart left in him,\and he should hesitate to attack.\Jijii!\Grandpa!\Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii! response:	Stop right there!
context: and he should hesitate to attack.\Jijii!\Grandpa!\Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii!\Stop right there! response:	I won't forgive you for being mean to my dear friend, Rei!
context: Jijii!\Grandpa!\Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei! response:	Moon Prism Power Makeup!
context: Grandpa!\Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup! response:	I'm a sailor warrior of love and justice, Sailor Moon!
context: Jijii!\This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon! response:	In the name of the moon, I will punish you!
context: This isn't a usual situation! Jijii!\This isn't a usual situation!\Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you! response:	Jijii!
context: This isn't a usual situation!\Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii! response:	Thanks, you saved me!
context: Jijii!\Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me! response:	It's okay, you don't need to thank me.
context: Stop right there!\I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me. response:	By the way, these rice cakes are yummy! Try one!
context: I won't forgive you for being mean to my dear friend, Rei!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one! response:	You're such a dummy! This is no time to be eating rice cakes!
context: Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes! response:	Oh, right. Okay!
context: I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay! response:	Wait! That monster is my grandpa!
context: In the name of the moon, I will punish you!\Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa! response:	What?! No way! That's Grandpa?!
context: Jijii!\Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?! response:	I get it! His sudden personality change
context: Thanks, you saved me!\It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change response:	was a symptom of this!
context: It's okay, you don't need to thank me.\By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this! response:	Jijii!
context: By the way, these rice cakes are yummy! Try one!\You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this!\Jijii! response:	What do we do now?!
context: You're such a dummy! This is no time to be eating rice cakes!\Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this!\Jijii!\What do we do now?! response:	Jijii!
context: Oh, right. Okay!\Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this!\Jijii!\What do we do now?!\Jijii! response:	Jijii!
context: Wait! That monster is my grandpa!\What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this!\Jijii!\What do we do now?!\Jijii!\Jijii! response:	Rei, do something!
context: What?! No way! That's Grandpa?!\I get it! His sudden personality change\was a symptom of this!\Jijii!\What do we do now?!\Jijii!\Jijii!\Rei, do something! response:	The monster's my favorite Grandpa! I don't know what to do!
context: I get it! His sudden personality change\was a symptom of this!\Jijii!\What do we do now?!\Jijii!\Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do! response:	Rei, use the talisman! Immobilize the monster with the talisman!
context: was a symptom of this!\Jijii!\What do we do now?!\Jijii!\Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman! response:	Jijii!
context: Jijii!\What do we do now?!\Jijii!\Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii! response:	Okay!
context: What do we do now?!\Jijii!\Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay! response:	Wake up already, Grandpa!
context: Jijii!\Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay!\Wake up already, Grandpa! response:	Be gone, evil spirit!
context: Jijii!\Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay!\Wake up already, Grandpa!\Be gone, evil spirit! response:	Sailor Moon, now! Hurry!
context: Rei, do something!\The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay!\Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry! response:	Jijii!
context: The monster's my favorite Grandpa! I don't know what to do!\Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay!\Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii! response:	Grandpa! Please go back to being a good boy!
context: Rei, use the talisman! Immobilize the monster with the talisman!\Jijii!\Okay!\Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy! response:	Moon Healing Escalation!
context: Jijii!\Okay!\Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation! response:	Refresh!
context: Okay!\Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh! response:	Grandpa!
context: Wake up already, Grandpa!\Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh!\Grandpa! response:	I'm glad.
context: Be gone, evil spirit!\Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh!\Grandpa!\I'm glad. response:	Yeah.
context: Sailor Moon, now! Hurry!\Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh!\Grandpa!\I'm glad.\Yeah. response:	Oh, Mako.
context: Jijii!\Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh!\Grandpa!\I'm glad.\Yeah.\Oh, Mako. response:	Hikawa Shrine Oh, Mako.
context: Grandpa! Please go back to being a good boy!\Moon Healing Escalation!\Refresh!\Grandpa!\I'm glad.\Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako. response:	Hikawa Shrine Hey, what are you doing here so late?
context: Moon Healing Escalation!\Refresh!\Grandpa!\I'm glad.\Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late? response:	Well, Rei and Usagi split up after fighting, right?
context: Refresh!\Grandpa!\I'm glad.\Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right? response:	So, I thought I'd talk to Rei about patching things up with her.
context: Grandpa!\I'm glad.\Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her. response:	Oh, you, too?
context: I'm glad.\Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too? response:	What?! Then, you, too?
context: Yeah.\Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too? response:	Female friendships tend to break easily once cracked,
context: Oh, Mako.\Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked, response:	so I thought they should repair things while it's still early.
context: Hikawa Shrine Oh, Mako.\Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early. response:	Yes!
context: Hikawa Shrine Hey, what are you doing here so late?\Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes! response:	You're right!
context: Well, Rei and Usagi split up after fighting, right?\So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes!\You're right! response:	These rice cakes with sweet bean jam filling are delicious!
context: So, I thought I'd talk to Rei about patching things up with her.\Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious! response:	Aren't they, though?!
context: Oh, you, too?\What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?! response:	But where did that weird monster go?
context: What?! Then, you, too?\Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go? response:	Weird monster?
context: Female friendships tend to break easily once cracked,\so I thought they should repair things while it's still early.\Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go?\Weird monster? response:	I can't believe you, Grandpa! Don't you remember anything?
context: so I thought they should repair things while it's still early.\Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything? response:	There's no such things as monsters! Right, Usagi?
context: Yes!\You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi? response:	Yuichiro, are you sure you weren't half-asleep and dreaming?
context: You're right!\These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming? response:	I bet you were!
context: These rice cakes with sweet bean jam filling are delicious!\Aren't they, though?!\But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were! response:	I don't know. It didn't seem like a dream.
context: Aren't they, though?!\But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream. response:	Uh-oh! I don't know. It didn't seem like a dream.
context: But where did that weird monster go?\Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream. response:	Uh-oh!
context: Weird monster?\I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh! response:	Well, it doesn't matter.
context: I can't believe you, Grandpa! Don't you remember anything?\There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter. response:	Yuichiro...
context: There's no such things as monsters! Right, Usagi?\Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter.\Yuichiro... response:	What?
context: Yuichiro, are you sure you weren't half-asleep and dreaming?\I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter.\Yuichiro...\What? response:	You seem like a stupid slowpoke, What?
context: I bet you were!\I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter.\Yuichiro...\What?\You seem like a stupid slowpoke, What? response:	You seem like a stupid slowpoke,
context: I don't know. It didn't seem like a dream.\Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter.\Yuichiro...\What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke, response:	but you're actually brave and kind, aren't you?
context: Uh-oh! I don't know. It didn't seem like a dream.\Uh-oh!\Well, it doesn't matter.\Yuichiro...\What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you? response:	This is youth! I'm living my youth to the maximum right now!
context: Uh-oh!\Well, it doesn't matter.\Yuichiro...\What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now! response:	Rei, have you fallen in love with Yuichiro?
context: Well, it doesn't matter.\Yuichiro...\What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro? response:	Don't be ridiculous! That's not it!
context: Yuichiro...\What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it! response:	Grandpa's always yelling at him,
context: What?\You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him, response:	so I just felt sorry for him and kissed him as consolation!
context: You seem like a stupid slowpoke, What?\You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation! response:	How sweet!
context: You seem like a stupid slowpoke,\but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet! response:	You've got the wrong idea!
context: but you're actually brave and kind, aren't you?\This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea! response:	Rei! I won't let you marry the likes of Yuichiro!
context: This is youth! I'm living my youth to the maximum right now!\Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro! response:	Marriage! Marriage!
context: Rei, have you fallen in love with Yuichiro?\Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage! response:	Don't say such weird things!
