context: Hold your breath response:	Deadly Night awaits us
context: Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh?\Huh?\Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons, response:	the Demon Tool BREW came into being.
context: Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh?\Huh?\Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being. response:	Long ago, I had an encounter with a man that had same eyes as you.
context: But that's the truth.\Huh?\Huh?\Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you. response:	He, too, bore the tattoo of a star.
context: Huh?\Huh?\Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star. response:	He robbed the life of even those with a good heart.
context: Huh?\Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart. response:	You, the Star Clan.
context: Huh?\Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan. response:	Are you trying to stray from the path of the warrior to follow the path of the demon?
context: Together with Eibon's research on the Demon Tools,\and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon? response:	Path?
context: and also Arachne's forbidden research on the creation of the Demon Weapons,\the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path? response:	What a load of crap.
context: the Demon Tool BREW came into being.\Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap. response:	I've come here only to win.
context: Long ago, I had an encounter with a man that had same eyes as you.\He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap.\I've come here only to win. response:	That's all there is to it.
context: He, too, bore the tattoo of a star.\He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap.\I've come here only to win.\That's all there is to it. response:	It's still not too late.
context: He robbed the life of even those with a good heart.\You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap.\I've come here only to win.\That's all there is to it.\It's still not too late. response:	Stop while you still can.
context: You, the Star Clan.\Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap.\I've come here only to win.\That's all there is to it.\It's still not too late.\Stop while you still can. response:	I'm done listening to your nonsense!
context: Are you trying to stray from the path of the warrior to follow the path of the demon?\Path?\What a load of crap.\I've come here only to win.\That's all there is to it.\It's still not too late.\Stop while you still can.\I'm done listening to your nonsense! response:	So you're talking about the notorious Star Clan?
context: Path?\What a load of crap.\I've come here only to win.\That's all there is to it.\It's still not too late.\Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan? response:	Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!
context: What a load of crap.\I've come here only to win.\That's all there is to it.\It's still not too late.\Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all! response:	Even if it doesn't interest you, the child of a demon shall always remain a demon.
context: I've come here only to win.\That's all there is to it.\It's still not too late.\Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon. response:	It's impossible for you to cut your ties with that cursed clan.
context: That's all there is to it.\It's still not too late.\Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan. response:	Shut up!
context: It's still not too late.\Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up! response:	Even with all this strength...
context: Stop while you still can.\I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength... response:	Why?
context: I'm done listening to your nonsense!\So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength...\Why? response:	There's no such thing as hardships in life.
context: So you're talking about the notorious Star Clan?\Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength...\Why?\There's no such thing as hardships in life. response:	Only winning or losing exists.
context: Well, listening to the story of a clan which got completely wiped out doesn't interest me at all!\Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength...\Why?\There's no such thing as hardships in life.\Only winning or losing exists. response:	Are you planning to cut even your own soul with the sword which you used to take so many lives?
context: Even if it doesn't interest you, the child of a demon shall always remain a demon.\It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength...\Why?\There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives? response:	He was the first to let me know what fear really is.
context: It's impossible for you to cut your ties with that cursed clan.\Shut up!\Even with all this strength...\Why?\There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is. response:	But even the man, who was feared as the demon itself,
context: Shut up!\Even with all this strength...\Why?\There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself, response:	feared that he would one day be defeated,
context: Even with all this strength...\Why?\There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated, response:	and was trembling helplessly deep down in his soul, without being known by anyone.
context: Why?\There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone. response:	Heh.
context: There's no such thing as hardships in life.\Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh. response:	For a samurai, you speak too much!
context: Only winning or losing exists.\Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much! response:	If it's defeat, I believe you've already got a taste of it.
context: Are you planning to cut even your own soul with the sword which you used to take so many lives?\He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it. response:	What did you say?!
context: He was the first to let me know what fear really is.\But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?! response:	There was only one reason that had caused that man to lose his path.
context: But even the man, who was feared as the demon itself,\feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path. response:	White Star, let's end this!
context: feared that he would one day be defeated,\and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this! response:	You-!
context: and was trembling helplessly deep down in his soul, without being known by anyone.\Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-! response:	You're no longer a human.
context: Heh.\For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-!\You're no longer a human. response:	He lost the battle against the darkness within himself.
context: For a samurai, you speak too much!\If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-!\You're no longer a human.\He lost the battle against the darkness within himself. response:	How about you?
context: If it's defeat, I believe you've already got a taste of it.\What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-!\You're no longer a human.\He lost the battle against the darkness within himself.\How about you? response:	Would you persist on fighting and choose the path of the demon?
context: What did you say?!\There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-!\You're no longer a human.\He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon? response:	I'm not gonna lose.
context: There was only one reason that had caused that man to lose his path.\White Star, let's end this!\You-!\You're no longer a human.\He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose. response:	His soul was weak, that's why he lost!
context: White Star, let's end this!\You-!\You're no longer a human.\He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost! response:	It's that simple!
context: You-!\You're no longer a human.\He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple! response:	He was strong!
context: You're no longer a human.\He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple!\He was strong! response:	No matter where stood, he'd reach up higher,
context: He lost the battle against the darkness within himself.\How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple!\He was strong!\No matter where stood, he'd reach up higher, response:	and always pushed himself to the limit.
context: How about you?\Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple!\He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit. response:	Eventually,
context: Would you persist on fighting and choose the path of the demon?\I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple!\He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually, response:	he broke away from the path of the warrior, and fell into the path of the demon!
context: I'm not gonna lose.\His soul was weak, that's why he lost!\It's that simple!\He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon! response:	I'll ask you again.
context: His soul was weak, that's why he lost!\It's that simple!\He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again. response:	Which path would you choose?
context: It's that simple!\He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose? response:	Is it the path of the demon,
context: He was strong!\No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose?\Is it the path of the demon, response:	or the path or the warrior?
context: No matter where stood, he'd reach up higher,\and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose?\Is it the path of the demon,\or the path or the warrior? response:	Shut up already, you damn samurai!
context: and always pushed himself to the limit.\Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose?\Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai! response:	Stop ordering me around!
context: Eventually,\he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose?\Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around! response:	In the end, he still chose to walk into the darkness.
context: he broke away from the path of the warrior, and fell into the path of the demon!\I'll ask you again.\Which path would you choose?\Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness. response:	BLACK STAR!!!
context: I'll ask you again.\Which path would you choose?\Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!! response:	The power's overwhelming!
context: Which path would you choose?\Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming! response:	I'll enjoy killing each and everyone of you!
context: Is it the path of the demon,\or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you! response:	Hey, Excalibur, doesn't this feel like class reunion?
context: or the path or the warrior?\Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion? response:	Have you came all the way here to meet Eibon too?
context: Shut up already, you damn samurai!\Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too? response:	Heh.
context: Stop ordering me around!\In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh. response:	Well, that's only part of it.
context: In the end, he still chose to walk into the darkness.\BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it. response:	There's still another reason for me to have come here.
context: BLACK STAR!!!\The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it.\There's still another reason for me to have come here. response:	Are you planning to help us out?
context: The power's overwhelming!\I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out? response:	Fool!
context: I'll enjoy killing each and everyone of you!\Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out?\Fool! response:	You're got it wrong.
context: Hey, Excalibur, doesn't this feel like class reunion?\Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out?\Fool!\You're got it wrong. response:	I'm here to only to observe.
context: Have you came all the way here to meet Eibon too?\Heh.\Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out?\Fool!\You're got it wrong.\I'm here to only to observe. response:	Well, let's begin.
context: Heh.\Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out?\Fool!\You're got it wrong.\I'm here to only to observe.\Well, let's begin. response:	BREW,
context: Well, that's only part of it.\There's still another reason for me to have come here.\Are you planning to help us out?\Fool!\You're got it wrong.\I'm here to only to observe.\Well, let's begin.\BREW, response:	unlock.
