context: I haven't smelled tatami mats in a long time. response:	I haven't smelled tatami mats in a long time.
context: Wh-Wh-Wh-What could you possibly accomplish?\Who the hell are you?!\S-S-S-S-S-S-S-S-S-S-S...\Scary\Sorry!\You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by! response:	And what's a delivery boy got to do with any of this?
context: Who the hell are you?!\S-S-S-S-S-S-S-S-S-S-S...\Scary\Sorry!\You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this? response:	No matter how much you might hate them,
context: S-S-S-S-S-S-S-S-S-S-S...\Scary\Sorry!\You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them, response:	you shouldn't take hostages or blow up bombs.
context: Scary\Sorry!\You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs. response:	I'm sure there's something to live for.
context: Sorry!\You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for. response:	Like what?
context: You're not with the agency.\A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what? response:	Huh?
context: A-A-As you can tell,\I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what?\Huh? response:	Wait a minute... Did you just start that thought without thinking it through?
context: I'm just a newspaper delivery boy who happened to pass by!\And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through? response:	What's something to live for?!
context: And what's a delivery boy got to do with any of this?\No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?! response:	What?!
context: No matter how much you might hate them,\you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?! response:	S... S... Sure, that's true.
context: you shouldn't take hostages or blow up bombs.\I'm sure there's something to live for.\Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?!\S... S... Sure, that's true. response:	You can eat a lot of tea on rice!
context: I'm sure there's something to live for.\Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice! response:	You can sleep somewhere with a roof over your head!
context: Like what?\Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head! response:	When you go to sleep at night, you can wake up to a new day!
context: Huh?\Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day! response:	And every day is a new day!
context: Wait a minute... Did you just start that thought without thinking it through?\What's something to live for?!\What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day! response:	But...
context: What's something to live for?!\What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But... response:	If you blow up, neither you nor I will see another new day...
context: What?!\S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But...\If you blow up, neither you nor I will see another new day... response:	because we'll be dead.
context: S... S... Sure, that's true.\You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But...\If you blow up, neither you nor I will see another new day...\because we'll be dead. response:	I know that!
context: You can eat a lot of tea on rice!\You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But...\If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that! response:	What?!
context: You can sleep somewhere with a roof over your head!\When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But...\If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that!\What?! response:	Um...
context: When you go to sleep at night, you can wake up to a new day!\And every day is a new day!\But...\If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that!\What?!\Um... response:	I think you should reconsider.
context: And every day is a new day!\But...\If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that!\What?!\Um...\I think you should reconsider. response:	I mean, if you die...
context: But...\If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that!\What?!\Um...\I think you should reconsider.\I mean, if you die... response:	You're really dead!
context: If you blow up, neither you nor I will see another new day...\because we'll be dead.\I know that!\What?!\Um...\I think you should reconsider.\I mean, if you die...\You're really dead! response:	I'm sure you might wish you were dead sometimes,
context: because we'll be dead.\I know that!\What?!\Um...\I think you should reconsider.\I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes, response:	but there are people who keep on living, even if the going's tough.
context: I know that!\What?!\Um...\I think you should reconsider.\I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough. response:	Oh, people like me!
context: What?!\Um...\I think you should reconsider.\I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me! response:	I have no family and no friends.
context: Um...\I think you should reconsider.\I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends. response:	I even got chased out of an orphanage,
context: I think you should reconsider.\I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage, response:	and I have nowhere to go,
context: I mean, if you die...\You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go, response:	and no hope for the future...
context: You're really dead!\I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future... response:	Besides, I even turn into a tiger.
context: I'm sure you might wish you were dead sometimes,\but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger. response:	Yeah, that's right!
context: but there are people who keep on living, even if the going's tough.\Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right! response:	It's true that, like you say,
context: Oh, people like me!\I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say, response:	I lack redeeming qualities,
context: I have no family and no friends.\I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities, response:	and everyone'd agree that I'm the scum of society.
context: I even got chased out of an orphanage,\and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society. response:	But I still manage keep on living without going all postal about it!
context: and I have nowhere to go,\and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it! response:	Good job, Atsushi-kun.
context: and no hope for the future...\Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun. response:	You have acting like a worthless human being down to an art form.
context: Besides, I even turn into a tiger.\Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form. response:	So why don't you toss that bomb aside,
context: Yeah, that's right!\It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside, response:	and we can look for jobs together?
context: It's true that, like you say,\I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together? response:	Okay?
context: I lack redeeming qualities,\and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together?\Okay? response:	You already forgot you're pretending to deliver newspapers?
context: and everyone'd agree that I'm the scum of society.\But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers? response:	N-No, I'm not exactly looking for one...
context: But I still manage keep on living without going all postal about it!\Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one... response:	Now, Kunikida-kun.
context: Good job, Atsushi-kun.\You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun. response:	I know!
context: You have acting like a worthless human being down to an art form.\So why don't you toss that bomb aside,\and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know! response:	Doppo Poet
context: So why don't you toss that bomb aside,\and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know!\Doppo Poet response:	Doppo Poet...
context: and we can look for jobs together?\Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know!\Doppo Poet\Doppo Poet... response:	Wire Gun!
context: Okay?\You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know!\Doppo Poet\Doppo Poet...\Wire Gun! response:	Wire Gun
context: You already forgot you're pretending to deliver newspapers?\N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know!\Doppo Poet\Doppo Poet...\Wire Gun!\Wire Gun response:	Crap...
context: N-No, I'm not exactly looking for one...\Now, Kunikida-kun.\I know!\Doppo Poet\Doppo Poet...\Wire Gun!\Wire Gun\Crap... response:	Get him, Kunikida-kun!
context: Now, Kunikida-kun.\I know!\Doppo Poet\Doppo Poet...\Wire Gun!\Wire Gun\Crap...\Get him, Kunikida-kun! response:	Like I already said, I know!
context: I know!\Doppo Poet\Doppo Poet...\Wire Gun!\Wire Gun\Crap...\Get him, Kunikida-kun!\Like I already said, I know! response:	One down!
context: Doppo Poet\Doppo Poet...\Wire Gun!\Wire Gun\Crap...\Get him, Kunikida-kun!\Like I already said, I know!\One down! response:	All right. Good job, everyone.
context: Doppo Poet...\Wire Gun!\Wire Gun\Crap...\Get him, Kunikida-kun!\Like I already said, I know!\One down!\All right. Good job, everyone. response:	One down, you say?
context: Wire Gun!\Wire Gun\Crap...\Get him, Kunikida-kun!\Like I already said, I know!\One down!\All right. Good job, everyone.\One down, you say? response:	Now!? Secure him!?
context: Wire Gun\Crap...\Get him, Kunikida-kun!\Like I already said, I know!\One down!\All right. Good job, everyone.\One down, you say?\Now!? Secure him!? response:	You're all talk and no action!
context: Crap...\Get him, Kunikida-kun!\Like I already said, I know!\One down!\All right. Good job, everyone.\One down, you say?\Now!? Secure him!?\You're all talk and no action! response:	What choice was there?
context: Get him, Kunikida-kun!\Like I already said, I know!\One down!\All right. Good job, everyone.\One down, you say?\Now!? Secure him!?\You're all talk and no action!\What choice was there? response:	You lost at rock-paper-scissors, Kunikida-kun.
context: Like I already said, I know!\One down!\All right. Good job, everyone.\One down, you say?\Now!? Secure him!?\You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun. response:	You bastard...
context: One down!\All right. Good job, everyone.\One down, you say?\Now!? Secure him!?\You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard... response:	Well, all's well that ends well, isn't it?
context: All right. Good job, everyone.\One down, you say?\Now!? Secure him!?\You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it? response:	I've heard that if you're too neurotic,
context: One down, you say?\Now!? Secure him!?\You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic, response:	you'll get a lot of wrinkles
context: Now!? Secure him!?\You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles response:	and your aging becomes accelerated.
context: You're all talk and no action!\What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated. response:	Is that true?
context: What choice was there?\You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true? response:	Go on, take notes.
context: You lost at rock-paper-scissors, Kunikida-kun.\You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true?\Go on, take notes. response:	If you're too neurotic...
context: You bastard...\Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true?\Go on, take notes.\If you're too neurotic... response:	I'm messing with you.
context: Well, all's well that ends well, isn't it?\I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true?\Go on, take notes.\If you're too neurotic...\I'm messing with you. response:	Bastard!
context: I've heard that if you're too neurotic,\you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true?\Go on, take notes.\If you're too neurotic...\I'm messing with you.\Bastard! response:	Stop ridiculing me!
context: you'll get a lot of wrinkles\and your aging becomes accelerated.\Is that true?\Go on, take notes.\If you're too neurotic...\I'm messing with you.\Bastard!\Stop ridiculing me! response:	All of you...
context: and your aging becomes accelerated.\Is that true?\Go on, take notes.\If you're too neurotic...\I'm messing with you.\Bastard!\Stop ridiculing me!\All of you... response:	Crap!
context: Is that true?\Go on, take notes.\If you're too neurotic...\I'm messing with you.\Bastard!\Stop ridiculing me!\All of you...\Crap! response:	Stop making fun of me!
context: Go on, take notes.\If you're too neurotic...\I'm messing with you.\Bastard!\Stop ridiculing me!\All of you...\Crap!\Stop making fun of me! response:	I swear, anyone gifted with supernatural powers has something wrong with them inside...
context: If you're too neurotic...\I'm messing with you.\Bastard!\Stop ridiculing me!\All of you...\Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside... response:	Thirty seconds left until detonation?!
context: I'm messing with you.\Bastard!\Stop ridiculing me!\All of you...\Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?! response:	Hey, brat!
context: Bastard!\Stop ridiculing me!\All of you...\Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat! response:	No way!
context: Stop ridiculing me!\All of you...\Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat!\No way! response:	Kunikida-san!
context: All of you...\Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat!\No way!\Kunikida-san! response:	What should I do?
context: Crap!\Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat!\No way!\Kunikida-san!\What should I do? response:	We may be able to mitigate the force of the explosion somewhat
context: Stop making fun of me!\I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat!\No way!\Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat response:	if we can find something to cover the bomb...
context: I swear, anyone gifted with supernatural powers has something wrong with them inside...\Thirty seconds left until detonation?!\Hey, brat!\No way!\Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb... response:	Something to cover the bomb...
context: Thirty seconds left until detonation?!\Hey, brat!\No way!\Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb... response:	Something...
context: Hey, brat!\No way!\Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb...\Something... response:	Anything?!
context: No way!\Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb...\Something...\Anything?! response:	Atsushi-kun!
context: Kunikida-san!\What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb...\Something...\Anything?!\Atsushi-kun! response:	What?
context: What should I do?\We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb...\Something...\Anything?!\Atsushi-kun!\What? response:	Huh?
context: We may be able to mitigate the force of the explosion somewhat\if we can find something to cover the bomb...\Something to cover the bomb...\Something...\Anything?!\Atsushi-kun!\What?\Huh? response:	What am I doing?
context: if we can find something to cover the bomb...\Something to cover the bomb...\Something...\Anything?!\Atsushi-kun!\What?\Huh?\What am I doing? response:	Idiot!
context: Something to cover the bomb...\Something...\Anything?!\Atsushi-kun!\What?\Huh?\What am I doing?\Idiot! response:	Brat!
context: Something...\Anything?!\Atsushi-kun!\What?\Huh?\What am I doing?\Idiot!\Brat! response:	Jeez...
context: Anything?!\Atsushi-kun!\What?\Huh?\What am I doing?\Idiot!\Brat!\Jeez... response:	I figured he was stupid, but I didn't know how stupid.
context: Atsushi-kun!\What?\Huh?\What am I doing?\Idiot!\Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid. response:	He has the talent to become a suicide maniac.
context: What?\Huh?\What am I doing?\Idiot!\Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac. response:	Wouldn't you agree, Tanizaki-kun?
context: Huh?\What am I doing?\Idiot!\Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun? response:	Sorry.
context: What am I doing?\Idiot!\Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry. response:	Are you okay?
context: Idiot!\Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay? response:	Huh?
context: Brat!\Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay?\Huh? response:	Aw, brother!
context: Jeez...\I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay?\Huh?\Aw, brother! response:	Are you all right?!
context: I figured he was stupid, but I didn't know how stupid.\He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay?\Huh?\Aw, brother!\Are you all right?! response:	What?
context: He has the talent to become a suicide maniac.\Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay?\Huh?\Aw, brother!\Are you all right?!\What? response:	Tanizaki Junichirou Ability: Light Snow
context: Wouldn't you agree, Tanizaki-kun?\Sorry.\Are you okay?\Huh?\Aw, brother!\Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow response:	You were so wonderful as a villain!
context: Sorry.\Are you okay?\Huh?\Aw, brother!\Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain! response:	His Younger Sister Tanizaki Naomi
context: Are you okay?\Huh?\Aw, brother!\Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi response:	I had the time of my life being tied up and threatened!
context: Huh?\Aw, brother!\Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened! response:	Please continue where we left off, once we get home.
context: Aw, brother!\Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home. response:	So the part-time person was in cahoots with everyone, too?
context: Are you all right?!\What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too? response:	Brat, you should blame Dazai.
context: What?\Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai. response:	Barring that, blame yourself for choosing the wrong person to help you find a job!
context: Tanizaki Junichirou Ability: Light Snow\You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job! response:	Then is this the job...
context: You were so wonderful as a villain!\His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job... response:	I told you there was a test involved.
context: His Younger Sister Tanizaki Naomi\I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved. response:	As in, an entrance exam?
context: I had the time of my life being tied up and threatened!\Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved.\As in, an entrance exam? response:	That's right.
context: Please continue where we left off, once we get home.\So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved.\As in, an entrance exam?\That's right. response:	The exam has been completed without much ado, president.
context: So the part-time person was in cahoots with everyone, too?\Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved.\As in, an entrance exam?\That's right.\The exam has been completed without much ado, president. response:	I see.
context: Brat, you should blame Dazai.\Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved.\As in, an entrance exam?\That's right.\The exam has been completed without much ado, president.\I see. response:	President?
context: Barring that, blame yourself for choosing the wrong person to help you find a job!\Then is this the job...\I told you there was a test involved.\As in, an entrance exam?\That's right.\The exam has been completed without much ado, president.\I see.\President? response:	Since Dazai said there was a capable young man,
context: Then is this the job...\I told you there was a test involved.\As in, an entrance exam?\That's right.\The exam has been completed without much ado, president.\I see.\President?\Since Dazai said there was a capable young man, response:	President of the Armed Detective Agency
context: I told you there was a test involved.\As in, an entrance exam?\That's right.\The exam has been completed without much ado, president.\I see.\President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency response:	Fukuzawa Yukichi Ability: All Men Are Created Equal
context: As in, an entrance exam?\That's right.\The exam has been completed without much ado, president.\I see.\President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal response:	I had him test your mettle.
context: That's right.\The exam has been completed without much ado, president.\I see.\President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle. response:	Well, I recommended you for hire,
context: The exam has been completed without much ado, president.\I see.\President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire, response:	but since you've been designated a major threat by the ward,
context: I see.\President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward, response:	there was disagreement among us as to whether we should take you in.
context: President?\Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in. response:	But Dazai said...
context: Since Dazai said there was a capable young man,\President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said... response:	President.
context: President of the Armed Detective Agency\Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said...\President. response:	Suppose the most gifted person in the world appeared before you,
context: Fukuzawa Yukichi Ability: All Men Are Created Equal\I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said...\President.\Suppose the most gifted person in the world appeared before you, response:	would you hire him?
context: I had him test your mettle.\Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said...\President.\Suppose the most gifted person in the world appeared before you,\would you hire him? response:	Power doesn't make you a member of the agency.
context: Well, I recommended you for hire,\but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said...\President.\Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency. response:	That's why I recommend him.
context: but since you've been designated a major threat by the ward,\there was disagreement among us as to whether we should take you in.\But Dazai said...\President.\Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him. response:	So, president... What is your decision?
context: there was disagreement among us as to whether we should take you in.\But Dazai said...\President.\Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision? response:	I'll let Dazai decide.
