context: Ball! response:	Close, though!
context: Stand back!\Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please. response:	That's not the problem.
context: Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem. response:	I guess so...
context: Calm down and think.\But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem.\I guess so... response:	Okay.
context: But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem.\I guess so...\Okay. response:	Hey.
context: Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem.\I guess so...\Okay.\Hey. response:	You'd make a good couple.
context: He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem.\I guess so...\Okay.\Hey.\You'd make a good couple. response:	Really?!
context: That's not the Sasasasasa Sasami I know!\Let's not shatter his dreams, please.\That's not the problem.\I guess so...\Okay.\Hey.\You'd make a good couple.\Really?! response:	She always has an entourage with her.
context: Let's not shatter his dreams, please.\That's not the problem.\I guess so...\Okay.\Hey.\You'd make a good couple.\Really?!\She always has an entourage with her. response:	You can be one of them.
context: That's not the problem.\I guess so...\Okay.\Hey.\You'd make a good couple.\Really?!\She always has an entourage with her.\You can be one of them. response:	Wouldn't that put me in her friend zone?
context: I guess so...\Okay.\Hey.\You'd make a good couple.\Really?!\She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone? response:	No... it might be even worse than that...
context: Okay.\Hey.\You'd make a good couple.\Really?!\She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that... response:	She and I actually know each other.
context: Hey.\You'd make a good couple.\Really?!\She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other. response:	I might be able to get you together.
context: You'd make a good couple.\Really?!\She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together. response:	What? Why are you shocked?
context: Really?!\She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together.\What? Why are you shocked? response:	Well, uh...
context: She always has an entourage with her.\You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together.\What? Why are you shocked?\Well, uh... response:	So what now?
context: You can be one of them.\Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together.\What? Why are you shocked?\Well, uh...\So what now? response:	Can you really get them together?
context: Wouldn't that put me in her friend zone?\No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together.\What? Why are you shocked?\Well, uh...\So what now?\Can you really get them together? response:	I'll think about it now.
context: No... it might be even worse than that...\She and I actually know each other.\I might be able to get you together.\What? Why are you shocked?\Well, uh...\So what now?\Can you really get them together?\I'll think about it now. response:	I knew it...
context: She and I actually know each other.\I might be able to get you together.\What? Why are you shocked?\Well, uh...\So what now?\Can you really get them together?\I'll think about it now.\I knew it... response:	There you are! Rin-chan!
context: I might be able to get you together.\What? Why are you shocked?\Well, uh...\So what now?\Can you really get them together?\I'll think about it now.\I knew it...\There you are! Rin-chan! response:	Komari-san?
context: What? Why are you shocked?\Well, uh...\So what now?\Can you really get them together?\I'll think about it now.\I knew it...\There you are! Rin-chan!\Komari-san? response:	Good evening.
context: Well, uh...\So what now?\Can you really get them together?\I'll think about it now.\I knew it...\There you are! Rin-chan!\Komari-san?\Good evening. response:	We're having a tea party in my room tonight.
context: So what now?\Can you really get them together?\I'll think about it now.\I knew it...\There you are! Rin-chan!\Komari-san?\Good evening.\We're having a tea party in my room tonight. response:	Do you want to come too?
context: Can you really get them together?\I'll think about it now.\I knew it...\There you are! Rin-chan!\Komari-san?\Good evening.\We're having a tea party in my room tonight.\Do you want to come too? response:	R-Right...
context: I'll think about it now.\I knew it...\There you are! Rin-chan!\Komari-san?\Good evening.\We're having a tea party in my room tonight.\Do you want to come too?\R-Right... response:	Go on. You can ask them about it.
context: I knew it...\There you are! Rin-chan!\Komari-san?\Good evening.\We're having a tea party in my room tonight.\Do you want to come too?\R-Right...\Go on. You can ask them about it. response:	Yeah...
context: There you are! Rin-chan!\Komari-san?\Good evening.\We're having a tea party in my room tonight.\Do you want to come too?\R-Right...\Go on. You can ask them about it.\Yeah... response:	Komari-chan... I'll go.
context: Komari-san?\Good evening.\We're having a tea party in my room tonight.\Do you want to come too?\R-Right...\Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go. response:	Yay!
context: Good evening.\We're having a tea party in my room tonight.\Do you want to come too?\R-Right...\Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go.\Yay! response:	Are you coming too, Riki?
context: We're having a tea party in my room tonight.\Do you want to come too?\R-Right...\Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go.\Yay!\Are you coming too, Riki? response:	No way!
context: Do you want to come too?\R-Right...\Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go.\Yay!\Are you coming too, Riki?\No way! response:	Open wide!
context: R-Right...\Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go.\Yay!\Are you coming too, Riki?\No way!\Open wide! response:	I can eat by myself!
context: Go on. You can ask them about it.\Yeah...\Komari-chan... I'll go.\Yay!\Are you coming too, Riki?\No way!\Open wide!\I can eat by myself! response:	To think you'd come just like that.
context: Yeah...\Komari-chan... I'll go.\Yay!\Are you coming too, Riki?\No way!\Open wide!\I can eat by myself!\To think you'd come just like that. response:	Well, sorry!
context: Komari-chan... I'll go.\Yay!\Are you coming too, Riki?\No way!\Open wide!\I can eat by myself!\To think you'd come just like that.\Well, sorry! response:	Don't be. It's a very good thing.
context: Yay!\Are you coming too, Riki?\No way!\Open wide!\I can eat by myself!\To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing. response:	I have a question for you guys.
context: Are you coming too, Riki?\No way!\Open wide!\I can eat by myself!\To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys. response:	Oh? Bring it, bring it!
context: No way!\Open wide!\I can eat by myself!\To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it! response:	What is it?
context: Open wide!\I can eat by myself!\To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it!\What is it? response:	Ask anything you want!
context: I can eat by myself!\To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it!\What is it?\Ask anything you want! response:	Um... How can you get someone you like to like you back?
context: To think you'd come just like that.\Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it!\What is it?\Ask anything you want!\Um... How can you get someone you like to like you back? response:	Rin-chan, are you in love with someone?!
context: Well, sorry!\Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it!\What is it?\Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?! response:	It's love!
context: Don't be. It's a very good thing.\I have a question for you guys.\Oh? Bring it, bring it!\What is it?\Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love! response:	Lovey-lovey, lovey-dovey!
context: I have a question for you guys.\Oh? Bring it, bring it!\What is it?\Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey! response:	With me, I hope!
context: Oh? Bring it, bring it!\What is it?\Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey!\With me, I hope! response:	No, not me!
context: What is it?\Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me! response:	I just want to know how...
context: Ask anything you want!\Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me!\I just want to know how... response:	Naoe-san and Kyousuke-san are connected by a strong bond.
context: Um... How can you get someone you like to like you back?\Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond. response:	They don't need any help.
context: Rin-chan, are you in love with someone?!\It's love!\Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help. response:	In fact, you'd just get in the way.
context: It's love!\Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way. response:	No!
context: Lovey-lovey, lovey-dovey!\With me, I hope!\No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way.\No! response:	If you both reach for the same book and run into each other
context: With me, I hope!\No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other response:	while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.
context: No, not me!\I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently. response:	You got a few things mixed up there...
context: I just want to know how...\Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there... response:	What do you think I should do?
context: Naoe-san and Kyousuke-san are connected by a strong bond.\They don't need any help.\In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do? response:	Well...
context: They don't need any help.\In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do?\Well... response:	Let's ask her what her hobbies are and the kinds of guys she's into.
context: In fact, you'd just get in the way.\No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into. response:	What's the point of knowing?
context: No!\If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing? response:	We'll tell Aikawa-kun, of course.
context: If you both reach for the same book and run into each other\while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course. response:	I'm sure he wants to know more about the person he loves.
context: while rounding a corner and shouting I'm late! in the library you'll fall in love, apparently.\You got a few things mixed up there...\What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves. response:	Natsume Rin!
context: You got a few things mixed up there...\What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin! response:	Sneaking behind me all morning!
context: What do you think I should do?\Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning! response:	Just so you know, it won't go like it did last time!
context: Well...\Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time! response:	No...
context: Let's ask her what her hobbies are and the kinds of guys she's into.\What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No... response:	More importantly, what are your hobbies?
context: What's the point of knowing?\We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies? response:	What do you do on the weekends?
context: We'll tell Aikawa-kun, of course.\I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies?\What do you do on the weekends? response:	She's jumping right in!
context: I'm sure he wants to know more about the person he loves.\Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in! response:	Why would you want to know?
context: Natsume Rin!\Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in!\Why would you want to know? response:	Are you going to use it to make fun of me?
context: Sneaking behind me all morning!\Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me? response:	I won't make fun of you.
context: Just so you know, it won't go like it did last time!\No...\More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you. response:	I just want to know more about you.
context: No...\More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you. response:	To get closer.
context: More importantly, what are your hobbies?\What do you do on the weekends?\She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you.\To get closer. response:	To the female named Sasasegawa Sasami.
context: What do you do on the weekends?\She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami. response:	You were so close...
context: She's jumping right in!\Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami.\You were so close... response:	So you are mocking me.
context: Why would you want to know?\Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me. response:	So?
context: Are you going to use it to make fun of me?\I won't make fun of you.\I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me.\So? response:	So?
context: I won't make fun of you.\I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me.\So?\So? response:	What was the question?
context: I just want to know more about you.\To get closer.\To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me.\So?\So?\What was the question? response:	My hobbies?
context: To get closer.\To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me.\So?\So?\What was the question?\My hobbies? response:	What do you do on the weekends?
context: To the female named Sasasegawa Sasami.\You were so close...\So you are mocking me.\So?\So?\What was the question?\My hobbies?\What do you do on the weekends? response:	And what kind of guys are you into?
context: You were so close...\So you are mocking me.\So?\So?\What was the question?\My hobbies?\What do you do on the weekends?\And what kind of guys are you into? response:	Like what they look like and their personality.
context: So you are mocking me.\So?\So?\What was the question?\My hobbies?\What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality. response:	Can you be really specific?
context: So?\So?\What was the question?\My hobbies?\What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific? response:	I don't have any hobbies.
context: So?\What was the question?\My hobbies?\What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies. response:	I practice softball on the weekends.
context: What was the question?\My hobbies?\What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends. response:	My ideal man is...
context: My hobbies?\What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends.\My ideal man is... response:	Miyazawa-sama from the kendo team.
context: What do you do on the weekends?\And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team. response:	Kengo?!
context: And what kind of guys are you into?\Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?! response:	So Sasami likes Kengo?
context: Like what they look like and their personality.\Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo? response:	How are we supposed to tell Aikawa-kun?
context: Can you be really specific?\I don't have any hobbies.\I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun? response:	Yeah.
context: I don't have any hobbies.\I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah. response:	Let's ask Kengo what he thinks first.
context: I practice softball on the weekends.\My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first. response:	That's kind of a crazy first step...
context: My ideal man is...\Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step... response:	Huh?
context: Miyazawa-sama from the kendo team.\Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh? response:	Anyway, that's how it is. What do you think?
context: Kengo?!\So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think? response:	I don't know what to think.
context: So Sasami likes Kengo?\How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think?\I don't know what to think. response:	First off, do you know who Sasasegawa-san is?
context: How are we supposed to tell Aikawa-kun?\Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is? response:	I do.
context: Yeah.\Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do. response:	We always run into each other in the hallways, and she always greets me.
context: Let's ask Kengo what he thinks first.\That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me. response:	So she's trying to make passes...
context: That's kind of a crazy first step...\Huh?\Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes... response:	So what?
context: Huh?\Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what? response:	What answer would end this talk?
context: Anyway, that's how it is. What do you think?\I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what?\What answer would end this talk? response:	Just say, I don't care for her.
context: I don't know what to think.\First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what?\What answer would end this talk?\Just say, I don't care for her. response:	I don't care for her.
context: First off, do you know who Sasasegawa-san is?\I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what?\What answer would end this talk?\Just say, I don't care for her.\I don't care for her. response:	Is that good enough?
context: I do.\We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what?\What answer would end this talk?\Just say, I don't care for her.\I don't care for her.\Is that good enough? response:	Kengo doesn't care for her.
context: We always run into each other in the hallways, and she always greets me.\So she's trying to make passes...\So what?\What answer would end this talk?\Just say, I don't care for her.\I don't care for her.\Is that good enough?\Kengo doesn't care for her. response:	What does Miyazawa-san have to do with it?
context: So she's trying to make passes...\So what?\What answer would end this talk?\Just say, I don't care for her.\I don't care for her.\Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it? response:	Well, Sasasegawa-san...
context: So what?\What answer would end this talk?\Just say, I don't care for her.\I don't care for her.\Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san... response:	She likes Kengo.
context: What answer would end this talk?\Just say, I don't care for her.\I don't care for her.\Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo. response:	What's wrong? He looks really shocked.
context: Just say, I don't care for her.\I don't care for her.\Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked. response:	Or maybe he's feeling ill?
context: I don't care for her.\Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill? response:	I'm pretty sure it's the former.
context: Is that good enough?\Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former. response:	You're overreacting.
context: Kengo doesn't care for her.\What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting. response:	Kengo doesn't care for her.
context: What does Miyazawa-san have to do with it?\Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her. response:	It's a chance for you.
context: Well, Sasasegawa-san...\She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her.\It's a chance for you. response:	Chance?
context: She likes Kengo.\What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her.\It's a chance for you.\Chance? response:	Yeah.
context: What's wrong? He looks really shocked.\Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her.\It's a chance for you.\Chance?\Yeah. response:	What's Kengo's charm?
context: Or maybe he's feeling ill?\I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her.\It's a chance for you.\Chance?\Yeah.\What's Kengo's charm? response:	Charm
context: I'm pretty sure it's the former.\You're overreacting.\Kengo doesn't care for her.\It's a chance for you.\Chance?\Yeah.\What's Kengo's charm?\Charm response:	We'll think about that first.
context: You're overreacting.\Kengo doesn't care for her.\It's a chance for you.\Chance?\Yeah.\What's Kengo's charm?\Charm\We'll think about that first. response:	Okay...
context: Kengo doesn't care for her.\It's a chance for you.\Chance?\Yeah.\What's Kengo's charm?\Charm\We'll think about that first.\Okay... response:	Kengo is freaking huge, scary, and brusque, but he's strong.
context: It's a chance for you.\Chance?\Yeah.\What's Kengo's charm?\Charm\We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong. response:	His charm is his strength.
context: Chance?\Yeah.\What's Kengo's charm?\Charm\We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength. response:	Well, if you mean he's manly...
context: Yeah.\What's Kengo's charm?\Charm\We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly... response:	Beat Kengo up!
context: What's Kengo's charm?\Charm\We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up! response:	What?!
context: Charm\We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up!\What?! response:	Charm
context: We'll think about that first.\Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up!\What?!\Charm response:	That's kind of random...
context: Okay...\Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up!\What?!\Charm\That's kind of random... response:	If you beat up the ever-so-strong Kengo in front of Salami's face,
context: Kengo is freaking huge, scary, and brusque, but he's strong.\His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up!\What?!\Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face, response:	she'll fall for you, no doubt.
context: His charm is his strength.\Well, if you mean he's manly...\Beat Kengo up!\What?!\Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt. response:	But I don't do any sports.
context: Well, if you mean he's manly...\Beat Kengo up!\What?!\Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports. response:	There's no way I'd win...
context: Beat Kengo up!\What?!\Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win... response:	I guess...
context: What?!\Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win...\I guess... response:	Hobbies
context: Charm\That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win...\I guess...\Hobbies response:	Hobbies
context: That's kind of random...\If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win...\I guess...\Hobbies\Hobbies response:	Then we'll take the shared hobbies route.
context: If you beat up the ever-so-strong Kengo in front of Salami's face,\she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win...\I guess...\Hobbies\Hobbies\Then we'll take the shared hobbies route. response:	Charm
context: she'll fall for you, no doubt.\But I don't do any sports.\There's no way I'd win...\I guess...\Hobbies\Hobbies\Then we'll take the shared hobbies route.\Charm response:	Hobbies
context: But I don't do any sports.\There's no way I'd win...\I guess...\Hobbies\Hobbies\Then we'll take the shared hobbies route.\Charm\Hobbies response:	Sasasegawa-san said she didn't have any...
context: There's no way I'd win...\I guess...\Hobbies\Hobbies\Then we'll take the shared hobbies route.\Charm\Hobbies\Sasasegawa-san said she didn't have any... response:	Just suggest something that you might be able to share.
context: I guess...\Hobbies\Hobbies\Then we'll take the shared hobbies route.\Charm\Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share. response:	What are your hobbies?
