context: In my opinion response:	Bai Qian does not take this marriage arrangement seriously either.
context: Fox King Bai Zhi and Zhe Yan would not have found me worthy.\You do not need to explain any further.\It has been decided. I will just marry her.\Guilt, guilt...\Why did you accept the decree?\Why wouldn't I?\Ye Hua.\I know you see it all. response:	You see what I think of you.
context: You do not need to explain any further.\It has been decided. I will just marry her.\Guilt, guilt...\Why did you accept the decree?\Why wouldn't I?\Ye Hua.\I know you see it all.\You see what I think of you. response:	Since you see it all
context: It has been decided. I will just marry her.\Guilt, guilt...\Why did you accept the decree?\Why wouldn't I?\Ye Hua.\I know you see it all.\You see what I think of you.\Since you see it all response:	then why do you still act this way?
context: Guilt, guilt...\Why did you accept the decree?\Why wouldn't I?\Ye Hua.\I know you see it all.\You see what I think of you.\Since you see it all\then why do you still act this way? response:	What do you think I should see?
context: Why did you accept the decree?\Why wouldn't I?\Ye Hua.\I know you see it all.\You see what I think of you.\Since you see it all\then why do you still act this way?\What do you think I should see? response:	You should see
context: Why wouldn't I?\Ye Hua.\I know you see it all.\You see what I think of you.\Since you see it all\then why do you still act this way?\What do you think I should see?\You should see response:	that I like you.
context: Ye Hua.\I know you see it all.\You see what I think of you.\Since you see it all\then why do you still act this way?\What do you think I should see?\You should see\that I like you. response:	Su Jin.
context: I know you see it all.\You see what I think of you.\Since you see it all\then why do you still act this way?\What do you think I should see?\You should see\that I like you.\Su Jin. response:	I have always thought of you as my aunt.
context: You see what I think of you.\Since you see it all\then why do you still act this way?\What do you think I should see?\You should see\that I like you.\Su Jin.\I have always thought of you as my aunt. response:	I respect you in the same manner I respect my mother.
context: Since you see it all\then why do you still act this way?\What do you think I should see?\You should see\that I like you.\Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother. response:	You...
context: then why do you still act this way?\What do you think I should see?\You should see\that I like you.\Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You... response:	Do you mind that I am older than you by 20,000 years?
context: What do you think I should see?\You should see\that I like you.\Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years? response:	But... But the woman you will be taking as your wife
context: You should see\that I like you.\Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife response:	Qing Qiu's high goddess, Bai Qian
context: that I like you.\Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian response:	is a whole 90,000 years older than you!
context: Su Jin.\I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you! response:	Ye Hua!
context: I have always thought of you as my aunt.\I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua! response:	I shouldn't have said that.
context: I respect you in the same manner I respect my mother.\You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that. response:	I know you have no other choice.
context: You...\Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that.\I know you have no other choice. response:	It is to appease Qing Qiu.
context: Do you mind that I am older than you by 20,000 years?\But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu. response:	I was not forced to make this choice.
context: But... But the woman you will be taking as your wife\Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice. response:	I have to take a wife sooner or later. Who it is matters not.
context: Qing Qiu's high goddess, Bai Qian\is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not. response:	If you are capable, why don't you be like Bai Qian
context: is a whole 90,000 years older than you!\Ye Hua!\I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian response:	and leave me no choice but to marry you?
context: Ye Hua!\I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you? response:	Su Jin.
context: I shouldn't have said that.\I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin. response:	Kneeling in front of me is no use.
context: I know you have no other choice.\It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use. response:	In the Celestial Palace
context: It is to appease Qing Qiu.\I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace response:	the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.
context: I was not forced to make this choice.\I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord. response:	Then I will beg Heavenly Lord.
context: I have to take a wife sooner or later. Who it is matters not.\If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord. response:	Su Jin.
context: If you are capable, why don't you be like Bai Qian\and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin. response:	I have something to say to you.
context: and leave me no choice but to marry you?\Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you. response:	Your Highness.
context: Su Jin.\Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you.\Your Highness. response:	I raised you myself.
context: Kneeling in front of me is no use.\In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you.\Your Highness.\I raised you myself. response:	I am aware of your feelings for Ye Hua.
context: In the Celestial Palace\the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you.\Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua. response:	I also know if you were to marry him
context: the only one qualified to bestow marriage for Ye Hua is the Heavenly Lord.\Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you.\Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him response:	you would surely be wholeheartedly devoted to him
context: Then I will beg Heavenly Lord.\Su Jin.\I have something to say to you.\Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him response:	and take very good care of him.
context: Su Jin.\I have something to say to you.\Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him. response:	But that is merely what I wish.
context: I have something to say to you.\Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish. response:	Heavenly Lord and Ye Hua's father have very high expectations of him.
context: Your Highness.\I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him. response:	A woman who can be granted marriage to Ye Hua
context: I raised you myself.\I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua response:	must be of the Celestial Tribe or a distinguished clan.
context: I am aware of your feelings for Ye Hua.\I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan. response:	Do you understand?
context: I also know if you were to marry him\you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand? response:	Your Highness means that although I am a princess
context: you would surely be wholeheartedly devoted to him\and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess response:	it is in name only.
context: and take very good care of him.\But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess\it is in name only. response:	I have no tribe supporting me, no family.
context: But that is merely what I wish.\Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family. response:	I don't even have parents.
context: Heavenly Lord and Ye Hua's father have very high expectations of him.\A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family.\I don't even have parents. response:	I am not qualified to marry the next Heavenly Lord.
context: A woman who can be granted marriage to Ye Hua\must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord. response:	Is that correct?
context: must be of the Celestial Tribe or a distinguished clan.\Do you understand?\Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct? response:	That is correct.
context: Do you understand?\Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct. response:	I was also born from an influential clan.
context: Your Highness means that although I am a princess\it is in name only.\I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct.\I was also born from an influential clan. response:	It is just that in the war, for the sake of the Celestial Tribe, they...
context: it is in name only.\I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they... response:	For the Celestial Tribe, they...
context: I have no tribe supporting me, no family.\I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they... response:	Yes.
context: I don't even have parents.\I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes. response:	Your entire clan did sacrifice their lives for the Celestial Tribe.
context: I am not qualified to marry the next Heavenly Lord.\Is that correct?\That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe. response:	That is why you were conferred the title of princess and raised by me.
context: Is that correct?\That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me. response:	If Ye Hua had feelings for you
context: That is correct.\I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you response:	perhaps... you would still have a chance.
context: I was also born from an influential clan.\It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance. response:	But he has no feelings for you.
context: It is just that in the war, for the sake of the Celestial Tribe, they...\For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you. response:	Why must you be so fixated on him?
context: For the Celestial Tribe, they...\Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him? response:	Choose someone who will treat you well.
context: Yes.\Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well. response:	You've rattled me senseless.
context: Your entire clan did sacrifice their lives for the Celestial Tribe.\That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless. response:	That Golden Lion just now was much more formidable than you.
context: That is why you were conferred the title of princess and raised by me.\If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you. response:	Golden Lion?
context: If Ye Hua had feelings for you\perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion? response:	Is it the Golden Lion that dwells in the woods of the Ghost Realm?
context: perhaps... you would still have a chance.\But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm? response:	It is very ferocious.
context: But he has no feelings for you.\Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious. response:	I'm afraid only a powerful high immortal would be able to subdue it.
context: Why must you be so fixated on him?\Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it. response:	High immortal, high immortal. Can you stop mentioning high immortals?
context: Choose someone who will treat you well.\You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals? response:	I don't know when I'll be able to ascend either.
context: You've rattled me senseless.\That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either. response:	Oh, yes. What have you summoned me for?
context: That Golden Lion just now was much more formidable than you.\Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for? response:	Dijun said you are to use your powers to shake the small bell that he gave you
context: Golden Lion?\Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you response:	if there is any activity here.
context: Is it the Golden Lion that dwells in the woods of the Ghost Realm?\It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here. response:	Do you still remember?
context: It is very ferocious.\I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember? response:	I wouldn't dare forget.
context: I'm afraid only a powerful high immortal would be able to subdue it.\High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember?\I wouldn't dare forget. response:	Dijun has changed his mind.
context: High immortal, high immortal. Can you stop mentioning high immortals?\I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind. response:	He says it would be better to use this flute instead.
context: I don't know when I'll be able to ascend either.\Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead. response:	This...
context: Oh, yes. What have you summoned me for?\Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead.\This... response:	You don't believe me?
context: Dijun said you are to use your powers to shake the small bell that he gave you\if there is any activity here.\Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead.\This...\You don't believe me? response:	How could I dare not believe you?
context: if there is any activity here.\Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead.\This...\You don't believe me?\How could I dare not believe you? response:	You came here with Dijun. I saw it with my own eyes.
context: Do you still remember?\I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead.\This...\You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes. response:	It's just that...
context: I wouldn't dare forget.\Dijun has changed his mind.\He says it would be better to use this flute instead.\This...\You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that... response:	- What should I do with this bell? - You can just give it to me.
context: Dijun has changed his mind.\He says it would be better to use this flute instead.\This...\You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me. response:	All right. Please take it.
context: He says it would be better to use this flute instead.\This...\You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it. response:	I shall take my leave now.
context: This...\You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now. response:	Oh no. I have to hurry back to celebrate Aunt's birthday.
context: You don't believe me?\How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday. response:	Your Highness! Please spare my life, Your Highness!
context: How could I dare not believe you?\You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness! response:	Your Highness!
context: You came here with Dijun. I saw it with my own eyes.\It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness! response:	Spare your life?
context: It's just that...\- What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life? response:	You know that I will take your life?
context: - What should I do with this bell? - You can just give it to me.\All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life?\You know that I will take your life? response:	It was only because I saw your face has a resemblance to mine
context: All right. Please take it.\I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine response:	that I picked you out of all the palace maids
context: I shall take my leave now.\Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids response:	and purposely sent you to serve the Lord.
context: Oh no. I have to hurry back to celebrate Aunt's birthday.\Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord. response:	Yet you dared to secretly throw out the contraceptive decoction
context: Your Highness! Please spare my life, Your Highness!\Your Highness!\Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction response:	and conceive His Majesty's child?
context: Your Highness!\Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child? response:	You are but a palace maid.
context: Spare your life?\You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid. response:	And you dare attempt to birth a prince?
context: You know that I will take your life?\It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince? response:	Your Highness, it wasn't me.
context: It was only because I saw your face has a resemblance to mine\that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me. response:	It was His Majesty. He really wishes to have a child.
context: that I picked you out of all the palace maids\and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child. response:	I had been attending to him for three straight months
context: and purposely sent you to serve the Lord.\Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months response:	yet he saw I was still not with child.
context: Yet you dared to secretly throw out the contraceptive decoction\and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child. response:	So, he summoned a shaman to read my pulse
context: and conceive His Majesty's child?\You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse response:	and found out I had drank the contraceptive decoction.
context: You are but a palace maid.\And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction. response:	Yes, it was His Majesty! He told me not to drink it!
context: And you dare attempt to birth a prince?\Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it! response:	Shut up.
context: Your Highness, it wasn't me.\It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up. response:	Your Highness, I defied your wishes. Please spare my life, Your Highness!
context: It was His Majesty. He really wishes to have a child.\I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness! response:	Spare your life?
context: I had been attending to him for three straight months\yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life? response:	If you were not with child, perhaps I could have spared your life.
context: yet he saw I was still not with child.\So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life. response:	But now that you have his child as nothing but a lowly servant
context: So, he summoned a shaman to read my pulse\and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant response:	how can I spare you?
context: and found out I had drank the contraceptive decoction.\Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you? response:	Do you want His Majesty to be ridiculed by the whole world?
context: Yes, it was His Majesty! He told me not to drink it!\Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world? response:	Your Highness.
