context: Hey. response:	How's it going?
context: Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years. response:	At last...
context: The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last... response:	The competition is about to begin.
context: Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last...\The competition is about to begin. response:	I hate judging because it's so exhausting.
context: And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last...\The competition is about to begin.\I hate judging because it's so exhausting. response:	Huh? Asleep already?
context: Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last...\The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already? response:	Again? He's terrible!
context: He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last...\The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible! response:	No. 3, Miss Yuko Kawanaka, please get ready.
context: Today, finally, he's returned to where he belongs.\I've been waiting for this day for two years.\At last...\The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready. response:	It's gonna be all right. You can do this. You can play it!
context: I've been waiting for this day for two years.\At last...\The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it! response:	This is weird... Is it because it's been two years?
context: At last...\The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years? response:	I've never gone through this before.
context: The competition is about to begin.\I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before. response:	Like a broken see-saw, my heart's pounding like crazy...
context: I hate judging because it's so exhausting.\Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy... response:	Oh, no.
context: Huh? Asleep already?\Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no. response:	It's over.
context: Again? He's terrible!\No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over. response:	Why isn't he playing?
context: No. 3, Miss Yuko Kawanaka, please get ready.\It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over.\Why isn't he playing? response:	Did he forget how to play?
context: It's gonna be all right. You can do this. You can play it!\This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over.\Why isn't he playing?\Did he forget how to play? response:	That's one less competitor.
context: This is weird... Is it because it's been two years?\I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over.\Why isn't he playing?\Did he forget how to play?\That's one less competitor. response:	I'm scared, I'm scared, I'm scared...
context: I've never gone through this before.\Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over.\Why isn't he playing?\Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared... response:	I'm scared, I'm scared, I'm scared...
context: Like a broken see-saw, my heart's pounding like crazy...\Oh, no.\It's over.\Why isn't he playing?\Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared... response:	No. 4.
context: Oh, no.\It's over.\Why isn't he playing?\Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4. response:	Aiza-kun, please get ready.
context: It's over.\Why isn't he playing?\Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready. response:	I'm scared, I'm scared, I'm scared...
context: Why isn't he playing?\Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared... response:	We're all afraid...
context: Did he forget how to play?\That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid... response:	To get up onstage.
context: That's one less competitor.\I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage. response:	Maybe you'll mess up. Maybe they'll totally reject you.
context: I'm scared, I'm scared, I'm scared...\I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you. response:	Even so... You grit your teeth and get up onstage anyway.
context: I'm scared, I'm scared, I'm scared...\No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway. response:	Is it just me... or is there a different vibe in here now?
context: No. 4.\Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now? response:	Well, of course.
context: Aiza-kun, please get ready.\I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course. response:	The overwhelming favorite to win just took the stage.
context: I'm scared, I'm scared, I'm scared...\We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage. response:	Last year's champion, Takeshi Aiza.
context: We're all afraid...\To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza. response:	Here he is. Now I can finally listen to the real deal!
context: To get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal! response:	Chopin, Etude Op. 10, No. 4.
context: Maybe you'll mess up. Maybe they'll totally reject you.\Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4. response:	I like your expression. Don't get overeager, Takeshi.
context: Even so... You grit your teeth and get up onstage anyway.\Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi. response:	I won't be going to Germany.
context: Is it just me... or is there a different vibe in here now?\Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany. response:	I'm going to enter the Maihou Music Competition.
context: Well, of course.\The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition. response:	But they invited you.
context: The overwhelming favorite to win just took the stage.\Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you. response:	This is a golden opportunity to get overseas exposure before the Chopin competition.
context: Last year's champion, Takeshi Aiza.\Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you.\This is a golden opportunity to get overseas exposure before the Chopin competition. response:	You already won Maihou last year, so there's no reason to make it a priority...
context: Here he is. Now I can finally listen to the real deal!\Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you.\This is a golden opportunity to get overseas exposure before the Chopin competition.\You already won Maihou last year, so there's no reason to make it a priority... response:	But there is a reason.
context: Chopin, Etude Op. 10, No. 4.\I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you.\This is a golden opportunity to get overseas exposure before the Chopin competition.\You already won Maihou last year, so there's no reason to make it a priority...\But there is a reason. response:	The Shadows Whisper
context: I like your expression. Don't get overeager, Takeshi.\I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you.\This is a golden opportunity to get overseas exposure before the Chopin competition.\You already won Maihou last year, so there's no reason to make it a priority...\But there is a reason.\The Shadows Whisper response:	Episode 8 Resound
context: I won't be going to Germany.\I'm going to enter the Maihou Music Competition.\But they invited you.\This is a golden opportunity to get overseas exposure before the Chopin competition.\You already won Maihou last year, so there's no reason to make it a priority...\But there is a reason.\The Shadows Whisper\Episode 8 Resound response:	Watch Again Next Week!
