context: Sakura. response:	Sakura.
context: How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh? response:	Huh!
context: Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh?\Huh! response:	I'm so glad it filmed well.
context: have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh?\Huh!\I'm so glad it filmed well. response:	You even filmed this?
context: I saw her going into the A/V room.\Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh?\Huh!\I'm so glad it filmed well.\You even filmed this? response:	Of course.
context: Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh?\Huh!\I'm so glad it filmed well.\You even filmed this?\Of course. response:	I wouldn't let even a second
context: Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks.\Oh?\Huh!\I'm so glad it filmed well.\You even filmed this?\Of course.\I wouldn't let even a second response:	of Sakura-chan's heroism escape.
context: Thanks a lot for yesterday, this is in thanks.\Oh?\Huh!\I'm so glad it filmed well.\You even filmed this?\Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape. response:	From now on when you go to catch cards
context: Oh?\Huh!\I'm so glad it filmed well.\You even filmed this?\Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards response:	be sure to call me.
context: Huh!\I'm so glad it filmed well.\You even filmed this?\Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me. response:	Eh?
context: I'm so glad it filmed well.\You even filmed this?\Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me.\Eh? response:	We must leave the exploits of the Card Captor for posterity.
context: You even filmed this?\Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me.\Eh?\We must leave the exploits of the Card Captor for posterity. response:	Tomoyo-chan.
context: Of course.\I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me.\Eh?\We must leave the exploits of the Card Captor for posterity.\Tomoyo-chan. response:	And then'
context: I wouldn't let even a second\of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me.\Eh?\We must leave the exploits of the Card Captor for posterity.\Tomoyo-chan.\And then' response:	Leave your costume for each time to me too.
context: of Sakura-chan's heroism escape.\From now on when you go to catch cards\be sure to call me.\Eh?\We must leave the exploits of the Card Captor for posterity.\Tomoyo-chan.\And then'\Leave your costume for each time to me too. response:	Next time I'll put on more frills and a ribbon too.
context: From now on when you go to catch cards\be sure to call me.\Eh?\We must leave the exploits of the Card Captor for posterity.\Tomoyo-chan.\And then'\Leave your costume for each time to me too.\Next time I'll put on more frills and a ribbon too. response:	Er'
