context: What time does the competition start? response:	Uh...the doors open at 3:00... and the thing starts at 3:30.
context: Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else. response:	Since you're in love with her,
context: Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her, response:	she sparkles in your eyes.
context: She's...\You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes. response:	That's why people fall so irrationally in love.
context: You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love. response:	I think I kind of get why you're such a chick-magnet, Watari.
context: She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari. response:	You bet. There are plenty of girls that I like!
context: No way would she ever like me.\But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like! response:	But for me, it's impossible.
context: But that doesn't make any difference.\It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible. response:	I'm sure...
context: It's only natural for the girl you're crushing on to be in love with someone else.\Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure... response:	Whether or not it's impossible,
context: Since you're in love with her,\she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure...\Whether or not it's impossible, response:	the girl will let you know.
context: she sparkles in your eyes.\That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure...\Whether or not it's impossible,\the girl will let you know. response:	You give good advice, Watari.
context: That's why people fall so irrationally in love.\I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure...\Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari. response:	Don't I though?
context: I think I kind of get why you're such a chick-magnet, Watari.\You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure...\Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari.\Don't I though? response:	Hey, you! Watari!
context: You bet. There are plenty of girls that I like!\But for me, it's impossible.\I'm sure...\Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari.\Don't I though?\Hey, you! Watari! response:	You made Keiko cry again, didn't you?
context: But for me, it's impossible.\I'm sure...\Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari.\Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you? response:	C-Calm down!
context: I'm sure...\Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari.\Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down! response:	What do you mean, calm down?
context: Whether or not it's impossible,\the girl will let you know.\You give good advice, Watari.\Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down? response:	I was gonna ditch practice today and go home with Keiko-chan!
context: the girl will let you know.\You give good advice, Watari.\Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan! response:	Seeing as I've neglected her for a while.
context: You give good advice, Watari.\Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while. response:	You're awful, after all.
context: Don't I though?\Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all. response:	Watari's right.
context: Hey, you! Watari!\You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right. response:	I'm not myself today. I'm out of here...
context: You made Keiko cry again, didn't you?\C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here... response:	Before I know it...
context: C-Calm down!\What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here...\Before I know it... response:	Against a screen of bright red clouds...
context: What do you mean, calm down?\I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds... response:	I hear the refrain against the black curtain of my closed eyes.
context: I was gonna ditch practice today and go home with Keiko-chan!\Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes. response:	Over and over... Again and again...
context: Seeing as I've neglected her for a while.\You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again... response:	Again and again...
context: You're awful, after all.\Watari's right.\I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again... response:	And every time, my heart...
context: Watari's right.\I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again...\And every time, my heart... response:	It's like what my mother left me scatters away...
context: I'm not myself today. I'm out of here...\Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again...\And every time, my heart...\It's like what my mother left me scatters away... response:	I want to hear it again, yet I don't want to hear it again...
context: Before I know it...\Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again...\And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again... response:	One more time...
context: Against a screen of bright red clouds...\I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again...\And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time... response:	I want to see her,
context: I hear the refrain against the black curtain of my closed eyes.\Over and over... Again and again...\Again and again...\And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her, response:	yet I don't want to see her.
context: Over and over... Again and again...\Again and again...\And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her,\yet I don't want to see her. response:	This kind of feeling...
context: Again and again...\And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her,\yet I don't want to see her.\This kind of feeling... response:	What was it called again?
context: And every time, my heart...\It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her,\yet I don't want to see her.\This kind of feeling...\What was it called again? response:	What do you call this kind of feeling again?
context: It's like what my mother left me scatters away...\I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her,\yet I don't want to see her.\This kind of feeling...\What was it called again?\What do you call this kind of feeling again? response:	Friend A.
context: I want to hear it again, yet I don't want to hear it again...\One more time...\I want to see her,\yet I don't want to see her.\This kind of feeling...\What was it called again?\What do you call this kind of feeling again?\Friend A. response:	You exist inside spring.
context: One more time...\I want to see her,\yet I don't want to see her.\This kind of feeling...\What was it called again?\What do you call this kind of feeling again?\Friend A.\You exist inside spring. response:	She's wearing our school uniform. So you really are a student here.
context: I want to see her,\yet I don't want to see her.\This kind of feeling...\What was it called again?\What do you call this kind of feeling again?\Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here. response:	Wh-What are you staring at?
context: yet I don't want to see her.\This kind of feeling...\What was it called again?\What do you call this kind of feeling again?\Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at? response:	You were gonna sneak another shot, weren't you? Pervert!
context: This kind of feeling...\What was it called again?\What do you call this kind of feeling again?\Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert! response:	I would never, and I didn't!
context: What was it called again?\What do you call this kind of feeling again?\Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't! response:	Liar! You're gonna spread it all over the internet!
context: What do you call this kind of feeling again?\Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet! response:	I won't, I won't!
context: Friend A.\You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't! response:	Oh, never mind. It'll only make my popularity explode anyway.
context: You exist inside spring.\She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway. response:	Talk about over-confident...
context: She's wearing our school uniform. So you really are a student here.\Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident... response:	Anyway, where's Watari-kun?
context: Wh-What are you staring at?\You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun? response:	Watari?
context: You were gonna sneak another shot, weren't you? Pervert!\I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun?\Watari? response:	I want to scare him, so I'm lying in wait.
context: I would never, and I didn't!\Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait. response:	I was gonna ditch practice today and go home with Keiko-chan!
context: Liar! You're gonna spread it all over the internet!\I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan! response:	Think he'll be here soon?
context: I won't, I won't!\Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon? response:	Nah, no sign of him showing up at all.
context: Oh, never mind. It'll only make my popularity explode anyway.\Talk about over-confident...\Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all. response:	Watari's...
context: Talk about over-confident...\Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's... response:	He's still in practice.
context: Anyway, where's Watari-kun?\Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's...\He's still in practice. response:	I think!
context: Watari?\I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's...\He's still in practice.\I think! response:	I see.
context: I want to scare him, so I'm lying in wait.\I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's...\He's still in practice.\I think!\I see. response:	Then maybe I'll go take a peek at the soccer team.
context: I was gonna ditch practice today and go home with Keiko-chan!\Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's...\He's still in practice.\I think!\I see.\Then maybe I'll go take a peek at the soccer team. response:	Huh?
context: Think he'll be here soon?\Nah, no sign of him showing up at all.\Watari's...\He's still in practice.\I think!\I see.\Then maybe I'll go take a peek at the soccer team.\Huh? response:	They've got their summer tournament coming up, see!
context: Nah, no sign of him showing up at all.\Watari's...\He's still in practice.\I think!\I see.\Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see! response:	I don't know if you should barge in on practice...
context: Watari's...\He's still in practice.\I think!\I see.\Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice... response:	Yeah! Right! I don't think it's a good idea!
context: He's still in practice.\I think!\I see.\Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea! response:	Watari's quite nervous about it...
context: I think!\I see.\Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it... response:	Hmm, you do have a point.
context: I see.\Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it...\Hmm, you do have a point. response:	If I disrupt him, he'll hate me, huh?
context: Then maybe I'll go take a peek at the soccer team.\Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it...\Hmm, you do have a point.\If I disrupt him, he'll hate me, huh? response:	I'm appointing you as his substitute!
context: Huh?\They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it...\Hmm, you do have a point.\If I disrupt him, he'll hate me, huh?\I'm appointing you as his substitute! response:	Friend A
context: They've got their summer tournament coming up, see!\I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it...\Hmm, you do have a point.\If I disrupt him, he'll hate me, huh?\I'm appointing you as his substitute!\Friend A response:	Huh?
context: I don't know if you should barge in on practice...\Yeah! Right! I don't think it's a good idea!\Watari's quite nervous about it...\Hmm, you do have a point.\If I disrupt him, he'll hate me, huh?\I'm appointing you as his substitute!\Friend A\Huh? response:	Episode 3 Inside Spring
