context: Hey, there... response:	Want a walnut?
context: Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that. response:	It makes you a small person.
context: Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person. response:	You're kidding...
context: Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person.\You're kidding... response:	A voice that resounds throughout infinity
context: She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person.\You're kidding...\A voice that resounds throughout infinity response:	sings a melody of gentle memories.
context: They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person.\You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories. response:	The light of the promise I know we once shared.
context: Wait a second...\You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person.\You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared. response:	An earthquake?
context: You were behind the hacking of the American Air Force last year?\Don't worry about small things like that.\It makes you a small person.\You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake? response:	Its epicenter is Tanegashima!
context: Don't worry about small things like that.\It makes you a small person.\You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima! response:	This time, I won't underestimate you!
context: It makes you a small person.\You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you! response:	Impacter Feige, lost.
context: You're kidding...\A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost. response:	The Earth Engine is coming into contact with the Kiltgang!
context: A voice that resounds throughout infinity\sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang! response:	Can you hear me, Daichi?
context: sings a melody of gentle memories.\The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi? response:	The Earth Engine still isn't repaired!
context: The light of the promise I know we once shared.\An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired! response:	Turn back now!
context: An earthquake?\Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now! response:	Hey, Uncle...
context: Its epicenter is Tanegashima!\This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle... response:	My dad flew to stop that thing, didn't he?
context: This time, I won't underestimate you!\Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he? response:	That means I have to stop it.
context: Impacter Feige, lost.\The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it. response:	Otherwise,
context: The Earth Engine is coming into contact with the Kiltgang!\Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise, response:	what my dad did will be meaningless!
context: Can you hear me, Daichi?\The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise,\what my dad did will be meaningless! response:	I won't let you get any farther!
context: The Earth Engine still isn't repaired!\Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise,\what my dad did will be meaningless!\I won't let you get any farther! response:	It's moving so slowly...
context: Turn back now!\Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise,\what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly... response:	It hasn't been repaired at all!
context: Hey, Uncle...\My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise,\what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all! response:	I'll rip you apart with my fangs, Earth Engine!
context: My dad flew to stop that thing, didn't he?\That means I have to stop it.\Otherwise,\what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine! response:	What's that?
context: That means I have to stop it.\Otherwise,\what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that? response:	A planetary sign?
context: Otherwise,\what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign? response:	Albion!
context: what my dad did will be meaningless!\I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign?\Albion! response:	What?
context: I won't let you get any farther!\It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign?\Albion!\What? response:	Albion... What are you doing?!
context: It's moving so slowly...\It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign?\Albion!\What?\Albion... What are you doing?! response:	That Kiltgang...
context: It hasn't been repaired at all!\I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign?\Albion!\What?\Albion... What are you doing?!\That Kiltgang... response:	It's a friend.
context: I'll rip you apart with my fangs, Earth Engine!\What's that?\A planetary sign?\Albion!\What?\Albion... What are you doing?!\That Kiltgang...\It's a friend. response:	Hana?
context: What's that?\A planetary sign?\Albion!\What?\Albion... What are you doing?!\That Kiltgang...\It's a friend.\Hana? response:	It's a friend.
context: A planetary sign?\Albion!\What?\Albion... What are you doing?!\That Kiltgang...\It's a friend.\Hana?\It's a friend. response:	Teppei, is that you?
context: Albion!\What?\Albion... What are you doing?!\That Kiltgang...\It's a friend.\Hana?\It's a friend.\Teppei, is that you? response:	Are you okay, Teppei?
context: What?\Albion... What are you doing?!\That Kiltgang...\It's a friend.\Hana?\It's a friend.\Teppei, is that you?\Are you okay, Teppei? response:	Yes.
context: Albion... What are you doing?!\That Kiltgang...\It's a friend.\Hana?\It's a friend.\Teppei, is that you?\Are you okay, Teppei?\Yes. response:	This thing's main system never worked before.
context: That Kiltgang...\It's a friend.\Hana?\It's a friend.\Teppei, is that you?\Are you okay, Teppei?\Yes.\This thing's main system never worked before. response:	Why did it turn on?
context: It's a friend.\Hana?\It's a friend.\Teppei, is that you?\Are you okay, Teppei?\Yes.\This thing's main system never worked before.\Why did it turn on? response:	That earthquake was Blume moving.
context: Hana?\It's a friend.\Teppei, is that you?\Are you okay, Teppei?\Yes.\This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving. response:	You did it, didn't you?
context: It's a friend.\Teppei, is that you?\Are you okay, Teppei?\Yes.\This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you? response:	I just sang.
context: Teppei, is that you?\Are you okay, Teppei?\Yes.\This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you?\I just sang. response:	Either way...
context: Are you okay, Teppei?\Yes.\This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you?\I just sang.\Either way... response:	Maybe it's thanks to God that we survived today.
context: Yes.\This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you?\I just sang.\Either way...\Maybe it's thanks to God that we survived today. response:	God?
context: This thing's main system never worked before.\Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you?\I just sang.\Either way...\Maybe it's thanks to God that we survived today.\God? response:	I've never seen God.
context: Why did it turn on?\That earthquake was Blume moving.\You did it, didn't you?\I just sang.\Either way...\Maybe it's thanks to God that we survived today.\God?\I've never seen God. response:	Teppei was able to pilot an enemy robot.
context: That earthquake was Blume moving.\You did it, didn't you?\I just sang.\Either way...\Maybe it's thanks to God that we survived today.\God?\I've never seen God.\Teppei was able to pilot an enemy robot. response:	What does that mean?
context: You did it, didn't you?\I just sang.\Either way...\Maybe it's thanks to God that we survived today.\God?\I've never seen God.\Teppei was able to pilot an enemy robot.\What does that mean? response:	Globe's Tanegashima base is split over Teppei's true identity.
context: I just sang.\Either way...\Maybe it's thanks to God that we survived today.\God?\I've never seen God.\Teppei was able to pilot an enemy robot.\What does that mean?\Globe's Tanegashima base is split over Teppei's true identity. response:	And then, two of the enemy launch a bold assault!
context: Either way...\Maybe it's thanks to God that we survived today.\God?\I've never seen God.\Teppei was able to pilot an enemy robot.\What does that mean?\Globe's Tanegashima base is split over Teppei's true identity.\And then, two of the enemy launch a bold assault! response:	Assault of the Planetary Gear.
context: Maybe it's thanks to God that we survived today.\God?\I've never seen God.\Teppei was able to pilot an enemy robot.\What does that mean?\Globe's Tanegashima base is split over Teppei's true identity.\And then, two of the enemy launch a bold assault!\Assault of the Planetary Gear. response:	Assault of the Planetary Gear
context: God?\I've never seen God.\Teppei was able to pilot an enemy robot.\What does that mean?\Globe's Tanegashima base is split over Teppei's true identity.\And then, two of the enemy launch a bold assault!\Assault of the Planetary Gear.\Assault of the Planetary Gear response:	Earth Engine, expand!
